,GD_Open,GD_High,GD_Low,GD_Close,GD_Adj Close,GD_Volume,GD_Dividend Amount,GD_Split Coefficient
2022-03-25,240.83,244.44,240.364,244.36,230.178525409238,1121361,0.0,1.0
2022-03-24,240.0,243.36,239.135,241.0,227.01352358662,1179460,0.0,1.0
2022-03-23,238.7,241.66,238.23,239.69,225.77954966173,1370385,0.0,1.0
2022-03-22,236.15,237.88,234.1,237.83,224.027495081352,1147101,0.0,1.0
2022-03-21,231.0,238.49,230.99,236.07,222.36963698379,1549753,0.0,1.0
2022-03-18,230.63,231.12,228.59,230.23,216.868562387334,2487736,0.0,1.0
2022-03-17,230.44,232.42,227.75,230.51,217.132312539219,1712512,0.0,1.0
2022-03-16,234.44,236.3725,224.375,227.69,214.475971723807,2457648,0.0,1.0
2022-03-15,235.45,238.41,233.42,237.62,223.829682467438,1145926,0.0,1.0
2022-03-14,234.35,235.6,230.465,233.83,220.259635768711,1379575,0.0,1.0
2022-03-11,235.8,238.95,232.38,232.48,218.987983250695,1804952,0.0,1.0
2022-03-10,235.99,238.81,234.34,235.52,221.851556328302,1577042,0.0,1.0
2022-03-09,234.98,238.42,231.62,236.81,223.066690956629,2425462,0.0,1.0
2022-03-08,247.38,247.8593,235.25,235.31,221.653743714388,2769764,0.0,1.0
2022-03-07,245.51,254.99,245.48,247.29,232.938482355748,4791788,0.0,1.0
2022-03-04,236.1,245.56,235.06,245.29,231.054552699427,3317398,0.0,1.0
2022-03-03,236.78,239.76,236.17,238.13,224.3100845298,1875393,0.0,1.0
2022-03-02,235.0,236.64,229.16,235.75,222.068208238779,2780300,0.0,1.0
2022-03-01,235.0,237.03,232.1,233.32,219.779233706349,2082497,0.0,1.0
2022-02-28,229.59,234.99,229.14,234.45,220.84365396217,3284841,0.0,1.0
2022-02-25,218.56,228.2,218.56,227.98,214.749141523974,1979575,0.0,1.0
2022-02-24,216.79,218.94,211.41,218.53,205.847573897859,2062752,0.0,1.0
2022-02-23,218.06,218.88,215.81,216.27,203.718733386217,1744294,0.0,1.0
2022-02-22,220.0,220.1,215.13,216.82,204.236814041705,2160371,0.0,1.0
2022-02-18,213.83,218.6,213.83,215.82,203.294849213545,1609040,0.0,1.0
2022-02-17,213.73,215.55,212.24,214.4,201.957259157557,1014312,0.0,1.0
2022-02-16,212.68,215.32,212.5174,214.41,201.966678805839,814126,0.0,1.0
2022-02-15,211.98,214.1675,211.0,212.77,200.421856487656,690153,0.0,1.0
2022-02-14,213.75,214.635,210.03,211.17,198.9147127626,1227536,0.0,1.0
2022-02-11,211.64,214.94,210.86,213.76,201.354401667535,1206180,0.0,1.0
2022-02-10,213.75,215.7899,210.31,211.52,199.244400452456,1102345,0.0,1.0
2022-02-09,215.72,216.17,214.5,215.44,202.936902578844,1037906,0.0,1.0
2022-02-08,213.36,215.07,211.875,214.46,202.013777047247,1064568,0.0,1.0
2022-02-07,213.28,213.93,211.59,212.12,199.809579349352,1045413,0.0,1.0
2022-02-04,213.51,216.208,210.78,212.29,199.969713370139,1462368,0.0,1.0
2022-02-03,207.8402,213.2483,207.84,212.17,199.85667759076,1380752,0.0,1.0
2022-02-02,212.3,214.45,210.6,214.08,201.655830412546,1888638,0.0,1.0
2022-02-01,212.19,213.605,209.745,212.87,200.516052970472,1371704,0.0,1.0
2022-01-31,210.46,212.62,208.3809,212.1,199.790740052789,1566383,0.0,1.0
2022-01-28,209.84,213.0,206.24,212.82,200.468954729064,1500393,0.0,1.0
2022-01-27,205.08,211.63,205.08,208.8,196.68225611986,2402782,0.0,1.0
2022-01-26,204.17,210.15,200.785,204.92,193.027432586598,1988417,0.0,1.0
2022-01-25,205.0,206.84,200.935,205.96,194.007076007885,1765985,0.0,1.0
2022-01-24,204.435,207.56,200.6451,207.08,195.062076615424,1464523,0.0,1.0
2022-01-21,209.26,210.895,206.32,206.54,194.553415608218,1237277,0.0,1.0
2022-01-20,210.47,212.96,208.48,208.98,196.851809788929,933114,0.0,1.0
2022-01-19,211.13,213.44,210.36,210.36,198.15172125179,822651,0.0,1.0
2022-01-18,212.13,212.5,208.97,211.16,198.905293114318,1104687,0.0,1.0
2022-01-14,210.46,213.62,209.52,213.1,200.732704880949,1110957,0.0,1.0
2022-01-13,211.41,213.115,210.4001,211.37,199.103105728232,766530,1.19,1.0
2022-01-12,212.0,212.7,210.63,211.93,198.51299020034,968699,0.0,1.0
2022-01-11,210.61,211.76,209.43,211.58,198.185148240399,1021678,0.0,1.0
2022-01-10,212.6,214.7,209.5,210.61,197.276557665708,1235299,0.0,1.0
2022-01-07,212.57,213.87,211.6706,212.09,198.662860810598,1408536,0.0,1.0
2022-01-06,212.53,214.04,210.125,211.74,198.335018850658,864119,0.0,1.0
2022-01-05,212.77,214.43,210.03,210.31,196.995550271474,876483,0.0,1.0
2022-01-04,209.07,212.46,208.21,212.05,198.625393158033,1129504,0.0,1.0
2022-01-03,209.0,209.55,206.14,207.46,194.325980026247,722508,0.0,1.0
2021-12-31,207.32,209.47,206.33,208.47,195.272038253503,849907,0.0,1.0
2021-12-30,207.7,209.3483,207.18,207.54,194.400915331376,718602,0.0,1.0
2021-12-29,207.77,208.56,206.13,207.89,194.728757291316,715715,0.0,1.0
2021-12-28,206.5,208.87,206.5,207.67,194.522685202211,899558,0.0,1.0
2021-12-27,205.07,207.21,204.54,207.13,194.016871892589,849230,0.0,1.0
2021-12-23,204.84,205.85,203.78,204.69,191.731345086149,665810,0.0,1.0
2021-12-22,203.43,204.89,203.27,203.76,190.860222164022,608487,0.0,1.0
2021-12-21,199.9,204.26,199.595,203.29,190.419977246388,1251826,0.0,1.0
2021-12-20,201.0,201.4,197.03,198.68,186.101830288319,969111,0.0,1.0
2021-12-17,206.05,206.35,202.19,202.2,189.398983714003,2703125,0.0,1.0
2021-12-16,206.66,209.08,205.92,206.18,193.12701514418,1030114,0.0,1.0
2021-12-15,203.99,206.35,203.35,206.24,193.183216623027,781267,0.0,1.0
2021-12-14,204.71,206.56,202.3,203.47,190.588581682929,1160356,0.0,1.0
2021-12-13,202.88,205.02,202.01,203.49,190.607315509211,1017216,0.0,1.0
2021-12-10,203.17,205.85,201.5,204.93,191.956151001536,1038019,0.0,1.0
2021-12-09,200.0,202.14,198.68,201.93,189.146077059192,938111,0.0,1.0
2021-12-08,199.85,202.75,199.85,200.88,188.162551179372,781083,0.0,1.0
2021-12-07,200.0,201.19,198.97,199.32,186.701312729353,880209,0.0,1.0
2021-12-06,200.07,201.9,198.69,199.57,186.935485557881,820483,0.0,1.0
2021-12-03,194.71,198.06,194.56,197.63,185.118304408499,1424211,0.0,1.0
2021-12-02,191.44,196.78,190.32,194.48,182.167726769037,1246451,0.0,1.0
2021-12-01,192.0,194.5053,189.43,189.45,177.45616945904,1320570,0.0,1.0
2021-11-30,192.49,193.72,188.64,188.97,177.006557628265,2084017,0.0,1.0
2021-11-29,195.0,195.8,193.1301,194.44,182.130259116473,878626,0.0,1.0
2021-11-26,194.2,194.545,190.8,193.37,181.12799941037,847323,0.0,1.0
2021-11-24,200.07,200.64,198.06,198.74,186.158031767166,524157,0.0,1.0
2021-11-23,199.9,201.73,199.49,200.29,187.609903304044,604448,0.0,1.0
2021-11-22,197.21,200.57,196.62,199.36,186.738780381917,690153,0.0,1.0
2021-11-19,197.8,198.38,196.05,196.31,183.881871873867,792391,0.0,1.0
2021-11-18,199.74,199.74,196.82,198.0,185.464880194721,749974,0.0,1.0
2021-11-17,198.67,200.1,198.67,199.46,186.832449513329,617583,0.0,1.0
2021-11-16,200.91,201.69,198.69,198.74,186.158031767166,860095,0.0,1.0
2021-11-15,202.04,202.04,200.15,201.07,188.340522529053,679955,0.0,1.0
2021-11-12,199.09,201.45,198.52,200.97,188.246853397642,931985,0.0,1.0
2021-11-11,200.77,201.45,198.81,199.09,186.485873727106,904611,0.0,1.0
2021-11-10,203.08,203.75,201.1,201.33,188.584062270723,625178,0.0,1.0
2021-11-09,202.82,203.625,201.23,202.88,190.035933807601,666430,0.0,1.0
2021-11-08,201.91,203.1687,200.08,202.64,189.811127892213,1086221,0.0,1.0
2021-11-05,200.25,201.36,199.01,201.0,188.274954137065,1306749,0.0,1.0
2021-11-04,200.73,201.18,197.61,198.16,185.614750804979,1138367,0.0,1.0
2021-11-03,200.95,201.25,197.61,201.21,188.471659313029,1338372,0.0,1.0
2021-11-02,202.51,203.46,200.97,201.75,188.977472622651,841304,0.0,1.0
2021-11-01,202.81,203.8408,199.77,201.89,189.108609406627,765528,0.0,1.0
2021-10-29,202.6,204.045,201.3501,202.75,189.914163936766,1485525,0.0,1.0
2021-10-28,207.25,207.49,201.09,202.61,189.78302715279,1119708,0.0,1.0
2021-10-27,204.99,208.71,201.27,205.79,192.761705531675,1138782,0.0,1.0
2021-10-26,199.21,205.53,198.64,204.57,191.618942128455,1855536,0.0,1.0
2021-10-25,209.06,209.63,207.8,207.91,194.747491117598,672553,0.0,1.0
2021-10-22,208.71,210.21,207.47,209.52,196.255564133323,767858,0.0,1.0
2021-10-21,207.96,208.2,205.16,208.04,194.869260988433,831386,0.0,1.0
2021-10-20,208.62,209.63,207.97,208.44,195.243937514079,939477,0.0,1.0
2021-10-19,207.08,209.03,206.05,208.62,195.41254195062,745986,0.0,1.0
2021-10-18,206.92,208.265,205.741,206.66,193.576626974955,591473,0.0,1.0
2021-10-15,205.75,208.93,205.75,208.06,194.887994814715,1076738,0.0,1.0
2021-10-14,204.72,205.6724,203.4,205.14,192.1528561775,737121,0.0,1.0
2021-10-13,203.38,204.06,200.93,203.39,190.5136463778,674081,0.0,1.0
2021-10-12,202.88,205.45,202.7,203.55,190.663516988058,796279,0.0,1.0
2021-10-11,202.5,205.84,201.8901,202.88,190.035933807601,701681,0.0,1.0
2021-10-08,201.94,202.84,200.86,202.12,189.324048408874,723110,0.0,1.0
2021-10-07,199.89,202.19,199.745,201.73,188.958738796369,664213,1.19,1.0
2021-10-06,197.12,199.41,195.0,199.36,185.64367320345,727113,0.0,1.0
2021-10-05,198.23,199.66,196.62,198.16,184.526235363141,959077,0.0,1.0
2021-10-04,197.66,199.74,195.79,197.51,183.920956532973,853129,0.0,1.0
2021-10-01,197.27,199.3,194.06,198.22,184.582107255156,876816,0.0,1.0
2021-09-30,198.96,199.49,196.01,196.03,182.542783196591,1059503,0.0,1.0
2021-09-29,198.09,199.52,197.09,198.39,184.7404109492,672068,0.0,1.0
2021-09-28,197.79,198.7,195.34,197.1,183.539165270867,887724,0.0,1.0
2021-09-27,198.16,200.21,197.43,197.76,184.153756083037,645937,0.0,1.0
2021-09-24,196.65,198.12,196.62,197.42,183.83714869495,468901,0.0,1.0
2021-09-23,195.6,197.88,195.0,196.75,183.213245900777,639039,0.0,1.0
2021-09-22,192.78,194.95,192.33,193.75,180.419651300002,698311,0.0,1.0
2021-09-21,193.93,194.78,190.69,191.19,178.035783907342,726210,0.0,1.0
2021-09-20,194.0,194.57,191.06,193.43,180.12166787592,940409,0.0,1.0
2021-09-17,194.12,195.79,193.57,195.12,181.695392834356,2722349,0.0,1.0
2021-09-16,198.91,199.5,194.83,194.88,181.471905266294,819737,0.0,1.0
2021-09-15,196.61,199.46,196.08,198.48,184.824218787223,930879,0.0,1.0
2021-09-14,200.43,200.43,195.925,196.66,183.129438062753,1007717,0.0,1.0
2021-09-13,202.34,202.88,197.44,199.42,185.699545095466,1484880,0.0,1.0
2021-09-10,204.95,205.1366,201.56,201.6,187.729557172028,1044996,0.0,1.0
2021-09-09,205.0,206.46,203.77,203.81,189.787505194599,1237482,0.0,1.0
2021-09-08,202.18,205.0,201.57,204.4,190.336912132751,1085946,0.0,1.0
2021-09-07,201.67,203.25,200.75,202.39,188.465203750232,1396927,0.0,1.0
2021-09-03,202.0,202.8994,201.19,202.46,188.53038762425,881296,0.0,1.0
2021-09-02,200.31,202.4,200.31,202.3,188.381395912209,948634,0.0,1.0
2021-09-01,201.0,201.0,198.53,199.79,186.044088429561,784621,0.0,1.0
2021-08-31,199.3,200.77,199.23,200.31,186.528311493695,786545,0.0,1.0
2021-08-30,199.93,200.01,198.53,199.19,185.485369509406,396028,0.0,1.0
2021-08-27,199.87,200.52,199.11,199.72,185.978904555543,622084,0.0,1.0
2021-08-26,198.88,199.39,198.1245,199.07,185.373625725375,483928,0.0,1.0
2021-08-25,199.57,200.07,198.2208,199.3,185.587801311435,396109,0.0,1.0
2021-08-24,198.67,199.6,198.12,198.92,185.233945995337,416860,0.0,1.0
2021-08-23,198.08,199.0978,197.12,198.01,184.386555633102,556754,0.0,1.0
2021-08-20,195.63,197.9,195.24,197.3,183.725404910919,1242340,0.0,1.0
2021-08-19,195.51,197.3369,194.085,195.49,182.039936168452,738061,0.0,1.0
2021-08-18,198.89,199.43,196.55,196.8,183.25980581079,1004925,0.0,1.0
2021-08-17,199.48,200.46,197.89,199.32,185.60642527544,764858,0.0,1.0
2021-08-16,198.19,200.54,196.33,200.46,186.667991223734,629086,0.0,1.0
2021-08-13,199.47,199.61,198.0,198.37,184.721786985195,651337,0.0,1.0
2021-08-12,200.78,201.15,198.36,199.17,185.466745545401,526089,0.0,1.0
2021-08-11,199.43,200.74,198.57,200.69,186.882166809794,739395,0.0,1.0
2021-08-10,196.99,199.14,196.7,199.02,185.327065815363,596766,0.0,1.0
2021-08-09,198.4,198.59,196.8,197.24,183.669533018903,697937,0.0,1.0
2021-08-06,198.14,199.45,197.449,199.08,185.382937707378,876599,0.0,1.0
2021-08-05,195.52,197.81,195.52,196.69,183.157374008761,585609,0.0,1.0
2021-08-04,195.8,197.25,194.89,195.87,182.39379148455,610362,0.0,1.0
2021-08-03,196.51,197.41,193.36,197.32,183.744028874924,738595,0.0,1.0
2021-08-02,196.8,198.81,195.58,195.83,182.356543556539,1038394,0.0,1.0
2021-07-30,197.8,197.82,194.94,196.03,182.542783196591,907547,0.0,1.0
2021-07-29,197.31,198.91,195.45,198.14,184.507611399135,1147762,0.0,1.0
2021-07-28,198.4,199.95,194.03,195.51,182.058560132457,1267644,0.0,1.0
2021-07-27,191.61,195.59,190.81,194.05,180.69901076008,1258890,0.0,1.0
2021-07-26,191.25,192.6,191.25,191.92,178.71555859353,710246,0.0,1.0
2021-07-23,191.67,192.18,190.64,191.86,178.659686701515,455546,0.0,1.0
2021-07-22,191.2,191.2,189.8,190.57,177.458441023182,524851,0.0,1.0
2021-07-21,191.0,192.41,190.6,191.63,178.445511115455,699021,0.0,1.0
2021-07-20,185.15,190.63,185.06,190.01,176.936970031037,1029617,0.0,1.0
2021-07-19,187.17,187.638,182.66,184.09,171.424276685509,1158217,0.0,1.0
2021-07-16,190.28,190.625,188.55,189.28,176.257195344849,1057329,0.0,1.0
2021-07-15,188.0,189.84,187.58,189.35,176.322379218867,920334,0.0,1.0
2021-07-14,188.97,190.12,188.3,189.46,176.424811020895,708168,0.0,1.0
2021-07-13,189.37,190.29,188.655,188.74,175.75434831671,840420,0.0,1.0
2021-07-12,189.51,190.5325,188.37,189.33,176.303755254862,779100,0.0,1.0
2021-07-09,190.14,191.24,188.59,190.22,177.132521653091,1077314,0.0,1.0
2021-07-08,187.83,189.4099,186.79,188.02,175.083885612524,962279,0.0,1.0
2021-07-07,185.89,190.27,185.89,189.79,176.73210642698,1168486,0.0,1.0
2021-07-06,187.81,188.04,184.3,186.91,174.050255610237,838432,0.0,1.0
2021-07-02,188.25,189.56,187.37,188.54,175.568108676658,619726,0.0,1.0
2021-07-01,187.82,189.09,187.28,188.05,175.111821558531,894458,1.19,1.0
2021-06-30,186.55,188.59,186.51,188.26,174.204985873014,1102221,0.0,1.0
2021-06-29,189.79,190.6,186.485,186.7,172.761451516475,1064195,0.0,1.0
2021-06-28,190.06,190.185,188.245,188.87,174.769444820122,1159401,0.0,1.0
2021-06-25,187.8,190.07,187.8,189.81,175.63926680419,849180,0.0,1.0
2021-06-24,188.04,188.3,186.24,188.11,174.066184492577,810386,0.0,1.0
2021-06-23,189.99,189.99,186.78,186.81,172.863239195462,1017982,0.0,1.0
2021-06-22,190.31,190.73,189.08,189.58,175.426438020854,968102,0.0,1.0
2021-06-21,186.79,190.89,186.735,190.78,176.536849064345,1237412,0.0,1.0
2021-06-18,185.25,186.72,184.53,185.15,171.3271705853,2567859,0.0,1.0
2021-06-17,190.66,191.12,186.36,187.68,173.668287201993,915586,0.0,1.0
2021-06-16,192.31,192.455,190.0,190.08,175.889109288975,739918,0.0,1.0
2021-06-15,191.38,193.02,191.29,192.45,178.08217109987,935877,0.0,1.0
2021-06-14,191.0,191.41,189.44,190.84,176.592369616519,1165757,0.0,1.0
2021-06-11,192.27,192.27,190.71,191.49,177.193842265077,1385436,0.0,1.0
2021-06-10,192.99,193.53,191.21,191.48,177.184588839715,790064,0.0,1.0
2021-06-09,192.64,193.37,191.25,191.87,177.545472428849,870551,0.0,1.0
2021-06-08,191.78,193.38,191.22,192.72,178.332013584655,1004652,0.0,1.0
2021-06-07,193.93,194.27,190.64,191.77,177.452938175225,1018834,0.0,1.0
2021-06-04,191.5,193.85,191.03,193.57,179.118554740461,1126172,0.0,1.0
2021-06-03,191.4,192.01,190.1,190.81,176.564609340432,885329,0.0,1.0
2021-06-02,190.2,191.62,189.25,191.54,177.240109391889,1143859,0.0,1.0
2021-06-01,191.25,191.5,189.34,189.54,175.389424319404,813192,0.0,1.0
2021-05-28,191.01,191.67,189.63,189.91,175.731801057814,713932,0.0,1.0
2021-05-27,190.89,191.56,189.82,190.67,176.435061385358,1157036,0.0,1.0
2021-05-26,189.67,189.86,187.68,189.02,174.908246200558,709317,0.0,1.0
2021-05-25,189.36,190.7,188.7,188.91,174.806458521571,631853,0.0,1.0
2021-05-24,190.71,190.73,188.94,189.6,175.444944871579,891169,0.0,1.0
2021-05-21,189.72,191.53,188.4375,189.88,175.704040781727,1641475,0.0,1.0
2021-05-20,188.84,189.76,188.1,189.06,174.945259902008,800871,0.0,1.0
2021-05-19,187.77,188.58,185.315,188.52,174.445574932437,927112,0.0,1.0
2021-05-18,191.74,191.8075,189.32,189.35,175.213609237518,872532,0.0,1.0
2021-05-17,191.1,192.27,189.61,191.65,177.341897070876,966817,0.0,1.0
2021-05-14,191.71,192.7014,190.64,191.94,177.610246406386,890802,0.0,1.0
2021-05-13,187.75,192.075,186.81,191.29,177.008773757829,1048758,0.0,1.0
2021-05-12,192.0,192.4,186.7,186.88,172.928013172999,1730508,0.0,1.0
2021-05-11,193.81,194.32,189.75,191.54,177.240109391889,1091661,0.0,1.0
2021-05-10,195.48,197.51,194.43,194.6,180.071657552791,1004654,0.0,1.0
2021-05-07,193.0,195.34,192.35,194.82,180.275232910765,1367741,0.0,1.0
2021-05-06,191.72,192.75,190.67,192.68,178.294999883206,1263222,0.0,1.0
2021-05-05,191.62,191.9,190.295,190.68,176.444314810721,1098782,0.0,1.0
2021-05-04,191.65,192.79,191.58,191.99,177.656513533198,1396030,0.0,1.0
2021-05-03,190.99,192.74,189.38,191.69,177.378910772326,833487,0.0,1.0
2021-04-30,190.07,191.12,188.78,190.23,176.027910669411,1492383,0.0,1.0
2021-04-29,188.12,191.46,187.73,190.71,176.472075086808,1364107,0.0,1.0
2021-04-28,188.85,189.0,185.06,185.26,171.428958264286,1412093,0.0,1.0
2021-04-27,185.04,187.01,184.1932,185.89,172.011924062119,1197098,0.0,1.0
2021-04-26,187.51,188.45,185.05,185.19,171.364184286749,1168790,0.0,1.0
2021-04-23,184.93,186.98,184.39,186.48,172.557876158502,795365,0.0,1.0
2021-04-22,185.44,186.09,184.26,184.5,170.725697936742,827787,0.0,1.0
2021-04-21,183.63,185.87,183.23,185.85,171.974910360669,863910,0.0,1.0
2021-04-20,184.72,185.87,183.3675,184.07,170.327800646158,1204891,0.0,1.0
2021-04-19,184.44,184.91,182.78,184.79,170.994047272252,1156648,0.0,1.0
2021-04-16,185.22,185.24,183.27,184.47,170.697937660655,1418303,0.0,1.0
2021-04-15,184.0,184.29,182.43,183.93,170.198252691084,922893,0.0,1.0
2021-04-14,182.73,185.03,182.44,183.48,169.781848549775,823954,0.0,1.0
2021-04-13,183.19,183.94,182.01,182.28,168.671437506284,1237262,0.0,1.0
2021-04-12,183.45,185.2,182.96,184.94,171.132848652689,1132749,0.0,1.0
2021-04-09,181.83,183.79,180.88,183.0,169.337684132378,1258215,0.0,1.0
2021-04-08,182.75,184.579,182.07,184.11,170.364814347607,887427,1.19,1.0
2021-04-07,185.57,186.0,183.5,184.79,169.895920363164,984896,0.0,1.0
2021-04-06,184.41,185.7,184.41,185.11,170.190128353403,930508,0.0,1.0
2021-04-05,182.2,185.66,182.0,185.59,170.631440338761,1189223,0.0,1.0
2021-04-01,181.63,181.73,179.85,180.83,166.25509648396,851010,0.0,1.0
2021-03-31,181.32,182.36,180.65,181.56,166.926258461692,1052692,0.0,1.0
2021-03-30,183.34,184.3686,181.8,182.1,167.42273444522,793389,0.0,1.0
2021-03-29,181.82,184.0399,180.02,183.3,168.526014408615,1711459,0.0,1.0
2021-03-26,180.0,181.84,179.01,181.54,166.907870462302,1074199,0.0,1.0
2021-03-25,175.81,180.26,175.75,180.06,165.547158507448,1015417,0.0,1.0
2021-03-24,176.31,179.41,176.31,176.42,162.200542618483,920587,0.0,1.0
2021-03-23,175.88,176.99,174.32,174.87,160.775472665764,859126,0.0,1.0
2021-03-22,177.52,177.52,173.52,176.56,162.329258614212,1041611,0.0,1.0
2021-03-19,178.27,178.92,174.95,177.62,163.303822581878,2759093,0.0,1.0
2021-03-18,177.52,180.35,177.52,179.24,164.793250532462,1288824,0.0,1.0
2021-03-17,176.6,178.8,175.15,177.52,163.211882584929,1197204,0.0,1.0
2021-03-16,176.16,176.28,173.81,175.32,161.189202652037,1089997,0.0,1.0
2021-03-15,176.5,177.02,173.94,176.71,162.467168609637,1034477,0.0,1.0
2021-03-12,174.1,176.61,174.1,176.29,162.081020622448,1004386,0.0,1.0
2021-03-11,171.28,174.45,170.4,172.67,158.752792732873,1127849,0.0,1.0
2021-03-10,169.57,172.8204,168.61,172.42,158.522942740499,1079969,0.0,1.0
2021-03-09,172.69,173.2673,168.38,168.74,155.139550852754,1846378,0.0,1.0
2021-03-08,171.79,175.27,170.65,172.69,158.771180732263,1344743,0.0,1.0
2021-03-05,166.95,171.479,165.8,170.52,156.776082798457,1188029,0.0,1.0
2021-03-04,168.13,168.5,163.12,165.77,152.408932943351,1310961,0.0,1.0
2021-03-03,168.2,169.6,167.51,167.95,154.413224876852,951103,0.0,1.0
2021-03-02,166.7,168.77,166.59,167.68,154.164986885088,1155775,0.0,1.0
2021-03-01,165.0,168.5599,164.88,167.06,153.594958904,1113204,0.0,1.0
2021-02-26,166.66,166.83,163.36,163.47,150.29431301351,1728461,0.0,1.0
2021-02-25,167.67,168.97,165.53,166.2,152.804274930234,1131574,0.0,1.0
2021-02-24,167.42,168.93,166.4,168.06,154.514358873496,1163694,0.0,1.0
2021-02-23,168.12,168.3,164.52,167.35,153.861584895154,1367787,0.0,1.0
2021-02-22,164.45,167.15,163.88,166.42,153.006542923523,1424762,0.0,1.0
2021-02-19,164.27,165.24,163.8191,164.78,151.49872697355,773927,0.0,1.0
2021-02-18,164.02,164.45,162.46,163.23,150.073657020831,672411,0.0,1.0
2021-02-17,162.97,165.09,161.57,164.49,151.232100982396,769720,0.0,1.0
2021-02-16,165.12,166.24,163.03,163.32,150.156403018085,1361136,0.0,1.0
2021-02-12,163.07,165.39,162.765,164.83,151.544696972024,1263272,0.0,1.0
2021-02-11,162.57,166.205,162.57,163.45,150.27592501412,1612342,0.0,1.0
2021-02-10,162.64,164.03,161.89,163.13,149.981717023881,1348401,0.0,1.0
2021-02-09,159.67,162.54,158.42,162.14,149.07151105408,1108505,0.0,1.0
2021-02-08,159.0,159.75,157.11,159.64,146.77301113034,1246964,0.0,1.0
2021-02-05,159.02,160.48,157.65,158.82,146.019103155353,1858992,0.0,1.0
2021-02-04,153.71,157.68,153.05,157.53,144.833077194704,1613311,0.0,1.0
2021-02-03,148.71,153.82,148.71,153.08,140.741747330447,1500696,0.0,1.0
2021-02-02,148.5,151.4,148.33,149.82,137.74450342989,2022467,0.0,1.0
2021-02-01,147.42,148.58,146.53,147.67,135.767793495473,1765327,0.0,1.0
2021-01-29,149.12,151.07,146.62,146.68,134.857587525672,3102570,0.0,1.0
2021-01-28,153.16,153.52,149.63,150.43,138.305337411282,1993531,0.0,1.0
2021-01-27,150.75,158.99,148.9,152.73,140.419957341123,2373515,0.0,1.0
2021-01-26,154.34,154.63,150.02,150.33,138.213397414333,1588667,0.0,1.0
2021-01-25,151.82,155.7,151.11,153.16,140.815299328006,1849138,0.0,1.0
2021-01-22,150.41,153.15,149.81,152.77,140.456733339903,1171499,0.0,1.0
2021-01-21,153.84,154.74,150.5,151.06,138.884559392065,1395403,0.0,1.0
2021-01-20,153.24,154.4,152.41,154.03,141.615177301468,1068737,0.0,1.0
2021-01-19,154.38,155.36,153.06,153.13,140.787717328921,1438998,0.0,1.0
2021-01-15,153.57,154.21,151.88,153.17,140.824493327701,1822126,0.0,1.0
2021-01-14,152.5,155.38,151.91,154.09,141.670341299637,1557031,1.1,1.0
2021-01-13,152.89,153.4377,151.33,152.63,139.333360349015,1186793,0.0,1.0
2021-01-12,151.78,154.94,151.75,153.5,140.127568718953,1529510,0.0,1.0
2021-01-11,150.25,152.24,149.41,151.78,138.557409642754,1431331,0.0,1.0
2021-01-08,150.42,152.62,148.605,150.77,137.635397627079,2245984,0.0,1.0
2021-01-07,150.02,152.24,148.76,151.72,138.502636651724,1340491,0.0,1.0
2021-01-06,145.25,150.64,145.25,149.74,136.695127947727,1845285,0.0,1.0
2021-01-05,146.2,146.71,144.5,146.01,133.290073672015,1184444,0.0,1.0
2021-01-04,149.26,149.26,144.81,145.94,133.226171849147,1426585,0.0,1.0
2020-12-31,148.13,148.91,147.35,148.82,135.855275418597,1753145,0.0,1.0
2020-12-30,147.49,149.41,147.475,148.3,135.380576163002,995857,0.0,1.0
2020-12-29,149.78,149.78,146.39,147.55,134.695913775124,1105515,0.0,1.0
2020-12-28,149.2,150.49,148.36,148.72,135.763987100213,777722,0.0,1.0
2020-12-24,148.34,149.15,147.6,149.01,136.028723223526,447419,0.0,1.0
2020-12-23,147.36,149.4,147.0,148.15,135.243643685426,1114087,0.0,1.0
2020-12-22,149.62,149.67,146.29,146.5,133.737386432095,1605386,0.0,1.0
2020-12-21,150.01,150.91,147.32,149.67,136.631226124858,1980367,0.0,1.0
2020-12-18,151.28,153.77,151.018,152.67,139.369875676369,2447559,0.0,1.0
2020-12-17,153.85,154.12,151.53,151.59,138.383961837825,951251,0.0,1.0
2020-12-16,154.9,155.3,152.63,153.4,140.03628040057,1373400,0.0,1.0
2020-12-15,153.64,155.39,152.06,154.6,141.131740221174,1258364,0.0,1.0
2020-12-14,152.86,155.09,152.73,153.34,139.981507409539,1757728,0.0,1.0
2020-12-11,149.8,151.92,148.78,151.33,138.146612210027,2444661,0.0,1.0
2020-12-10,152.57,153.59,150.08,150.37,137.270244353544,2042456,0.0,1.0
2020-12-09,153.7,154.79,152.92,154.14,140.711813956609,1204031,0.0,1.0
2020-12-08,152.3,154.3,152.12,153.57,140.191470541822,958668,0.0,1.0
2020-12-07,154.95,155.63,152.5,153.0,139.671127127035,1032966,0.0,1.0
2020-12-04,153.92,156.1399,153.92,156.04,142.446292005899,1065033,0.0,1.0
2020-12-03,153.35,155.22,152.94,153.88,140.474464328811,1081817,0.0,1.0
2020-12-02,150.87,153.62,150.121,153.35,139.990636241378,1123049,0.0,1.0
2020-12-01,151.04,154.29,150.7,151.76,138.539151979077,1301037,0.0,1.0
2020-11-30,151.01,152.1693,148.65,149.35,136.33910350603,1572287,0.0,1.0
2020-11-27,151.62,153.03,151.2737,152.06,138.813016934228,628950,0.0,1.0
