,LOGM_Open,LOGM_High,LOGM_Low,LOGM_Close,LOGM_Adj Close,LOGM_Volume,LOGM_Dividend Amount,LOGM_Split Coefficient
2012-04-04,34.59,35.19,34.39,34.8,33.0354002767251,273700,0.0,1.0
2012-04-03,35.51,35.51,35.0,35.08,33.3012023479171,195300,0.0,1.0
2012-04-02,35.0,35.81,34.97,35.51,33.7093983858192,543300,0.0,1.0
2012-03-30,35.49,35.56,35.01,35.23,33.4435963146271,299300,0.0,1.0
2012-03-29,35.36,35.99,34.89,35.26,33.4720751079691,400000,0.0,1.0
2012-03-28,35.4,35.6499,35.05,35.26,33.4720751079691,271000,0.0,1.0
2012-03-27,35.46,35.76,35.25,35.3,33.5100468324251,547300,0.0,1.0
2012-03-26,35.55,35.97,35.12,35.47,33.6714266613632,336100,0.0,1.0
2012-03-23,34.21,35.24,33.6,35.09,33.3106952790311,651100,0.0,1.0
2012-03-22,34.62,34.85,33.45,33.96,32.237994063149,583800,0.0,1.0
2012-03-21,35.35,35.46,34.57,35.05,33.2727235545751,258300,0.0,1.0
2012-03-20,35.66,35.74,34.48,35.46,33.6619337302492,317700,0.0,1.0
2012-03-19,36.12,36.72,35.62,36.0,34.1745520104053,143000,0.0,1.0
2012-03-16,35.96,36.37,35.69,36.18,34.3454247704573,229600,0.0,1.0
2012-03-15,35.79,36.11,35.3,35.75,33.9372287325552,380300,0.0,1.0
2012-03-14,37.1,37.85,35.14,35.5,33.6999054547052,383600,0.0,1.0
2012-03-13,36.7,37.22,36.15,37.02,35.1428309840334,251600,0.0,1.0
2012-03-12,36.61,37.21,36.045,36.3,34.4593399438253,338400,0.0,1.0
2012-03-09,35.03,36.83,34.98,36.56,34.7061561527893,282200,0.0,1.0
2012-03-08,34.98,35.3,34.75,35.05,33.2727235545751,233900,0.0,1.0
2012-03-07,34.32,34.8,33.7,34.72,32.9594568278131,462500,0.0,1.0
2012-03-06,34.61,34.77,33.45,34.1,32.370895098745,386800,0.0,1.0
2012-03-05,35.01,35.45,34.49,35.0,33.2252588990051,283700,0.0,1.0
2012-03-02,35.38,36.08,34.91,35.2,33.4151175212851,333100,0.0,1.0
2012-03-01,36.88,37.23,34.99,35.3,33.5100468324251,528300,0.0,1.0
2012-02-29,37.95,38.21,36.8574,36.86,34.9909440862094,245200,0.0,1.0
2012-02-28,38.13,38.29,37.51,37.77,35.8548008175835,408600,0.0,1.0
2012-02-27,37.73,38.93,37.33,37.98,36.0541523709775,446100,0.0,1.0
2012-02-24,38.63,38.85,37.955,38.02,36.0921240954335,212800,0.0,1.0
2012-02-23,37.797,38.71,37.7,38.55,36.5952494444756,263400,0.0,1.0
2012-02-22,38.38,38.51,37.54,37.98,36.0541523709775,261400,0.0,1.0
2012-02-21,39.05,39.27,37.39,38.41,36.4623484088796,380300,0.0,1.0
2012-02-17,39.83,40.198,38.99,39.13,37.1458394490877,312000,0.0,1.0
2012-02-16,37.35,40.23,36.74,39.82,37.8008516959538,1097500,0.0,1.0
2012-02-15,38.58,38.71,37.31,37.58,35.6744351264175,403700,0.0,1.0
2012-02-14,38.9,39.0,37.79,38.41,36.4623484088796,350400,0.0,1.0
2012-02-13,39.91,40.31,38.87,39.03,37.0509101379477,202400,0.0,1.0
2012-02-10,39.36,39.78,38.23,39.41,37.4116415202797,160300,0.0,1.0
2012-02-09,39.19,40.15,38.765,39.81,37.7913587648398,252400,0.0,1.0
2012-02-08,41.25,41.71,38.44,38.95,36.9749666890357,428500,0.0,1.0
2012-02-07,41.36,41.51,41.06,41.11,39.02543980966,117300,0.0,1.0
2012-02-06,42.25,42.62,41.01,41.44,39.338706536422,212000,0.0,1.0
2012-02-03,42.06,42.947,41.9,42.5,40.3449572345062,354700,0.0,1.0
2012-02-02,39.76,41.37,39.65,41.355,39.258016621953,160900,0.0,1.0
2012-02-01,40.24,40.34,39.39,39.675,37.6632041948008,216900,0.0,1.0
2012-01-31,40.45,40.5786,38.69,39.83,37.8103446270678,163200,0.0,1.0
2012-01-30,41.02,41.26,39.97,40.07,38.0381749738038,63400,0.0,1.0
2012-01-27,41.03,42.28,40.7,41.51,39.40515705422,83900,0.0,1.0
2012-01-26,40.91,41.82,40.91,41.29,39.196312569712,95500,0.0,1.0
2012-01-25,40.92,41.03,40.0,40.45,38.3989063561359,213700,0.0,1.0
2012-01-24,40.67,41.64,40.67,41.02,38.940003429634,95000,0.0,1.0
2012-01-23,41.08,41.61,40.3,41.06,38.97797515409,32800,0.0,1.0
2012-01-20,41.02,41.84,40.85,41.04,38.958989291862,73100,0.0,1.0
2012-01-19,41.07,42.37,40.83,41.16,39.07290446523,79400,0.0,1.0
2012-01-18,39.99,40.745,39.63,40.7,38.6362296339859,105700,0.0,1.0
2012-01-17,40.28,40.46,39.57,39.98,37.9527385937778,109600,0.0,1.0
2012-01-13,38.78,39.605,38.68,39.55,37.5445425558758,89500,0.0,1.0
2012-01-12,38.94,39.73,38.44,39.4,37.4021485891657,71100,0.0,1.0
2012-01-11,37.72,39.055,37.495,38.79,36.8230797912117,128200,0.0,1.0
2012-01-10,38.8,38.8,37.57,38.02,36.0921240954335,162000,0.0,1.0
2012-01-09,37.95,38.63,37.4279,38.38,36.4338696155376,147500,0.0,1.0
2012-01-06,38.09,38.49,37.35,37.75,35.8358149553555,142700,0.0,1.0
2012-01-05,37.45,38.37,36.88,38.16,36.2250251310296,115100,0.0,1.0
2012-01-04,38.36,39.17,37.55,37.71,35.7978432308995,147500,0.0,1.0
2012-01-03,39.46,40.29,38.26,38.62,36.6616999622736,194800,0.0,1.0
2011-12-30,38.29,38.71,38.0,38.55,36.5952494444756,294300,0.0,1.0
2011-12-29,38.52,39.05,38.31,38.45,36.5003201333356,108500,0.0,1.0
2011-12-28,39.12,39.34,38.41,38.49,36.5382918577916,94600,0.0,1.0
2011-12-27,39.55,39.87,39.06,39.26,37.2692475535697,97400,0.0,1.0
2011-12-23,40.05,40.26,39.23,39.76,37.7438941092698,97400,0.0,1.0
2011-12-22,39.97,40.38,39.69,40.02,37.9907103182338,160400,0.0,1.0
2011-12-21,42.82,42.82,38.99,39.9,37.8767951448658,312000,0.0,1.0
2011-12-20,41.62,43.37,41.54,43.1,40.9145331013463,209800,0.0,1.0
2011-12-19,41.47,42.48,40.4,40.57,38.5128215295039,125400,0.0,1.0
2011-12-16,41.01,41.92,40.41,41.22,39.129862051914,280800,0.0,1.0
2011-12-15,40.85,41.01,39.65,40.7,38.6362296339859,195700,0.0,1.0
2011-12-14,40.98,41.41,39.59,40.19,38.1520901471719,156200,0.0,1.0
2011-12-13,42.54,43.13,41.21,41.47,39.367185329764,160400,0.0,1.0
2011-12-12,42.07,42.63,40.9,42.12,39.9842258521741,167200,0.0,1.0
2011-12-09,42.0,43.3,41.89,42.84,40.6677168923822,215500,0.0,1.0
2011-12-08,43.31,43.8,41.72,41.99,39.8608177476921,228600,0.0,1.0
2011-12-07,43.48,44.05,42.06,43.64,41.4271513815024,246300,0.0,1.0
2011-12-06,43.17,44.6,42.6748,43.92,41.6929534526944,293300,0.0,1.0
2011-12-05,42.3,43.42,41.72,42.24,40.0981410255422,521900,0.0,1.0
2011-12-02,41.94,42.52,41.2,41.23,39.139354983028,143800,0.0,1.0
2011-12-01,42.41,42.6,40.85,41.42,39.319720674194,188300,0.0,1.0
2011-11-30,42.53,43.01,41.91,43.01,40.8290967213203,213300,0.0,1.0
2011-11-29,41.84,42.6535,39.79,40.84,38.769130669582,280500,0.0,1.0
2011-11-28,38.12,41.96,37.91,41.89,39.7658884365521,351100,0.0,1.0
2011-11-25,37.15,37.78,36.57,36.69,34.8295642572713,57900,0.0,1.0
2011-11-23,38.9,39.22,37.21,37.23,35.3421825374274,179700,0.0,1.0
2011-11-22,39.26,39.79,38.826,39.2,37.2122899668857,76100,0.0,1.0
2011-11-21,39.74,39.95,38.91,39.45,37.4496132447358,68900,0.0,1.0
2011-11-18,40.99,41.96,40.49,40.67,38.6077508406439,101300,0.0,1.0
2011-11-17,42.24,42.55,40.66,40.99,38.911524636292,153600,0.0,1.0
2011-11-16,42.33,43.57,41.17,42.4,40.2500279233662,142200,0.0,1.0
2011-11-15,40.5,42.93,40.17,42.75,40.5822805123562,119900,0.0,1.0
2011-11-14,41.24,42.2248,40.39,40.86,38.78811653181,87500,0.0,1.0
2011-11-11,40.5,41.97,40.48,41.63,39.5190722275881,96000,0.0,1.0
2011-11-10,40.18,40.37,39.0,39.94,37.9147668693218,90300,0.0,1.0
2011-11-09,41.59,41.9,39.64,39.86,37.8388234204098,255700,0.0,1.0
2011-11-08,42.2,42.64,41.4,42.49,40.3354643033922,302300,0.0,1.0
2011-11-07,41.59,42.25,40.89,41.9,39.7753813676661,125000,0.0,1.0
2011-11-04,40.23,41.83,39.0398,41.79,39.6709591254121,158000,0.0,1.0
2011-11-03,39.81,40.83,38.27,40.6,38.5413003228459,267500,0.0,1.0
2011-11-02,38.41,39.27,37.825,39.13,37.1458394490877,175800,0.0,1.0
2011-11-01,39.55,39.55,37.39,37.87,35.9497301287235,283000,0.0,1.0
2011-10-31,40.7,41.14,39.96,40.67,38.6077508406439,205500,0.0,1.0
2011-10-28,40.7,41.72,40.19,41.52,39.4146499853341,237600,0.0,1.0
2011-10-27,38.73,42.38,35.01,40.75,38.6836942895559,725600,0.0,1.0
2011-10-26,36.88,36.88,34.75,35.72,33.9087499392132,403000,0.0,1.0
2011-10-25,37.43,37.43,36.04,36.31,34.4688328749393,117700,0.0,1.0
2011-10-24,35.77,37.87,35.32,37.64,35.7313927131015,183100,0.0,1.0
2011-10-21,35.59,36.17,35.03,35.41,33.6144690746792,194500,0.0,1.0
2011-10-20,34.54,35.29,34.11,34.92,33.1493154500931,103800,0.0,1.0
2011-10-19,35.62,35.82,34.0,34.5,32.750612343305,124600,0.0,1.0
2011-10-18,35.01,36.03,33.91,35.76,33.9467216636692,121900,0.0,1.0
2011-10-17,36.28,36.48,34.75,34.93,33.1588083812071,116500,0.0,1.0
2011-10-14,35.77,36.7,34.65,36.68,34.8200713261573,197800,0.0,1.0
2011-10-13,35.36,35.63,34.38,35.47,33.6714266613632,142900,0.0,1.0
2011-10-12,34.94,35.79,34.68,35.48,33.6809195924772,325000,0.0,1.0
2011-10-11,33.76,34.95,33.65,34.65,32.893006310015,200400,0.0,1.0
2011-10-10,34.08,34.08,32.98,33.99,32.266472856491,178600,0.0,1.0
2011-10-07,34.18,34.66,33.15,33.4,31.7063899207649,121700,0.0,1.0
2011-10-06,33.43,34.19,33.0,34.1,32.370895098745,190300,0.0,1.0
2011-10-05,32.34,34.04,31.54,33.72,32.0101637164129,202000,0.0,1.0
2011-10-04,30.5,32.46,29.4,32.4,30.7570968093647,311500,0.0,1.0
2011-10-03,32.77,33.32,30.57,30.76,29.2002561066685,352400,0.0,1.0
2011-09-30,32.64,34.4071,32.0253,33.21,31.5260242295988,278000,0.0,1.0
2011-09-29,33.54,34.17,31.8721,33.2,31.5165312984848,160200,0.0,1.0
2011-09-28,34.33,34.6,32.76,32.8,31.1368140539248,227300,0.0,1.0
2011-09-27,32.74,35.16,32.49,34.27,32.532274927683,360400,0.0,1.0
2011-09-26,31.68,32.14,30.72,32.07,30.4438300826027,231600,0.0,1.0
2011-09-23,30.84,31.78,30.61,31.48,29.8837471468766,255500,0.0,1.0
2011-09-22,29.17,31.65,28.85,30.87,29.3046783489225,395800,0.0,1.0
2011-09-21,31.01,31.71,30.15,30.21,28.6781448953984,207800,0.0,1.0
2011-09-20,32.4,32.8,30.67,30.96,29.3901147289485,276800,0.0,1.0
2011-09-19,32.33,32.61,31.18,32.21,30.5767311181987,264300,0.0,1.0
2011-09-16,34.05,34.06,32.54,32.93,31.2602221584068,832600,0.0,1.0
2011-09-15,33.08,34.18,31.93,33.81,32.0956000964389,362000,0.0,1.0
2011-09-14,31.99,33.21,31.26,32.72,31.0608706050128,275000,0.0,1.0
2011-09-13,30.83,31.99,29.9998,31.72,30.1115774936126,254100,0.0,1.0
2011-09-12,29.385,30.79,28.75,30.72,29.1622843822125,327800,0.0,1.0
2011-09-09,30.13,30.32,29.12,29.39,27.8997245440503,327700,0.0,1.0
2011-09-08,30.7,30.95,30.03,30.5,28.9534398977044,285900,0.0,1.0
2011-09-07,30.82,30.99,29.87,30.87,29.3046783489225,322400,0.0,1.0
2011-09-06,28.04,30.4,28.04,30.35,28.8110459309944,493200,0.0,1.0
2011-09-02,29.63,29.706,28.48,28.86,27.3965991950082,203600,0.0,1.0
2011-09-01,31.41,31.938,30.12,30.32,28.7825671376524,385300,0.0,1.0
2011-08-31,30.17,31.49,29.95,31.25,29.6654097312546,474800,0.0,1.0
2011-08-30,29.99,30.4381,28.85,29.73,28.2224842019263,416300,0.0,1.0
2011-08-29,28.63,30.3,28.49,30.16,28.6306802398284,411300,0.0,1.0
2011-08-26,27.34,28.65,26.74,28.2,26.7700657414841,228600,0.0,1.0
2011-08-25,28.67,29.07,27.12,27.62,26.219475736872,538500,0.0,1.0
2011-08-24,29.55,29.68,27.81,28.49,27.0453607437902,413700,0.0,1.0
2011-08-23,27.91,30.08,27.67,29.59,28.0895831663303,591400,0.0,1.0
2011-08-22,28.26,28.9,26.93,27.95,26.5327424636341,500400,0.0,1.0
2011-08-19,28.98,30.3,27.6,27.74,26.33339091024,397800,0.0,1.0
2011-08-18,30.65,31.64,29.2,29.53,28.0326255796463,439600,0.0,1.0
2011-08-17,32.65,32.87,31.43,31.61,30.0071552513586,288100,0.0,1.0
2011-08-16,33.37,33.49,32.5,32.57,30.9184766383027,205900,0.0,1.0
2011-08-15,32.81,33.71,32.44,33.66,31.9532061297289,210400,0.0,1.0
2011-08-12,32.8,33.38,32.38,32.56,30.9089837071887,351600,0.0,1.0
2011-08-11,31.98,32.94,31.55,32.31,30.6716604293387,653100,0.0,1.0
2011-08-10,31.7,32.53,30.72,31.77,30.1590421491826,452600,0.0,1.0
2011-08-09,32.14,32.74,29.82,32.53,30.8805049138467,623800,0.0,1.0
2011-08-08,32.36,33.2,31.02,31.53,29.9312118024466,575200,0.0,1.0
2011-08-05,34.0,34.41,32.73,33.48,31.7823333696769,516700,0.0,1.0
2011-08-04,34.26,34.7,33.18,33.45,31.7538545763349,472700,0.0,1.0
2011-08-03,34.4,35.28,33.5,34.71,32.9499638966991,431200,0.0,1.0
2011-08-02,34.72,35.74,34.38,34.49,32.741119412191,419000,0.0,1.0
2011-08-01,36.28,36.56,34.67,35.08,33.3012023479171,473400,0.0,1.0
2011-07-29,36.08,36.54,34.82,35.55,33.7473701102752,586800,0.0,1.0
2011-07-28,34.16,37.46,32.8,36.64,34.7820996017013,894700,0.0,1.0
2011-07-27,34.37,35.51,33.18,35.1,33.3201882101451,521000,0.0,1.0
2011-07-26,34.58,35.16,33.94,34.85,33.0828649322951,239700,0.0,1.0
2011-07-25,34.55,34.9,33.61,34.58,32.826555792217,637700,0.0,1.0
2011-07-22,35.47,36.34,34.88,35.08,33.3012023479171,279200,0.0,1.0
2011-07-21,37.12,37.28,35.43,35.61,33.8043276969592,379900,0.0,1.0
2011-07-20,38.5,38.6,36.83,36.89,35.0194228795514,362300,0.0,1.0
2011-07-19,36.97,37.99,36.4,37.9,35.9782089220655,387600,0.0,1.0
2011-07-18,36.39,36.67,35.58,36.43,34.5827480483073,421700,0.0,1.0
2011-07-15,36.81,36.97,36.09,36.45,34.6017339105353,262000,0.0,1.0
2011-07-14,38.03,38.14,36.33,36.57,34.7156490839033,271600,0.0,1.0
2011-07-13,37.79,38.5016,37.78,37.91,35.9877018531795,221100,0.0,1.0
2011-07-12,37.84,38.48,37.0,37.66,35.7503785753295,162300,0.0,1.0
2011-07-11,38.45,39.28,37.16,37.93,36.0066877154075,408500,0.0,1.0
2011-07-08,38.79,39.17,38.46,39.02,37.0414172068337,216900,0.0,1.0
2011-07-07,38.27,39.47,37.99,39.38,37.3831627269377,296000,0.0,1.0
2011-07-06,37.6,38.39,37.35,38.05,36.1206028887755,269300,0.0,1.0
2011-07-05,37.5,38.2,37.43,37.78,35.8642937486975,480800,0.0,1.0
2011-07-01,38.36,38.78,36.94,37.5,35.5984916775055,538800,0.0,1.0
2011-06-30,38.03,38.95,37.64,38.57,36.6142353067036,360100,0.0,1.0
2011-06-29,38.65,38.77,37.7,37.79,35.8737866798115,323600,0.0,1.0
2011-06-28,38.55,39.1,38.05,38.75,36.7851080667556,228100,0.0,1.0
2011-06-27,37.76,38.85,37.11,38.27,36.3294473732836,242500,0.0,1.0
2011-06-24,39.19,39.69,37.33,37.88,35.9592230598375,1023000,0.0,1.0
2011-06-23,38.05,39.53,38.0,39.31,37.3167122091397,348900,0.0,1.0
2011-06-22,37.53,39.2,37.22,38.63,36.6711928933876,290000,0.0,1.0
2011-06-21,37.56,38.54,37.37,37.85,35.9307442664955,252900,0.0,1.0
2011-06-20,36.09,37.42,35.94,37.29,35.3991401241114,266000,0.0,1.0
2011-06-17,37.37,37.74,35.72,36.02,34.1935378726333,261000,0.0,1.0
2011-06-16,37.23,37.54,36.57,37.19,35.3042108129714,195600,0.0,1.0
2011-06-15,38.08,38.73,37.14,37.18,35.2947178818574,243000,0.0,1.0
2011-06-14,37.4,38.63,37.23,38.6,36.6427141000456,268400,0.0,1.0
2011-06-13,37.78,38.53,36.95,36.98,35.1048592595774,323600,0.0,1.0
2011-06-10,38.78,38.9479,37.6,37.71,35.7978432308995,244800,0.0,1.0
2011-06-09,37.33,39.28,36.64,39.06,37.0793889312897,646600,0.0,1.0
2011-06-08,39.47,40.48,36.64,37.21,35.3231966751994,1156400,0.0,1.0
2011-06-07,41.81,41.81,38.66,39.69,37.6774435914718,658100,0.0,1.0
2011-06-06,41.49,42.54,41.37,41.43,39.329213605308,176600,0.0,1.0
2011-06-03,42.46,43.278,41.96,42.08,39.9462541277181,307000,0.0,1.0
2011-06-02,42.22,43.5,41.69,43.21,41.0189553436003,234000,0.0,1.0
2011-06-01,43.62,44.02,41.98,42.09,39.9557470588321,295600,0.0,1.0
2011-05-31,43.2,43.58,42.53,43.52,41.3132362081343,347500,0.0,1.0
2011-05-27,42.81,43.14,42.38,42.8,40.6297451679262,281300,0.0,1.0
2011-05-26,42.33,43.05,41.24,42.57,40.4114077523042,251200,0.0,1.0
2011-05-25,41.33,43.035,41.11,42.21,40.0696622322002,331200,0.0,1.0
2011-05-24,41.79,43.21,41.54,41.56,39.4526217097901,380400,0.0,1.0
2011-05-23,41.27,42.298,40.0,41.2,39.110876189686,346900,0.0,1.0
2011-05-20,41.0,43.0999,40.44,41.94,39.8133530921221,335400,0.0,1.0
2011-05-19,41.68,41.68,40.38,41.19,39.101383258572,232700,0.0,1.0
2011-05-18,41.26,41.8,40.84,41.33,39.234284294168,273500,0.0,1.0
2011-05-17,40.65,41.71,40.42,41.24,39.148847914142,234300,0.0,1.0
2011-05-16,41.71,42.4,40.9,40.96,38.88304584295,189000,0.0,1.0
2011-05-13,42.34,42.94,41.7114,42.1,39.9652399899461,162500,0.0,1.0
2011-05-12,41.29,42.92,41.15,42.26,40.1171268877702,129800,0.0,1.0
2011-05-11,42.65,43.48,41.47,41.6,39.4905934342461,304700,0.0,1.0
2011-05-10,41.59,42.64,41.34,42.55,40.3924218900762,159600,0.0,1.0
2011-05-09,41.79,42.55,41.18,41.56,39.4526217097901,290900,0.0,1.0
2011-05-06,41.77,43.18,41.13,41.78,39.6614661942981,221000,0.0,1.0
2011-05-05,40.22,42.64,40.22,41.17,39.082397396344,204500,0.0,1.0
2011-05-04,41.02,41.25,40.07,40.44,38.3894134250219,375500,0.0,1.0
2011-05-03,41.94,42.69,40.58,41.06,38.97797515409,472100,0.0,1.0
2011-05-02,43.0,43.66,41.91,42.02,39.8892965410341,325400,0.0,1.0
2011-04-29,44.18,44.29,41.95,43.07,40.8860543080043,563000,0.0,1.0
2011-04-28,42.79,45.2,42.65,44.04,41.8068686260624,633600,0.0,1.0
2011-04-27,41.23,42.79,40.93,42.64,40.4778582701022,413300,0.0,1.0
2011-04-26,42.6,43.548,40.5,40.93,38.854567049608,1100000,0.0,1.0
2011-04-25,45.06,45.13,42.66,42.67,40.5063370634442,465400,0.0,1.0
2011-04-21,45.63,45.77,44.57,45.09,42.8036263930326,140400,0.0,1.0
2011-04-20,45.2,46.69,44.76,44.98,42.6992041507786,170400,0.0,1.0
2011-04-19,44.08,44.765,43.7,44.46,42.2055717328505,179500,0.0,1.0
2011-04-18,43.92,44.33,43.35,43.85,41.6265029348964,149100,0.0,1.0
2011-04-15,43.97,44.9,43.26,44.8,42.5283313907265,158500,0.0,1.0
2011-04-14,43.26,44.35,42.75,44.12,41.8828120749744,191800,0.0,1.0
2011-04-13,43.26,43.952,42.53,43.64,41.4271513815024,226200,0.0,1.0
2011-04-12,44.56,44.879,42.81,42.85,40.6772098234962,250100,0.0,1.0
2011-04-11,44.59,45.23,44.1251,44.73,42.4618808729285,192000,0.0,1.0
2011-04-08,45.7,46.01,43.92,44.5,42.2435434573065,215200,0.0,1.0
2011-04-07,45.37,46.14,45.04,45.31,43.0124708775406,161800,0.0,1.0
2011-04-06,47.29,47.43,45.29,45.57,43.2592870865046,314200,0.0,1.0
2011-04-05,46.91,47.19,45.59,46.95,44.5693115802368,311000,0.0,1.0
2011-04-04,46.34,47.31,45.52,47.22,44.8256207203149,613700,0.0,1.0
2011-04-01,42.57,49.5,41.94,46.08,43.7434265733187,3980700,0.0,1.0
2011-03-31,42.67,42.77,41.62,42.16,40.0221975766301,247300,0.0,1.0
2011-03-30,42.99,43.16,42.13,42.84,40.6677168923822,224300,0.0,1.0
2011-03-29,40.73,43.19,40.486,42.74,40.5727875812422,407400,0.0,1.0
2011-03-28,41.53,41.98,40.5,40.66,38.5982579095299,234000,0.0,1.0
2011-03-25,39.82,43.04,39.14,41.49,39.386171191992,715500,0.0,1.0
2011-03-24,40.13,40.87,39.2,39.58,37.5730213492178,475600,0.0,1.0
2011-03-23,35.89,41.0,35.51,39.96,37.9337527315498,1211000,0.0,1.0
2011-03-22,36.32,36.4,35.87,35.89,34.0701297681512,332200,0.0,1.0
2011-03-21,36.35,36.59,35.83,36.18,34.3454247704573,513400,0.0,1.0
2011-03-18,36.45,36.58,35.7,35.87,34.0511439059232,445800,0.0,1.0
2011-03-17,36.67,36.8299,35.43,36.0,34.1745520104053,376200,0.0,1.0
2011-03-16,35.73,36.56,35.36,36.03,34.2030308037473,451000,0.0,1.0
2011-03-15,34.26,36.13,33.55,35.74,33.9277358014412,357200,0.0,1.0
2011-03-14,35.2,36.38,35.05,35.19,33.4056245901711,685500,0.0,1.0
2011-03-11,35.5,36.05,35.18,35.49,33.6904125235912,351100,0.0,1.0
2011-03-10,35.43,36.49,35.17,35.69,33.8802711458712,414100,0.0,1.0
2011-03-09,36.42,36.53,35.7,36.02,34.1935378726333,390200,0.0,1.0
2011-03-08,34.89,36.61,34.47,36.42,34.5732551171933,657200,0.0,1.0
2011-03-07,35.52,36.26,34.19,34.81,33.0448932078391,593000,0.0,1.0
2011-03-04,34.36,36.32,34.35,35.27,33.4815680390831,947400,0.0,1.0
2011-03-03,34.84,35.42,33.35,34.74,32.9784426900411,1433300,0.0,1.0
2011-03-02,34.8,35.39,34.11,34.75,32.9879356211551,678200,0.0,1.0
2011-03-01,35.85,36.46,34.8,34.87,33.1018507945231,391800,0.0,1.0
2011-02-28,38.15,38.15,35.33,35.89,34.0701297681512,540300,0.0,1.0
2011-02-25,36.52,38.54,36.52,37.89,35.9687159909515,344200,0.0,1.0
2011-02-24,36.44,37.84,36.15,36.38,34.5352833927373,383200,0.0,1.0
2011-02-23,37.4,37.98,36.031,36.5,34.6491985661053,571500,0.0,1.0
2011-02-22,38.01,38.59,36.86,36.92,35.0479016728934,339200,0.0,1.0
2011-02-18,40.28,40.28,38.01,38.76,36.7946009978696,644500,0.0,1.0
2011-02-17,40.03,40.8,39.37,40.07,38.0381749738038,506600,0.0,1.0
2011-02-16,41.07,41.88,38.41,40.03,38.0002032493478,1768400,0.0,1.0
2011-02-15,41.71,41.8699,39.82,40.09,38.0571608360318,637000,0.0,1.0
2011-02-14,41.95,42.24,41.6,41.97,39.8418318854641,230800,0.0,1.0
2011-02-11,41.27,41.74,40.671,41.55,39.4431287786761,195900,0.0,1.0
2011-02-10,40.41,41.65,40.2,41.26,39.16783377637,241200,0.0,1.0
2011-02-09,41.2,41.36,40.32,40.91,38.83558118738,122600,0.0,1.0
2011-02-08,41.05,41.33,40.26,41.25,39.158340845256,187800,0.0,1.0
2011-02-07,40.23,41.36,40.07,40.87,38.797609462924,203300,0.0,1.0
2011-02-04,40.75,41.14,39.15,40.21,38.1710760093999,295300,0.0,1.0
2011-02-03,40.37,40.75,39.65,40.66,38.5982579095299,129700,0.0,1.0
2011-02-02,40.05,40.74,40.0,40.17,38.1331042849439,145000,0.0,1.0
2011-02-01,38.71,40.6,38.65,39.96,37.9337527315498,310600,0.0,1.0
2011-01-31,38.54,39.13,38.39,38.53,36.5762635822476,233100,0.0,1.0
2011-01-28,39.35,39.64,38.5,38.8,36.8325727223257,288200,0.0,1.0
2011-01-27,40.56,40.56,39.43,39.57,37.5635284181038,138300,0.0,1.0
2011-01-26,39.16,40.33,37.87,40.33,38.2849911827679,513000,0.0,1.0
2011-01-25,41.48,42.45,38.54,39.0,37.0224313446057,686200,0.0,1.0
2011-01-24,40.44,42.05,40.2,41.65,39.5380580898161,183600,0.0,1.0
2011-01-21,42.53,42.79,40.661,40.67,38.6077508406439,197800,0.0,1.0
2011-01-20,43.3,43.79,41.44,42.01,39.8798036099201,305800,0.0,1.0
2011-01-19,45.75,46.89,43.78,43.81,41.5885312104404,193000,0.0,1.0
2011-01-18,45.05,45.71,44.38,45.7,43.3826951909867,99600,0.0,1.0
2011-01-14,44.92,45.26,44.52,45.25,42.9555132908566,87800,0.0,1.0
2011-01-13,46.33,46.4999,44.49,45.03,42.7466688063486,158600,0.0,1.0
2011-01-12,45.63,47.85,45.42,46.35,43.9997357133968,341100,0.0,1.0
2011-01-11,43.91,45.38,43.91,45.17,42.8795698419446,251900,0.0,1.0
2011-01-10,42.78,44.13,41.57,43.67,41.4556301748444,299100,0.0,1.0
2011-01-07,42.98,43.16,42.13,43.04,40.8575755146623,111700,0.0,1.0
2011-01-06,44.21,44.21,42.74,42.79,40.6202522368122,248700,0.0,1.0
2011-01-05,42.0,44.27,41.49,43.99,41.7594039704924,320200,0.0,1.0
2011-01-04,44.15,44.28,41.27,42.01,39.8798036099201,715500,0.0,1.0
2011-01-03,44.69,45.65,44.22,44.47,42.2150646639645,152100,0.0,1.0
2010-12-31,45.23,45.96,43.75,44.34,42.0916565594825,120500,0.0,1.0
2010-12-30,45.98,46.16,45.0,45.2,42.9080486352866,85800,0.0,1.0
2010-12-29,45.51,46.49,44.11,46.12,43.7813982977747,111800,0.0,1.0
2010-12-28,46.05,46.49,44.96,45.33,43.0314567397686,117400,0.0,1.0
2010-12-27,46.31,46.61,45.55,46.51,44.1516226112208,94000,0.0,1.0
2010-12-23,46.32,47.03,46.03,46.395,44.0424539034098,116900,0.0,1.0
2010-12-22,46.92,47.51,46.1,46.43,44.0756791623088,157300,0.0,1.0
2010-12-21,46.63,47.17,46.48,46.89,44.5123539935528,122700,0.0,1.0
2010-12-20,45.4,46.52,45.08,46.27,43.9237922644847,147100,0.0,1.0
2010-12-17,45.11,45.97,45.11,45.59,43.2782729487326,346600,0.0,1.0
2010-12-16,44.96,45.4,44.3,45.01,42.7276829441206,254400,0.0,1.0
2010-12-15,45.01,45.4,44.19,44.71,42.4428950107005,373500,0.0,1.0
2010-12-14,45.64,45.91,45.22,45.33,43.0314567397686,238700,0.0,1.0
2010-12-13,46.79,46.79,45.48,45.65,43.3352305354166,139200,0.0,1.0
