,MCF_Open,MCF_High,MCF_Low,MCF_Close,MCF_Adj Close,MCF_Volume,MCF_Dividend Amount,MCF_Split Coefficient
2003-09-05,4.18,4.31,4.18,4.31,4.09557213930348,3000,0.0,1.0
2003-09-04,4.17,4.25,4.17,4.22,4.01004975124378,1400,0.0,1.0
2003-09-03,4.3,4.35,4.21,4.23,4.01955223880597,8500,0.0,1.0
2003-09-02,4.27,4.32,4.2,4.27,4.05756218905473,5800,0.0,1.0
2003-08-29,4.2,4.2,4.13,4.17,3.96253731343284,6300,0.0,1.0
2003-08-28,4.21,4.26,4.0,4.1,3.89601990049751,55400,0.0,1.0
2003-08-27,4.21,4.21,4.21,4.21,4.00054726368159,0,0.0,1.0
2003-08-26,4.36,4.36,4.04,4.21,4.00054726368159,23100,0.0,1.0
2003-08-25,4.35,4.35,4.35,4.35,4.13358208955224,2700,0.0,1.0
2003-08-22,4.46,4.46,4.35,4.35,4.13358208955224,8700,0.0,1.0
2003-08-21,4.44,4.44,4.41,4.41,4.19059701492537,1400,0.0,1.0
2003-08-20,4.5,4.5,4.4,4.4,4.18109452736318,1600,0.0,1.0
2003-08-19,4.51,4.59,4.5,4.5,4.27611940298508,2200,0.0,1.0
2003-08-18,4.59,4.59,4.5,4.5,4.27611940298508,4500,0.0,1.0
2003-08-15,4.59,4.59,4.59,4.59,4.36164179104478,2000,0.0,1.0
2003-08-14,4.58,4.58,4.51,4.51,4.28562189054726,1600,0.0,1.0
2003-08-13,4.55,4.55,4.55,4.55,4.32363184079602,200,0.0,1.0
2003-08-12,4.52,4.58,4.52,4.55,4.32363184079602,4500,0.0,1.0
2003-08-11,4.48,4.5,4.4,4.5,4.27611940298508,6300,0.0,1.0
2003-08-08,4.4,4.4,4.4,4.4,4.18109452736318,0,0.0,1.0
2003-08-07,4.31,4.5,4.3,4.4,4.18109452736318,12600,0.0,1.0
2003-08-06,4.3,4.5,4.3,4.4,4.18109452736318,6600,0.0,1.0
2003-08-05,4.4,4.49,4.3,4.49,4.26661691542289,6700,0.0,1.0
2003-08-04,4.5,4.5,4.5,4.5,4.27611940298508,300,0.0,1.0
2003-08-01,4.46,4.46,4.45,4.45,4.22860696517413,1300,0.0,1.0
2003-07-31,4.6,4.6,4.42,4.42,4.20009950248756,2700,0.0,1.0
2003-07-30,4.55,4.6,4.41,4.41,4.19059701492537,11500,0.0,1.0
2003-07-29,4.45,4.55,4.3,4.54,4.31412935323383,9700,0.0,1.0
2003-07-28,4.62,4.67,4.42,4.45,4.22860696517413,24000,0.0,1.0
2003-07-25,4.45,4.62,4.45,4.57,4.3426368159204,25200,0.0,1.0
2003-07-24,4.35,4.36,4.26,4.36,4.14308457711443,19700,0.0,1.0
2003-07-23,4.25,4.29,4.25,4.25,4.03855721393035,22000,0.0,1.0
2003-07-22,4.19,4.25,4.19,4.25,4.03855721393035,30300,0.0,1.0
2003-07-21,4.17,4.19,4.14,4.19,3.98154228855721,27600,0.0,1.0
2003-07-18,4.1,4.18,4.07,4.11,3.9055223880597,34800,0.0,1.0
2003-07-17,4.01,4.07,4.01,4.07,3.86751243781095,5300,0.0,1.0
2003-07-16,4.0,4.14,4.0,4.05,3.84850746268657,108800,0.0,1.0
2003-07-15,4.01,4.07,4.0,4.04,3.83900497512438,7500,0.0,1.0
2003-07-14,4.04,4.04,4.0,4.01,3.81049751243781,6300,0.0,1.0
2003-07-11,4.02,4.08,4.01,4.01,3.81049751243781,9900,0.0,1.0
2003-07-10,4.0,4.07,4.0,4.07,3.86751243781095,8400,0.0,1.0
2003-07-09,3.85,4.02,3.8,4.02,3.82,52000,0.0,1.0
2003-07-08,3.9,3.9,3.87,3.9,3.70597014925373,4700,0.0,1.0
2003-07-07,3.98,3.98,3.9,3.9,3.70597014925373,15500,0.0,1.0
2003-07-03,4.0,4.0,3.88,3.88,3.68696517412935,10400,0.0,1.0
2003-07-02,4.08,4.08,4.08,4.08,3.87701492537313,200,0.0,1.0
2003-07-01,4.09,4.09,4.01,4.04,3.83900497512438,10100,0.0,1.0
2003-06-30,4.09,4.09,4.01,4.09,3.88651741293532,6300,0.0,1.0
2003-06-27,4.1,4.1,4.05,4.09,3.88651741293532,3600,0.0,1.0
2003-06-26,4.1,4.1,3.98,4.0,3.80099502487562,7400,0.0,1.0
2003-06-25,4.0,4.09,3.98,4.05,3.84850746268657,9000,0.0,1.0
2003-06-24,4.09,4.1,3.9,4.09,3.88651741293532,15600,0.0,1.0
2003-06-23,4.13,4.14,4.02,4.04,3.83900497512438,24200,0.0,1.0
2003-06-20,3.87,4.1,3.87,4.08,3.87701492537313,29600,0.0,1.0
2003-06-19,3.86,3.99,3.86,3.87,3.67746268656716,3100,0.0,1.0
2003-06-18,3.9,3.99,3.82,3.9,3.70597014925373,21500,0.0,1.0
2003-06-17,3.95,4.03,3.86,3.94,3.74398009950249,18200,0.0,1.0
2003-06-16,3.95,3.95,3.71,3.94,3.74398009950249,13300,0.0,1.0
2003-06-13,4.14,4.14,3.65,4.0,3.80099502487562,64500,0.0,1.0
2003-06-12,4.09,4.14,3.95,4.1,3.89601990049751,53200,0.0,1.0
2003-06-11,3.97,4.05,3.91,4.05,3.84850746268657,30600,0.0,1.0
2003-06-10,3.98,3.98,3.76,3.9,3.70597014925373,16200,0.0,1.0
2003-06-09,3.9,3.98,3.85,3.98,3.78199004975124,13500,0.0,1.0
2003-06-06,3.75,3.95,3.7,3.88,3.68696517412935,23700,0.0,1.0
2003-06-05,3.54,3.9,3.46,3.85,3.65845771144279,35100,0.0,1.0
2003-06-04,3.4,3.5,3.29,3.5,3.32587064676617,7500,0.0,1.0
2003-06-03,3.4,3.4,3.32,3.38,3.2118407960199,5900,0.0,1.0
2003-06-02,3.4,3.4,3.28,3.38,3.2118407960199,9200,0.0,1.0
2003-05-30,3.1,3.38,3.1,3.35,3.18333333333333,8600,0.0,1.0
2003-05-29,3.3,3.32,3.1,3.15,2.99328358208955,11300,0.0,1.0
2003-05-28,3.27,3.3,3.2,3.23,3.06930348258706,5800,0.0,1.0
2003-05-27,3.35,3.39,3.21,3.27,3.10731343283582,7100,0.0,1.0
2003-05-23,3.34,3.39,3.34,3.35,3.18333333333333,9100,0.0,1.0
2003-05-22,3.38,3.39,3.15,3.34,3.17383084577114,16800,0.0,1.0
2003-05-21,3.3,3.35,3.17,3.35,3.18333333333333,9300,0.0,1.0
2003-05-20,3.2,3.29,3.17,3.17,3.01228855721393,1000,0.0,1.0
2003-05-19,3.2,3.26,3.2,3.26,3.09781094527363,20200,0.0,1.0
2003-05-16,3.25,3.25,3.11,3.16,3.00278606965174,4400,0.0,1.0
2003-05-15,3.1,3.23,3.1,3.21,3.05029850746269,1900,0.0,1.0
2003-05-14,3.01,3.12,3.01,3.12,2.96477611940299,16100,0.0,1.0
2003-05-13,2.94,3.05,2.8,3.01,2.86024875621891,21000,0.0,1.0
2003-05-12,2.93,2.93,2.86,2.86,2.71771144278607,6700,0.0,1.0
2003-05-09,3.0,3.0,3.0,3.0,2.85074626865672,2200,0.0,1.0
2003-05-08,2.85,3.0,2.85,3.0,2.85074626865672,1800,0.0,1.0
2003-05-07,2.98,2.98,2.94,2.94,2.79373134328358,4000,0.0,1.0
2003-05-06,3.0,3.0,2.86,2.88,2.73671641791045,12200,0.0,1.0
2003-05-05,2.9,3.04,2.87,2.9,2.75572139303483,7900,0.0,1.0
2003-05-02,2.92,2.94,2.9,2.91,2.76522388059702,4800,0.0,1.0
2003-05-01,2.93,2.93,2.9,2.9,2.75572139303483,4700,0.0,1.0
2003-04-30,2.95,3.0,2.93,2.93,2.78422885572139,7800,0.0,1.0
2003-04-29,2.92,2.94,2.9,2.94,2.79373134328358,7000,0.0,1.0
2003-04-28,2.94,2.94,2.94,2.94,2.79373134328358,400,0.0,1.0
2003-04-25,2.93,2.94,2.93,2.94,2.79373134328358,1900,0.0,1.0
2003-04-24,2.94,2.94,2.91,2.91,2.76522388059702,10300,0.0,1.0
2003-04-23,2.93,2.94,2.91,2.94,2.79373134328358,5200,0.0,1.0
2003-04-22,2.92,3.03,2.91,2.95,2.80323383084577,2300,0.0,1.0
2003-04-21,2.96,3.04,2.93,2.93,2.78422885572139,6300,0.0,1.0
2003-04-17,3.03,3.03,3.0,3.02,2.86975124378109,4500,0.0,1.0
2003-04-16,3.04,3.04,3.02,3.02,2.86975124378109,7700,0.0,1.0
2003-04-15,3.05,3.05,3.04,3.04,2.88875621890547,5500,0.0,1.0
2003-04-14,3.04,3.08,3.02,3.02,2.86975124378109,3600,0.0,1.0
2003-04-11,3.03,3.03,3.03,3.03,2.87925373134328,0,0.0,1.0
2003-04-10,3.04,3.04,3.03,3.03,2.87925373134328,2100,0.0,1.0
2003-04-09,3.03,3.03,3.03,3.03,2.87925373134328,100,0.0,1.0
2003-04-08,3.03,3.03,3.03,3.03,2.87925373134328,0,0.0,1.0
2003-04-07,3.05,3.1,3.03,3.03,2.87925373134328,6100,0.0,1.0
2003-04-04,3.04,3.07,3.04,3.07,2.91726368159204,3500,0.0,1.0
2003-04-03,3.03,3.03,3.03,3.03,2.87925373134328,100,0.0,1.0
2003-04-02,3.09,3.09,3.03,3.03,2.87925373134328,600,0.0,1.0
2003-04-01,3.09,3.09,3.09,3.09,2.93626865671642,500,0.0,1.0
2003-03-31,3.1,3.1,3.03,3.08,2.92676616915423,700,0.0,1.0
2003-03-28,3.03,3.04,3.02,3.02,2.86975124378109,2000,0.0,1.0
2003-03-27,3.21,3.21,3.02,3.03,2.87925373134328,5900,0.0,1.0
2003-03-26,3.09,3.14,3.05,3.1,2.94577114427861,4700,0.0,1.0
2003-03-25,3.01,3.09,3.01,3.09,2.93626865671642,5600,0.0,1.0
2003-03-24,3.0,3.08,3.0,3.0,2.85074626865672,2100,0.0,1.0
2003-03-21,3.0,3.0,3.0,3.0,2.85074626865672,15500,0.0,1.0
2003-03-20,2.98,3.0,2.97,3.0,2.85074626865672,10100,0.0,1.0
2003-03-19,2.9,2.99,2.87,2.98,2.83174129353234,6800,0.0,1.0
2003-03-18,2.86,2.9,2.86,2.9,2.75572139303483,1200,0.0,1.0
2003-03-17,2.95,2.98,2.87,2.96,2.81273631840796,3900,0.0,1.0
2003-03-14,3.0,3.0,2.95,2.95,2.80323383084577,600,0.0,1.0
2003-03-13,2.99,2.99,2.99,2.99,2.84124378109453,700,0.0,1.0
2003-03-12,3.09,3.09,2.95,2.99,2.84124378109453,2600,0.0,1.0
2003-03-11,3.08,3.09,2.99,2.99,2.84124378109453,6500,0.0,1.0
2003-03-10,2.9,3.0,2.9,3.0,2.85074626865672,1200,0.0,1.0
2003-03-07,3.0,3.0,2.92,2.99,2.84124378109453,5200,0.0,1.0
2003-03-06,3.0,3.0,2.95,2.95,2.80323383084577,2200,0.0,1.0
2003-03-05,3.05,3.05,3.05,3.05,2.89825870646766,800,0.0,1.0
2003-03-04,2.99,3.09,2.92,3.05,2.89825870646766,3800,0.0,1.0
2003-03-03,3.08,3.08,2.9,2.91,2.76522388059702,6600,0.0,1.0
2003-02-28,3.1,3.1,3.1,3.1,2.94577114427861,0,0.0,1.0
2003-02-27,2.91,3.1,2.91,3.1,2.94577114427861,1200,0.0,1.0
2003-02-26,3.15,3.15,2.87,2.99,2.84124378109453,17100,0.0,1.0
2003-02-25,3.06,3.16,3.0,3.15,2.99328358208955,13700,0.0,1.0
2003-02-24,3.15,3.15,3.05,3.05,2.89825870646766,15100,0.0,1.0
2003-02-21,3.15,3.15,3.15,3.15,2.99328358208955,400,0.0,1.0
2003-02-20,2.91,3.05,2.91,3.05,2.89825870646766,2500,0.0,1.0
2003-02-19,2.89,2.9,2.86,2.9,2.75572139303483,20700,0.0,1.0
2003-02-18,2.76,2.89,2.76,2.89,2.74621890547264,15000,0.0,1.0
2003-02-14,2.76,2.9,2.76,2.8,2.66069651741294,2900,0.0,1.0
2003-02-13,3.1,3.1,2.85,2.85,2.70820895522388,7800,0.0,1.0
2003-02-12,3.05,3.25,3.0,3.0,2.85074626865672,28500,0.0,1.0
2003-02-11,3.2,3.32,3.1,3.1,2.94577114427861,5200,0.0,1.0
2003-02-10,3.21,3.21,3.1,3.1,2.94577114427861,2400,0.0,1.0
2003-02-07,3.22,3.35,3.22,3.25,3.08830845771144,5100,0.0,1.0
2003-02-06,3.22,3.25,3.22,3.25,3.08830845771144,3100,0.0,1.0
2003-02-05,3.3,3.3,3.3,3.3,3.13582089552239,200,0.0,1.0
2003-02-04,3.3,3.39,3.3,3.36,3.19283582089552,6600,0.0,1.0
2003-02-03,3.3,3.3,3.2,3.21,3.05029850746269,400,0.0,1.0
2003-01-31,3.22,3.3,3.22,3.3,3.13582089552239,800,0.0,1.0
2003-01-30,3.3,3.3,3.3,3.3,3.13582089552239,300,0.0,1.0
2003-01-29,3.3,3.44,3.3,3.44,3.26885572139303,3900,0.0,1.0
2003-01-28,3.3,3.44,3.3,3.44,3.26885572139303,10900,0.0,1.0
2003-01-27,3.31,3.4,3.3,3.36,3.19283582089552,1800,0.0,1.0
2003-01-24,3.23,3.35,3.23,3.3,3.13582089552239,8900,0.0,1.0
2003-01-23,3.2,3.2,3.2,3.2,3.0407960199005,0,0.0,1.0
2003-01-22,3.2,3.2,3.2,3.2,3.0407960199005,5000,0.0,1.0
2003-01-21,3.16,3.2,3.16,3.2,3.0407960199005,5300,0.0,1.0
2003-01-17,3.2,3.3,3.16,3.16,3.00278606965174,4000,0.0,1.0
2003-01-16,3.14,3.3,3.1,3.27,3.10731343283582,23700,0.0,1.0
2003-01-15,3.07,3.14,3.0,3.14,2.98378109452736,18200,0.0,1.0
2003-01-14,3.08,3.15,3.01,3.08,2.92676616915423,11000,0.0,1.0
2003-01-13,3.11,3.2,3.11,3.12,2.96477611940299,26900,0.0,1.0
2003-01-10,3.2,3.2,3.2,3.2,3.0407960199005,600,0.0,1.0
2003-01-09,3.3,3.3,3.09,3.2,3.0407960199005,7200,0.0,1.0
2003-01-08,3.15,3.25,3.15,3.25,3.08830845771144,2200,0.0,1.0
2003-01-07,3.1,3.15,3.1,3.15,2.99328358208955,5000,0.0,1.0
2003-01-06,3.2,3.2,3.05,3.15,2.99328358208955,5800,0.0,1.0
2003-01-03,3.28,3.28,3.2,3.2,3.0407960199005,1100,0.0,1.0
2003-01-02,3.35,3.38,3.28,3.28,3.11681592039801,6300,0.0,1.0
2002-12-31,3.2,3.25,3.2,3.21,3.05029850746269,22600,0.0,1.0
2002-12-30,3.3,3.3,3.26,3.27,3.10731343283582,700,0.0,1.0
2002-12-27,3.2,3.28,3.2,3.26,3.09781094527363,5800,0.0,1.0
2002-12-26,3.25,3.3,3.25,3.3,3.13582089552239,6800,0.0,1.0
2002-12-24,3.16,3.16,3.16,3.16,3.00278606965174,100,0.0,1.0
2002-12-23,3.19,3.19,3.19,3.19,3.03129353233831,2500,0.0,1.0
2002-12-20,3.2,3.2,3.19,3.19,3.03129353233831,3600,0.0,1.0
2002-12-19,3.15,3.32,3.15,3.32,3.15482587064677,6500,0.0,1.0
2002-12-18,3.32,3.32,3.07,3.07,2.91726368159204,8700,0.0,1.0
2002-12-17,3.45,3.45,3.3,3.39,3.22134328358209,10100,0.0,1.0
2002-12-16,3.28,3.39,3.28,3.38,3.2118407960199,17700,0.0,1.0
2002-12-13,3.15,3.28,3.1,3.25,3.08830845771144,26500,0.0,1.0
2002-12-12,3.1,3.15,3.02,3.15,2.99328358208955,5000,0.0,1.0
2002-12-11,3.05,3.15,3.05,3.15,2.99328358208955,13600,0.0,1.0
2002-12-10,3.08,3.1,3.08,3.08,2.92676616915423,1900,0.0,1.0
2002-12-09,3.06,3.06,3.0,3.0,2.85074626865672,2200,0.0,1.0
2002-12-06,3.01,3.05,3.01,3.05,2.89825870646766,1000,0.0,1.0
2002-12-05,3.1,3.15,3.02,3.02,2.86975124378109,14000,0.0,1.0
2002-12-04,3.0,3.05,3.0,3.0,2.85074626865672,2300,0.0,1.0
2002-12-03,2.99,3.0,2.9,2.9,2.75572139303483,5800,0.0,1.0
2002-12-02,3.0,3.0,3.0,3.0,2.85074626865672,2000,0.0,1.0
2002-11-29,3.0,3.0,3.0,3.0,2.85074626865672,2000,0.0,1.0
2002-11-27,2.89,3.0,2.89,2.9,2.75572139303483,6700,0.0,1.0
2002-11-26,2.89,2.99,2.87,2.9,2.75572139303483,4100,0.0,1.0
2002-11-25,2.84,2.9,2.8,2.81,2.67019900497512,4900,0.0,1.0
2002-11-22,2.8,2.88,2.7,2.75,2.61318407960199,2600,0.0,1.0
2002-11-21,2.61,2.8,2.61,2.75,2.61318407960199,17900,0.0,1.0
2002-11-20,2.6,2.66,2.59,2.65,2.5181592039801,10400,0.0,1.0
2002-11-19,2.61,2.7,2.6,2.65,2.5181592039801,13300,0.0,1.0
2002-11-18,2.78,2.82,2.7,2.7,2.56567164179105,10600,0.0,1.0
2002-11-15,2.56,2.84,2.51,2.84,2.69870646766169,35100,0.0,1.0
2002-11-14,2.58,2.59,2.56,2.56,2.4326368159204,12000,0.0,1.0
2002-11-13,2.75,2.75,2.58,2.65,2.5181592039801,23900,0.0,1.0
2002-11-12,2.9,2.9,2.7,2.7,2.56567164179105,8400,0.0,1.0
2002-11-11,2.95,2.95,2.9,2.9,2.75572139303483,2900,0.0,1.0
2002-11-08,2.95,3.0,2.95,3.0,2.85074626865672,5100,0.0,1.0
2002-11-07,2.92,2.99,2.92,2.95,2.80323383084577,1400,0.0,1.0
2002-11-06,2.91,3.04,2.91,3.0,2.85074626865672,9900,0.0,1.0
2002-11-05,3.0,3.0,2.9,3.0,2.85074626865672,10400,0.0,1.0
2002-11-04,3.15,3.15,3.0,3.1,2.94577114427861,13200,0.0,1.0
2002-11-01,3.2,3.2,3.11,3.19,3.03129353233831,2300,0.0,1.0
2002-10-31,3.02,3.2,3.02,3.2,3.0407960199005,1200,0.0,1.0
2002-10-30,3.11,3.11,3.11,3.11,2.9552736318408,1200,0.0,1.0
2002-10-29,3.12,3.12,3.11,3.11,2.9552736318408,2000,0.0,1.0
2002-10-28,3.15,3.16,3.11,3.12,2.96477611940299,9700,0.0,1.0
2002-10-25,3.05,3.25,3.05,3.18,3.02179104477612,12300,0.0,1.0
2002-10-24,3.1,3.1,3.01,3.01,2.86024875621891,1700,0.0,1.0
2002-10-23,3.2,3.2,3.12,3.2,3.0407960199005,6300,0.0,1.0
2002-10-22,3.19,3.19,3.19,3.19,3.03129353233831,700,0.0,1.0
2002-10-21,3.21,3.21,3.16,3.21,3.05029850746269,2600,0.0,1.0
2002-10-18,3.18,3.18,3.18,3.18,3.02179104477612,1000,0.0,1.0
2002-10-17,3.22,3.22,3.22,3.22,3.05980099502488,0,0.0,1.0
2002-10-16,3.25,3.3,3.19,3.22,3.05980099502488,7700,0.0,1.0
2002-10-15,3.09,3.3,3.09,3.3,3.13582089552239,15600,0.0,1.0
2002-10-14,2.9,3.09,2.9,3.0,2.85074626865672,12200,0.0,1.0
2002-10-11,3.0,3.05,2.87,2.95,2.80323383084577,35900,0.0,1.0
2002-10-10,2.98,3.0,2.95,2.95,2.80323383084577,4400,0.0,1.0
2002-10-09,3.0,3.0,2.95,3.0,2.85074626865672,7100,0.0,1.0
2002-10-08,3.0,3.01,3.0,3.01,2.86024875621891,5100,0.0,1.0
2002-10-07,3.0,3.0,3.0,3.0,2.85074626865672,100,0.0,1.0
2002-10-04,3.19,3.19,3.01,3.01,2.86024875621891,6500,0.0,1.0
2002-10-03,3.22,3.22,3.15,3.22,3.05980099502488,3300,0.0,1.0
2002-10-02,3.2,3.22,3.15,3.22,3.05980099502488,1900,0.0,1.0
2002-10-01,3.25,3.25,3.16,3.16,3.00278606965174,400,0.0,1.0
2002-09-30,3.25,3.25,3.25,3.25,3.08830845771144,200,0.0,1.0
2002-09-27,3.25,3.25,3.25,3.25,3.08830845771144,0,0.0,1.0
2002-09-26,3.25,3.25,3.25,3.25,3.08830845771144,100,0.0,1.0
2002-09-25,3.35,3.35,3.25,3.25,3.08830845771144,1500,0.0,1.0
2002-09-24,3.3,3.33,3.26,3.33,3.16432835820896,14300,0.0,1.0
2002-09-23,3.1,3.33,3.1,3.25,3.08830845771144,5900,0.0,1.0
2002-09-20,3.16,3.24,3.15,3.15,2.99328358208955,3200,0.0,1.0
2002-09-19,3.2,3.2,3.2,3.2,3.0407960199005,2200,0.0,1.0
2002-09-18,3.15,3.2,3.1,3.2,3.0407960199005,19500,0.0,1.0
2002-09-17,3.15,3.15,3.05,3.11,2.9552736318408,3000,0.0,1.0
2002-09-16,3.15,3.18,3.05,3.05,2.89825870646766,1600,0.0,1.0
2002-09-13,3.15,3.2,3.15,3.15,2.99328358208955,2200,0.0,1.0
2002-09-12,3.1,3.2,3.05,3.2,3.0407960199005,6800,0.0,1.0
2002-09-11,3.36,3.36,3.2,3.2,3.0407960199005,14800,0.0,1.0
2002-09-10,3.35,3.4,3.35,3.39,3.22134328358209,8000,0.0,1.0
2002-09-09,3.35,3.43,3.25,3.36,3.19283582089552,25600,0.0,1.0
2002-09-06,3.25,3.35,3.2,3.3,3.13582089552239,32400,0.0,1.0
2002-09-05,3.19,3.25,3.19,3.24,3.07880597014925,15100,0.0,1.0
2002-09-04,3.28,3.29,3.19,3.2,3.0407960199005,2800,0.0,1.0
2002-09-03,3.32,3.32,3.22,3.27,3.10731343283582,2900,0.0,1.0
2002-08-30,3.12,3.27,3.12,3.27,3.10731343283582,4300,0.0,1.0
2002-08-29,3.2,3.2,3.13,3.13,2.97427860696517,5100,0.0,1.0
2002-08-28,3.17,3.18,3.12,3.17,3.01228855721393,8900,0.0,1.0
2002-08-27,3.13,3.13,3.12,3.13,2.97427860696517,4700,0.0,1.0
2002-08-26,3.12,3.17,3.1,3.11,2.9552736318408,10300,0.0,1.0
2002-08-23,3.1,3.2,3.01,3.03,2.87925373134328,36300,0.0,1.0
2002-08-22,2.96,3.0,2.96,3.0,2.85074626865672,2300,0.0,1.0
2002-08-21,2.9,2.9,2.88,2.88,2.73671641791045,1300,0.0,1.0
2002-08-20,3.0,3.0,2.85,2.95,2.80323383084577,2200,0.0,1.0
2002-08-19,3.0,3.0,2.75,2.95,2.80323383084577,6600,0.0,1.0
2002-08-16,2.99,3.0,2.9,3.0,2.85074626865672,7000,0.0,1.0
2002-08-15,2.95,3.0,2.95,2.99,2.84124378109453,2300,0.0,1.0
2002-08-14,2.9,2.9,2.85,2.86,2.71771144278607,3600,0.0,1.0
2002-08-13,2.82,3.0,2.82,2.96,2.81273631840796,4800,0.0,1.0
2002-08-12,2.9,2.9,2.81,2.81,2.67019900497512,1100,0.0,1.0
2002-08-09,3.0,3.0,2.81,2.9,2.75572139303483,6300,0.0,1.0
2002-08-08,2.88,2.9,2.86,2.9,2.75572139303483,2700,0.0,1.0
2002-08-07,2.89,2.89,2.89,2.89,2.74621890547264,400,0.0,1.0
2002-08-06,2.85,2.89,2.85,2.89,2.74621890547264,2400,0.0,1.0
2002-08-05,2.85,2.85,2.85,2.85,2.70820895522388,1200,0.0,1.0
2002-08-02,2.89,2.89,2.8,2.8,2.66069651741294,2200,0.0,1.0
2002-08-01,2.9,2.9,2.89,2.89,2.74621890547264,19000,0.0,1.0
2002-07-31,2.75,2.85,2.75,2.8,2.66069651741294,3900,0.0,1.0
2002-07-30,2.75,2.85,2.75,2.85,2.70820895522388,6400,0.0,1.0
2002-07-29,2.65,2.7,2.65,2.65,2.5181592039801,1500,0.0,1.0
2002-07-26,2.74,2.74,2.74,2.74,2.6036815920398,100,0.0,1.0
2002-07-25,2.65,2.8,2.45,2.71,2.57517412935323,7600,0.0,1.0
2002-07-24,2.6,2.7,2.55,2.59,2.46114427860697,10400,0.0,1.0
2002-07-23,2.75,2.75,2.7,2.7,2.56567164179105,1500,0.0,1.0
2002-07-22,2.8,2.8,2.65,2.65,2.5181592039801,11300,0.0,1.0
2002-07-19,2.7,2.8,2.7,2.71,2.57517412935323,1400,0.0,1.0
2002-07-18,2.7,2.9,2.7,2.8,2.66069651741294,11500,0.0,1.0
2002-07-17,2.8,2.8,2.8,2.8,2.66069651741294,0,0.0,1.0
2002-07-16,2.8,2.9,2.7,2.8,2.66069651741294,9100,0.0,1.0
2002-07-15,3.09,3.09,2.9,2.9,2.75572139303483,3900,0.0,1.0
2002-07-12,3.0,3.01,3.0,3.0,2.85074626865672,1100,0.0,1.0
2002-07-11,3.01,3.01,2.9,3.0,2.85074626865672,5000,0.0,1.0
2002-07-10,2.96,2.96,2.91,2.91,2.76522388059702,3700,0.0,1.0
2002-07-09,2.95,2.95,2.95,2.95,2.80323383084577,100,0.0,1.0
2002-07-08,3.0,3.0,2.9,2.95,2.80323383084577,5500,0.0,1.0
2002-07-05,3.05,3.05,3.01,3.01,2.86024875621891,2200,0.0,1.0
2002-07-03,3.15,3.15,3.05,3.05,2.89825870646766,9000,0.0,1.0
2002-07-02,3.05,3.15,3.01,3.15,2.99328358208955,6400,0.0,1.0
2002-07-01,3.3,3.3,3.1,3.15,2.99328358208955,12600,0.0,1.0
2002-06-28,3.25,3.33,3.15,3.33,3.16432835820896,9700,0.0,1.0
2002-06-27,3.2,3.25,3.15,3.25,3.08830845771144,18400,0.0,1.0
2002-06-26,3.2,3.34,3.2,3.25,3.08830845771144,18000,0.0,1.0
2002-06-25,3.26,3.26,3.25,3.25,3.08830845771144,5600,0.0,1.0
2002-06-24,3.15,3.34,3.15,3.34,3.17383084577114,36300,0.0,1.0
2002-06-21,3.1,3.4,3.01,3.25,3.08830845771144,90400,0.0,1.0
2002-06-20,3.05,3.05,3.0,3.0,2.85074626865672,8300,0.0,1.0
2002-06-19,2.87,3.0,2.87,3.0,2.85074626865672,5600,0.0,1.0
2002-06-18,3.0,3.05,2.91,2.91,2.76522388059702,7900,0.0,1.0
2002-06-17,2.85,3.04,2.85,2.97,2.82223880597015,10600,0.0,1.0
2002-06-14,2.73,2.76,2.7,2.76,2.62268656716418,10900,0.0,1.0
2002-06-13,2.5,2.74,2.5,2.74,2.6036815920398,41000,0.0,1.0
2002-06-12,2.66,2.7,2.4,2.4,2.28059701492537,42900,0.0,1.0
2002-06-11,2.75,2.75,2.65,2.74,2.6036815920398,63200,0.0,1.0
2002-06-10,2.74,2.75,2.66,2.71,2.57517412935323,21500,0.0,1.0
2002-06-07,2.9,3.0,2.75,2.75,2.61318407960199,25500,0.0,1.0
2002-06-06,2.91,3.0,2.8,3.0,2.85074626865672,2700,0.0,1.0
2002-06-05,2.95,3.03,2.9,2.95,2.80323383084577,12500,0.0,1.0
2002-06-04,2.83,2.95,2.78,2.9,2.75572139303483,19600,0.0,1.0
2002-06-03,3.05,3.05,2.93,2.93,2.78422885572139,6200,0.0,1.0
2002-05-31,3.1,3.1,3.0,3.0,2.85074626865672,35900,0.0,1.0
2002-05-30,3.05,3.15,3.02,3.09,2.93626865671642,5100,0.0,1.0
2002-05-29,3.12,3.12,3.01,3.01,2.86024875621891,15100,0.0,1.0
2002-05-28,3.18,3.18,3.08,3.08,2.92676616915423,6000,0.0,1.0
2002-05-24,3.2,3.2,3.15,3.19,3.03129353233831,2600,0.0,1.0
2002-05-23,3.08,3.15,3.08,3.13,2.97427860696517,3400,0.0,1.0
2002-05-22,3.08,3.09,3.08,3.08,2.92676616915423,8000,0.0,1.0
2002-05-21,3.15,3.25,3.15,3.24,3.07880597014925,7100,0.0,1.0
2002-05-20,3.15,3.15,3.15,3.15,2.99328358208955,1800,0.0,1.0
2002-05-17,3.12,3.2,3.1,3.15,2.99328358208955,27700,0.0,1.0
2002-05-16,3.3,3.3,3.2,3.2,3.0407960199005,11400,0.0,1.0
2002-05-15,3.25,3.3,3.2,3.3,3.13582089552239,13800,0.0,1.0
2002-05-14,3.11,3.2,3.02,3.2,3.0407960199005,15300,0.0,1.0
