,BKNG_Open,BKNG_High,BKNG_Low,BKNG_Close,BKNG_Adj Close,BKNG_Volume,BKNG_Dividend Amount,BKNG_Split Coefficient
2024-06-13,3850.0,3866.17,3820.465,3856.14,3847.11852330152,153760,0.0,1.0
2024-06-12,3807.0,3911.69,3807.0,3876.41,3867.34110144114,256520,0.0,1.0
2024-06-11,3772.98,3819.8899,3762.72,3788.7,3779.83629983156,219282,0.0,1.0
2024-06-10,3805.55,3805.55,3746.68,3788.72,3779.85625304136,226783,0.0,1.0
2024-06-07,3787.28,3820.24,3770.0,3813.09,3804.16923919147,161377,8.75,1.0
2024-06-06,3831.04,3854.89,3800.0,3810.06,3792.44370551196,146448,0.0,1.0
2024-06-05,3809.06,3838.0,3753.915,3831.04,3813.32670182741,142583,0.0,1.0
2024-06-04,3772.5,3823.76,3768.91,3801.36,3783.78393106275,162694,0.0,1.0
2024-06-03,3776.35,3784.43,3713.89,3763.64,3746.23833425538,229912,0.0,1.0
2024-05-31,3747.0,3783.52,3711.85,3776.35,3758.88956796221,353098,0.0,1.0
2024-05-30,3745.59,3766.95,3704.57,3754.62,3737.26003936666,210167,0.0,1.0
2024-05-29,3751.0,3776.06,3726.72,3734.29,3717.02403769396,255611,0.0,1.0
2024-05-28,3796.55,3815.0,3764.7,3790.12,3772.59590062492,170668,0.0,1.0
2024-05-24,3760.0,3807.06,3754.92,3795.35,3777.80171905818,151814,0.0,1.0
2024-05-23,3850.0,3850.0,3731.785,3752.68,3735.32900920212,218731,0.0,1.0
2024-05-22,3830.0,3853.0,3798.215,3825.1,3807.41416616899,203372,0.0,1.0
2024-05-21,3772.21,3827.82,3749.11,3822.34,3804.6669273782,224153,0.0,1.0
2024-05-20,3703.98,3773.34,3694.26,3768.62,3751.19530859527,219936,0.0,1.0
2024-05-17,3758.24,3758.24,3690.51,3708.35,3691.20397456609,198416,0.0,1.0
2024-05-16,3792.53,3797.02,3735.01,3735.01,3717.74070868286,198351,0.0,1.0
2024-05-15,3783.27,3796.8722,3749.1987,3792.53,3774.99475768499,192495,0.0,1.0
2024-05-14,3729.57,3778.67,3729.0,3772.85,3755.40575065506,210776,0.0,1.0
2024-05-13,3800.75,3807.8,3717.48,3745.0,3727.68451865385,238428,0.0,1.0
2024-05-10,3783.45,3811.57,3775.42,3805.75,3788.1536333423,282987,0.0,1.0
2024-05-09,3640.0,3800.92,3640.0,3780.03,3762.55255301659,437135,0.0,1.0
2024-05-08,3603.8,3663.6,3573.0001,3660.0,3643.0775269087,273358,0.0,1.0
2024-05-07,3580.75,3623.06,3550.01,3605.41,3588.73993068085,266371,0.0,1.0
2024-05-06,3618.72,3618.72,3520.93,3598.41,3581.77229606654,349992,0.0,1.0
2024-05-03,3700.0,3748.21,3566.91,3577.38,3560.83953093242,534715,0.0,1.0
2024-05-02,3440.0,3487.9099,3393.95,3472.91,3456.85256119577,454174,0.0,1.0
2024-05-01,3437.25,3485.11,3405.23,3415.64,3399.84735628701,226212,0.0,1.0
2024-04-30,3512.79,3516.1375,3444.23,3452.03,3436.06910251767,232261,0.0,1.0
2024-04-29,3521.08,3532.07,3487.24,3514.8,3498.54887748052,146490,0.0,1.0
2024-04-26,3484.23,3541.87,3484.23,3521.08,3504.79984110593,146026,0.0,1.0
2024-04-25,3522.72,3525.0,3466.27,3502.48,3486.28584055934,142949,0.0,1.0
2024-04-24,3505.25,3571.11,3505.25,3517.52,3501.25630121637,155900,0.0,1.0
2024-04-23,3468.22,3546.9,3468.22,3533.99,3517.65015008746,152220,0.0,1.0
2024-04-22,3441.12,3492.52,3424.515,3463.0,3446.98838133466,202419,0.0,1.0
2024-04-19,3460.51,3478.185,3405.1565,3414.82,3399.03114766076,218821,0.0,1.0
2024-04-18,3470.0,3485.16,3424.14,3430.14,3414.28031370236,156720,0.0,1.0
2024-04-17,3472.98,3493.4079,3430.57,3443.91,3427.98664636507,170865,0.0,1.0
2024-04-16,3470.53,3497.47,3450.785,3467.77,3451.73632663612,223317,0.0,1.0
2024-04-15,3583.07,3625.225,3480.98,3485.63,3469.51374866634,207636,0.0,1.0
2024-04-12,3579.37,3598.575,3501.5,3531.8,3515.47027582955,240962,0.0,1.0
2024-04-11,3576.92,3656.81,3568.05,3637.87,3621.04984776376,174495,0.0,1.0
2024-04-10,3572.57,3617.34,3546.93,3586.13,3569.5490742003,180985,0.0,1.0
2024-04-09,3610.0,3614.22,3530.84,3581.48,3564.92057406366,153294,0.0,1.0
2024-04-08,3589.88,3634.25,3589.15,3601.17,3584.51953485733,164238,0.0,1.0
2024-04-05,3530.0,3610.48,3530.0,3601.9,3585.24615960996,253069,0.0,1.0
2024-04-04,3658.0,3671.48,3518.3,3521.93,3505.64591102338,307010,0.0,1.0
2024-04-03,3599.0,3646.11,3595.42,3632.38,3615.5852314734,224396,0.0,1.0
2024-04-02,3518.6,3585.07,3518.6,3566.09,3549.60173167592,233086,0.0,1.0
2024-04-01,3651.03,3654.85,3548.0,3568.87,3552.36887799417,227612,0.0,1.0
2024-03-28,3690.0,3694.64,3618.4,3627.88,3611.10603779277,274096,0.0,1.0
2024-03-27,3677.94,3711.43,3656.14,3673.5,3656.51510795058,209236,0.0,1.0
2024-03-26,3649.0,3688.91,3640.6042,3661.08,3644.15253339205,274874,0.0,1.0
2024-03-25,3608.44,3629.83,3569.5,3626.94,3610.17038400171,166649,0.0,1.0
2024-03-22,3624.97,3646.1199,3604.46,3624.73,3607.97060221634,205423,0.0,1.0
2024-03-21,3615.29,3660.19,3586.66,3647.81,3630.94388891608,304480,0.0,1.0
2024-03-20,3510.08,3623.0,3500.01,3578.49,3561.94439870698,430452,0.0,1.0
2024-03-19,3454.11,3510.19,3445.02,3505.98,3489.7696578665,187748,0.0,1.0
2024-03-18,3466.52,3470.0,3426.31,3450.93,3434.97418850685,230996,0.0,1.0
2024-03-15,3498.29,3501.0,3409.01,3413.98,3398.19503150704,771176,0.0,1.0
2024-03-14,3550.0,3550.0,3500.28,3511.56,3495.32385803047,287755,0.0,1.0
2024-03-13,3500.0,3519.72,3482.23,3500.0,3483.81730715313,226174,0.0,1.0
2024-03-12,3522.27,3543.44,3497.54,3500.0,3483.81730715313,187167,0.0,1.0
2024-03-11,3477.76,3546.02,3476.48,3502.74,3486.54463841645,235412,0.0,1.0
2024-03-08,3476.98,3510.0,3450.62,3485.7,3469.58342501248,305407,0.0,1.0
2024-03-07,3433.5,3484.1,3408.92,3477.76,3461.68013660711,270750,8.75,1.0
2024-03-06,3433.0,3447.46,3398.97,3428.03,3403.61661337362,236507,0.0,1.0
2024-03-05,3452.0,3473.31,3415.685,3430.25,3405.82080320909,287508,0.0,1.0
2024-03-04,3461.79,3502.23,3452.5,3461.4,3436.74896238698,270932,0.0,1.0
2024-03-01,3482.55,3511.72,3454.16,3499.73,3474.80598778951,348526,0.0,1.0
2024-02-29,3505.69,3514.9999,3451.49,3468.83,3444.12604818768,480863,0.0,1.0
2024-02-28,3478.12,3507.36,3460.0,3495.63,3470.73518674202,339601,0.0,1.0
2024-02-27,3516.31,3533.72,3463.37,3478.12,3453.34988763431,393033,0.0,1.0
2024-02-26,3559.36,3586.2,3497.59,3499.75,3474.82584535559,433414,0.0,1.0
2024-02-23,3698.3,3698.3,3491.325,3505.96,3480.99161962509,958463,0.0,1.0
2024-02-22,3804.08,3918.0,3774.87,3901.99,3874.20121446362,473969,0.0,1.0
2024-02-21,3716.56,3752.78,3709.57,3741.13,3714.48681043936,229502,0.0,1.0
2024-02-20,3709.0,3730.17,3688.56,3700.86,3674.50360112657,254940,0.0,1.0
2024-02-16,3754.2,3756.18,3708.97,3716.84,3690.36979642874,209708,0.0,1.0
2024-02-15,3752.64,3762.73,3711.83,3750.66,3723.94894067902,297468,0.0,1.0
2024-02-14,3741.21,3770.21,3695.0,3738.31,3711.68689362133,253719,0.0,1.0
2024-02-13,3745.0,3787.79,3702.12,3747.61,3720.92066185101,264129,0.0,1.0
2024-02-12,3757.11,3827.0,3749.66,3790.23,3763.23713517883,247311,0.0,1.0
2024-02-09,3700.0,3761.88,3663.01,3758.18,3731.4153855271,398963,0.0,1.0
2024-02-08,3750.0,3844.76,3725.95,3840.22,3812.8711216091,376525,0.0,1.0
2024-02-07,3650.1,3745.46,3646.3153,3708.92,3682.50620025895,284887,0.0,1.0
2024-02-06,3635.0,3660.2,3605.425,3644.94,3618.981846352,277027,0.0,1.0
2024-02-05,3541.0,3628.69,3535.41,3625.0,3599.18385296493,230877,0.0,1.0
2024-02-02,3538.95,3583.425,3511.5,3561.39,3536.02686403056,197612,0.0,1.0
2024-02-01,3592.25,3599.56,3511.7,3558.45,3533.10780181602,196495,0.0,1.0
2024-01-31,3530.0,3553.71,3501.0796,3507.47,3482.49086586453,186417,0.0,1.0
2024-01-30,3526.0,3575.48,3524.7,3555.15,3529.83130341194,185602,0.0,1.0
2024-01-29,3522.5,3564.14,3496.78,3553.88,3528.57034796552,219530,0.0,1.0
2024-01-26,3495.94,3536.7,3480.0,3519.6,3494.53447969528,209646,0.0,1.0
2024-01-25,3519.99,3540.265,3491.46,3503.25,3478.30091942052,278187,0.0,1.0
2024-01-24,3500.0,3522.55,3476.5,3496.75,3471.84721044279,260014,0.0,1.0
2024-01-23,3523.25,3530.9999,3486.05,3490.62,3465.76086643764,238177,0.0,1.0
2024-01-22,3653.07,3669.6599,3480.61,3506.02,3481.05119232334,456444,0.0,1.0
2024-01-19,3561.89,3622.59,3551.505,3616.51,3590.75431616171,235099,0.0,1.0
2024-01-18,3498.0,3540.535,3481.545,3528.81,3503.67888887757,223176,0.0,1.0
2024-01-17,3496.74,3510.84,3461.55,3489.9,3465.04599405857,182434,0.0,1.0
2024-01-16,3497.8,3510.0,3466.65,3503.7,3478.74771465744,173234,0.0,1.0
2024-01-12,3572.19,3576.73,3498.92,3502.4,3477.4569728619,167231,0.0,1.0
2024-01-11,3502.55,3552.95,3485.96,3552.28,3526.9817426787,167571,0.0,1.0
2024-01-10,3493.73,3537.75,3493.73,3521.15,3496.07344106689,148586,0.0,1.0
2024-01-09,3441.0,3490.5,3441.0,3489.23,3464.38076559471,224372,0.0,1.0
2024-01-08,3411.63,3465.0,3406.82,3462.84,3438.17870714513,264743,0.0,1.0
2024-01-05,3419.76,3449.495,3394.26,3408.14,3383.86826390177,321431,0.0,1.0
2024-01-04,3400.0,3448.67,3384.0998,3419.94,3395.58422789211,176663,0.0,1.0
2024-01-03,3462.52,3480.68,3405.03,3409.27,3384.99021638559,327430,0.0,1.0
2024-01-02,3520.0,3531.99,3464.7201,3480.56,3455.77251069672,333416,0.0,1.0
2023-12-29,3557.18,3574.91,3530.23,3547.22,3521.95777845911,164548,0.0,1.0
2023-12-28,3556.08,3562.685,3540.18,3550.47,3525.18463294797,139730,0.0,1.0
2023-12-27,3580.62,3580.62,3529.2,3534.64,3509.46736939144,167312,0.0,1.0
2023-12-26,3527.47,3574.31,3525.29,3566.65,3541.249403911,197745,0.0,1.0
2023-12-22,3520.0,3564.46,3520.0,3535.7,3510.51982039396,254953,0.0,1.0
2023-12-21,3481.97,3524.12,3481.97,3519.55,3494.48483578006,218060,0.0,1.0
2023-12-20,3536.09,3542.13,3463.78,3469.21,3444.5033419433,315908,0.0,1.0
2023-12-19,3487.55,3529.39,3478.93,3515.29,3490.25517420389,216275,0.0,1.0
2023-12-18,3483.88,3490.0,3460.45,3470.53,3445.81394130493,202014,0.0,1.0
2023-12-15,3441.89,3495.0,3435.255,3479.12,3454.34276593858,904470,0.0,1.0
2023-12-14,3453.9,3494.98,3418.5,3440.3,3415.79923016697,275438,0.0,1.0
2023-12-13,3414.25,3433.4,3380.12,3424.22,3399.83374703437,219981,0.0,1.0
2023-12-12,3359.95,3404.89,3348.555,3402.5,3378.26843026571,242998,0.0,1.0
2023-12-11,3287.65,3385.3,3287.65,3346.71,3322.87574967069,330680,0.0,1.0
2023-12-08,3220.96,3277.425,3220.96,3275.0,3251.67644647177,244872,0.0,1.0
2023-12-07,3178.22,3240.335,3177.155,3238.27,3215.20802635607,279335,0.0,1.0
2023-12-06,3180.27,3188.81,3127.3101,3150.0,3127.56665843849,189040,0.0,1.0
2023-12-05,3104.48,3160.0,3104.48,3148.01,3125.590830613,183721,0.0,1.0
2023-12-04,3147.43,3187.75,3115.555,3134.48,3112.15718715628,235846,0.0,1.0
2023-12-01,3125.29,3179.29,3099.055,3159.56,3137.05857502728,205072,0.0,1.0
2023-11-30,3128.4,3128.4,3079.495,3125.7,3103.43971564482,255709,0.0,1.0
2023-11-29,3152.55,3174.0,3104.06,3126.29,3104.02551384434,155829,0.0,1.0
2023-11-28,3136.27,3147.83,3120.555,3141.91,3119.53427295698,180152,0.0,1.0
2023-11-27,3099.01,3142.86,3090.0,3130.8,3108.50339499658,253294,0.0,1.0
2023-11-24,3137.17,3137.17,3106.75,3115.59,3093.40171598869,117019,0.0,1.0
2023-11-22,3166.42,3168.78,3129.96,3130.0,3107.70909235317,192671,0.0,1.0
2023-11-21,3156.0,3171.0,3141.605,3145.05,3122.65191083238,184245,0.0,1.0
2023-11-20,3141.88,3168.96,3133.96,3157.94,3135.45011217437,227127,0.0,1.0
2023-11-17,3154.95,3154.95,3103.39,3135.25,3112.92170345057,212387,0.0,1.0
2023-11-16,3114.18,3160.79,3102.24,3128.85,3106.56728230326,259015,0.0,1.0
2023-11-15,3197.0,3207.32,3117.29,3120.82,3098.59446952001,284319,0.0,1.0
2023-11-14,3165.76,3181.28,3145.34,3173.5,3150.89929858875,298794,0.0,1.0
2023-11-13,3077.52,3146.3,3076.545,3119.21,3096.99593545014,241458,0.0,1.0
2023-11-10,3023.02,3080.385,3012.9787,3074.23,3052.33626932424,226374,0.0,1.0
2023-11-09,3031.28,3033.33,2998.52,3010.26,2988.82184420034,205973,0.0,1.0
2023-11-08,3035.0,3040.72,3003.87,3020.34,2998.83005750734,235112,0.0,1.0
2023-11-07,2971.43,3035.21,2963.755,3011.9,2990.45016461933,308446,0.0,1.0
2023-11-06,2888.56,3002.38,2888.45,2971.43,2950.26837964568,478995,0.0,1.0
2023-11-03,2780.0,2868.97,2762.44,2858.75,2838.39085232097,580484,0.0,1.0
2023-11-02,2807.01,2843.96,2756.39,2838.62,2818.40421205609,504922,0.0,1.0
2023-11-01,2803.0,2813.1299,2756.125,2766.23,2746.52975161026,310640,0.0,1.0
2023-10-31,2798.77,2803.91,2765.02,2789.56,2769.69360244879,218323,0.0,1.0
2023-10-30,2768.22,2812.91,2766.65,2788.25,2768.3929318702,209891,0.0,1.0
2023-10-27,2747.44,2784.59,2737.26,2746.16,2726.60268404364,209810,0.0,1.0
2023-10-26,2795.55,2818.72,2733.04,2742.69,2723.15739632783,289158,0.0,1.0
2023-10-25,2822.62,2851.52,2806.87,2812.92,2792.88723963645,235478,0.0,1.0
2023-10-24,2836.95,2858.9,2817.24,2835.37,2815.17735756722,188628,0.0,1.0
2023-10-23,2753.76,2841.46,2742.0,2819.54,2799.46009401069,266771,0.0,1.0
2023-10-20,2779.8,2793.14,2747.005,2756.64,2737.00804867235,313762,0.0,1.0
2023-10-19,2836.94,2837.41,2769.375,2785.2,2765.36465304219,436323,0.0,1.0
2023-10-18,2945.79,2950.01,2841.97,2850.24,2829.94145795166,456464,0.0,1.0
2023-10-17,2973.85,3001.42,2960.545,2978.4,2957.18874142642,212408,0.0,1.0
2023-10-16,2973.7,3000.14,2961.165,2966.47,2945.34370325652,237769,0.0,1.0
2023-10-13,3042.81,3067.4699,2945.09,2950.08,2929.0704278496,273205,0.0,1.0
2023-10-12,3067.56,3086.26,3028.92,3049.0,3027.28594970761,171676,0.0,1.0
2023-10-11,3083.0,3094.99,3039.47,3071.95,3050.07250679052,145206,0.0,1.0
2023-10-10,3019.51,3083.96,3015.11,3060.4,3038.60476237624,220471,0.0,1.0
2023-10-09,3021.43,3021.43,2934.45,3009.72,2988.28568991603,242519,0.0,1.0
2023-10-06,2997.49,3054.565,2997.49,3049.44,3027.72281616149,205638,0.0,1.0
2023-10-05,3039.01,3046.02,2990.16,3018.76,2997.2613097866,181981,0.0,1.0
2023-10-04,3014.74,3059.35,3011.52,3046.47,3024.77396759781,186235,0.0,1.0
2023-10-03,3055.0,3087.42,2996.95,3010.79,2989.3480697016,228288,0.0,1.0
2023-10-02,3071.8,3112.53,3066.8701,3093.76,3071.72718260656,160725,0.0,1.0
2023-09-29,3121.35,3136.95,3067.805,3083.95,3061.98704644171,252390,0.0,1.0
2023-09-28,3082.66,3117.18,3061.68,3104.83,3082.71834543479,270458,0.0,1.0
2023-09-27,3068.32,3101.03,3050.35,3082.66,3060.70623342921,178404,0.0,1.0
2023-09-26,3080.0,3093.325,3040.34,3060.58,3038.78348047101,216908,0.0,1.0
2023-09-25,3023.3,3104.48,3015.0,3097.91,3075.84762756927,195268,0.0,1.0
2023-09-22,3045.0,3096.68,3036.87,3062.54,3040.72952194737,236320,0.0,1.0
2023-09-21,3041.09,3050.775,3014.55,3036.27,3014.6466088943,267325,0.0,1.0
2023-09-20,3134.91,3134.91,3067.93,3068.91,3047.05415674555,182470,0.0,1.0
2023-09-19,3131.98,3140.73,3091.11,3112.75,3090.58194160458,281474,0.0,1.0
2023-09-18,3154.0,3203.18,3145.06,3158.33,3135.83733471303,211560,0.0,1.0
2023-09-15,3200.75,3217.38,3144.27,3160.15,3137.64437322679,857599,0.0,1.0
2023-09-14,3168.74,3226.57,3126.7275,3197.56,3174.78795058939,306328,0.0,1.0
2023-09-13,3167.22,3173.7955,3109.83,3115.64,3093.45135990391,250885,0.0,1.0
2023-09-12,3164.19,3201.95,3150.76,3173.43,3150.82979710745,165236,0.0,1.0
2023-09-11,3151.89,3186.79,3144.77,3182.68,3160.01392142191,177957,0.0,1.0
2023-09-08,3115.0,3147.94,3108.0,3143.1,3120.71579813906,164419,0.0,1.0
2023-09-07,3110.74,3121.74,3067.91,3103.45,3081.3481733749,242929,0.0,1.0
2023-09-06,3123.33,3158.58,3115.24,3141.21,3118.83925814399,232807,0.0,1.0
2023-09-05,3089.63,3160.64,3089.63,3144.64,3122.24483072763,262073,0.0,1.0
2023-09-01,3135.47,3135.47,3092.94,3114.89,3092.70670117571,197819,0.0,1.0
2023-08-31,3124.72,3140.31,3090.0,3105.03,3082.91692109564,230153,0.0,1.0
2023-08-30,3098.28,3148.9799,3098.28,3130.59,3108.29489055269,164042,0.0,1.0
2023-08-29,3060.75,3119.7399,3060.0,3110.86,3088.70540160951,167996,0.0,1.0
2023-08-28,3066.41,3084.06,3057.105,3069.61,3047.74917155853,140891,0.0,1.0
2023-08-25,3026.39,3052.17,3008.0501,3042.51,3020.84216951292,197539,0.0,1.0
2023-08-24,3086.94,3109.98,3021.25,3026.39,3004.83697124815,226328,0.0,1.0
2023-08-23,3065.77,3130.66,3065.77,3098.56,3076.49299846704,187202,0.0,1.0
2023-08-22,3056.59,3086.34,3053.03,3073.89,3051.99869070079,186903,0.0,1.0
2023-08-21,3067.07,3074.31,3019.27,3052.0,3030.26458462041,234587,0.0,1.0
2023-08-18,3058.84,3082.78,3034.58,3058.43,3036.64879211684,464190,0.0,1.0
2023-08-17,3203.2,3207.5399,3107.94,3112.06,3089.89685557463,294887,0.0,1.0
2023-08-16,3183.29,3226.6199,3181.43,3195.35,3172.59368953696,160210,0.0,1.0
2023-08-15,3224.51,3228.85,3195.055,3200.56,3177.76658550219,162924,0.0,1.0
2023-08-14,3200.0,3236.94,3180.49,3234.33,3211.29608583726,156831,0.0,1.0
2023-08-11,3198.38,3217.47,3167.73,3206.23,3183.39620548738,214645,0.0,1.0
2023-08-10,3215.0,3251.7094,3204.99,3223.19,3200.23542152774,259697,0.0,1.0
2023-08-09,3251.47,3251.47,3188.595,3204.66,3181.83738654968,298081,0.0,1.0
2023-08-08,3192.59,3239.905,3170.38,3225.97,3202.9956232136,332036,0.0,1.0
2023-08-07,3084.55,3246.79,3079.5,3243.01,3219.91426951829,512340,0.0,1.0
2023-08-04,3155.0,3166.76,2950.01,3063.16,3041.34510649602,975166,0.0,1.0
2023-08-03,2814.98,2849.9999,2794.36,2839.91,2819.68502506859,658534,0.0,1.0
2023-08-02,2890.0,2910.06,2870.0,2884.92,2864.37447754361,283738,0.0,1.0
2023-08-01,2942.2,2951.22,2913.87,2914.31,2893.555170906,305095,0.0,1.0
2023-07-31,3000.0,3017.61,2965.44,2970.8,2949.64286631399,368646,0.0,1.0
2023-07-28,2988.01,3016.23,2981.254,3012.25,2990.79767202583,189123,0.0,1.0
2023-07-27,2974.42,2992.365,2952.185,2955.9,2934.84897958043,223478,0.0,1.0
