,BKNG_Open,BKNG_High,BKNG_Low,BKNG_Close,BKNG_Adj Close,BKNG_Volume,BKNG_Dividend Amount,BKNG_Split Coefficient
2021-05-05,2402.05,2403.745,2327.19,2337.92,2321.27004511001,381799,0.0,1.0
2021-05-04,2409.79,2427.815,2368.83,2382.94,2365.96942636807,339356,0.0,1.0
2021-05-03,2484.07,2486.99,2435.31,2440.44,2423.05992886338,190108,0.0,1.0
2021-04-30,2497.7,2497.7,2436.14,2466.08,2448.51732858476,328219,0.0,1.0
2021-04-29,2507.47,2516.0,2476.01,2501.43,2483.61557664057,218974,0.0,1.0
2021-04-28,2475.0,2514.99,2461.0,2505.1,2487.25944001723,323513,0.0,1.0
2021-04-27,2458.0,2469.12,2441.67,2464.15,2446.60107345753,220717,0.0,1.0
2021-04-26,2424.89,2460.93,2407.0,2458.25,2440.74309146236,323333,0.0,1.0
2021-04-23,2367.19,2404.33,2350.46,2395.43,2378.37047638836,253725,0.0,1.0
2021-04-22,2353.72,2395.0,2343.0,2347.05,2330.33502402796,287538,0.0,1.0
2021-04-21,2359.92,2365.99,2343.06,2357.73,2340.93896431752,280834,0.0,1.0
2021-04-20,2433.75,2436.49,2317.29,2345.0,2328.29962350421,477774,0.0,1.0
2021-04-19,2480.43,2488.32,2443.11,2456.2,2438.70769093861,326990,0.0,1.0
2021-04-16,2443.73,2489.41,2435.83,2476.9,2459.26027183692,783479,0.0,1.0
2021-04-15,2467.54,2468.93,2426.18,2433.21,2415.88141872353,639277,0.0,1.0
2021-04-14,2413.1,2482.82,2407.48,2454.22,2436.74179189616,939673,0.0,1.0
2021-04-13,2403.92,2415.79,2367.15,2404.29,2387.16737816415,789693,0.0,1.0
2021-04-12,2436.0,2450.2003,2396.49,2409.05,2391.89347889246,551401,0.0,1.0
2021-04-09,2434.0,2454.72,2405.55,2450.06,2432.61141815042,239783,0.0,1.0
2021-04-08,2392.0,2435.43,2392.0,2427.99,2410.69859397526,222006,0.0,1.0
2021-04-07,2429.06,2440.21,2395.57,2410.64,2393.47215539624,235518,0.0,1.0
2021-04-06,2415.0,2447.41,2407.23,2422.0,2404.75125293271,411122,0.0,1.0
2021-04-05,2410.0,2436.88,2386.86,2409.18,2392.02255307202,342367,0.0,1.0
2021-04-01,2354.28,2389.725,2348.23,2382.46,2365.49284478202,248403,0.0,1.0
2021-03-31,2345.68,2363.9246,2319.31,2329.84,2313.24758841154,530845,0.0,1.0
2021-03-30,2343.25,2370.23,2316.79,2334.89,2318.26162384808,250426,0.0,1.0
2021-03-29,2311.0,2375.0,2307.41,2351.36,2334.61432951934,341445,0.0,1.0
2021-03-26,2275.94,2329.33,2246.64,2323.53,2306.98252631162,377006,0.0,1.0
2021-03-25,2186.7,2282.88,2173.0,2268.91,2252.7515133326,421331,0.0,1.0
2021-03-24,2231.8,2278.0,2199.01,2202.73,2187.04282715626,441138,0.0,1.0
2021-03-23,2250.62,2250.62,2184.47,2215.0,2199.22544394961,501943,0.0,1.0
2021-03-22,2340.0,2340.0,2225.0,2231.89,2215.99515850866,531409,0.0,1.0
2021-03-19,2332.82,2350.09,2265.81,2287.74,2271.44741180193,637553,0.0,1.0
2021-03-18,2428.03,2447.46,2344.0,2346.95,2330.23573619753,498092,0.0,1.0
2021-03-17,2373.5,2469.58,2370.0,2461.78,2444.24795187642,394360,0.0,1.0
2021-03-16,2416.35,2429.53,2380.01,2396.56,2379.49242887218,360674,0.0,1.0
2021-03-15,2412.76,2443.52,2374.01,2439.5,2422.12662325737,468776,0.0,1.0
2021-03-12,2358.99,2412.83,2350.88,2401.04,2383.94052367529,404711,0.0,1.0
2021-03-11,2398.28,2447.465,2343.78,2362.06,2345.23812737499,512316,0.0,1.0
2021-03-10,2379.35,2420.0,2363.91,2369.32,2352.44642386397,443979,0.0,1.0
2021-03-09,2380.14,2441.75,2344.01,2366.79,2349.93444175417,481875,0.0,1.0
2021-03-08,2303.43,2412.34,2298.355,2368.74,2351.87055444749,564053,0.0,1.0
2021-03-05,2235.77,2312.7997,2178.88,2307.1,2290.66953577252,435602,0.0,1.0
2021-03-04,2277.165,2277.165,2163.4,2219.35,2203.54446457316,484102,0.0,1.0
2021-03-03,2286.23,2334.94,2272.14,2275.0,2258.79814220558,364476,0.0,1.0
2021-03-02,2338.0,2342.0,2275.0,2282.21,2265.95679477934,310091,0.0,1.0
2021-03-01,2372.99,2382.3,2300.205,2320.5,2303.97410504969,359962,0.0,1.0
2021-02-26,2343.9,2345.0,2251.7082,2328.51,2311.92706026686,497793,0.0,1.0
2021-02-25,2419.93,2438.95,2261.47,2273.2,2257.0109612579,749351,0.0,1.0
2021-02-24,2343.77,2450.26,2324.18,2443.5,2426.09813647443,609993,0.0,1.0
2021-02-23,2348.36,2367.0,2292.17,2359.37,2342.56728473652,515350,0.0,1.0
2021-02-22,2265.67,2392.97,2265.67,2350.02,2333.28387259163,502969,0.0,1.0
2021-02-19,2273.0,2322.04,2259.85,2293.05,2276.71959559758,353821,0.0,1.0
2021-02-18,2190.03,2275.91,2190.03,2259.79,2243.69646319769,316975,0.0,1.0
2021-02-17,2183.39,2237.95,2174.15,2233.77,2217.86176972068,285097,0.0,1.0
2021-02-16,2139.19,2198.03,2133.71,2184.16,2168.60507704604,242400,0.0,1.0
2021-02-12,2126.35,2188.99,2110.01,2150.58,2135.26422358878,210612,0.0,1.0
2021-02-11,2145.34,2183.66,2132.84,2159.26,2143.88240726981,258330,0.0,1.0
2021-02-10,2116.3,2161.21,2091.175,2141.76,2126.50703694515,332215,0.0,1.0
2021-02-09,2082.88,2104.85,2051.64,2085.28,2070.4292703202,229621,0.0,1.0
2021-02-08,2117.05,2131.6556,2070.79,2099.56,2084.60757250512,219043,0.0,1.0
2021-02-05,2109.29,2129.99,2073.88,2096.42,2081.48993462972,238409,0.0,1.0
2021-02-04,2036.19,2085.895,2015.66,2082.94,2068.10593508821,355231,0.0,1.0
2021-02-03,2079.53,2094.8,2024.72,2027.3,2012.86218623884,352558,0.0,1.0
2021-02-02,2035.0,2112.91,2025.405,2065.53,2050.81992381094,437872,0.0,1.0
2021-02-01,1996.19,2006.38,1965.0,1990.46,1976.28454950968,478745,0.0,1.0
2021-01-29,2036.0,2039.9999,1938.796,1944.33,1930.48307333388,536327,0.0,1.0
2021-01-28,1979.04,2048.77,1935.88,2034.1,2019.61375870785,843445,0.0,1.0
2021-01-27,1949.33,1975.96,1860.73,1886.09,1872.65784089341,705605,0.0,1.0
2021-01-26,2033.37,2056.73,1974.65,1983.16,1969.03653788853,447916,0.0,1.0
2021-01-25,2044.86,2060.35,1947.0891,2018.43,2004.05535568,879523,0.0,1.0
2021-01-22,2101.83,2109.51,2065.0,2066.24,2051.52486740697,356695,0.0,1.0
2021-01-21,2140.9,2157.01,2105.0,2109.94,2094.9136493034,460844,0.0,1.0
2021-01-20,2179.98,2179.98,2124.56,2160.05,2144.66678113018,339036,0.0,1.0
2021-01-19,2135.0,2169.95,2108.9624,2163.04,2147.63548725994,274956,0.0,1.0
2021-01-15,2179.29,2179.29,2116.0,2119.23,2104.13748875003,340760,0.0,1.0
2021-01-14,2185.27,2215.78,2178.77,2182.59,2167.04625810834,273075,0.0,1.0
2021-01-13,2168.4,2208.08,2168.4,2182.42,2166.87746879661,239606,0.0,1.0
2021-01-12,2237.36,2243.6395,2191.63,2196.34,2180.698334792,258163,0.0,1.0
2021-01-11,2252.43,2290.035,2214.03,2221.27,2205.45079091736,320583,0.0,1.0
2021-01-08,2256.34,2289.98,2248.47,2281.54,2265.29156631548,310544,0.0,1.0
2021-01-07,2278.15,2288.0,2219.77,2239.85,2223.89846981062,299737,0.0,1.0
2021-01-06,2175.89,2288.49,2160.0,2249.81,2233.78753772111,393365,0.0,1.0
2021-01-05,2164.0,2225.94,2154.56,2188.07,2172.48723121572,348239,0.0,1.0
2021-01-04,2250.0,2257.185,2121.21,2164.08,2148.66808069637,334069,0.0,1.0
2020-12-31,2198.07,2227.97,2185.0,2227.27,2211.40806074295,176624,0.0,1.0
2020-12-30,2200.0,2214.01,2174.965,2205.26,2189.55480926605,229768,0.0,1.0
2020-12-29,2165.98,2200.0,2153.96,2185.4,2169.83624614333,341895,0.0,1.0
2020-12-28,2129.45,2152.26,2124.46,2137.92,2122.69438425677,250840,0.0,1.0
2020-12-24,2119.0,2119.0,2081.0,2088.35,2073.47740671429,182524,0.0,1.0
2020-12-23,2055.39,2114.15,2050.43,2100.85,2085.88838551762,314692,0.0,1.0
2020-12-22,2068.35,2069.355,2031.39,2052.82,2038.20044056372,198826,0.0,1.0
2020-12-21,2050.0,2071.82,2024.02,2068.2,2053.47090888333,357109,0.0,1.0
2020-12-18,2118.75,2118.75,2087.93,2099.65,2084.6969315525,536194,0.0,1.0
2020-12-17,2117.95,2126.95,2070.515,2113.43,2098.37879458529,295251,0.0,1.0
2020-12-16,2118.2,2118.2,2077.395,2098.71,2083.76362594649,238614,0.0,1.0
2020-12-15,2078.22,2105.815,2055.005,2098.05,2083.10832626568,314709,0.0,1.0
2020-12-14,2120.09,2143.06,2065.08,2066.01,2051.29650539699,339277,0.0,1.0
2020-12-11,2090.22,2104.02,2050.125,2089.21,2074.33128205596,354474,0.0,1.0
2020-12-10,2094.99,2151.58,2079.19,2104.87,2089.87975630077,380192,0.0,1.0
2020-12-09,2100.47,2170.03,2076.81,2107.11,2092.10380370233,697945,0.0,1.0
2020-12-08,2093.06,2128.2102,2082.45,2086.65,2071.78951359704,342350,0.0,1.0
2020-12-07,2119.97,2137.43,2085.0,2128.78,2113.61947655578,321537,0.0,1.0
2020-12-04,2103.7,2138.97,2090.0,2125.03,2109.89618291478,339519,0.0,1.0
2020-12-03,2096.8,2122.03,2065.175,2096.63,2081.69843907362,337299,0.0,1.0
2020-12-02,2052.67,2097.99,2036.88,2078.42,2063.61812515293,247731,0.0,1.0
2020-12-01,2047.21,2088.85,2030.0,2052.67,2038.05150881808,275693,0.0,1.0
2020-11-30,2057.67,2058.0,2019.87,2028.45,2014.00399628875,335763,0.0,1.0
2020-11-27,2067.86,2083.72,2048.28,2052.67,2038.05150881808,117204,0.0,1.0
2020-11-25,2108.74,2118.955,2043.85,2063.8,2049.10224434456,215938,0.0,1.0
2020-11-24,2050.0,2107.03,2026.61,2103.45,2088.46986910871,435708,0.0,1.0
2020-11-23,2004.87,2042.06,2000.0,2019.84,2005.45531408902,336463,0.0,1.0
2020-11-20,2017.6,2036.52,1987.84,1992.77,1978.57809839253,307785,0.0,1.0
2020-11-19,2022.84,2054.975,2000.0,2010.97,1996.64848353018,388921,0.0,1.0
2020-11-18,2076.0,2103.51,2044.02,2044.6,2030.03898090265,376683,0.0,1.0
2020-11-17,2080.0,2091.52,2057.96,2081.25,2066.427970754,339109,0.0,1.0
2020-11-16,2117.87,2121.9871,2060.78,2109.61,2094.58599946299,845904,0.0,1.0
2020-11-13,1970.0,2069.89,1970.0,2052.87,2038.25008447893,445569,0.0,1.0
2020-11-12,1975.0,1990.0,1953.148,1962.92,1948.94068101019,381543,0.0,1.0
2020-11-11,1996.95,2008.0,1955.7,2000.02,1985.77646609846,441505,0.0,1.0
2020-11-10,2079.59,2103.0,1989.61,2007.44,1993.14362311612,738521,0.0,1.0
2020-11-09,2049.0,2128.02,2013.22,2118.24,2103.15453922881,1649404,0.0,1.0
2020-11-06,1721.04,1796.01,1701.09,1783.75,1771.04667523481,452327,0.0,1.0
2020-11-05,1734.01,1783.17,1734.01,1768.31,1755.71663421694,388201,0.0,1.0
2020-11-04,1702.97,1751.83,1674.8,1713.32,1701.11825626535,423354,0.0,1.0
2020-11-03,1622.79,1682.33,1598.78,1669.58,1657.68975923674,341135,0.0,1.0
2020-11-02,1653.5,1653.5,1598.01,1604.13,1592.70587422252,342743,0.0,1.0
2020-10-30,1620.78,1634.96,1591.1,1622.5,1610.94504867189,411558,0.0,1.0
2020-10-29,1600.0,1643.1,1589.0,1630.26,1618.649784313,340881,0.0,1.0
2020-10-28,1663.17,1669.98,1602.545,1605.05,1593.61932226245,420846,0.0,1.0
2020-10-27,1738.56,1745.0,1685.36,1697.71,1685.61942593575,244850,0.0,1.0
2020-10-26,1775.13,1793.27,1714.12,1749.29,1736.8320888698,295012,0.0,1.0
2020-10-23,1800.79,1826.16,1788.945,1823.55,1810.56323174461,316787,0.0,1.0
2020-10-22,1714.19,1797.37,1702.38,1792.02,1779.25777881109,475287,0.0,1.0
2020-10-21,1660.0,1704.255,1657.38,1702.03,1689.90866021018,284522,0.0,1.0
2020-10-20,1673.0,1688.73,1661.1,1671.71,1659.80459002483,292656,0.0,1.0
2020-10-19,1679.75,1686.47,1652.365,1653.02,1641.24769451809,317907,0.0,1.0
2020-10-16,1704.0,1712.84,1667.58,1667.87,1655.99193733645,416266,0.0,1.0
2020-10-15,1700.0,1711.155,1686.42,1702.11,1689.98809047452,321613,0.0,1.0
2020-10-14,1783.38,1791.17,1730.88,1732.6,1720.2609499716,316886,0.0,1.0
2020-10-13,1840.0,1846.98,1771.87,1780.97,1768.28647354895,426256,0.0,1.0
2020-10-12,1830.83,1866.0,1826.655,1845.0,1831.86047137112,357021,0.0,1.0
2020-10-09,1807.0,1828.81,1786.71,1817.89,1804.94354054246,264985,0.0,1.0
2020-10-08,1770.06,1794.525,1753.0,1788.81,1776.0706394544,262961,0.0,1.0
2020-10-07,1724.0,1761.175,1720.0,1758.85,1746.32400545859,215771,0.0,1.0
2020-10-06,1714.0937,1759.03,1700.1,1709.71,1697.53396558694,330434,0.0,1.0
2020-10-05,1705.28,1720.4744,1662.47,1706.79,1694.63476093849,316988,0.0,1.0
2020-10-02,1698.99,1720.0,1684.03,1710.71,1698.52684389121,269888,0.0,1.0
2020-10-01,1735.54,1750.0,1730.0,1742.98,1730.56702676988,339523,0.0,1.0
2020-09-30,1682.64,1729.79,1678.995,1710.68,1698.49705754208,326110,0.0,1.0
2020-09-29,1700.15,1712.27,1670.41,1672.98,1661.06554547125,228590,0.0,1.0
2020-09-28,1694.99,1729.25,1671.25,1700.4,1688.29026857423,296280,0.0,1.0
2020-09-25,1635.0,1660.74,1612.0,1657.77,1645.96386646336,302629,0.0,1.0
2020-09-24,1617.28,1680.35,1601.01,1650.57,1638.81514267264,394142,0.0,1.0
2020-09-23,1692.1,1693.09,1633.74,1638.47,1626.80131519102,289084,0.0,1.0
2020-09-22,1659.22,1679.335,1625.0,1674.0,1662.0782813416,434029,0.0,1.0
2020-09-21,1676.2,1688.09,1632.165,1652.39,1640.62218118641,656113,0.0,1.0
2020-09-18,1791.16,1794.52,1720.0,1732.28,1719.94322891423,629354,0.0,1.0
2020-09-17,1783.19,1805.84,1756.49,1787.21,1774.48203416757,480610,0.0,1.0
2020-09-16,1800.0,1837.83,1787.9,1806.66,1793.79351718555,382341,0.0,1.0
2020-09-15,1797.41,1817.74,1785.0,1787.0,1774.27352972368,267976,0.0,1.0
2020-09-14,1803.0,1805.45,1774.6,1784.59,1771.8806930104,377208,0.0,1.0
2020-09-11,1813.52,1835.015,1769.98,1783.74,1771.03674645177,383115,0.0,1.0
2020-09-10,1871.0,1901.9,1811.735,1816.59,1803.65279874691,342025,0.0,1.0
2020-09-09,1887.55,1910.08,1823.403,1871.07,1857.74480876334,460351,0.0,1.0
2020-09-08,1886.86,1930.08,1882.94,1891.6,1878.12860034992,346975,0.0,1.0
2020-09-04,1947.97,1962.6,1906.08,1917.74,1904.08243922344,379254,0.0,1.0
2020-09-03,1952.15,1966.2227,1909.89,1945.45,1931.59509703466,428324,0.0,1.0
2020-09-02,1940.0,1955.4,1895.65,1948.73,1934.85173787265,335272,0.0,1.0
2020-09-01,1905.13,1937.0,1899.73,1928.86,1915.12324596688,316036,0.0,1.0
2020-08-31,1922.47,1936.5,1908.13,1910.45,1896.84435638534,321247,0.0,1.0
2020-08-28,1896.15,1955.605,1895.23,1945.25,1931.3965213738,320785,0.0,1.0
2020-08-27,1892.58,1924.86,1874.27,1893.5,1880.01506912803,398912,0.0,1.0
2020-08-26,1838.8,1883.97,1835.01,1866.97,1853.67400771585,394372,0.0,1.0
2020-08-25,1836.02,1858.29,1816.41,1853.8,1840.59780044866,313180,0.0,1.0
2020-08-24,1803.56,1837.72,1796.935,1834.44,1821.37567647807,362423,0.0,1.0
2020-08-21,1763.0,1785.05,1754.67,1779.37,1766.69786826213,269827,0.0,1.0
2020-08-20,1751.9,1774.95,1746.01,1768.69,1756.09392797256,245892,0.0,1.0
2020-08-19,1783.01,1807.09,1760.32,1767.47,1754.88261644136,311762,0.0,1.0
2020-08-18,1750.0,1792.0,1744.13,1778.91,1766.24114424217,238981,0.0,1.0
2020-08-17,1792.39,1792.39,1750.0,1752.92,1740.43623711429,240731,0.0,1.0
2020-08-14,1780.0,1787.22,1768.265,1778.87,1766.20142910999,262553,0.0,1.0
2020-08-13,1799.06,1823.98,1789.0,1792.97,1780.20101320015,220190,0.0,1.0
2020-08-12,1816.3,1828.0,1805.5,1808.07,1795.19347559457,274153,0.0,1.0
2020-08-11,1818.27,1847.42,1800.01,1805.1,1792.2446270309,475997,0.0,1.0
2020-08-10,1760.0,1785.89,1731.05,1768.58,1755.9847113591,357226,0.0,1.0
2020-08-07,1813.4,1821.45,1742.0,1754.48,1741.98512726894,566045,0.0,1.0
2020-08-06,1702.0,1765.98,1700.73,1751.79,1739.31428463047,451074,0.0,1.0
2020-08-05,1700.13,1734.43,1683.39,1724.77,1712.48671284919,314522,0.0,1.0
2020-08-04,1641.0,1680.0,1635.345,1675.13,1663.20023382542,240222,0.0,1.0
2020-08-03,1665.91,1669.89,1634.685,1650.24,1638.48749283223,201397,0.0,1.0
2020-07-31,1687.87,1692.25,1625.61,1662.13,1650.29281586996,305241,0.0,1.0
2020-07-30,1683.8,1699.21,1657.16,1687.74,1675.72042924222,205542,0.0,1.0
2020-07-29,1688.86,1724.4,1676.95,1707.54,1695.37941966669,311307,0.0,1.0
2020-07-28,1696.34,1702.84,1677.29,1681.75,1669.77308819966,210588,0.0,1.0
2020-07-27,1690.64,1711.88,1671.005,1702.83,1690.70296285359,223880,0.0,1.0
2020-07-24,1678.27,1709.24,1671.965,1701.3,1689.18385904807,324871,0.0,1.0
2020-07-23,1721.28,1729.33,1692.146,1695.46,1683.38544975115,263862,0.0,1.0
2020-07-22,1717.96,1728.32,1681.25,1720.54,1708.28683762215,367509,0.0,1.0
2020-07-21,1735.91,1762.67,1703.61,1711.71,1699.51972219548,372637,0.0,1.0
2020-07-20,1724.01,1748.0,1700.42,1713.65,1701.44590610575,304111,0.0,1.0
2020-07-17,1757.12,1757.12,1719.04,1732.19,1719.85386986685,368704,0.0,1.0
2020-07-16,1767.21,1773.5,1730.67,1746.79,1734.34989310913,251757,0.0,1.0
2020-07-15,1747.0,1802.73,1745.04,1799.34,1786.52564799832,646766,0.0,1.0
2020-07-14,1668.69,1703.56,1652.69,1696.23,1684.14996604544,261120,0.0,1.0
2020-07-13,1720.89,1739.58,1685.01,1686.76,1674.74740850404,401169,0.0,1.0
2020-07-10,1660.68,1708.8,1652.98,1707.4,1695.24041670409,323382,0.0,1.0
2020-07-09,1671.9,1679.7,1627.48,1670.28,1658.38477404973,406620,0.0,1.0
2020-07-08,1662.0,1665.96,1633.25,1661.3,1649.46872687742,332498,0.0,1.0
2020-07-07,1681.36,1697.33,1654.66,1657.45,1645.64614540599,267109,0.0,1.0
2020-07-06,1706.19,1738.0,1680.17,1703.76,1691.62633967656,440880,0.0,1.0
2020-07-02,1690.11,1714.09,1658.4,1669.98,1658.08691055845,360886,0.0,1.0
2020-07-01,1606.05,1670.0,1601.14,1658.79,1646.97660233371,538918,0.0,1.0
2020-06-30,1583.9,1603.24,1566.42,1592.34,1580.99983901522,293677,0.0,1.0
2020-06-29,1567.77,1595.3,1540.48,1593.22,1581.87357192298,366054,0.0,1.0
2020-06-26,1597.3,1611.71,1532.83,1541.25,1530.27368645026,601775,0.0,1.0
2020-06-25,1585.81,1623.97,1561.72,1615.39,1603.88568392856,498677,0.0,1.0
2020-06-24,1660.71,1669.77,1582.0,1610.33,1598.86171970897,597335,0.0,1.0
2020-06-23,1652.3,1678.5,1640.0,1677.1,1665.15620408482,363292,0.0,1.0
2020-06-22,1609.74,1636.29,1593.87,1633.52,1621.8865675849,333868,0.0,1.0
2020-06-19,1654.0,1657.49,1600.0,1626.91,1615.3236419937,754183,0.0,1.0
2020-06-18,1622.4,1658.0,1590.93,1628.35,1616.75338675185,546644,0.0,1.0
2020-06-17,1677.92,1678.58,1626.01,1638.24,1626.57295318104,355080,0.0,1.0
2020-06-16,1716.32,1721.85,1641.75,1673.74,1661.82013298249,454930,0.0,1.0
2020-06-15,1567.66,1664.93,1555.01,1650.67,1638.91443050307,409832,0.0,1.0
2020-06-12,1653.57,1663.99,1572.84,1623.92,1612.35493586395,489367,0.0,1.0
2020-06-11,1655.85,1656.76,1576.57,1588.37,1577.05811214729,920052,0.0,1.0
2020-06-10,1791.95,1793.0,1717.72,1733.31,1720.96589356763,536431,0.0,1.0
2020-06-09,1808.07,1818.34,1770.0,1777.97,1765.30783863615,450467,0.0,1.0
2020-06-08,1846.6,1871.97,1825.57,1840.91,1827.79959910667,672069,0.0,1.0
2020-06-05,1826.76,1853.38,1802.85,1812.64,1799.73092944506,1034500,0.0,1.0
2020-06-04,1714.9,1749.18,1706.0,1742.64,1730.22944814643,502432,0.0,1.0
2020-06-03,1704.03,1743.84,1694.29,1725.97,1713.67816681431,597668,0.0,1.0
2020-06-02,1690.0,1692.05,1653.58,1655.0,1643.21359356054,513730,0.0,1.0
2020-06-01,1633.12,1684.17,1633.12,1670.73,1658.83156928665,491034,0.0,1.0
2020-05-29,1657.0,1657.0,1618.43,1639.42,1627.74454958007,696825,0.0,1.0
2020-05-28,1695.59,1708.0,1644.02,1648.99,1637.2463949519,664242,0.0,1.0
2020-05-27,1775.93,1788.0,1692.61,1698.73,1686.6321618061,1018239,0.0,1.0
2020-05-26,1704.32,1764.9,1692.11,1746.91,1734.46903850565,1201362,0.0,1.0
2020-05-22,1591.74,1637.29,1584.65,1631.3,1619.68237774943,574739,0.0,1.0
2020-05-21,1605.0,1623.44,1575.79,1595.68,1584.31605255147,623699,0.0,1.0
2020-05-20,1578.52,1605.74,1578.2,1599.15,1587.76134026728,700096,0.0,1.0
2020-05-19,1556.29,1598.83,1544.16,1547.56,1536.53874855018,828454,0.0,1.0
2020-05-18,1430.0,1581.56,1430.0,1557.43,1546.33845741329,1322178,0.0,1.0
2020-05-15,1377.01,1409.49,1372.13,1384.31,1374.45136537873,632646,0.0,1.0
2020-05-14,1348.74,1388.94,1303.25,1382.51,1372.66418443105,708831,0.0,1.0
2020-05-13,1379.34,1388.92,1336.32,1366.07,1356.34126510891,781040,0.0,1.0
2020-05-12,1401.09,1413.98,1385.11,1385.92,1376.0498994486,507213,0.0,1.0
2020-05-11,1427.02,1428.97,1403.12,1411.0,1400.95128731959,564798,0.0,1.0
2020-05-08,1440.99,1444.25,1366.1,1430.83,1420.64006409319,877664,0.0,1.0
2020-05-07,1392.26,1448.59,1382.0,1443.91,1433.62691231299,655632,0.0,1.0
2020-05-06,1397.46,1416.36,1356.0,1378.91,1369.08982253569,526761,0.0,1.0
2020-05-05,1443.25,1446.36,1383.86,1393.2,1383.27805350365,425866,0.0,1.0
2020-05-04,1415.73,1445.32,1388.51,1413.3,1403.2349074194,471391,0.0,1.0
2020-05-01,1442.75,1460.3,1415.31,1448.79,1438.47215843781,458530,0.0,1.0
2020-04-30,1514.53,1520.42,1464.78,1480.57,1470.02583094739,451163,0.0,1.0
2020-04-29,1487.83,1527.73,1473.3,1520.53,1509.70124798587,703085,0.0,1.0
2020-04-28,1434.2,1463.65,1410.8,1439.32,1429.06960089641,613504,0.0,1.0
2020-04-27,1374.93,1411.24,1371.04,1402.99,1392.99833210242,456942,0.0,1.0
2020-04-24,1372.39,1374.58,1338.66,1362.77,1353.06476670483,334490,0.0,1.0
2020-04-23,1354.05,1388.99,1350.79,1360.0,1350.31449380202,372904,0.0,1.0
2020-04-22,1365.01,1379.99,1342.0,1355.0,1345.35010228069,356738,0.0,1.0
2020-04-21,1382.81,1387.74,1317.4,1342.22,1332.66111755216,652732,0.0,1.0
2020-04-20,1462.05,1470.0,1410.0,1411.63,1401.57680065128,459172,0.0,1.0
2020-04-17,1469.0,1484.66,1450.19,1470.87,1460.39491139601,691250,0.0,1.0
2020-04-16,1432.35,1432.35,1391.02,1407.4,1397.37692542423,488402,0.0,1.0
2020-04-15,1407.84,1440.0,1390.67,1424.61,1414.46436104065,452836,0.0,1.0
2020-04-14,1460.09,1469.96,1424.0,1449.42,1439.0976717695,579147,0.0,1.0
2020-04-13,1413.19,1428.01,1368.39,1421.01,1410.8899991453,404405,0.0,1.0
2020-04-09,1424.76,1450.0,1403.0,1420.64,1410.52263417272,1032857,0.0,1.0
2020-04-08,1382.65,1428.72,1360.01,1372.06,1362.28860615147,781037,0.0,1.0
2020-04-07,1412.01,1495.0,1366.79,1376.37,1366.56791164285,783524,0.0,1.0
2020-04-06,1303.28,1363.35,1292.81,1356.68,1347.01813783185,751605,0.0,1.0
2020-04-03,1244.18,1279.16,1203.08,1230.68,1221.91547149431,442446,0.0,1.0
2020-04-02,1270.97,1334.99,1241.22,1260.0,1251.0266633754,574028,0.0,1.0
2020-04-01,1293.81,1328.34,1248.18,1271.63,1262.57383805401,563068,0.0,1.0
2020-03-31,1303.01,1390.39,1296.01,1345.32,1335.73904029539,771576,0.0,1.0
2020-03-30,1261.27,1321.89,1216.98,1308.23,1298.91318399016,600977,0.0,1.0
2020-03-27,1344.87,1355.46,1253.61,1255.15,1246.21120359971,701507,0.0,1.0
2020-03-26,1380.33,1429.48,1353.52,1406.0,1395.98689579826,616548,0.0,1.0
2020-03-25,1259.47,1449.48,1246.95,1365.85,1356.12283188197,998892,0.0,1.0
2020-03-24,1218.62,1279.0,1200.58,1259.47,1250.50043787414,853989,0.0,1.0
2020-03-23,1166.98,1226.14,1107.29,1152.24,1144.03409730767,859891,0.0,1.0
2020-03-20,1216.34,1299.95,1157.41,1177.43,1169.04470179214,1146558,0.0,1.0
2020-03-19,1211.16,1236.64,1150.0,1191.48,1182.99464196708,980599,0.0,1.0
2020-03-18,1277.86,1327.09,1165.02,1233.75,1224.96360788841,928536,0.0,1.0
2020-03-17,1309.56,1370.52,1252.91,1368.26,1358.51566859525,1080433,0.0,1.0
2020-03-16,1275.0,1411.83,1252.22,1289.67,1280.48536266298,987186,0.0,1.0
2020-03-13,1336.8,1421.67,1270.87,1421.33,1411.20772020266,1153267,0.0,1.0
2020-03-12,1297.0,1369.99,1280.0,1280.4,1271.28138078243,1282208,0.0,1.0
2020-03-11,1522.29,1528.53,1420.56,1442.5,1432.22695390398,829972,0.0,1.0
2020-03-10,1589.95,1615.0,1499.94,1559.0,1547.89727635099,742033,0.0,1.0
2020-03-09,1483.99,1588.67,1476.51,1527.8,1516.91947325788,770546,0.0,1.0
2020-03-06,1603.09,1684.0,1584.0,1612.09,1600.60918552448,1077741,0.0,1.0
2020-03-05,1662.99,1680.04,1632.58,1647.44,1635.70743358029,788783,0.0,1.0
2020-03-04,1697.15,1736.89,1671.24,1732.13,1719.79429716859,593630,0.0,1.0
2020-03-03,1726.63,1749.99,1646.93,1683.02,1671.03404364608,704463,0.0,1.0
2020-03-02,1709.75,1732.92,1651.76,1728.98,1716.66673051015,869405,0.0,1.0
2020-02-28,1643.64,1718.0,1634.54,1695.66,1683.584025412,977187,0.0,1.0
2020-02-27,1612.98,1730.0,1592.45,1659.85,1648.02905333623,1338011,0.0,1.0
2020-02-26,1731.22,1742.94,1659.64,1678.2,1666.24837021952,903845,0.0,1.0
2020-02-25,1803.0,1811.31,1711.01,1726.58,1714.28382257992,958358,0.0,1.0
