,META_Open,META_High,META_Low,META_Close,META_Adj Close,META_Volume,META_Dividend Amount,META_Split Coefficient
2022-03-24,215.0,220.67,214.79,219.57,218.913120101943,31502314,0.0,1.0
2022-03-23,213.33,216.7988,212.16,213.46,212.821399175482,23717321,0.0,1.0
2022-03-22,211.37,219.46,210.18,216.65,216.001855763929,31794933,0.0,1.0
2022-03-21,214.5,214.71,207.63,211.49,210.857292755658,29072837,0.0,1.0
2022-03-18,206.7,216.8,206.0,216.49,215.842334430339,51235040,0.0,1.0
2022-03-17,201.7,208.04,201.11,207.84,207.218212333141,29499681,0.0,1.0
2022-03-16,194.7,203.73,194.52,203.63,203.02080724306,40640264,0.0,1.0
2022-03-15,190.8,192.28,185.911,192.03,191.4555105578,31721682,0.0,1.0
2022-03-14,187.03,192.29,185.82,186.63,186.071665549144,31010462,0.0,1.0
2022-03-11,192.635,193.56,186.67,187.61,187.048733717382,34694534,0.0,1.0
2022-03-10,194.84,196.28,191.068,195.21,194.625997062897,24852975,0.0,1.0
2022-03-09,195.74,199.1,193.92,198.5,197.906154484837,31894695,0.0,1.0
2022-03-08,187.85,196.7,186.11,190.29,189.720716055011,37508149,0.0,1.0
2022-03-07,200.79,200.89,187.28,187.47,186.90915255049,38560609,0.0,1.0
2022-03-04,202.37,205.89,198.79,200.06,199.461487487337,32146264,0.0,1.0
2022-03-03,209.015,209.08,201.42,202.97,202.362781742002,27263524,0.0,1.0
2022-03-02,204.775,209.15,202.02,208.11,207.487404583574,29452147,0.0,1.0
2022-03-01,209.87,211.7517,202.22,203.49,202.881226076169,27094902,0.0,1.0
2022-02-28,207.675,213.1508,206.83,211.03,210.398668921587,34239803,0.0,1.0
2022-02-25,204.94,211.32,203.18,210.48,209.850314337373,37627551,0.0,1.0
2022-02-24,191.06,208.35,190.22,207.6,206.978930332756,49957167,0.0,1.0
2022-02-23,204.16,206.94,198.05,198.45,197.85630406809,44481359,0.0,1.0
2022-02-22,202.34,207.48,200.06,202.08,201.475444323908,39703994,0.0,1.0
2022-02-18,209.39,210.75,205.18,206.16,205.543238330448,37128438,0.0,1.0
2022-02-17,214.02,217.5,207.1601,207.71,207.088601249599,38747533,0.0,1.0
2022-02-16,212.41,217.46,212.36,216.54,215.892184847086,45817457,0.0,1.0
2022-02-15,220.47,221.15,215.06,221.0,220.338842020901,42685473,0.0,1.0
2022-02-14,219.31,221.0,214.78,217.7,217.048714515612,38184035,0.0,1.0
2022-02-11,228.46,230.42,218.7701,219.55,218.893179935244,46156943,0.0,1.0
2022-02-10,228.27,235.0,226.7,228.07,227.3876909489,49310356,0.0,1.0
2022-02-09,224.2,233.37,222.21,232.0,231.3059337052,86563275,0.0,1.0
2022-02-08,220.85,225.77,216.15,220.18,219.521295186254,94729672,0.0,1.0
2022-02-07,237.7,238.3,224.01,224.91,224.237144610502,88613826,0.0,1.0
2022-02-04,234.97,242.6099,230.11,237.09,236.380706130025,89342247,0.0,1.0
2022-02-03,244.645,248.0,235.745,237.76,237.048701714432,188119925,0.0,1.0
2022-02-02,327.82,328.0,316.8747,323.0,322.033692184394,58458280,0.0,1.0
2022-02-01,314.555,319.6598,312.12,319.0,318.04565884465,18023796,0.0,1.0
2022-01-31,300.68,313.79,299.32,313.26,312.322831002116,21579474,0.0,1.0
2022-01-28,295.6204,301.9,293.0333,301.71,300.807384733603,21871620,0.0,1.0
2022-01-27,297.752,301.709,294.26,294.64,293.758535805604,21629922,0.0,1.0
2022-01-26,307.01,307.51,290.85,294.63,293.748565722254,28348801,0.0,1.0
2022-01-25,299.95,306.23,297.58,300.15,299.252051731102,25108454,0.0,1.0
2022-01-24,297.84,309.53,289.01,308.71,307.786443078156,38936901,0.0,1.0
2022-01-21,314.81,318.31,303.04,303.17,302.263016902609,28710717,0.0,1.0
2022-01-20,323.9,327.82,315.98,316.56,315.612958507405,16925030,0.0,1.0
2022-01-19,319.5822,327.1,319.33,319.59,318.633893762262,20563976,0.0,1.0
2022-01-18,323.29,324.21,317.64,318.15,317.198201759954,22352652,0.0,1.0
2022-01-14,321.79,332.73,321.21,331.9,330.907066365327,16868497,0.0,1.0
2022-01-13,334.98,335.63,325.76,326.48,325.503281189972,14797109,0.0,1.0
2022-01-12,335.18,336.365,330.03,333.26,332.26299770084,14104858,0.0,1.0
2022-01-11,326.78,334.63,325.28,334.37,333.369676952619,16191633,0.0,1.0
2022-01-10,325.31,328.34,315.43,328.07,327.088524442521,24942383,0.0,1.0
2022-01-07,332.74,337.0,328.8801,331.79,330.797395448484,14722020,0.0,1.0
2022-01-06,322.82,339.165,322.72,332.46,331.465391032891,27962809,0.0,1.0
2022-01-05,333.02,335.76,323.84,324.17,323.20019193627,20564521,0.0,1.0
2022-01-04,339.95,343.0854,331.8711,336.53,335.523214956081,15997974,0.0,1.0
2022-01-03,338.295,341.0816,337.19,338.54,337.527201709303,14562849,0.0,1.0
2021-12-31,343.015,343.44,336.27,336.35,335.343753455793,12516527,0.0,1.0
2021-12-30,344.0,347.23,343.22,344.36,343.329790218632,10593347,0.0,1.0
2021-12-29,346.91,349.6899,341.6401,342.94,341.914038383022,10747009,0.0,1.0
2021-12-28,346.63,352.71,345.2,346.22,345.184225721613,16637608,0.0,1.0
2021-12-27,338.845,347.87,338.01,346.18,345.144345388216,17795026,0.0,1.0
2021-12-23,330.1,336.67,328.36,335.24,334.237074204014,13987698,0.0,1.0
2021-12-22,333.8003,334.51,328.26,330.45,329.461404279669,16764566,0.0,1.0
2021-12-21,326.41,336.0,323.75,334.2,333.20018553568,16116784,0.0,1.0
2021-12-20,329.775,329.9,322.53,325.45,324.476362604988,17901783,0.0,1.0
2021-12-17,332.795,337.11,330.75,333.79,332.791412118356,40012637,0.0,1.0
2021-12-16,338.98,344.46,333.74,334.9,333.898091370135,22635025,0.0,1.0
2021-12-15,332.4935,342.11,323.98,341.66,340.637867714304,24681326,0.0,1.0
2021-12-14,328.05,335.7,327.65,333.74,332.741561701609,20461024,0.0,1.0
2021-12-13,330.95,341.09,329.59,334.49,333.489317952811,22948655,0.0,1.0
2021-12-10,332.555,335.03,326.37,329.75,328.763498445214,14527969,0.0,1.0
2021-12-09,329.54,336.13,328.0,329.82,328.833289028659,16879168,0.0,1.0
2021-12-08,325.0,332.75,323.07,330.56,329.571075196512,19937722,0.0,1.0
2021-12-07,321.57,326.54,321.0,322.81,321.844260600757,18794047,0.0,1.0
2021-12-06,308.13,320.1,306.34,317.87,316.919039426172,21758340,0.0,1.0
2021-12-03,313.73,313.75,299.5,306.84,305.922037491825,27471010,0.0,1.0
2021-12-02,311.4,314.6,307.2,310.39,309.461417080849,24396169,0.0,1.0
2021-12-01,330.29,330.5,310.29,310.6,309.670788831186,30384083,0.0,1.0
2021-11-30,335.0,335.81,323.43,324.46,323.489324353401,25390008,0.0,1.0
2021-11-29,336.89,340.67,335.305,338.03,337.018727458486,16650949,0.0,1.0
2021-11-26,335.795,337.75,331.902,333.12,332.123416533949,14750737,0.0,1.0
2021-11-24,336.0,341.78,332.81,341.06,340.039662713342,13566181,0.0,1.0
2021-11-23,338.93,341.3999,333.5,337.25,336.241060957235,17224986,0.0,1.0
2021-11-22,349.05,353.83,340.51,341.01,339.989812296595,27116811,0.0,1.0
2021-11-19,342.2,352.1,339.9,345.3,344.266978053472,26488541,0.0,1.0
2021-11-18,339.72,342.46,335.3,338.69,337.676752959543,17487235,0.0,1.0
2021-11-17,344.24,347.3,340.1,340.77,339.750530296211,13602812,0.0,1.0
2021-11-16,343.83,346.65,340.87,342.96,341.933978549721,18181106,0.0,1.0
2021-11-15,344.34,353.65,343.2,347.56,346.520216890428,25076603,0.0,1.0
2021-11-12,330.18,341.86,329.78,340.89,339.870171296403,25099642,0.0,1.0
2021-11-11,329.82,332.459,327.0,327.74,326.759511691992,12376563,0.0,1.0
2021-11-10,332.49,333.19,325.51,327.64,326.659810858498,21872605,0.0,1.0
2021-11-09,340.0,341.3075,334.47,335.37,334.366685287555,17469000,0.0,1.0
2021-11-08,344.42,344.789,338.34,338.62,337.606962376098,18342458,0.0,1.0
2021-11-05,340.31,346.79,339.64,341.13,340.109453296788,26872817,0.0,1.0
2021-11-04,334.0065,337.273,332.65,335.85,334.845249288325,22495281,0.0,1.0
2021-11-03,327.49,332.15,323.2,331.62,330.627904031545,20786502,0.0,1.0
2021-11-02,331.38,334.7895,323.8,328.08,327.09849452587,28259036,0.0,1.0
2021-11-01,326.04,333.45,326.0,329.98,328.992810362249,31164440,0.0,1.0
2021-10-29,320.19,325.9999,319.6,323.57,322.601986935308,37059384,0.0,1.0
2021-10-28,312.99,325.52,308.11,316.92,315.971881507982,50806840,0.0,1.0
2021-10-27,314.19,319.25,312.06,312.22,311.285942333782,29971761,0.0,1.0
2021-10-26,328.26,330.2099,309.6,315.81,314.865202256203,65654043,0.0,1.0
2021-10-25,320.3,329.56,319.72,328.69,327.706669610181,38408957,0.0,1.0
2021-10-22,326.345,329.63,321.11,324.61,323.638875603642,35224543,0.0,1.0
2021-10-21,340.275,342.31,337.8,341.88,340.85720954799,16354423,0.0,1.0
2021-10-20,343.445,343.98,339.4531,340.78,339.76050037956,13639465,0.0,1.0
2021-10-19,339.645,342.46,337.28,339.99,338.972863794961,18786316,0.0,1.0
2021-10-18,328.95,335.89,327.5,335.34,334.336775037507,21585018,0.0,1.0
2021-10-15,328.68,329.07,322.51,324.76,323.788426853882,21596370,0.0,1.0
2021-10-14,328.355,330.52,327.1,328.53,327.547148276592,14302154,0.0,1.0
2021-10-13,326.97,327.0,322.66,324.54,323.569085020196,14761470,0.0,1.0
2021-10-12,323.03,324.38,317.37,323.77,322.801388602295,31658684,0.0,1.0
2021-10-11,327.625,330.46,325.31,325.45,324.476362604988,14708224,0.0,1.0
2021-10-08,331.51,333.4,328.71,330.05,329.062600945695,15946110,0.0,1.0
2021-10-07,337.0,338.84,328.98,329.22,328.235084027698,28307456,0.0,1.0
2021-10-06,329.74,334.38,325.8,333.64,332.641860868116,26443010,0.0,1.0
2021-10-05,328.58,335.18,326.1638,332.96,331.963895200359,35377947,0.0,1.0
2021-10-04,335.53,335.94,322.7,326.23,325.254029106238,42884975,0.0,1.0
2021-10-01,341.61,345.02,338.64,343.01,341.983828966468,14905311,0.0,1.0
2021-09-30,340.445,342.8,338.15,339.39,338.374658793999,16547094,0.0,1.0
2021-09-29,343.15,345.23,338.88,339.61,338.594000627685,14452241,0.0,1.0
2021-09-28,347.97,349.6,338.92,340.65,339.630889296018,21710286,0.0,1.0
2021-09-27,349.805,355.15,347.08,353.58,352.522207066744,15205843,0.0,1.0
2021-09-24,343.2387,354.35,342.37,352.96,351.904061899083,18801933,0.0,1.0
2021-09-23,345.355,349.67,343.0,345.96,344.92500355453,21806264,0.0,1.0
2021-09-22,347.23,349.84,340.6901,343.21,342.183230633455,43692859,0.0,1.0
2021-09-21,358.5,360.04,355.19,357.48,356.410539572995,11751917,0.0,1.0
2021-09-20,359.3,361.03,349.8,355.7,354.635864736808,19822772,0.0,1.0
2021-09-17,371.405,371.41,361.59,364.72,363.628879917933,26298966,0.0,1.0
2021-09-16,372.79,373.56,369.71,373.06,371.943929431301,11934217,0.0,1.0
2021-09-15,377.0,377.555,367.67,373.92,372.801356599346,17940297,0.0,1.0
2021-09-14,377.4,378.59,375.11,376.53,375.403548353529,8711569,0.0,1.0
2021-09-13,381.68,381.75,374.3451,376.51,375.383608186831,13026275,0.0,1.0
2021-09-10,381.361,383.79,378.26,378.69,377.557086356992,11549595,0.0,1.0
2021-09-09,377.64,379.83,376.565,378.0,376.869150605886,9098941,0.0,1.0
2021-09-08,380.16,380.87,374.79,377.57,376.440437021863,11067166,0.0,1.0
2021-09-07,375.88,382.96,373.15,382.18,381.036645445919,10798920,0.0,1.0
2021-09-03,374.75,377.16,373.11,376.26,375.134356103097,7511356,0.0,1.0
2021-09-02,381.5,381.75,374.06,375.28,374.157287934859,14838274,0.0,1.0
2021-09-01,379.59,384.33,378.81,382.05,380.907034362377,11567163,0.0,1.0
2021-08-31,379.95,382.759,378.8,379.38,378.245022108098,12345350,0.0,1.0
2021-08-30,372.56,381.49,370.52,380.66,379.521192776816,13547261,0.0,1.0
2021-08-27,365.1,373.74,364.08,372.63,371.515215847278,11219142,0.0,1.0
2021-08-26,368.375,369.44,364.13,364.38,363.289897084055,7888683,0.0,1.0
2021-08-25,365.6,370.86,365.4,368.39,367.287900507149,9684519,0.0,1.0
2021-08-24,363.66,367.9559,361.84,365.51,364.416516502532,9235148,0.0,1.0
2021-08-23,359.44,365.69,359.1,363.35,362.26297849907,10942007,0.0,1.0
2021-08-20,354.6,359.9898,353.31,359.37,358.294885326024,8697667,0.0,1.0
2021-08-19,351.345,357.57,351.0,355.12,354.057599902545,12004535,0.0,1.0
2021-08-18,356.25,359.86,355.15,355.45,354.386612653074,10042381,0.0,1.0
2021-08-17,362.98,364.67,355.07,358.45,357.377637657883,12328737,0.0,1.0
2021-08-16,362.52,366.95,357.38,366.56,365.463375254216,11232269,0.0,1.0
2021-08-13,362.97,364.6607,361.48,363.18,362.093487082131,7184414,0.0,1.0
2021-08-12,358.45,363.0,357.11,362.65,361.565072664615,7175206,0.0,1.0
2021-08-11,362.1,362.36,357.81,359.96,358.883120243637,8400332,0.0,1.0
2021-08-10,361.825,364.1,359.0435,361.13,360.049619995512,7469878,0.0,1.0
2021-08-09,363.7623,365.775,360.75,361.61,360.528183996281,7798872,0.0,1.0
2021-08-06,361.4,365.15,361.395,363.51,362.42249983266,8925017,0.0,1.0
2021-08-05,359.64,363.9,356.9,362.97,361.884115331795,10247207,0.0,1.0
2021-08-04,352.42,360.48,351.51,358.92,357.846231575303,14180572,0.0,1.0
2021-08-03,352.73,353.7699,347.7,351.24,350.189207562993,12406054,0.0,1.0
2021-08-02,358.1,359.4,350.74,351.95,350.897083480798,13180439,0.0,1.0
2021-07-30,354.0,360.73,352.94,356.3,355.23406973777,15976179,0.0,1.0
2021-07-29,361.0,365.52,356.74,358.32,357.248026574341,32210926,0.0,1.0
2021-07-28,374.56,377.5499,366.93,373.28,372.163271264987,29676910,0.0,1.0
2021-07-27,371.91,373.15,364.55,367.81,366.709635672886,15705447,0.0,1.0
2021-07-26,369.58,374.44,368.22,372.46,371.345724430339,14925222,0.0,1.0
2021-07-23,360.91,375.33,357.19,369.79,368.683712176059,33694328,0.0,1.0
2021-07-22,346.68,351.54,345.21,351.19,350.139357146246,12385441,0.0,1.0
2021-07-21,341.5,346.52,341.25,346.23,345.194195804962,9279657,0.0,1.0
2021-07-20,338.8,343.45,334.5,341.66,340.637867714304,11024277,0.0,1.0
2021-07-19,337.57,339.79,334.54,336.95,335.941958456754,14372345,0.0,1.0
2021-07-16,344.91,345.9899,340.14,341.16,340.139363546836,11026093,0.0,1.0
2021-07-15,349.2348,349.2348,340.22,344.46,343.429491052125,14781594,0.0,1.0
2021-07-14,354.56,355.2,346.73,347.63,346.590007473873,13894221,0.0,1.0
2021-07-13,351.5,358.49,348.8,352.09,351.036664647689,11455963,0.0,1.0
2021-07-12,351.23,354.19,349.64,353.16,352.10346356607,10018624,0.0,1.0
2021-07-09,345.32,350.71,345.265,350.42,349.371660728345,13018694,0.0,1.0
2021-07-08,345.73,348.33,342.56,345.65,344.615930970699,14406457,0.0,1.0
2021-07-07,355.26,356.49,350.0,350.49,349.441451311791,14218866,0.0,1.0
2021-07-06,356.5,358.79,349.18,352.78,351.724600398795,13488455,0.0,1.0
2021-07-02,355.1,356.44,352.62,354.7,353.638856401872,11524614,0.0,1.0
2021-07-01,346.82,354.6699,346.5,354.39,353.329783818042,17137021,0.0,1.0
2021-06-30,352.165,352.92,347.17,347.71,346.669768140668,15107514,0.0,1.0
2021-06-29,356.27,356.74,349.05,351.89,350.837262980701,21417305,0.0,1.0
2021-06-28,342.46,358.14,341.77,355.64,354.576044236712,29156132,0.0,1.0
2021-06-25,342.59,344.12,339.68,341.37,340.348735297173,14594444,0.0,1.0
2021-06-24,341.85,344.9,341.79,343.18,342.153320383407,12329096,0.0,1.0
2021-06-23,339.35,343.4199,338.2,340.59,339.571068795922,14817824,0.0,1.0
2021-06-22,332.685,339.92,332.6,339.03,338.015735793422,15345299,0.0,1.0
2021-06-21,331.09,332.92,327.65,332.29,331.295899615952,11337522,0.0,1.0
2021-06-18,334.53,336.15,329.0,329.66,328.67376769507,23039457,0.0,1.0
2021-06-17,330.49,337.98,330.15,336.51,335.503274789383,17794080,0.0,1.0
2021-06-16,336.695,337.55,328.72,331.08,330.089519530679,17031281,0.0,1.0
2021-06-15,336.99,339.92,335.03,336.75,335.742556789767,15795226,0.0,1.0
2021-06-14,331.9,336.82,329.81,336.77,335.762496956466,12250799,0.0,1.0
2021-06-11,332.58,332.83,328.93,331.26,330.268981030967,13587916,0.0,1.0
2021-06-10,330.785,333.94,328.545,332.46,331.465391032891,13240229,0.0,1.0
2021-06-09,335.74,336.8,330.0,330.25,329.262002612682,13727946,0.0,1.0
2021-06-08,336.7,338.2999,332.24,333.68,332.681741201513,14580464,0.0,1.0
2021-06-07,329.48,337.69,328.93,336.58,335.573065372828,20136707,0.0,1.0
2021-06-04,325.9,332.455,325.18,330.35,329.361703446176,13289383,0.0,1.0
2021-06-03,325.78,327.375,323.48,326.04,325.0645975226,12610788,0.0,1.0
2021-06-02,330.38,331.87,327.1215,329.15,328.165293444252,11654275,0.0,1.0
2021-06-01,330.15,331.42,326.64,329.13,328.145353277553,11765906,0.0,1.0
2021-05-28,331.0,332.8684,328.33,328.73,327.746549943579,12037430,0.0,1.0
2021-05-27,328.0,333.78,326.76,332.75,331.754523450022,20477726,0.0,1.0
2021-05-26,328.35,329.8299,325.82,327.66,326.679751025197,9686917,0.0,1.0
2021-05-25,327.08,329.18,324.8,327.79,326.809362108739,16436965,0.0,1.0
2021-05-24,318.21,325.95,318.03,324.63,323.65881577034,16445356,0.0,1.0
2021-05-21,319.29,319.93,315.8101,316.23,315.283945756876,13600901,0.0,1.0
2021-05-20,313.58,319.25,313.16,318.61,317.656825594024,17320241,0.0,1.0
2021-05-19,304.185,314.66,303.57,313.59,312.651843752645,19106244,0.0,1.0
2021-05-18,315.59,316.5,309.81,309.96,309.032703496826,14522403,0.0,1.0
2021-05-17,313.55,315.68,311.58,315.46,314.516249338975,15401343,0.0,1.0
2021-05-14,309.54,316.85,309.08,315.94,314.994813339745,19245724,0.0,1.0
2021-05-13,306.0833,308.86,302.7701,305.26,304.346764322626,18079160,0.0,1.0
2021-05-12,301.13,304.96,298.19,302.55,301.644871734949,24641010,0.0,1.0
2021-05-11,300.75,306.84,299.69,306.53,305.612964907995,18920086,0.0,1.0
2021-05-10,314.35,314.5786,304.83,305.97,305.054640240431,24239170,0.0,1.0
2021-05-07,322.38,322.935,318.75,319.08,318.125419511444,15916743,0.0,1.0
2021-05-06,314.52,320.24,313.275,320.02,319.062607346284,19012241,0.0,1.0
2021-05-05,318.19,321.06,314.49,315.02,314.077565671603,15577605,0.0,1.0
2021-05-04,320.025,322.19,313.12,318.36,317.40757351029,24032557,0.0,1.0
2021-05-03,326.17,328.55,321.84,322.58,321.614948683721,18719462,0.0,1.0
2021-04-30,326.1435,329.82,324.5,325.08,324.107469521062,26332423,0.0,1.0
2021-04-29,330.12,331.81,321.61,329.51,328.524216444829,56526771,0.0,1.0
2021-04-28,307.36,310.92,305.37,307.1,306.181259658909,33907210,0.0,1.0
2021-04-27,304.28,305.34,301.11,303.57,302.661820236584,15309256,0.0,1.0
2021-04-26,303.3396,305.8,301.56,303.04,302.133405819068,16172593,0.0,1.0
2021-04-23,298.76,302.59,297.15,301.13,300.22911989934,17559498,0.0,1.0
2021-04-22,301.33,302.92,296.04,296.52,295.632911475284,16375350,0.0,1.0
2021-04-21,301.945,301.98,297.39,301.47,300.568102733218,14863474,0.0,1.0
2021-04-20,301.99,305.1,297.21,302.65,301.744572568443,16796442,0.0,1.0
2021-04-19,305.007,307.7,300.56,302.24,301.335799151119,14553507,0.0,1.0
2021-04-16,308.17,308.95,304.61,306.18,305.264011990767,13059163,0.0,1.0
2021-04-15,306.34,310.14,304.1,307.82,306.899105660063,14558273,0.0,1.0
2021-04-14,307.3,308.03,301.95,302.82,301.914063985382,17421393,0.0,1.0
2021-04-13,312.21,314.428,309.32,309.76,308.833301829839,14036927,0.0,1.0
2021-04-12,311.05,312.15,307.93,311.54,310.607976666026,10881935,0.0,1.0
2021-04-09,311.4,314.74,310.33,312.46,311.525224334167,15988568,0.0,1.0
2021-04-08,314.85,315.88,310.05,313.02,312.083549001731,20894148,0.0,1.0
2021-04-07,306.34,314.25,305.5,313.09,312.153339585177,22855241,0.0,1.0
2021-04-06,308.8365,311.35,305.25,306.26,305.343772657562,17335246,0.0,1.0
2021-04-05,300.89,310.765,300.68,308.91,307.985844745143,28237006,0.0,1.0
2021-04-01,298.4,302.4,296.6,298.66,297.766509312047,17615980,0.0,1.0
2021-03-31,289.99,296.5,288.61,294.53,293.648864888761,19498157,0.0,1.0
2021-03-30,289.83,292.47,286.7,288.0,287.138400461627,17474537,0.0,1.0
2021-03-29,285.77,293.18,284.7,290.82,289.949963966147,21718831,0.0,1.0
2021-03-26,278.3018,284.5,277.77,283.02,282.173298953645,17629185,0.0,1.0
2021-03-25,280.98,288.06,277.75,278.74,277.906103280118,24505648,0.0,1.0
2021-03-24,291.0,291.72,281.16,282.14,281.295931618901,18675046,0.0,1.0
2021-03-23,293.15,298.0,289.81,290.63,289.760532382509,23000929,0.0,1.0
2021-03-22,290.45,299.705,286.7501,293.54,292.661826637174,28273073,0.0,1.0
2021-03-19,281.22,292.8,281.195,290.11,289.242088048343,38930536,0.0,1.0
2021-03-18,279.87,285.1899,278.28,278.62,277.786462279926,18754853,0.0,1.0
2021-03-17,275.705,286.23,275.41,284.01,283.160337205232,21315044,0.0,1.0
2021-03-16,276.085,282.14,274.8,279.28,278.444487780983,22437665,0.0,1.0
2021-03-15,269.08,275.96,268.5,273.75,272.931031688786,16856746,0.0,1.0
2021-03-12,269.14,269.74,264.02,268.4,267.597037096878,20600198,0.0,1.0
2021-03-11,268.11,277.9,267.82,273.88,273.060642772328,21833979,0.0,1.0
2021-03-10,268.64,268.97,262.87,264.9,264.107507924601,14210318,0.0,1.0
2021-03-09,261.175,268.53,259.81,265.74,264.944994925947,22039740,0.0,1.0
2021-03-08,265.55,265.58,255.05,255.31,254.546197992563,18391768,0.0,1.0
2021-03-05,260.67,265.45,255.61,264.28,263.48936275694,26820055,0.0,1.0
2021-03-04,256.47,266.49,253.5,257.64,256.869227412964,31626463,0.0,1.0
2021-03-03,260.29,260.9899,255.1,255.41,254.645898826056,15513515,0.0,1.0
2021-03-02,265.78,266.71,258.65,259.0,258.225158748477,15191722,0.0,1.0
2021-03-01,260.82,266.65,257.9039,264.91,264.11747800795,22157255,0.0,1.0
2021-02-26,256.47,265.55,256.47,257.62,256.849287246265,26313472,0.0,1.0
2021-02-25,262.3,266.94,254.04,254.69,253.928052824902,18430701,0.0,1.0
2021-02-24,262.325,266.38,258.39,264.31,263.519273006988,15736123,0.0,1.0
2021-02-23,259.5,267.46,254.96,265.855,265.059650884465,21924557,0.0,1.0
2021-02-22,257.95,263.07,257.53,260.33,259.551179833942,17298474,0.0,1.0
2021-02-19,269.86,270.27,260.15,261.56,260.777500085914,25622587,0.0,1.0
2021-02-18,269.565,271.95,266.03,269.39,268.584075348464,15249134,0.0,1.0
2021-02-17,271.24,273.97,269.58,273.57,272.751570188498,12619051,0.0,1.0
2021-02-16,270.8,276.6,270.05,273.97,273.150373522472,15417243,0.0,1.0
2021-02-12,270.52,271.18,268.34,270.5,269.690754600244,9097597,0.0,1.0
2021-02-11,271.89,273.58,268.49,270.39,269.581083683401,12828572,0.0,1.0
2021-02-10,272.4465,273.7999,267.72,271.87,271.056656019106,14188230,0.0,1.0
2021-02-09,266.44,273.39,265.75,269.45,268.643895848561,14420322,0.0,1.0
2021-02-08,268.75,269.86,265.0,266.58,265.782481927294,13755191,0.0,1.0
2021-02-05,266.8,269.17,265.67,268.1,267.297934596397,12454367,0.0,1.0
2021-02-04,267.01,268.16,264.0,266.49,265.692751177149,16059958,0.0,1.0
2021-02-03,265.62,269.2,263.84,266.65,265.852272510739,14223377,0.0,1.0
2021-02-02,264.0,268.85,263.27,267.08,266.280986094762,16964380,0.0,1.0
2021-02-01,259.52,264.17,254.91,262.01,261.226153836635,22914255,0.0,1.0
2021-01-29,265.3,266.56,254.85,258.33,257.55716316407,30389499,0.0,1.0
2021-01-28,277.18,286.79,264.7,265.0,264.207208758095,37758844,0.0,1.0
2021-01-27,282.53,283.45,268.1201,272.14,271.325848269539,35346194,0.0,1.0
2021-01-26,278.1398,285.39,277.81,282.05,281.206200868757,19373636,0.0,1.0
2021-01-25,278.14,280.1,271.51,278.01,277.178287195615,19086990,0.0,1.0
2021-01-22,272.01,278.47,272.0,274.5,273.678787939988,21954042,0.0,1.0
2021-01-21,269.26,273.6,267.4901,272.87,272.053664354042,20838687,0.0,1.0
2021-01-20,268.93,270.32,263.6,267.48,266.679789428736,25199919,0.0,1.0
2021-01-19,256.9,262.2,252.7201,261.1,260.318876251843,28028546,0.0,1.0
2021-01-15,247.9,253.86,247.16,251.36,250.608015069565,24942930,0.0,1.0
2021-01-14,253.4,255.03,244.61,245.64,244.90512739373,29739404,0.0,1.0
2021-01-13,251.55,253.95,249.2,251.64,250.887177403347,19528938,0.0,1.0
2021-01-12,256.63,259.72,250.3,251.09,250.338822819132,25772128,0.0,1.0
2021-01-11,260.48,263.47,255.9,256.84,256.071620745015,30412286,0.0,1.0
2021-01-08,268.31,268.95,263.18,267.57,266.769520178881,18528251,0.0,1.0
2021-01-07,265.9,271.61,264.78,268.74,267.936019930756,15789756,0.0,1.0
2021-01-06,262.0,267.75,260.01,263.31,262.522264672052,24354149,0.0,1.0
2021-01-05,268.29,272.4,268.2111,270.97,270.159348517664,9871557,0.0,1.0
2021-01-04,274.78,275.0,265.2,268.94,268.135421597743,15106113,0.0,1.0
2020-12-31,272.0,277.09,269.81,273.16,272.342796771174,12900408,0.0,1.0
2020-12-30,277.95,278.08,271.71,271.87,271.056656019106,11803795,0.0,1.0
2020-12-29,276.95,280.51,276.28,276.78,275.951966943643,16382995,0.0,1.0
2020-12-28,268.74,277.3,265.66,277.0,276.171308777329,23123385,0.0,1.0
2020-12-24,268.875,270.4,266.2,267.4,266.600028761941,6702033,0.0,1.0
2020-12-23,266.89,272.1699,266.23,268.11,267.307904679746,14329038,0.0,1.0
2020-12-22,271.5,271.5,264.63,267.09,266.290956178111,17334999,0.0,1.0
2020-12-21,272.978,274.67,267.79,272.79,271.973903687248,16553740,0.0,1.0
2020-12-18,275.775,278.0,271.14,276.4,275.573103776367,26693249,0.0,1.0
2020-12-17,277.07,280.44,273.61,274.48,273.65884777329,16377844,0.0,1.0
2020-12-16,274.76,277.86,272.51,275.67,274.845287691864,15884999,0.0,1.0
2020-12-15,274.83,276.08,267.47,275.55,274.725646691671,23979461,0.0,1.0
2020-12-14,273.3722,277.22,271.56,274.19,273.369715356158,16376880,0.0,1.0
2020-12-11,274.53,276.48,270.25,273.55,272.731630021799,14391401,0.0,1.0
2020-12-10,275.535,278.73,271.86,277.12,276.290949777521,20065091,0.0,1.0
2020-12-09,283.66,287.63,271.75,277.92,277.08855644547,25189707,0.0,1.0
2020-12-08,286.01,286.4272,281.55,283.4,282.552162120921,10747650,0.0,1.0
2020-12-07,279.19,288.49,278.2,285.58,284.725640291082,13007665,0.0,1.0
2020-12-04,280.3,283.46,279.3,279.7,278.863231281657,10880299,0.0,1.0
2020-12-03,286.25,286.65,281.07,281.85,281.00679920177,12921694,0.0,1.0
2020-12-02,285.36,291.78,280.825,287.52,286.659836460858,17361624,0.0,1.0
