,RS_Open,RS_High,RS_Low,RS_Close,RS_Adj Close,RS_Volume,RS_Dividend Amount,RS_Split Coefficient
2012-10-18,52.92,53.48,52.6,52.95,41.3188406505396,697500,0.0,1.0
2012-10-17,53.28,54.42,52.49,53.3,41.5919585774081,1329500,0.0,1.0
2012-10-16,51.75,53.13,51.62,52.98,41.3422507585569,577100,0.0,1.0
2012-10-15,50.5,51.39,49.96,51.36,40.0781049256225,287700,0.0,1.0
2012-10-12,50.65,50.95,49.72,50.34,39.2821612530342,480900,0.0,1.0
2012-10-11,50.46,50.9,50.17,50.63,39.5084589638682,746600,0.0,1.0
2012-10-10,50.85,50.94,49.79,50.12,39.110487127574,637000,0.0,1.0
2012-10-09,51.67,52.58,50.76,50.92,39.7347566747021,655300,0.0,1.0
2012-10-08,51.16,52.1,51.1,51.6,40.2653857897609,437600,0.0,1.0
2012-10-05,52.66,52.75,51.59,51.8,40.421453176543,352300,0.0,1.0
2012-10-04,51.46,52.42,51.37,52.14,40.6867677340724,310600,0.0,1.0
2012-10-03,51.64,51.84,50.87,51.1,39.8752173228059,323200,0.0,1.0
2012-10-02,51.91,52.16,51.18,51.59,40.2575824204218,372900,0.0,1.0
2012-10-01,52.77,52.98,51.27,51.54,40.2185655737263,732300,0.0,1.0
2012-09-28,52.66,52.66,51.53,52.35,40.8506384901935,410800,0.0,1.0
2012-09-27,52.47,53.09,51.7,53.06,41.4046777132697,443800,0.0,1.0
2012-09-26,51.55,52.54,50.75,52.02,40.5931273020032,452400,0.0,1.0
2012-09-25,53.91,53.91,51.54,51.56,40.2341723124045,596600,0.0,1.0
2012-09-24,53.52,53.98,53.08,53.42,41.6855990094773,353200,0.0,1.0
2012-09-21,55.14,55.29,53.79,53.9,42.0601607377542,688400,0.0,1.0
2012-09-20,53.81,54.56,53.04,54.42,42.4659359433874,366600,0.0,1.0
2012-09-19,54.53,55.07,54.11,54.53,42.5517730061175,381600,0.0,1.0
2012-09-18,54.23,54.95,53.17,54.55,42.5673797447957,604700,0.0,1.0
2012-09-17,56.86,56.86,54.74,54.99,42.9107279957162,677500,0.0,1.0
2012-09-14,57.69,58.8,57.23,57.66,44.9942276092561,626200,0.0,1.0
2012-09-13,55.97,57.9,55.41,57.13,44.5806490342838,449700,0.0,1.0
2012-09-12,56.0,56.17,54.74,55.95,43.6598514522699,420300,0.0,1.0
2012-09-11,54.89,55.98,54.81,55.74,43.4959806961487,430700,0.0,1.0
2012-09-10,54.46,55.48,54.45,54.75,42.7234471315777,444400,0.0,1.0
2012-09-07,53.13,54.52,52.69,54.49,42.5205595287611,318400,0.0,1.0
2012-09-06,51.99,53.0,51.88,52.35,40.8506384901935,387100,0.0,1.0
2012-09-05,51.68,51.98,51.27,51.42,40.1249251416571,288600,0.0,1.0
2012-09-04,51.44,51.97,50.58,51.68,40.3278127444737,477800,0.0,1.0
2012-08-31,51.47,51.66,50.77,51.43,40.1327285109962,290400,0.0,1.0
2012-08-30,51.6,51.63,50.32,50.93,39.7425600440412,319100,0.0,1.0
2012-08-29,52.29,52.41,51.58,51.97,40.5541104553077,319600,0.0,1.0
2012-08-28,52.39,52.57,51.59,52.31,40.8194250128371,310700,0.0,1.0
2012-08-27,52.8,52.9,51.89,52.35,40.8506384901935,297000,0.0,1.0
2012-08-24,52.42,52.68,51.9,52.38,40.8740485982108,235400,0.0,1.0
2012-08-23,53.46,53.46,52.37,52.64,41.0769362010274,492300,0.0,1.0
2012-08-22,53.19,53.63,52.64,53.44,41.7012057481555,281700,0.0,1.0
2012-08-21,53.57,54.46,53.17,53.46,41.7168124868337,269400,0.0,1.0
2012-08-20,52.75,53.42,52.58,53.41,41.6777956401382,273400,0.0,1.0
2012-08-17,52.94,53.3,52.67,52.95,41.3188406505396,270400,0.0,1.0
2012-08-16,52.23,53.16,52.0,52.85,41.2408069571486,171500,0.0,1.0
2012-08-15,51.9,52.34,51.59,52.17,40.7101778420897,330800,0.25,1.0
2012-08-14,53.19,53.42,52.13,52.35,40.6558147659938,277300,0.0,1.0
2012-08-13,53.2,53.33,52.0,52.8,41.0052916837531,301400,0.0,1.0
2012-08-10,52.75,53.57,52.48,53.47,41.525623983528,211600,0.0,1.0
2012-08-09,52.64,53.63,52.39,53.06,41.2072116806806,285500,0.0,1.0
2012-08-08,52.63,53.8,52.63,52.79,40.9975255300251,300300,0.0,1.0
2012-08-07,52.83,53.58,52.7,52.91,41.0907193747609,398500,0.0,1.0
2012-08-06,51.86,53.17,51.86,52.53,40.7956055330975,336500,0.0,1.0
2012-08-03,51.17,52.12,50.8,51.51,40.0034578528432,361800,0.0,1.0
2012-08-02,50.65,51.58,49.23,50.03,38.8540671011016,526400,0.0,1.0
2012-08-01,51.75,51.93,50.65,51.11,39.6928117037238,681200,0.0,1.0
2012-07-31,50.28,52.09,50.21,51.48,39.9801593916592,1092500,0.0,1.0
2012-07-30,49.66,50.31,49.22,50.22,39.0016240219333,753900,0.0,1.0
2012-07-27,48.42,49.95,48.06,49.65,38.5589532594383,727300,0.0,1.0
2012-07-26,46.09,48.46,46.09,48.1,37.3551994316008,1353500,0.0,1.0
2012-07-25,46.0,46.23,44.91,44.98,34.9321594684699,1351400,0.0,1.0
2012-07-24,47.7,47.86,45.39,45.72,35.5068548443407,904300,0.0,1.0
2012-07-23,46.97,47.86,46.43,47.6,36.9668917452016,513700,0.0,1.0
2012-07-20,49.1,49.4,48.19,48.31,37.5182886598885,475100,0.0,1.0
2012-07-19,49.95,50.14,49.34,49.45,38.4036301848786,436200,0.0,1.0
2012-07-18,48.75,49.83,48.75,49.79,38.66767941163,450200,0.0,1.0
2012-07-17,49.59,49.81,48.24,49.04,38.0852178820313,472600,0.0,1.0
2012-07-16,49.46,49.66,48.88,49.37,38.3415009550547,372300,0.0,1.0
2012-07-13,48.36,49.87,48.27,49.71,38.6055501818062,450800,0.0,1.0
2012-07-12,49.52,51.81,47.35,48.06,37.3241348166889,1277900,0.0,1.0
2012-07-11,50.58,51.04,49.65,49.91,38.7608732563658,342200,0.0,1.0
2012-07-10,51.75,51.75,49.95,50.42,39.156947096493,431900,0.0,1.0
2012-07-09,50.86,51.07,50.3,50.75,39.4132301695164,364000,0.0,1.0
2012-07-06,51.19,51.67,50.85,51.08,39.6695132425399,437100,0.0,1.0
2012-07-05,51.3,52.5,50.82,51.96,40.3529347706025,490300,0.0,1.0
2012-07-03,50.36,51.75,50.28,51.31,39.8481347782835,414900,0.0,1.0
2012-07-02,50.8,50.8,49.75,50.15,38.9472609458374,485200,0.0,1.0
2012-06-29,49.54,50.51,49.45,50.5,39.2190763263169,515700,0.0,1.0
2012-06-28,47.57,48.52,47.4,48.52,37.6813778881761,440200,0.0,1.0
2012-06-27,47.31,48.32,46.74,48.18,37.4173286614247,306900,0.0,1.0
2012-06-26,46.57,47.36,46.27,47.07,36.5552855976185,333900,0.0,1.0
2012-06-25,46.43,46.59,46.06,46.37,36.0116548366597,371500,0.0,1.0
2012-06-22,47.35,47.45,46.78,47.28,36.7183748259062,439400,0.0,1.0
2012-06-21,49.04,49.11,47.01,47.05,36.5397532901625,376500,0.0,1.0
2012-06-20,49.21,49.91,48.68,49.14,38.1628794193111,413900,0.0,1.0
2012-06-19,47.38,49.5,47.33,49.16,38.1784117267671,530100,0.0,1.0
2012-06-18,47.09,47.35,46.81,47.04,36.5319871364346,437000,0.0,1.0
2012-06-15,47.12,47.81,46.72,47.57,36.9435932840177,980200,0.0,1.0
2012-06-14,46.62,47.21,46.27,46.92,36.4387932916988,478300,0.0,1.0
2012-06-13,46.63,47.24,46.26,46.61,36.1980425261313,458900,0.0,1.0
2012-06-12,47.31,47.44,46.49,47.09,36.5708179050745,585100,0.0,1.0
2012-06-11,49.27,49.3,46.9,46.94,36.4543255991547,956700,0.0,1.0
2012-06-08,48.49,48.87,47.54,48.67,37.7978701940959,699500,0.0,1.0
2012-06-07,48.45,49.66,48.2,48.6,37.743507118,741900,0.0,1.0
2012-06-06,46.67,47.68,46.67,47.67,37.0212548212975,410000,0.0,1.0
2012-06-05,45.71,46.36,45.4,46.25,35.9184609919239,363900,0.0,1.0
2012-06-04,46.08,46.08,44.81,45.99,35.7165409949963,802500,0.0,1.0
2012-06-01,45.85,46.76,45.76,46.08,35.7864363785481,578800,0.0,1.0
2012-05-31,48.08,48.25,46.66,47.21,36.6640117498103,478000,0.0,1.0
2012-05-30,48.46,48.57,47.81,48.12,37.3707317390568,469500,0.15,1.0
2012-05-29,48.63,49.78,48.63,49.54,38.3539683106044,400200,0.0,1.0
2012-05-25,47.93,48.24,47.67,48.0,37.1616971923498,539400,0.0,1.0
2012-05-24,49.58,49.58,47.46,48.06,37.2081493138402,562900,0.0,1.0
2012-05-23,47.79,49.36,47.09,49.25,38.1294497234006,501000,0.0,1.0
2012-05-22,49.26,49.69,48.1,48.48,37.5333141642733,599600,0.0,1.0
2012-05-21,47.6,49.29,47.43,49.18,38.0752555816617,498200,0.0,1.0
2012-05-18,48.67,49.03,47.14,47.4,36.6971759774454,606500,0.0,1.0
2012-05-17,50.06,50.49,48.21,48.32,37.4094418402988,621700,0.0,1.0
2012-05-16,51.75,52.33,49.66,49.87,38.6094549788018,787600,0.0,1.0
2012-05-15,52.17,52.71,51.27,51.46,39.8404361982984,606700,0.0,1.0
2012-05-14,51.86,52.86,51.57,52.28,40.4752818586677,426200,0.0,1.0
2012-05-11,52.01,53.66,51.86,52.57,40.6998004458714,276000,0.0,1.0
2012-05-10,53.19,53.52,52.05,52.57,40.6998004458714,414100,0.0,1.0
2012-05-09,51.63,53.52,51.16,52.69,40.7927046888523,506800,0.0,1.0
2012-05-08,52.8,52.86,51.57,52.75,40.8391568103428,547500,0.0,1.0
2012-05-07,53.03,53.63,52.6,53.28,41.2494838835083,266000,0.0,1.0
2012-05-04,54.67,54.84,53.1,53.35,41.3036780252471,512900,0.0,1.0
2012-05-03,55.87,56.4,54.98,55.11,42.6662735889666,417700,0.0,1.0
2012-05-02,55.58,56.1,55.36,55.9,43.2778931885907,430500,0.0,1.0
2012-05-01,55.95,57.36,55.84,56.18,43.4946697555461,597900,0.0,1.0
2012-04-30,55.87,56.28,55.28,55.89,43.2701511683423,632100,0.0,1.0
2012-04-27,56.83,57.1,55.51,56.33,43.6108000592722,961900,0.0,1.0
2012-04-26,55.0,56.07,52.14,55.68,43.1075687431258,758400,0.0,1.0
2012-04-25,55.06,55.64,54.65,55.34,42.84434005468,443000,0.0,1.0
2012-04-24,53.88,54.96,53.51,54.07,41.8611034831324,417800,0.0,1.0
2012-04-23,53.27,53.88,52.69,53.78,41.6365848959286,522800,0.0,1.0
2012-04-20,55.12,55.3,54.37,54.42,42.1320741918266,359300,0.0,1.0
2012-04-19,55.75,55.92,54.3,54.64,42.3023986372915,693900,0.0,1.0
2012-04-18,55.78,56.49,55.49,55.74,43.1540208646162,477100,0.0,1.0
2012-04-17,54.92,56.86,54.82,56.16,43.4791857150493,808000,0.0,1.0
2012-04-16,53.57,55.13,53.22,54.43,42.139816212075,1226800,0.0,1.0
2012-04-13,52.87,52.9,51.93,52.07,40.3126994334511,437200,0.0,1.0
2012-04-12,51.77,53.99,51.77,53.07,41.0869014582918,1347000,0.0,1.0
2012-04-11,52.52,52.84,51.41,51.59,39.9410824615276,728600,0.0,1.0
2012-04-10,53.01,53.22,51.31,51.5,39.871404279292,752500,0.0,1.0
2012-04-09,52.53,53.43,52.46,53.01,41.0404493368013,592800,0.0,1.0
2012-04-05,54.7,55.53,53.1,53.46,41.3888402479796,894300,0.0,1.0
2012-04-04,54.95,55.51,54.61,54.91,42.5114331839985,542200,0.0,1.0
2012-04-03,56.93,56.93,54.94,55.9,43.2778931885907,897200,0.0,1.0
2012-04-02,56.48,57.7,56.17,56.94,44.083063294425,672600,0.0,1.0
2012-03-30,57.0,57.23,55.68,56.48,43.7269303629983,488800,0.0,1.0
2012-03-29,55.36,56.58,55.01,56.42,43.6804782415078,424200,0.0,1.0
2012-03-28,56.35,56.35,54.5,56.01,43.3630554113232,511000,0.0,1.0
2012-03-27,56.36,57.1,56.26,56.5,43.7424144034951,403300,0.0,1.0
2012-03-26,56.72,56.72,55.54,56.43,43.6882202617562,348000,0.0,1.0
2012-03-23,55.22,55.93,54.56,55.89,43.2701511683423,421200,0.0,1.0
2012-03-22,55.27,55.47,54.2,55.03,42.6043374269794,499600,0.0,1.0
2012-03-21,57.37,57.37,56.16,56.33,43.6108000592722,567200,0.0,1.0
2012-03-20,57.18,57.58,56.06,57.22,44.2998398613803,827700,0.0,1.0
2012-03-19,57.62,58.58,57.22,57.95,44.865007339514,1417500,0.0,1.0
2012-03-16,55.89,57.45,55.89,57.42,44.4546802663485,1124700,0.0,1.0
2012-03-15,55.61,56.53,55.21,55.92,43.2933772290875,512500,0.0,1.0
2012-03-14,55.27,55.94,54.24,55.68,43.1075687431258,872600,0.0,1.0
2012-03-13,53.85,55.42,53.69,55.36,42.8598240951768,840200,0.0,1.0
2012-03-12,53.89,54.6,53.22,53.6,41.4972285314573,338200,0.0,1.0
2012-03-09,53.7,54.98,53.56,53.8,41.6520689364254,627000,0.0,1.0
2012-03-08,53.87,54.18,53.17,53.6,41.4972285314573,444600,0.0,1.0
2012-03-07,53.39,53.46,52.49,53.14,41.1410956000306,441800,0.0,1.0
2012-03-06,53.01,53.04,52.26,52.89,40.9475450938204,583700,0.0,1.0
2012-03-05,54.48,54.69,53.25,53.85,41.6907790376674,537300,0.0,1.0
2012-03-02,54.89,55.76,54.52,54.74,42.3798188397756,809500,0.0,1.0
2012-03-01,54.03,55.23,54.03,54.6,42.2714305562979,571300,0.0,1.0
2012-02-29,54.4,55.0,53.48,53.72,41.5901327744382,718200,0.15,1.0
2012-02-28,54.44,55.12,54.05,54.55,42.1151242406832,445700,0.0,1.0
2012-02-27,54.22,54.79,53.26,54.48,42.0610810015109,446200,0.0,1.0
2012-02-24,54.9,55.76,54.5,54.71,42.2386516445055,412500,0.0,1.0
2012-02-23,53.92,55.21,53.51,54.87,42.3621790483279,658200,0.0,1.0
2012-02-22,56.03,57.1,53.63,54.01,41.6982192527827,1757200,0.0,1.0
2012-02-21,56.16,57.7,56.05,56.99,43.998917148974,709300,0.0,1.0
2012-02-17,56.25,56.37,55.34,55.86,43.1265048594787,639200,0.0,1.0
2012-02-16,53.32,56.2,52.16,55.86,43.1265048594787,1397900,0.0,1.0
2012-02-15,54.17,54.33,51.9,52.48,40.5169884537315,994600,0.0,1.0
2012-02-14,54.0,54.11,52.76,53.68,41.4434439823991,863400,0.0,1.0
2012-02-13,54.15,54.26,52.92,54.17,41.8217466566051,494900,0.0,1.0
2012-02-10,53.65,54.08,53.0,53.65,41.4202825941824,524200,0.0,1.0
2012-02-09,54.55,54.87,53.5,54.61,42.1614470171165,383300,0.0,1.0
2012-02-08,54.77,55.43,54.29,54.49,42.0688014642498,315700,0.0,1.0
2012-02-07,54.7,55.4,54.09,54.67,42.2077697935499,351700,0.0,1.0
2012-02-06,55.69,55.89,54.74,54.77,42.2849744209389,522800,0.0,1.0
2012-02-03,55.3,56.54,55.28,55.99,43.2268708750843,498800,0.0,1.0
2012-02-02,54.75,55.55,54.28,54.67,42.2077697935499,331000,0.0,1.0
2012-02-01,53.81,55.07,53.51,54.53,42.0996833152054,499700,0.0,1.0
2012-01-31,54.88,54.95,52.92,53.2,41.0728617709321,793000,0.0,1.0
2012-01-30,53.36,54.34,52.32,54.13,41.7908648056495,812400,0.0,1.0
2012-01-27,54.97,55.37,54.39,54.93,42.4085018247612,616000,0.0,1.0
2012-01-26,55.86,56.06,54.68,55.29,42.6864384833615,812700,0.0,1.0
2012-01-25,54.1,56.05,53.83,55.89,43.1496662476954,657500,0.0,1.0
2012-01-24,53.72,54.47,52.8,54.43,42.0224786878164,823900,0.0,1.0
2012-01-23,55.1,55.48,54.0,54.29,41.9143922094718,1123300,0.0,1.0
2012-01-20,55.8,55.91,54.62,54.91,42.3930608992834,846700,0.0,1.0
2012-01-19,55.9,57.3,55.79,56.05,43.2731936515177,942600,0.0,1.0
2012-01-18,54.29,55.97,54.14,55.81,43.0879025457842,359100,0.0,1.0
2012-01-17,54.44,54.96,53.77,54.35,41.9607149859052,368600,0.0,1.0
2012-01-13,53.74,53.74,52.44,53.67,41.4357235196602,414000,0.0,1.0
2012-01-12,54.07,54.71,53.2,54.57,42.130565166161,443300,0.0,1.0
2012-01-11,53.95,54.07,53.22,53.87,41.5901327744382,542900,0.0,1.0
2012-01-10,53.55,54.5,53.36,53.69,41.451164445138,688700,0.0,1.0
2012-01-09,52.95,53.55,52.26,52.52,40.5478703046871,461900,0.0,1.0
2012-01-06,52.11,53.08,51.14,52.86,40.8103660378096,845500,0.0,1.0
2012-01-05,50.97,52.36,49.95,52.2,40.3008154970424,1170900,0.0,1.0
2012-01-04,50.3,51.79,50.02,51.47,39.7372217171029,821400,0.0,1.0
2012-01-03,49.93,51.47,49.66,50.41,38.9188526667798,524300,0.0,1.0
2011-12-30,48.44,48.99,48.44,48.69,37.5909330756895,330800,0.0,1.0
2011-12-29,48.12,48.99,47.96,48.49,37.4365238209116,360300,0.0,1.0
2011-12-28,49.05,49.15,47.49,47.79,36.8960914291888,363100,0.0,1.0
2011-12-27,49.47,49.95,49.0,49.13,37.930633436201,244300,0.0,1.0
2011-12-23,49.51,49.88,49.14,49.83,38.4710658279238,242600,0.0,1.0
2011-12-22,48.61,49.86,48.57,49.43,38.1622473183679,404100,0.0,1.0
2011-12-21,48.34,48.91,47.59,48.38,37.3515987307837,383000,0.0,1.0
2011-12-20,47.0,49.13,47.0,48.58,37.5060079855616,1094800,0.0,1.0
2011-12-19,47.71,47.98,45.99,46.16,35.6376560027486,526000,0.0,1.0
2011-12-16,46.77,47.96,46.58,47.5,36.6721980097608,1001600,0.0,1.0
2011-12-15,46.48,46.78,45.54,46.31,35.753462943832,463100,0.0,1.0
2011-12-14,45.74,46.34,44.65,45.69,35.2747942540204,583900,0.0,1.0
2011-12-13,47.89,48.41,45.77,46.12,35.606774151793,592700,0.0,1.0
2011-12-12,47.93,48.28,46.67,47.4,36.5949933823718,957400,0.0,1.0
2011-12-09,48.3,49.48,47.97,49.27,38.0387199145455,454700,0.0,1.0
2011-12-08,49.43,49.71,47.62,48.07,37.1122643858779,601800,0.0,1.0
2011-12-07,49.27,50.56,48.33,50.11,38.6872387846129,794500,0.0,1.0
2011-12-06,49.54,50.45,48.69,49.86,38.4942272161405,711600,0.0,1.0
2011-12-05,49.83,50.92,49.02,49.56,38.2626133339736,1081800,0.0,1.0
2011-12-02,49.24,49.71,48.67,48.86,37.7221809422508,879600,0.0,1.0
2011-12-01,48.81,49.8,48.05,48.51,37.4519647463894,811600,0.0,1.0
2011-11-30,46.38,49.14,46.38,49.11,37.9151925107232,1091300,0.0,1.0
2011-11-29,44.27,44.89,43.64,44.29,34.1939294705748,471100,0.0,1.0
2011-11-28,44.28,44.93,43.65,44.05,34.0086383648413,714500,0.0,1.0
2011-11-25,42.0,42.63,41.86,42.11,32.5108685934953,261600,0.12,1.0
2011-11-23,43.26,43.26,41.81,42.18,32.4723759714334,744400,0.0,1.0
2011-11-22,43.77,44.08,42.85,43.89,33.7888236459509,1156200,0.0,1.0
2011-11-21,42.77,44.08,42.77,43.79,33.7118384018271,1100800,0.0,1.0
2011-11-18,43.7,44.63,43.16,44.07,33.9273970853738,752300,0.0,1.0
2011-11-17,44.63,45.29,42.88,43.26,33.3038166079708,597300,0.0,1.0
2011-11-16,45.46,45.9,44.46,44.63,34.3585144524673,807100,0.0,1.0
2011-11-15,45.22,46.69,44.98,46.28,35.6287709805106,526700,0.0,1.0
2011-11-14,45.15,45.75,44.71,45.55,35.0667786984066,548400,0.0,1.0
2011-11-11,44.29,45.81,44.09,45.26,34.8435214904475,418400,0.0,1.0
2011-11-10,43.51,43.74,42.5,43.47,33.4654856206308,654600,0.0,1.0
2011-11-09,43.81,44.19,42.41,42.74,32.9034933385268,644100,0.0,1.0
2011-11-08,45.56,46.32,44.86,45.45,34.9897934542828,548900,0.0,1.0
2011-11-07,45.62,46.28,44.43,45.24,34.8281244416227,495900,0.0,1.0
2011-11-04,44.15,45.86,44.07,45.52,35.0436831251694,844100,0.0,1.0
2011-11-03,44.49,45.05,43.14,44.75,34.4508967454159,692600,0.0,1.0
2011-11-02,43.53,44.14,42.99,43.75,33.6810443041776,929000,0.0,1.0
2011-11-01,41.72,43.11,41.2,42.16,32.4569789226086,968200,0.0,1.0
2011-10-31,45.15,45.15,43.47,44.19,34.0197793783224,1016900,0.0,1.0
2011-10-28,45.68,46.69,45.05,45.99,35.4055137725515,644800,0.0,1.0
2011-10-27,44.39,46.7,42.42,45.89,35.3285285284276,825200,0.0,1.0
2011-10-26,41.61,41.83,39.7,41.33,31.8180013963808,670800,0.0,1.0
2011-10-25,41.96,41.96,40.45,40.57,31.2329135410396,405800,0.0,1.0
2011-10-24,40.88,42.81,40.88,42.39,32.6340449840934,464700,0.0,1.0
2011-10-21,40.13,40.93,39.59,40.51,31.1867223945653,299400,0.0,1.0
2011-10-20,38.62,39.53,37.78,39.41,30.3398847092032,448200,0.0,1.0
2011-10-19,39.38,39.62,38.52,38.71,29.8009880003363,573400,0.0,1.0
2011-10-18,37.81,39.8,37.58,39.55,30.4476640509765,966000,0.0,1.0
2011-10-17,39.51,39.59,37.84,38.01,29.2620912914695,391300,0.0,1.0
2011-10-14,39.83,40.06,38.96,39.8,30.6401271612861,377500,0.0,1.0
2011-10-13,38.77,39.51,37.88,39.12,30.116627501244,438200,0.0,1.0
2011-10-12,38.44,39.98,38.32,39.24,30.2090097941926,572300,0.0,1.0
2011-10-11,37.49,38.47,37.17,38.0,29.2543927670571,309500,0.0,1.0
2011-10-10,37.22,37.99,37.07,37.98,29.2389957182323,310700,0.0,1.0
2011-10-07,37.55,37.71,35.48,36.1,27.7916731287042,497500,0.0,1.0
2011-10-06,35.75,37.59,35.62,37.28,28.7000990093655,626100,0.0,1.0
2011-10-05,33.24,36.16,32.67,35.92,27.6530996892813,1215700,0.0,1.0
2011-10-04,31.75,33.32,31.09,33.25,25.597593671175,1200000,0.0,1.0
2011-10-03,33.65,34.27,31.78,32.04,24.6660722172766,926500,0.0,1.0
2011-09-30,34.44,34.96,33.92,34.01,26.1826815265161,422600,0.0,1.0
2011-09-29,36.09,36.33,34.19,35.3,27.1757911757136,501700,0.0,1.0
2011-09-28,37.5,37.6,34.77,35.04,26.9756295409916,773200,0.0,1.0
2011-09-27,36.56,38.69,36.45,37.41,28.8001798267265,797300,0.0,1.0
2011-09-26,35.18,35.48,33.38,35.41,27.2604749442498,459200,0.0,1.0
2011-09-23,33.22,34.8,33.22,34.18,26.3135564415266,461500,0.0,1.0
2011-09-22,35.0,35.23,32.75,33.68,25.9286302209074,796100,0.0,1.0
2011-09-21,37.98,37.98,36.39,36.4,28.0226288610757,539900,0.0,1.0
2011-09-20,39.64,39.91,38.1,38.11,29.3390765355933,456500,0.0,1.0
2011-09-19,39.58,39.76,38.76,39.56,30.4553625753889,613400,0.0,1.0
2011-09-16,41.17,41.46,40.09,40.58,31.240612065452,631500,0.0,1.0
2011-09-15,40.82,41.17,40.33,40.98,31.5485530419474,545900,0.0,1.0
2011-09-14,40.14,40.89,39.02,40.39,31.0943401016167,715900,0.0,1.0
2011-09-13,38.74,39.94,37.97,39.78,30.6247301124613,855800,0.0,1.0
2011-09-12,38.0,39.05,37.53,38.5,29.6393189876763,574000,0.0,1.0
2011-09-09,39.23,39.6,38.25,38.5,29.6393189876763,515300,0.0,1.0
2011-09-08,39.86,40.41,39.55,39.73,30.5862374903994,452500,0.0,1.0
2011-09-07,39.51,40.55,39.51,40.28,31.0096563330805,553200,0.0,1.0
2011-09-06,37.5,38.69,36.61,38.58,29.7009071829753,999400,0.0,1.0
2011-09-02,39.44,40.43,38.43,38.79,29.8625761956354,301000,0.0,1.0
2011-09-01,41.44,41.88,40.51,40.58,31.240612065452,406600,0.0,1.0
2011-08-31,43.17,43.65,41.08,41.44,31.902685164917,1464000,0.0,1.0
2011-08-30,40.1,41.41,39.97,40.96,31.5331559931226,505800,0.0,1.0
2011-08-29,39.73,40.94,39.51,40.87,31.4638692734111,380300,0.0,1.0
2011-08-26,37.15,39.11,36.74,38.9,29.9472599641716,412500,0.0,1.0
2011-08-25,38.82,39.02,37.28,37.52,28.8848635952627,409600,0.0,1.0
2011-08-24,37.98,38.58,37.4,38.42,29.5777307923772,312300,0.0,1.0
2011-08-23,37.01,38.01,36.79,38.01,29.2620912914695,535400,0.0,1.0
2011-08-22,38.5,38.61,36.71,36.87,28.3844595084578,533100,0.0,1.0
2011-08-19,36.96,38.85,36.9,37.29,28.7077975337779,964700,0.0,1.0
2011-08-18,38.98,38.98,36.74,37.45,28.830973924376,1044100,0.0,1.0
2011-08-17,40.78,41.45,40.1,40.34,31.0558474795548,475800,0.12,1.0
2011-08-16,40.73,41.64,40.47,40.89,31.3859022105535,805700,0.0,1.0
2011-08-15,41.23,41.48,41.03,41.43,31.8003895471566,413800,0.0,1.0
2011-08-12,40.8,41.34,40.35,40.76,31.2861182221121,523600,0.0,1.0
2011-08-11,38.93,40.79,37.71,40.32,30.9483877996948,1397000,0.0,1.0
2011-08-10,38.63,40.75,37.76,38.57,29.6051418014441,2252600,0.0,1.0
2011-08-09,38.35,39.7,36.96,39.69,30.4648192403245,1483900,0.0,1.0
2011-08-08,40.85,41.22,37.29,37.29,28.6226532998665,2549200,0.0,1.0
2011-08-05,43.64,44.19,40.83,42.44,32.5756343804327,1279400,0.0,1.0
2011-08-04,44.41,45.1,42.96,42.96,32.9747703341986,1445900,0.0,1.0
2011-08-03,45.88,46.04,44.07,45.65,35.0395313257953,852600,0.0,1.0
2011-08-02,46.06,47.0,45.76,45.79,35.1469910056553,1049000,0.0,1.0
2011-08-01,47.68,47.89,45.95,46.52,35.7073164792113,702700,0.0,1.0
2011-07-29,46.45,47.35,45.8,47.01,36.0834253587215,652000,0.0,1.0
2011-07-28,47.0,48.76,46.85,47.18,36.2139121128373,1162100,0.0,1.0
2011-07-27,48.79,49.01,47.05,47.19,36.2215878042559,826400,0.0,1.0
2011-07-26,50.15,50.15,49.07,49.16,37.7336990137151,792400,0.0,1.0
2011-07-25,49.88,50.61,49.76,50.31,38.6164035268513,598300,0.0,1.0
2011-07-22,50.25,50.57,50.09,50.43,38.7085118238742,365800,0.0,1.0
2011-07-21,49.68,50.38,49.48,50.31,38.6164035268513,707600,0.0,1.0
2011-07-20,49.72,49.72,49.2,49.45,37.9562940648538,519500,0.0,1.0
2011-07-19,49.39,49.7,49.25,49.67,38.1251592760625,730500,0.0,1.0
2011-07-18,49.11,49.42,48.42,48.62,37.3192116771121,765100,0.0,1.0
2011-07-15,48.43,49.2,48.0,49.17,37.7413747051337,873200,0.0,1.0
2011-07-14,48.93,49.42,48.19,48.32,37.0889409345548,970300,0.0,1.0
2011-07-13,48.66,50.0,48.47,48.67,37.357590134205,670600,0.0,1.0
2011-07-12,48.48,49.0,48.28,48.31,37.0812652431363,417900,0.0,1.0
2011-07-11,48.77,49.06,48.3,48.65,37.3422387513678,923400,0.0,1.0
2011-07-08,49.0,49.64,48.75,49.57,38.0484023618767,887500,0.0,1.0
2011-07-07,49.54,49.79,49.36,49.64,38.1021322018068,1252000,0.0,1.0
2011-07-06,49.09,49.25,48.38,48.86,37.5034282711579,1067100,0.0,1.0
2011-07-05,49.89,49.89,48.94,49.0,37.6108879510179,1376700,0.0,1.0
2011-07-01,49.67,50.14,49.02,50.05,38.4168355499683,1178300,0.0,1.0
2011-06-30,49.57,50.22,49.49,49.65,38.1098078932253,1124300,0.0,1.0
2011-06-29,49.1,50.0,48.98,49.54,38.025375287621,735500,0.0,1.0
