,LITE_Open,LITE_High,LITE_Low,LITE_Close,LITE_Adj Close,LITE_Volume,LITE_Dividend Amount,LITE_Split Coefficient
2020-06-19,75.04,77.6478,73.85,74.41,74.41,3002244,0.0,1.0
2020-06-18,74.88,75.25,73.43,73.77,73.77,1066952,0.0,1.0
2020-06-17,77.29,77.44,75.16,75.26,75.26,834064,0.0,1.0
2020-06-16,78.8,79.15,76.0,76.83,76.83,1290568,0.0,1.0
2020-06-15,73.0,76.21,72.27,75.55,75.55,1218646,0.0,1.0
2020-06-12,76.71,76.9,72.84,74.23,74.23,1125297,0.0,1.0
2020-06-11,77.74,77.77,73.4,73.44,73.44,1536869,0.0,1.0
2020-06-10,79.56,81.2,78.82,79.19,79.19,1334499,0.0,1.0
2020-06-09,77.47,79.47,76.365,78.54,78.54,926221,0.0,1.0
2020-06-08,80.12,80.36,77.08,78.15,78.15,1092517,0.0,1.0
2020-06-05,78.71,80.97,77.8894,79.57,79.57,1364798,0.0,1.0
2020-06-04,78.34,78.655,75.995,76.5,76.5,1012657,0.0,1.0
2020-06-03,74.8,78.88,74.489,78.12,78.12,1630244,0.0,1.0
2020-06-02,74.76,75.79,72.16,73.89,73.89,1449161,0.0,1.0
2020-06-01,73.32,74.5082,72.31,74.31,74.31,1588640,0.0,1.0
2020-05-29,72.26,73.62,70.58,73.32,73.32,1198296,0.0,1.0
2020-05-28,74.63,74.82,72.1,72.29,72.29,908310,0.0,1.0
2020-05-27,75.44,75.62,70.54,73.83,73.83,1171986,0.0,1.0
2020-05-26,75.74,76.33,74.16,74.49,74.49,1015254,0.0,1.0
2020-05-22,72.9,74.24,71.67,73.56,73.56,1420950,0.0,1.0
2020-05-21,74.51,75.5,71.02,71.72,71.72,1693157,0.0,1.0
2020-05-20,75.64,76.44,73.63,74.34,74.34,1124585,0.0,1.0
2020-05-19,70.79,76.49,70.43,74.4,74.4,2221442,0.0,1.0
2020-05-18,69.71,71.7,69.05,71.26,71.26,1966737,0.0,1.0
2020-05-15,69.83,69.89,66.33,67.73,67.73,4001073,0.0,1.0
2020-05-14,72.0,73.7,70.05,73.19,73.19,1706262,0.0,1.0
2020-05-13,77.24,78.75,72.66,73.45,73.45,2010733,0.0,1.0
2020-05-12,79.89,80.4386,76.82,77.21,77.21,2767203,0.0,1.0
2020-05-11,80.12,82.75,79.55,80.8,80.8,1438982,0.0,1.0
2020-05-08,81.48,81.489,79.81,81.21,81.21,1457688,0.0,1.0
2020-05-07,81.61,81.9899,79.32,79.62,79.62,964073,0.0,1.0
2020-05-06,82.5,82.9499,79.0,80.46,80.46,1185571,0.0,1.0
2020-05-05,77.25,84.1699,77.02,82.04,82.04,2327091,0.0,1.0
2020-05-04,77.36,79.17,76.5,78.34,78.34,1305151,0.0,1.0
2020-05-01,79.23,80.43,76.01,77.45,77.45,1304672,0.0,1.0
2020-04-30,84.13,84.13,79.83,80.91,80.91,1094362,0.0,1.0
2020-04-29,83.28,85.14,82.19,84.41,84.41,1227376,0.0,1.0
2020-04-28,82.71,83.95,79.87,80.46,80.46,1831404,0.0,1.0
2020-04-27,79.24,81.7,79.18,81.11,81.11,884812,0.0,1.0
2020-04-24,77.2,78.72,75.972,78.68,78.68,775116,0.0,1.0
2020-04-23,75.86,78.61,74.76,76.86,76.86,1288917,0.0,1.0
2020-04-22,77.16,77.62,74.61,75.0,75.0,734346,0.0,1.0
2020-04-21,74.44,75.95,72.63,74.8,74.8,1254207,0.0,1.0
2020-04-20,73.5,77.0,73.25,76.1,76.1,883494,0.0,1.0
2020-04-17,80.59,81.11,74.85,75.25,75.25,1261498,0.0,1.0
2020-04-16,77.82,79.56,77.37,78.93,78.93,925080,0.0,1.0
2020-04-15,78.96,79.81,76.9,77.04,77.04,1337689,0.0,1.0
2020-04-14,81.38,82.38,80.06,81.34,81.34,1121969,0.0,1.0
2020-04-13,79.11,79.8818,77.42,78.48,78.48,1403997,0.0,1.0
2020-04-09,79.88,81.89,78.0,79.2,79.2,1505919,0.0,1.0
2020-04-08,76.08,79.96,74.5,77.65,77.65,970374,0.0,1.0
2020-04-07,76.81,78.3,74.595,74.85,74.85,1234201,0.0,1.0
2020-04-06,69.71,75.08,69.0,74.8,74.8,1631114,0.0,1.0
2020-04-03,69.56,70.89,66.31,66.86,66.86,757230,0.0,1.0
2020-04-02,67.94,71.6,67.75,70.16,70.16,796354,0.0,1.0
2020-04-01,71.0,72.1,68.0,68.61,68.61,1065437,0.0,1.0
2020-03-31,73.68,75.0,71.77,73.7,73.7,1146452,0.0,1.0
2020-03-30,71.11,75.5,70.215,74.09,74.09,1220288,0.0,1.0
2020-03-27,69.0,72.77,67.17,70.0,70.0,1399080,0.0,1.0
2020-03-26,76.45,77.97,69.2,71.3,71.3,2221723,0.0,1.0
2020-03-25,72.36,78.22,70.2,75.05,75.05,1729923,0.0,1.0
2020-03-24,70.8,73.33,68.92,72.58,72.58,1283037,0.0,1.0
2020-03-23,62.91,67.71,60.7501,66.76,66.76,1301280,0.0,1.0
2020-03-20,66.33,72.17,61.75,62.14,62.14,2512327,0.0,1.0
2020-03-19,63.4,69.95,60.5501,65.57,65.57,1407643,0.0,1.0
2020-03-18,68.57,72.64,59.06,63.44,63.44,2063854,0.0,1.0
2020-03-17,65.74,73.42,62.43,73.4,73.4,1682277,0.0,1.0
2020-03-16,64.46,69.38,61.872,64.14,64.14,1511615,0.0,1.0
2020-03-13,70.81,72.28,66.91,72.25,72.25,1810317,0.0,1.0
2020-03-12,66.5,72.56,65.0,66.82,66.82,2127994,0.0,1.0
2020-03-11,74.53,76.84,70.6,71.84,71.84,1434089,0.0,1.0
2020-03-10,76.39,77.959,73.22,77.7,77.7,1624590,0.0,1.0
2020-03-09,76.01,77.81,72.58,73.44,73.44,1993415,0.0,1.0
2020-03-06,83.71,84.24,80.14,82.45,82.45,2149673,0.0,1.0
2020-03-05,82.58,87.935,82.01,87.0,87.0,2537019,0.0,1.0
2020-03-04,82.53,85.32,81.9425,85.19,85.19,1398281,0.0,1.0
2020-03-03,82.47,85.23,79.111,80.54,80.54,1446469,0.0,1.0
2020-03-02,78.95,82.33,77.52,82.24,82.24,2184352,0.0,1.0
2020-02-28,71.26,78.0,71.16,77.82,77.82,2670602,0.0,1.0
2020-02-27,74.89,77.7887,73.125,74.8,74.8,1843909,0.0,1.0
2020-02-26,78.13,79.77,76.78,77.53,77.53,1209664,0.0,1.0
2020-02-25,80.6,81.35,77.64,77.8,77.8,1720385,0.0,1.0
2020-02-24,78.15,81.05,77.0,80.0,80.0,2010057,0.0,1.0
2020-02-21,85.57,85.73,82.16,83.14,83.14,1277051,0.0,1.0
2020-02-20,86.7,88.14,85.0,86.3,86.3,1267383,0.0,1.0
2020-02-19,85.63,87.83,85.43,87.22,87.22,1256777,0.0,1.0
2020-02-18,84.5,86.71,83.515,84.68,84.68,1613485,0.0,1.0
2020-02-14,90.61,90.79,86.6864,87.0,87.0,1501849,0.0,1.0
2020-02-13,91.4,93.13,90.28,90.44,90.44,1851741,0.0,1.0
2020-02-12,92.04,93.23,91.296,92.85,92.85,1505599,0.0,1.0
2020-02-11,89.8,92.75,89.57,91.11,91.11,2076954,0.0,1.0
2020-02-10,86.23,89.73,85.76,88.98,88.98,1549282,0.0,1.0
2020-02-07,87.74,88.34,86.41,87.3,87.3,1379072,0.0,1.0
2020-02-06,87.4,89.57,87.3295,88.34,88.34,2037561,0.0,1.0
2020-02-05,87.76,89.17,84.06,87.15,87.15,3019565,0.0,1.0
2020-02-04,82.5,86.88,80.31,86.52,86.52,4457681,0.0,1.0
2020-02-03,76.32,77.96,76.225,77.22,77.22,2138080,0.0,1.0
2020-01-31,77.08,77.48,75.61,75.77,75.77,1256702,0.0,1.0
2020-01-30,76.62,77.85,75.8,77.64,77.64,1441081,0.0,1.0
2020-01-29,79.66,80.68,77.53,77.6,77.6,1308869,0.0,1.0
2020-01-28,76.47,78.6218,76.4,77.74,77.74,915111,0.0,1.0
2020-01-27,76.26,77.36,75.58,75.89,75.89,788485,0.0,1.0
2020-01-24,79.9,80.41,77.575,78.46,78.46,1522303,0.0,1.0
2020-01-23,78.69,79.36,77.81,79.01,79.01,1046223,0.0,1.0
2020-01-22,78.55,80.52,78.51,78.84,78.84,1673769,0.0,1.0
2020-01-21,76.28,78.78,76.28,78.08,78.08,938931,0.0,1.0
2020-01-17,78.57,78.87,76.41,76.96,76.96,1372862,0.0,1.0
2020-01-16,76.97,77.95,76.75,77.75,77.75,1648967,0.0,1.0
2020-01-15,80.03,80.5,75.51,75.89,75.89,3558844,0.0,1.0
2020-01-14,80.87,80.87,79.07,79.68,79.68,1126956,0.0,1.0
2020-01-13,80.56,81.18,80.21,80.6,80.6,818328,0.0,1.0
2020-01-10,80.53,80.71,79.17,80.19,80.19,1956229,0.0,1.0
2020-01-09,83.51,84.49,80.77,81.5,81.5,1839277,0.0,1.0
2020-01-08,81.79,83.9,81.78,82.96,82.96,1136067,0.0,1.0
2020-01-07,80.59,82.29,80.34,81.97,81.97,1042011,0.0,1.0
2020-01-06,80.73,81.48,80.1201,80.59,80.59,1091935,0.0,1.0
2020-01-03,81.28,82.7,80.92,81.9,81.9,1069923,0.0,1.0
2020-01-02,81.25,82.71,79.9,82.7,82.7,2159416,0.0,1.0
2019-12-31,79.21,80.52,79.0405,79.3,79.3,878064,0.0,1.0
2019-12-30,79.19,80.3,78.25,79.6,79.6,881934,0.0,1.0
2019-12-27,79.79,80.1984,78.83,79.01,79.01,826068,0.0,1.0
2019-12-26,79.27,79.79,78.62,79.55,79.55,607921,0.0,1.0
2019-12-24,79.38,79.42,78.39,78.79,78.79,256179,0.0,1.0
2019-12-23,79.01,79.71,78.18,78.8,78.8,702782,0.0,1.0
2019-12-20,78.8,78.99,77.3,78.63,78.63,1879925,0.0,1.0
2019-12-19,76.87,78.56,76.02,78.44,78.44,1568409,0.0,1.0
2019-12-18,75.37,76.12,73.95,75.99,75.99,1665465,0.0,1.0
2019-12-17,75.76,76.28,75.0501,75.65,75.65,1454130,0.0,1.0
2019-12-16,75.62,77.17,75.04,75.49,75.49,1675871,0.0,1.0
2019-12-13,74.28,76.17,74.18,74.43,74.43,1808914,0.0,1.0
2019-12-12,70.73,75.33,70.22,75.03,75.03,3447567,0.0,1.0
2019-12-11,68.73,70.03,68.25,69.81,69.81,2838275,0.0,1.0
2019-12-10,69.79,70.35,68.26,68.93,68.93,6371877,0.0,1.0
2019-12-09,71.46,71.89,69.11,69.68,69.68,1724881,0.0,1.0
2019-12-06,73.0,73.43,71.96,72.08,72.08,726541,0.0,1.0
2019-12-05,73.11,73.15,71.88,72.11,72.11,576870,0.0,1.0
2019-12-04,72.85,74.34,72.55,72.59,72.59,1400479,0.0,1.0
2019-12-03,71.97,72.379,70.84,71.74,71.74,1672421,0.0,1.0
2019-12-02,74.0,74.405,73.09,74.06,74.06,1443577,0.0,1.0
2019-11-29,73.44,74.54,73.2309,73.66,73.66,895729,0.0,1.0
2019-11-27,72.28,74.04,72.14,73.91,73.91,1113016,0.0,1.0
2019-11-26,70.97,72.33,70.3,72.28,72.28,1137152,0.0,1.0
2019-11-25,68.42,71.01,68.42,70.89,70.89,1262309,0.0,1.0
2019-11-22,67.29,68.48,66.96,68.19,68.19,858676,0.0,1.0
2019-11-21,68.5,68.6,67.0,67.15,67.15,1165103,0.0,1.0
2019-11-20,68.53,69.47,66.94,68.28,68.28,974056,0.0,1.0
2019-11-19,68.98,69.41,68.19,69.25,69.25,826590,0.0,1.0
2019-11-18,68.54,69.28,67.2,68.91,68.91,968045,0.0,1.0
2019-11-15,68.2,69.09,67.27,68.9,68.9,1548266,0.0,1.0
2019-11-14,67.17,68.49,66.785,67.99,67.99,1097392,0.0,1.0
2019-11-13,67.01,67.92,66.87,67.81,67.81,1032651,0.0,1.0
2019-11-12,66.7,67.97,66.6,67.7,67.7,1238672,0.0,1.0
2019-11-11,64.5,66.94,63.77,66.65,66.65,1445663,0.0,1.0
2019-11-08,65.56,66.54,65.03,66.53,66.53,1022728,0.0,1.0
2019-11-07,65.85,66.5,65.02,65.72,65.72,1259713,0.0,1.0
2019-11-06,65.91,65.91,64.64,65.42,65.42,1098711,0.0,1.0
2019-11-05,64.13,66.5799,64.13,65.85,65.85,1702530,0.0,1.0
2019-11-04,65.6,65.68,63.8,64.66,64.66,1895811,0.0,1.0
2019-11-01,63.48,65.68,63.36,65.165,65.165,2478369,0.0,1.0
2019-10-31,61.0,62.91,59.6742,62.66,62.66,4930516,0.0,1.0
2019-10-30,56.51,57.4,55.62,57.2,57.2,1416654,0.0,1.0
2019-10-29,57.18,57.3,56.07,56.57,56.57,929736,0.0,1.0
2019-10-28,56.87,57.67,56.5173,57.16,57.16,1383005,0.0,1.0
2019-10-25,55.4,56.67,55.1,56.35,56.35,886823,0.0,1.0
2019-10-24,55.59,55.62,54.53,54.87,54.87,583684,0.0,1.0
2019-10-23,54.71,55.4,54.06,55.14,55.14,675178,0.0,1.0
2019-10-22,55.53,56.08,54.96,55.02,55.02,586695,0.0,1.0
2019-10-21,55.5,56.066,55.02,55.59,55.59,949111,0.0,1.0
2019-10-18,54.6,55.4,54.05,54.86,54.86,723891,0.0,1.0
2019-10-17,53.89,55.21,53.48,55.1,55.1,1331222,0.0,1.0
2019-10-16,54.38,54.605,52.83,53.0,53.0,1051305,0.0,1.0
2019-10-15,53.34,55.06,53.34,54.4,54.4,558231,0.0,1.0
2019-10-14,53.77,54.39,52.94,53.24,53.24,650407,0.0,1.0
2019-10-11,53.0,54.6,52.73,53.82,53.82,1058964,0.0,1.0
2019-10-10,51.88,52.95,51.6639,51.91,51.91,597717,0.0,1.0
2019-10-09,51.86,52.46,51.67,51.89,51.89,466958,0.0,1.0
2019-10-08,51.95,52.81,51.28,51.62,51.62,1280771,0.0,1.0
2019-10-07,51.18,53.27,51.16,52.79,52.79,1120473,0.0,1.0
2019-10-04,49.73,51.81,49.73,51.59,51.59,2069450,0.0,1.0
2019-10-03,49.81,50.01,48.44,48.77,48.77,1869803,0.0,1.0
2019-10-02,50.52,50.72,49.08,50.11,50.11,1110609,0.0,1.0
2019-10-01,53.73,54.205,51.23,51.25,51.25,899257,0.0,1.0
2019-09-30,53.3,54.03,53.0651,53.56,53.56,1022608,0.0,1.0
2019-09-27,55.06,55.4175,52.34,52.79,52.79,1496254,0.0,1.0
2019-09-26,56.25,56.4,55.1,55.89,55.89,728773,0.0,1.0
2019-09-25,54.39,56.99,54.39,56.35,56.35,1016204,0.0,1.0
2019-09-24,57.45,57.9899,54.18,54.69,54.69,2223568,0.0,1.0
2019-09-23,58.67,58.853,56.52,57.72,57.72,1065473,0.0,1.0
2019-09-20,58.77,60.9,58.19,58.84,58.84,2295031,0.0,1.0
2019-09-19,58.98,59.63,58.3,58.45,58.45,712471,0.0,1.0
2019-09-18,58.63,59.13,57.82,58.48,58.48,1077389,0.0,1.0
2019-09-17,59.33,59.53,57.745,58.86,58.86,1192555,0.0,1.0
2019-09-16,58.26,60.15,58.15,59.22,59.22,1270112,0.0,1.0
2019-09-13,60.67,61.02,58.98,59.0,59.0,1065524,0.0,1.0
2019-09-12,61.3,61.7,60.01,60.79,60.79,1222602,0.0,1.0
2019-09-11,57.87,60.8,57.34,60.7,60.7,1538940,0.0,1.0
2019-09-10,57.62,57.93,56.3,57.14,57.14,1478083,0.0,1.0
2019-09-09,58.0,58.82,57.49,58.0,58.0,1371469,0.0,1.0
2019-09-06,57.45,58.48,57.2,57.66,57.66,898023,0.0,1.0
2019-09-05,56.9,58.14,56.5,57.05,57.05,961801,0.0,1.0
2019-09-04,56.69,57.0,55.71,55.91,55.91,715017,0.0,1.0
2019-09-03,55.31,56.155,54.9,55.1,55.1,546389,0.0,1.0
2019-08-30,56.48,56.735,55.31,55.76,55.76,885420,0.0,1.0
2019-08-29,55.69,57.06,55.53,56.17,56.17,1054592,0.0,1.0
2019-08-28,53.8,55.05,53.17,54.73,54.73,886208,0.0,1.0
2019-08-27,56.47,56.47,53.8062,53.97,53.97,968714,0.0,1.0
2019-08-26,56.71,56.785,55.51,56.09,56.09,938495,0.0,1.0
2019-08-23,58.49,58.49,54.91,55.82,55.82,1759999,0.0,1.0
2019-08-22,59.99,60.49,58.68,58.72,58.72,977265,0.0,1.0
2019-08-21,60.32,60.6,59.28,59.71,59.71,763971,0.0,1.0
2019-08-20,59.95,61.02,59.6471,59.9,59.9,1451286,0.0,1.0
2019-08-19,60.0,61.43,59.54,60.32,60.32,1247522,0.0,1.0
2019-08-16,57.92,59.15,57.41,58.61,58.61,894687,0.0,1.0
2019-08-15,58.29,58.29,56.58,57.12,57.12,854047,0.0,1.0
2019-08-14,57.5,58.9199,57.48,57.92,57.92,1125325,0.0,1.0
2019-08-13,57.22,60.22,56.36,59.47,59.47,1324790,0.0,1.0
2019-08-12,59.18,59.66,56.85,57.57,57.57,1528692,0.0,1.0
2019-08-09,58.4,61.68,58.3,59.71,59.71,2356636,0.0,1.0
2019-08-08,60.0,61.01,58.57,60.64,60.64,4726933,0.0,1.0
2019-08-07,52.55,55.06,52.345,54.96,54.96,1751823,0.0,1.0
2019-08-06,52.83,53.99,52.18,53.56,53.56,1453157,0.0,1.0
2019-08-05,52.42,52.64,50.925,51.56,51.56,1834556,0.0,1.0
2019-08-02,54.23,55.3,53.78,54.13,54.13,1248471,0.0,1.0
2019-08-01,56.96,58.36,55.209,55.88,55.88,1564488,0.0,1.0
2019-07-31,59.2,59.2,55.92,56.63,56.63,1762590,0.0,1.0
2019-07-30,57.97,59.03,57.29,58.77,58.77,1242676,0.0,1.0
2019-07-29,58.82,59.0,57.79,58.65,58.65,914996,0.0,1.0
2019-07-26,59.17,59.42,58.52,58.9,58.9,1275163,0.0,1.0
2019-07-25,58.49,59.2,57.62,58.54,58.54,1372793,0.0,1.0
2019-07-24,56.86,58.53,56.6511,58.49,58.49,1264286,0.0,1.0
2019-07-23,56.1,57.75,56.0,57.32,57.32,2635801,0.0,1.0
2019-07-22,54.27,54.96,53.75,54.54,54.54,1585775,0.0,1.0
2019-07-19,54.61,54.82,53.73,53.75,53.75,1262695,0.0,1.0
2019-07-18,54.6,55.25,54.11,54.5,54.5,1176769,0.0,1.0
2019-07-17,54.25,55.96,54.14,54.84,54.84,1355604,0.0,1.0
2019-07-16,53.66,54.9836,53.21,54.04,54.04,1290053,0.0,1.0
2019-07-15,54.09,54.2899,53.29,53.67,53.67,528426,0.0,1.0
2019-07-12,53.26,54.46,53.06,53.85,53.85,1348909,0.0,1.0
2019-07-11,52.18,53.3653,51.98,53.02,53.02,896522,0.0,1.0
2019-07-10,53.25,53.5,51.88,52.13,52.13,1699594,0.0,1.0
2019-07-09,52.5,52.68,49.83,52.6,52.6,3107362,0.0,1.0
2019-07-08,52.61,52.7896,51.43,51.65,51.65,1263133,0.0,1.0
2019-07-05,53.3,53.44,52.27,53.15,53.15,920647,0.0,1.0
2019-07-03,53.76,53.99,51.98,53.83,53.83,970267,0.0,1.0
2019-07-02,54.4,54.4,53.5428,53.86,53.86,1137878,0.0,1.0
2019-07-01,57.83,58.23,53.85,54.47,54.47,3037388,0.0,1.0
2019-06-28,52.6,53.75,52.04,53.41,53.41,4234115,0.0,1.0
2019-06-27,51.0,52.784,50.56,52.43,52.43,2010295,0.0,1.0
2019-06-26,49.39,51.3,49.14,50.86,50.86,1364663,0.0,1.0
2019-06-25,50.85,51.09,47.75,48.3,48.3,1968922,0.0,1.0
2019-06-24,49.75,50.81,49.42,50.78,50.78,1103138,0.0,1.0
2019-06-21,48.85,49.547,47.93,49.37,49.37,1479195,0.0,1.0
2019-06-20,50.59,50.65,49.28,49.59,49.59,989984,0.0,1.0
2019-06-19,49.55,49.976,48.89,49.7,49.7,802426,0.0,1.0
2019-06-18,48.46,50.47,48.42,49.42,49.42,1560503,0.0,1.0
2019-06-17,46.28,48.32,46.27,47.77,47.77,1280284,0.0,1.0
2019-06-14,46.15,46.5199,45.37,46.13,46.13,758443,0.0,1.0
2019-06-13,46.82,47.1386,45.904,46.96,46.96,915565,0.0,1.0
2019-06-12,46.52,46.55,44.89,46.22,46.22,1166767,0.0,1.0
2019-06-11,47.0,47.6,46.5,46.64,46.64,1447200,0.0,1.0
2019-06-10,45.72,47.15,45.62,46.2,46.2,1523136,0.0,1.0
2019-06-07,44.79,45.6,44.17,44.99,44.99,1162936,0.0,1.0
2019-06-06,44.18,44.81,43.51,44.44,44.44,1748581,0.0,1.0
2019-06-05,44.31,44.6,41.76,43.06,43.06,1154764,0.0,1.0
2019-06-04,42.08,43.98,42.008,43.87,43.87,1940756,0.0,1.0
2019-06-03,40.34,41.86,40.29,41.26,41.26,1557290,0.0,1.0
2019-05-31,41.07,41.5,40.28,40.47,40.47,1336308,0.0,1.0
2019-05-30,42.38,43.54,41.81,42.13,42.13,1261002,0.0,1.0
2019-05-29,42.16,42.82,41.68,42.05,42.05,1593234,0.0,1.0
2019-05-28,44.45,44.63,41.96,42.91,42.91,1901154,0.0,1.0
2019-05-24,44.72,45.3,44.2,44.41,44.41,833353,0.0,1.0
2019-05-23,44.4,45.57,44.04,44.15,44.15,1636049,0.0,1.0
2019-05-22,45.91,46.83,45.21,45.27,45.27,1793985,0.0,1.0
2019-05-21,47.1,48.62,45.88,46.16,46.16,3484508,0.0,1.0
2019-05-20,44.49,46.25,44.0,44.42,44.42,3909963,0.0,1.0
2019-05-17,49.27,49.53,46.05,46.32,46.32,4165301,0.0,1.0
2019-05-16,53.98,54.03,50.14,50.2,50.2,4949835,0.0,1.0
2019-05-15,56.13,57.83,55.645,56.75,56.75,1277285,0.0,1.0
2019-05-14,56.39,57.82,55.7687,57.35,57.35,1489649,0.0,1.0
2019-05-13,56.8,57.23,55.22,55.46,55.46,1911226,0.0,1.0
2019-05-10,58.64,59.665,56.93,59.13,59.13,1533278,0.0,1.0
2019-05-09,58.85,59.665,57.705,59.4,59.4,1585472,0.0,1.0
2019-05-08,60.62,61.16,59.01,59.91,59.91,1600940,0.0,1.0
2019-05-07,59.0,62.73,57.79,60.26,60.26,3309183,0.0,1.0
2019-05-06,61.3,62.58,60.31,61.39,61.39,2134810,0.0,1.0
2019-05-03,62.6,63.87,62.0,63.74,63.74,1101432,0.0,1.0
2019-05-02,61.52,63.62,61.52,62.59,62.59,1221901,0.0,1.0
2019-05-01,62.95,63.94,61.81,61.88,61.88,1342419,0.0,1.0
2019-04-30,62.51,62.92,60.09,61.97,61.97,1570907,0.0,1.0
2019-04-29,60.03,61.43,59.8,60.91,60.91,821808,0.0,1.0
2019-04-26,60.02,60.31,58.69,60.19,60.19,1257808,0.0,1.0
2019-04-25,61.74,61.74,59.66,60.62,60.62,908006,0.0,1.0
2019-04-24,62.09,62.7,61.15,61.81,61.81,738856,0.0,1.0
2019-04-23,60.8,62.17,60.64,62.09,62.09,1578727,0.0,1.0
2019-04-22,60.46,61.28,60.075,60.25,60.25,1133671,0.0,1.0
2019-04-18,60.27,61.11,59.4,60.75,60.75,1136079,0.0,1.0
2019-04-17,61.36,61.61,60.11,60.14,60.14,1108057,0.0,1.0
2019-04-16,61.24,61.55,59.95,60.73,60.73,1298409,0.0,1.0
2019-04-15,60.54,60.83,59.77,60.73,60.73,948625,0.0,1.0
2019-04-12,60.06,61.0,59.53,60.65,60.65,1534157,0.0,1.0
2019-04-11,59.8,60.15,58.6,58.89,58.89,881344,0.0,1.0
2019-04-10,59.19,60.0712,58.5,59.89,59.89,997251,0.0,1.0
2019-04-09,59.11,59.39,58.59,59.05,59.05,1283421,0.0,1.0
2019-04-08,58.4,59.12,57.55,59.11,59.11,1058110,0.0,1.0
2019-04-05,59.14,59.73,58.55,58.71,58.71,996273,0.0,1.0
2019-04-04,58.8,59.105,57.7395,59.05,59.05,976755,0.0,1.0
2019-04-03,58.05,59.58,57.9508,58.59,58.59,2026966,0.0,1.0
2019-04-02,57.49,58.2,56.5,57.9,57.9,1506786,0.0,1.0
2019-04-01,57.06,57.98,56.76,57.6,57.6,1933002,0.0,1.0
2019-03-29,55.94,56.95,55.61,56.54,56.54,3242257,0.0,1.0
2019-03-28,54.97,55.75,54.05,55.17,55.17,1512679,0.0,1.0
2019-03-27,55.0,56.18,53.94,54.88,54.88,2083670,0.0,1.0
2019-03-26,52.76,53.84,52.13,53.41,53.41,1401547,0.0,1.0
2019-03-25,52.58,53.2,51.26,51.9,51.9,1961965,0.0,1.0
2019-03-22,53.86,54.34,51.84,52.84,52.84,2942273,0.0,1.0
2019-03-21,49.66,52.21,49.465,52.1,52.1,2007637,0.0,1.0
2019-03-20,51.34,51.49,49.6,49.66,49.66,1584687,0.0,1.0
2019-03-19,52.8,53.1,50.88,51.24,51.24,1391485,0.0,1.0
2019-03-18,53.38,53.95,51.88,52.68,52.68,2050469,0.0,1.0
2019-03-15,51.7,53.66,51.505,53.5,53.5,2851238,0.0,1.0
2019-03-14,51.66,51.96,50.95,51.37,51.37,1527880,0.0,1.0
2019-03-13,50.97,51.74,50.81,51.5,51.5,2158814,0.0,1.0
2019-03-12,49.62,50.6,49.1,50.05,50.05,1396443,0.0,1.0
2019-03-11,47.34,49.56,47.14,49.56,49.56,1528316,0.0,1.0
2019-03-08,45.7,46.9,45.17,46.86,46.86,1771219,0.0,1.0
2019-03-07,46.9,47.34,45.96,46.33,46.33,1228997,0.0,1.0
2019-03-06,47.95,48.38,46.3,46.89,46.89,1649824,0.0,1.0
2019-03-05,50.68,51.08,47.5,47.81,47.81,1987607,0.0,1.0
2019-03-04,51.25,51.6027,50.02,50.76,50.76,1351786,0.0,1.0
2019-03-01,50.32,51.73,49.97,50.01,50.01,1187827,0.0,1.0
2019-02-28,50.43,50.6,49.68,49.75,49.75,933602,0.0,1.0
2019-02-27,50.62,50.85,49.73,50.61,50.61,966144,0.0,1.0
2019-02-26,51.0,52.07,50.7,50.84,50.84,1801471,0.0,1.0
2019-02-25,51.0,52.12,50.91,51.24,51.24,1677173,0.0,1.0
2019-02-22,47.82,50.79,47.53,50.61,50.61,2033249,0.0,1.0
2019-02-21,48.03,48.7146,47.1,47.53,47.53,995981,0.0,1.0
2019-02-20,46.89,48.65,46.89,48.07,48.07,1420116,0.0,1.0
2019-02-19,46.48,47.24,46.28,46.89,46.89,1233216,0.0,1.0
2019-02-15,45.95,46.74,45.48,46.65,46.65,1246122,0.0,1.0
2019-02-14,45.55,46.22,45.22,45.75,45.75,1599013,0.0,1.0
2019-02-13,44.82,46.21,44.67,45.52,45.52,1765805,0.0,1.0
2019-02-12,44.51,45.84,43.78,44.44,44.44,2339274,0.0,1.0
2019-02-11,42.58,44.32,41.7,44.25,44.25,2378933,0.0,1.0
2019-02-08,42.18,42.72,41.1,42.33,42.33,2471351,0.0,1.0
2019-02-07,46.08,46.2,42.07,42.71,42.71,3742868,0.0,1.0
2019-02-06,47.72,48.25,46.37,46.75,46.75,1886654,0.0,1.0
2019-02-05,48.58,48.9,46.34,47.25,47.25,3669688,0.0,1.0
2019-02-04,50.05,50.84,49.34,49.64,49.64,2219079,0.0,1.0
2019-02-01,49.15,51.09,48.65,49.92,49.92,2394641,0.0,1.0
2019-01-31,47.33,49.31,47.1,48.91,48.91,1922407,0.0,1.0
2019-01-30,45.77,47.33,44.9,46.84,46.84,1949887,0.0,1.0
2019-01-29,47.29,47.53,44.3,44.36,44.36,1659364,0.0,1.0
2019-01-28,48.1,48.98,46.715,47.31,47.31,1292340,0.0,1.0
2019-01-25,48.26,49.16,48.08,49.04,49.04,929479,0.0,1.0
2019-01-24,46.18,47.78,46.16,47.74,47.74,1067456,0.0,1.0
2019-01-23,45.5,46.14,45.26,46.0,46.0,934663,0.0,1.0
2019-01-22,46.89,47.0,45.03,45.33,45.33,847692,0.0,1.0
2019-01-18,46.0,47.32,45.61,47.03,47.03,1330173,0.0,1.0
