,BA_Open,BA_High,BA_Low,BA_Close,BA_Adj Close,BA_Volume,BA_Dividend Amount,BA_Split Coefficient
2004-09-27,52.9,53.0,52.3,52.51,36.5594352472044,2092500,0.0,1.0
2004-09-24,52.98,53.4,52.79,53.14,36.9980649216614,2748300,0.0,1.0
2004-09-23,53.2,53.25,52.58,53.0,36.900591660671,4001900,0.0,1.0
2004-09-22,54.3,54.44,53.41,53.68,37.3740332140532,2831300,0.0,1.0
2004-09-21,54.71,55.05,54.52,54.7,38.0841955441265,2631700,0.0,1.0
2004-09-20,54.75,55.19,54.42,54.74,38.1120450472666,2458000,0.0,1.0
2004-09-17,54.73,55.24,54.56,55.15,38.3975024544529,3318500,0.0,1.0
2004-09-16,53.8,54.57,53.67,54.52,37.9588727799959,2396600,0.0,1.0
2004-09-15,54.05,54.25,53.33,53.66,37.3601084624831,1709100,0.0,1.0
2004-09-14,54.29,54.49,53.72,53.92,37.5411302328939,1938800,0.0,1.0
2004-09-13,54.15,54.86,53.81,54.28,37.7917757611551,2988800,0.0,1.0
2004-09-10,52.85,54.2,52.651,54.15,37.7012648759497,3128100,0.0,1.0
2004-09-09,53.97,54.17,53.23,53.26,37.0816134310818,2572000,0.0,1.0
2004-09-08,53.61,54.32,53.6,54.05,37.6316411180994,3034500,0.0,1.0
2004-09-07,53.4,54.01,53.4,53.97,37.5759421118191,2965800,0.0,1.0
2004-09-03,53.68,53.95,53.1,53.1,36.9702154185213,2888500,0.0,1.0
2004-09-02,52.39,53.69,52.36,53.59,37.3113718319879,2894000,0.0,1.0
2004-09-01,52.1,52.58,51.94,52.39,36.475886737784,2275100,0.0,1.0
2004-08-31,51.9,52.22,51.69,52.22,36.3575263494385,2246400,0.0,1.0
2004-08-30,51.99,52.51,51.81,51.87,36.1138431969623,1615000,0.0,1.0
2004-08-27,52.13,52.6,51.88,51.99,36.1973917063827,1457000,0.0,1.0
2004-08-26,52.51,52.65,51.93,52.07,36.253090712663,3363600,0.0,1.0
2004-08-25,51.55,52.82,51.15,52.5,36.5524728714194,7318100,0.0,1.0
2004-08-24,50.73,51.0,50.39,50.91,35.4454551215992,1713800,0.0,1.0
2004-08-23,50.75,50.76,50.35,50.65,35.2644333511884,2112700,0.0,1.0
2004-08-20,50.0,50.56,49.97,50.46,35.1321482112728,3430000,0.0,1.0
2004-08-19,50.74,50.83,49.95,50.25,34.9859383197871,2199900,0.0,1.0
2004-08-18,50.29,50.75,49.93,50.74,35.3270947332537,2006100,0.0,1.0
2004-08-17,51.2,51.32,50.18,50.31,35.0277125744973,3607200,0.0,1.0
2004-08-16,49.72,51.07,49.64,50.95,35.4733046247394,4286400,0.0,1.0
2004-08-13,49.7,49.8,49.2,49.72,34.6169324031804,2226700,0.0,1.0
2004-08-12,49.44,49.75,48.64,49.33,34.3453997475641,2987600,0.0,1.0
2004-08-11,49.25,49.7885,48.53,49.68,34.5890829000403,2992200,0.2,1.0
2004-08-10,48.51,49.61,48.51,49.61,34.4018524994186,3542600,0.0,1.0
2004-08-09,48.8,48.94,48.46,48.76,33.8124234604243,2382900,0.0,1.0
2004-08-06,49.97,49.97,48.27,48.33,33.514241711286,3667000,0.0,1.0
2004-08-05,51.0,51.18,50.0,50.01,34.67923087071,2862300,0.0,1.0
2004-08-04,50.6,51.05,50.3,51.0,35.3657423396562,3574400,0.0,1.0
2004-08-03,50.94,51.46,50.61,50.76,35.1993153168814,3477700,0.0,1.0
2004-08-02,50.2,51.05,50.16,50.91,35.3033322061157,2417200,0.0,1.0
2004-07-30,49.9,51.25,49.74,50.75,35.1923808575991,4844300,0.0,1.0
2004-07-29,49.4,49.95,49.21,49.68,34.4503937143946,2885700,0.0,1.0
2004-07-28,48.74,49.77,48.51,49.01,33.9857849424814,4192600,0.0,1.0
2004-07-27,47.35,48.35,47.11,48.22,33.4379626591809,2979300,0.0,1.0
2004-07-26,47.1,47.42,46.89,47.0,32.591958626742,2238500,0.0,1.0
2004-07-23,47.31,47.38,46.61,47.06,32.6335653824357,2905500,0.0,1.0
2004-07-22,47.72,48.03,46.4,47.3,32.7999924052106,6510000,0.0,1.0
2004-07-21,48.7,49.09,47.72,47.72,33.0912396950666,3197200,0.0,1.0
2004-07-20,48.68,48.86,48.31,48.76,33.8124234604243,2419800,0.0,1.0
2004-07-19,49.35,49.53,48.48,48.67,33.7500133268837,2645900,0.0,1.0
2004-07-16,49.6,49.61,49.0,49.13,34.0689984538689,2191100,0.0,1.0
2004-07-15,49.1,49.47,48.34,49.14,34.0759329131511,3533600,0.0,1.0
2004-07-14,50.26,50.65,49.15,49.32,34.2007531802323,2811600,0.0,1.0
2004-07-13,50.2,50.37,49.92,50.26,34.8525923527671,2052000,0.0,1.0
2004-07-12,49.95,50.3,49.75,50.2,34.8109855970734,2947400,0.0,1.0
2004-07-09,49.94,50.25,49.88,50.04,34.7000342485568,2353100,0.0,1.0
2004-07-08,49.39,50.27,48.82,49.97,34.6514930335808,3536200,0.0,1.0
2004-07-07,49.55,49.83,49.13,49.39,34.2492943952083,2882300,0.0,1.0
2004-07-06,49.9,50.11,49.07,49.31,34.19381872095,4004200,0.0,1.0
2004-07-02,49.52,49.69,48.84,49.52,34.339442365878,2820700,0.0,1.0
2004-07-01,50.1,50.53,49.57,49.9,34.6029518186048,3591700,0.0,1.0
2004-06-30,50.51,51.23,50.42,51.09,35.4281524731968,2692000,0.0,1.0
2004-06-29,49.99,50.7,49.82,50.51,35.0259538348243,3127500,0.0,1.0
2004-06-28,51.3,51.49,50.1,50.21,34.8179200563557,2966400,0.0,1.0
2004-06-25,50.42,51.35,50.4,51.3,35.5737761181248,4449200,0.0,1.0
2004-06-24,50.26,50.78,50.11,50.35,34.9150024863077,2463300,0.0,1.0
2004-06-23,49.5,50.75,49.4,50.67,35.1369051833408,3559100,0.0,1.0
2004-06-22,49.35,49.79,49.33,49.67,34.4434592551123,2640700,0.0,1.0
2004-06-21,49.65,49.92,49.47,49.5,34.3255734473134,2346100,0.0,1.0
2004-06-18,49.32,49.95,49.24,49.8,34.533607225782,4066600,0.0,1.0
2004-06-17,49.58,49.69,49.34,49.47,34.3047700694666,3540400,0.0,1.0
2004-06-16,49.47,50.0,49.31,49.9,34.6029518186048,3370100,0.0,1.0
2004-06-15,49.9,49.9,48.9,49.25,34.1522119652563,7011800,0.0,1.0
2004-06-14,48.5,48.98,48.37,48.83,33.8609646754003,4027300,0.0,1.0
2004-06-10,48.62,48.83,48.44,48.75,33.805489001142,2532500,0.0,1.0
2004-06-09,48.09,48.82,48.05,48.66,33.7430788676014,3340400,0.0,1.0
2004-06-08,48.0,48.13,47.62,48.09,33.3478146885112,3664400,0.0,1.0
2004-06-07,47.5,48.4,47.47,48.13,33.3755525256403,5770800,0.0,1.0
2004-06-04,46.3,47.03,46.2,46.9,32.5226140339192,2832700,0.0,1.0
2004-06-03,46.45,46.65,46.1,46.1,31.9678572913363,2363100,0.0,1.0
2004-06-02,47.22,47.22,45.9,46.75,32.4185971446849,4115400,0.0,1.0
2004-06-01,45.9,46.3,45.51,45.88,31.8152991871261,4211300,0.0,1.0
2004-05-28,46.0,46.5,45.45,45.8,31.7598235128678,5323600,0.0,1.0
2004-05-27,45.0,46.62,44.91,46.2,32.0372018841592,6691500,0.0,1.0
2004-05-26,44.35,44.98,44.13,44.76,31.0386397475101,3432900,0.0,1.0
2004-05-25,44.55,44.92,44.25,44.7,30.9970329918164,3989900,0.0,1.0
2004-05-24,44.22,44.6,44.02,44.56,30.8999505618644,3803600,0.0,1.0
2004-05-21,43.15,43.46,43.0,43.4,30.0955532851192,2493000,0.0,1.0
2004-05-20,43.14,43.22,42.75,42.92,29.7626992395695,2281200,0.0,1.0
2004-05-19,43.1,44.11,43.04,43.38,30.0816843665547,3016800,0.2,1.0
2004-05-18,42.84,43.2,42.7,43.02,29.695136793235,1477200,0.0,1.0
2004-05-17,42.7,43.61,42.49,42.73,29.4949603713373,2454500,0.0,1.0
2004-05-14,43.1,43.59,42.95,43.44,29.9850474732247,2710000,0.0,1.0
2004-05-13,43.63,43.84,43.18,43.62,30.1092949075061,2008300,0.0,1.0
2004-05-12,43.2,43.58,42.7,43.58,30.0816843665547,2763300,0.0,1.0
2004-05-11,42.5,43.36,42.41,43.18,29.8055789570406,3322000,0.0,1.0
2004-05-10,43.0,43.28,42.29,42.59,29.3983234780074,3666900,0.0,1.0
2004-05-07,43.6,44.05,43.31,43.4,29.9574369322733,2263900,0.0,1.0
2004-05-06,43.68,44.3,43.5,43.93,30.3232765998794,3401400,0.0,1.0
2004-05-05,43.13,44.09,43.0,43.76,30.205931800836,2519100,0.0,1.0
2004-05-04,43.58,43.66,43.01,43.28,29.8746053094191,3223200,0.0,1.0
2004-05-03,43.25,44.0,43.2,43.58,30.0816843665547,2806900,0.0,1.0
2004-04-30,43.25,43.28,42.6,42.69,29.4673498303859,2675700,0.0,1.0
2004-04-29,44.03,44.15,43.07,43.25,29.8538974037056,2485400,0.0,1.0
2004-04-28,44.05,44.9,43.55,44.03,30.392302952258,6048100,0.0,1.0
2004-04-27,43.24,44.0,43.24,43.55,30.0609764608411,2892200,0.0,1.0
2004-04-26,43.15,43.5,42.93,43.24,29.8469947684677,3311100,0.0,1.0
2004-04-23,42.16,42.75,41.87,42.45,29.3016865846775,2225600,0.0,1.0
2004-04-22,41.7,42.63,41.35,42.27,29.1774391503962,3583200,0.0,1.0
2004-04-21,40.49,41.22,40.31,40.85,28.1972649466213,2137500,0.0,1.0
2004-04-20,41.47,41.7,40.55,40.55,27.9901858894858,2292100,0.0,1.0
2004-04-19,41.63,41.71,41.39,41.49,28.6390336018438,1312800,0.0,1.0
2004-04-16,42.03,42.24,41.4,41.5,28.6459362370817,2625100,0.0,1.0
2004-04-15,41.85,42.03,41.11,41.53,28.6666441427952,1516200,0.0,1.0
2004-04-14,41.73,41.9,41.42,41.57,28.6942546837466,1666800,0.0,1.0
2004-04-13,42.17,42.6,41.68,41.78,28.8392100237415,2586000,0.0,1.0
2004-04-12,41.7,42.19,41.6,42.15,29.094607527542,1606200,0.0,1.0
2004-04-08,41.95,42.23,41.2,41.35,28.5423967085139,2152000,0.0,1.0
2004-04-07,42.16,42.36,41.51,41.76,28.8254047532658,2845300,0.0,1.0
2004-04-06,42.35,42.4,42.11,42.36,29.2395628675368,1925000,0.0,1.0
2004-04-05,41.85,42.58,41.85,42.54,29.3638103018182,2391800,0.0,1.0
2004-04-02,41.1,42.04,41.05,41.84,28.8806258351686,3273200,0.0,1.0
2004-04-01,41.07,41.27,40.6,40.77,28.1420438647185,2315900,0.0,1.0
2004-03-31,40.5,41.35,40.32,41.07,28.3491229218541,3416500,0.0,1.0
2004-03-30,39.8,40.43,39.7,40.33,27.8383279142531,2467300,0.0,1.0
2004-03-29,39.8,40.02,39.6,39.93,27.562222504739,2133500,0.0,1.0
2004-03-26,39.52,39.77,39.1,39.35,27.1618696609437,3591900,0.0,1.0
2004-03-25,39.25,39.9,39.1,39.72,27.4172671647442,2025300,0.0,1.0
2004-03-24,38.73,39.27,38.34,39.03,26.9409853333325,3381100,0.0,1.0
2004-03-23,38.93,39.89,38.93,39.11,26.9962064152353,3495900,0.0,1.0
2004-03-22,38.43,38.9,38.04,38.68,26.6993931000077,4475800,0.0,1.0
2004-03-19,39.72,40.05,39.37,39.43,27.2170907428465,2732400,0.0,1.0
2004-03-18,39.75,39.93,39.3,39.72,27.4172671647442,2352800,0.0,1.0
2004-03-17,39.55,39.89,39.48,39.8,27.472488246647,2581800,0.0,1.0
2004-03-16,38.98,39.59,38.98,39.41,27.2032854723708,3629000,0.0,1.0
2004-03-15,39.95,40.46,39.43,39.78,27.4586829761713,3114000,0.0,1.0
2004-03-12,40.08,40.39,38.87,40.3,27.8176200085395,4599100,0.0,1.0
2004-03-11,41.0,41.12,40.07,40.15,27.7140804799718,3113400,0.0,1.0
2004-03-10,41.75,41.75,40.73,41.12,28.3836360980433,3745800,0.0,1.0
2004-03-09,42.2,42.7,41.41,41.68,28.770183671363,3561800,0.0,1.0
2004-03-08,42.72,42.85,42.4,42.42,29.2809786789639,2552800,0.0,1.0
2004-03-05,42.55,42.9,42.14,42.72,29.4880577360995,3163700,0.0,1.0
2004-03-04,42.87,43.0,42.22,42.63,29.4259340189588,2423400,0.0,1.0
2004-03-03,43.07,43.4,42.96,43.06,29.7227473341864,2838400,0.0,1.0
2004-03-02,43.55,43.86,42.98,43.33,29.9091184856084,2843200,0.0,1.0
2004-03-01,43.38,43.87,43.001,43.77,30.2128344360738,2622000,0.0,1.0
2004-02-27,42.65,43.574,42.65,43.37,29.9367290265598,6752700,0.0,1.0
2004-02-26,43.0,43.72,41.97,42.44,29.2947839494396,7138600,0.0,1.0
2004-02-25,43.22,44.06,43.09,43.82,30.2473476122631,3079600,0.0,1.0
2004-02-24,43.3,43.73,42.9,43.22,29.833189497992,3146900,0.0,1.0
2004-02-23,44.54,44.57,43.09,43.62,30.1092949075061,4039400,0.0,1.0
2004-02-20,44.65,44.94,44.3,44.34,30.6062846446313,3277100,0.0,1.0
2004-02-19,44.9,44.96,44.4,44.52,30.7305320789127,3531800,0.0,1.0
2004-02-18,44.9,45.1,44.38,44.59,30.7788505255776,2962600,0.0,1.0
2004-02-17,44.6,44.75,44.39,44.6,30.7857531608155,2101100,0.0,1.0
2004-02-13,44.2,44.66,44.17,44.45,30.6822136322477,1935900,0.0,1.0
2004-02-12,44.3,44.48,44.02,44.37,30.6269925503449,1798300,0.0,1.0
2004-02-11,43.6,44.61,43.32,44.49,30.7098241731991,3146000,0.17,1.0
2004-02-10,43.82,43.9,43.5,43.77,30.0978281249647,2803500,0.0,1.0
2004-02-09,44.2,44.35,43.72,43.96,30.2284789667226,3042800,0.0,1.0
2004-02-06,44.36,45.02,43.99,44.35,30.4966570103309,4877300,0.0,1.0
2004-02-05,43.63,44.45,43.58,44.36,30.5035333704235,3405300,0.0,1.0
2004-02-04,43.1,44.25,43.05,43.56,29.9534245630218,5417700,0.0,1.0
2004-02-03,42.54,43.48,42.21,43.1,29.6371119987658,3800700,0.0,1.0
2004-02-02,41.67,43.09,41.6,42.54,29.2520358335846,3297800,0.0,1.0
2004-01-30,42.0,42.15,41.52,41.75,28.7088033862755,2648800,0.0,1.0
2004-01-29,42.5,42.68,42.0,42.3,29.0870031913641,3339600,0.0,1.0
2004-01-28,41.95,42.6,41.5,41.54,28.5643998243325,3394700,0.0,1.0
2004-01-27,42.3,42.6,41.65,41.94,28.8394542280334,2111800,0.0,1.0
2004-01-26,41.85,42.54,41.65,42.44,29.1832722326594,2867500,0.0,1.0
2004-01-23,42.85,43.08,41.64,41.85,28.7775669872007,4071200,0.0,1.0
2004-01-22,43.4,43.63,42.88,42.9,29.4995847969154,2591800,0.0,1.0
2004-01-21,43.23,43.82,42.9,43.6,29.9809300033919,3585400,0.0,1.0
2004-01-20,44.55,44.71,42.98,43.18,29.692122879506,5003600,0.0,1.0
2004-01-16,43.45,44.01,43.06,44.01,30.2628607671852,2644100,0.0,1.0
2004-01-15,43.2,43.4,42.71,43.04,29.5958538382107,2353500,0.0,1.0
2004-01-14,42.6,43.3,42.56,43.11,29.6439883588583,2968000,0.0,1.0
2004-01-13,42.3,42.47,41.6,42.24,29.045745030809,2383600,0.0,1.0
2004-01-12,42.64,42.64,42.05,42.41,29.1626431523819,2449200,0.0,1.0
2004-01-09,42.8,44.53,42.54,42.64,29.3207994345098,4080900,0.0,1.0
2004-01-08,42.5,43.14,42.26,42.86,29.4720793565453,3114600,0.0,1.0
2004-01-07,41.93,42.65,41.69,42.28,29.0732504711791,4219200,0.0,1.0
2004-01-06,42.0,42.0,41.47,41.93,28.8325778679408,2515800,0.0,1.0
2004-01-05,42.2,42.58,41.94,42.07,28.9288469092361,4115500,0.0,1.0
2004-01-02,42.5,42.7,41.71,41.99,28.873836028496,3146700,0.0,1.0
2003-12-31,42.55,42.56,41.89,42.14,28.9769814298838,2432900,0.0,1.0
2003-12-30,42.65,43.37,42.17,42.28,29.0732504711791,4884800,0.0,1.0
2003-12-29,41.54,42.03,41.37,42.0,28.8807123885885,1873300,0.0,1.0
2003-12-26,41.5,41.66,41.35,41.47,28.5162653036849,502900,0.0,1.0
2003-12-24,41.6,41.86,41.29,41.36,28.4406253426671,1341300,0.0,1.0
2003-12-23,41.72,42.0,41.66,41.94,28.8394542280334,2127200,0.0,1.0
2003-12-22,41.49,41.88,41.29,41.6,28.6056579848877,2771000,0.0,1.0
2003-12-19,41.73,41.95,41.15,41.48,28.5231416637774,5971500,0.0,1.0
2003-12-18,40.98,41.38,40.69,41.35,28.4337489825746,3143500,0.0,1.0
2003-12-17,39.97,41.09,39.97,40.86,28.0968073380411,5534600,0.0,1.0
2003-12-16,39.17,39.99,39.17,39.93,27.4573058494366,2845500,0.0,1.0
2003-12-15,39.73,39.87,39.2,39.2,26.9553315626826,2758700,0.0,1.0
2003-12-12,39.49,39.49,38.9,39.37,27.0722296842555,2608500,0.0,1.0
2003-12-11,38.9,39.61,38.9,39.56,27.2028805260134,3057400,0.0,1.0
2003-12-10,38.5,39.0,38.29,38.87,26.7284116796294,3180500,0.0,1.0
2003-12-09,39.05,39.12,38.15,38.58,26.5289972369463,3342500,0.0,1.0
2003-12-08,38.18,39.12,38.15,39.12,26.9003206819424,2956200,0.0,1.0
2003-12-05,38.86,38.94,37.871,38.0,26.1301683515801,4324900,0.0,1.0
2003-12-04,38.52,39.2,38.35,39.11,26.8934443218499,3092300,0.0,1.0
2003-12-03,37.88,38.68,37.65,38.52,26.4877390763912,3782800,0.0,1.0
2003-12-02,38.0,38.47,37.6,37.83,26.0132702300072,6297800,0.0,1.0
2003-12-01,37.6,38.68,37.6,38.02,26.1439210717651,7158500,0.0,1.0
2003-11-28,38.38,38.75,38.24,38.39,26.3983463951884,1210600,0.0,1.0
2003-11-26,38.2,38.38,37.61,38.28,26.3227064341707,3481100,0.0,1.0
2003-11-25,38.67,38.9,38.2,38.26,26.3089537139856,3817300,0.0,1.0
2003-11-24,39.05,39.05,38.02,38.89,26.7421643998144,6189700,0.0,1.0
2003-11-21,39.35,39.48,38.5,38.86,26.7215353195369,2793600,0.0,1.0
2003-11-20,39.1,39.57,38.91,39.35,27.0584769640704,2614700,0.0,1.0
2003-11-19,38.6,39.62,38.53,39.4,27.092858764533,2442000,0.0,1.0
2003-11-18,39.25,39.67,38.51,38.83,26.7009062392593,5336500,0.0,1.0
2003-11-17,39.0,39.97,38.9,39.74,27.3266550076787,3391600,0.0,1.0
2003-11-14,39.98,40.0,38.97,39.25,26.9897133631452,1889900,0.0,1.0
2003-11-13,39.01,40.15,39.01,39.9,27.4366767691591,4061400,0.0,1.0
2003-11-12,38.14,39.29,38.1,39.07,26.8659388814798,2911600,0.17,1.0
2003-11-11,38.6,38.79,38.06,38.32,26.236054483647,2376000,0.0,1.0
2003-11-10,39.0,39.0,38.391,38.83,26.5852295302717,2263500,0.0,1.0
2003-11-07,39.2,39.23,38.71,38.9,26.6331555170633,2592000,0.0,1.0
2003-11-06,38.36,39.05,38.36,38.89,26.6263089475217,2929000,0.0,1.0
2003-11-05,38.95,39.0,38.31,38.6,26.4277584308135,2642100,0.0,1.0
2003-11-04,38.67,39.06,38.51,38.73,26.5167638348551,2155300,0.0,1.0
2003-11-03,38.54,39.25,38.54,38.91,26.640002086605,2627100,0.0,1.0
2003-10-31,38.9,39.0,38.11,38.49,26.3524461658552,3036000,0.0,1.0
2003-10-30,39.0,39.21,38.68,38.77,26.5441501130217,5708600,0.0,1.0
2003-10-29,37.25,38.9,37.1,38.5,26.3592927353969,8121500,0.0,1.0
2003-10-28,36.05,36.38,35.31,36.04,24.6750366281481,3785900,0.0,1.0
2003-10-27,36.27,36.49,35.92,36.04,24.6750366281481,1524900,0.0,1.0
2003-10-24,35.45,36.28,35.45,36.28,24.839354297148,2004400,0.0,1.0
2003-10-23,36.16,36.16,35.52,35.94,24.6065709327315,2305800,0.0,1.0
2003-10-22,36.2,36.39,35.95,36.16,24.7571954626481,2131400,0.0,1.0
2003-10-21,37.25,37.25,36.32,36.6,25.0584445224812,2314200,0.0,1.0
2003-10-20,37.05,37.61,36.92,37.27,25.5171646817725,1907700,0.0,1.0
2003-10-17,37.5,37.75,37.19,37.24,25.4966249731475,2148500,0.0,1.0
2003-10-16,36.8,37.68,36.71,37.45,25.6404029335224,2848300,0.0,1.0
2003-10-15,36.92,37.09,36.61,37.0,25.3323073041476,2814800,0.0,1.0
2003-10-14,37.0,37.23,36.82,37.15,25.4350058472726,2873800,0.0,1.0
2003-10-13,36.96,37.3,36.9,37.3,25.5377043903975,2160600,0.0,1.0
2003-10-10,37.0,37.24,36.88,36.95,25.2980744564393,2575900,0.0,1.0
2003-10-09,36.73,37.26,36.56,36.79,25.1885293437727,3631100,0.0,1.0
2003-10-08,35.9,36.44,35.75,36.28,24.839354297148,2246800,0.0,1.0
2003-10-07,36.1,36.29,35.53,36.17,24.7640420321897,2188900,0.0,1.0
2003-10-06,35.6,35.92,35.26,35.81,24.5175655286899,2134000,0.0,1.0
2003-10-03,35.84,36.32,35.57,35.85,24.5449518068566,3515900,0.0,1.0
2003-10-02,35.0,35.45,34.81,35.33,24.1889301906902,2339300,0.0,1.0
2003-10-01,34.5,35.36,34.4,35.34,24.1957767602318,2726400,0.0,1.0
2003-09-30,34.15,34.6,33.89,34.33,23.504273236524,2740400,0.0,1.0
2003-09-29,34.45,34.85,34.31,34.45,23.586432071024,3373500,0.0,1.0
2003-09-26,33.82,34.38,33.7,34.01,23.2851830111908,3042000,0.0,1.0
2003-09-25,33.96,34.49,33.66,33.76,23.1140187726493,3055500,0.0,1.0
2003-09-24,34.9,35.08,34.08,34.2,23.4152678324824,3030300,0.0,1.0
2003-09-23,34.69,35.32,34.26,35.15,24.0656919389403,3356500,0.0,1.0
2003-09-22,35.45,35.45,34.71,34.89,23.8876811308571,2881500,0.0,1.0
2003-09-19,36.14,36.6,35.67,35.79,24.5038723896066,3482600,0.0,1.0
2003-09-18,35.68,36.34,35.48,36.14,24.7435023235647,3374000,0.0,1.0
2003-09-17,35.72,35.85,35.43,35.43,24.2573958861068,1595600,0.0,1.0
2003-09-16,35.48,35.95,35.48,35.81,24.5175655286899,3047000,0.0,1.0
2003-09-15,35.41,35.67,35.21,35.5,24.3053218728984,2238400,0.0,1.0
2003-09-12,35.72,36.0,35.47,35.66,24.414866985565,3478300,0.0,1.0
2003-09-11,35.62,36.1,35.11,35.72,24.455946402815,3921400,0.0,1.0
2003-09-10,36.18,36.49,35.33,35.62,24.3874807073983,4059000,0.0,1.0
2003-09-09,36.75,36.91,36.25,36.33,24.8735871448563,3460200,0.0,1.0
2003-09-08,37.45,37.59,36.74,36.96,25.304921025981,4605700,0.0,1.0
2003-09-05,37.89,37.89,36.8,37.16,25.4418524168142,3938900,0.0,1.0
2003-09-04,38.37,38.76,37.79,37.89,25.9416519933555,3161100,0.0,1.0
2003-09-03,37.8,38.9,37.51,38.37,26.2702873313553,4937300,0.0,1.0
2003-09-02,37.29,37.78,37.24,37.69,25.8047206025223,2984800,0.0,1.0
2003-08-29,36.91,37.46,36.58,37.39,25.5993235162724,2781100,0.0,1.0
2003-08-28,36.14,37.07,36.02,36.98,25.3186141650643,3999200,0.0,1.0
2003-08-27,35.65,36.35,35.34,36.14,24.7435023235647,3830900,0.0,1.0
2003-08-26,35.2,35.8,35.11,35.71,24.4490998332733,3392900,0.0,1.0
2003-08-25,35.67,35.77,35.13,35.3,24.1683904820652,2976200,0.0,1.0
2003-08-22,35.78,36.28,35.45,35.68,24.4285601246483,6420200,0.0,1.0
2003-08-21,34.5,35.25,34.48,34.94,23.9219139785654,3912000,0.0,1.0
2003-08-20,34.33,34.63,33.97,34.36,23.524812945149,3063100,0.0,1.0
2003-08-19,33.63,34.35,33.53,34.33,23.504273236524,4553700,0.0,1.0
2003-08-18,33.1,33.66,33.0,33.58,22.9907805208994,2986800,0.0,1.0
2003-08-15,33.15,33.15,32.66,32.94,22.5526000702331,1663800,0.0,1.0
2003-08-14,32.5,33.05,32.12,32.98,22.5799863483997,2276500,0.0,1.0
2003-08-13,32.44,32.73,32.23,32.38,22.1691921759,1844800,0.17,1.0
2003-08-12,32.12,32.62,32.06,32.61,22.2100570462703,2119500,0.0,1.0
2003-08-11,32.4,32.55,31.71,32.22,21.9444353888632,2166300,0.0,1.0
2003-08-08,31.93,32.53,31.92,32.25,21.9648678240484,2745000,0.0,1.0
2003-08-07,31.72,31.98,31.35,31.93,21.74692184874,1665500,0.0,1.0
2003-08-06,31.25,32.26,31.0,31.91,21.7333002252832,3255300,0.0,1.0
2003-08-05,31.96,32.18,31.22,31.22,21.2633542160245,3912600,0.0,1.0
2003-08-04,32.2,32.65,31.95,32.22,21.9444353888632,3233900,0.0,1.0
2003-08-01,32.71,33.0,32.38,32.42,22.080651623431,3544300,0.0,1.0
2003-07-31,32.62,33.4,32.62,33.12,22.5574084444181,5215800,0.0,1.0
2003-07-30,32.0,32.56,32.0,32.52,22.1487597407149,3245200,0.0,1.0
2003-07-29,32.6,32.87,31.99,32.05,21.8286515894807,3513500,0.0,1.0
2003-07-28,32.68,32.99,32.5,32.77,22.3190300339245,3329700,0.0,1.0
2003-07-25,31.55,32.77,31.16,32.68,22.257732728369,4221200,0.0,1.0
2003-07-24,32.6,32.85,32.19,32.2,21.9308137654065,5820600,0.0,1.0
2003-07-23,32.24,33.25,31.75,32.69,22.2645435400974,4801900,0.0,1.0
2003-07-22,32.2,32.75,32.2,32.57,22.1828137993568,4450000,0.0,1.0
2003-07-21,33.0,33.0,32.14,32.35,22.0329759413323,4525500,0.0,1.0
2003-07-18,33.21,33.35,32.52,33.35,22.714057114171,4037600,0.0,1.0
2003-07-17,33.15,33.56,32.12,33.17,22.59146250306,3626000,0.0,1.0
2003-07-16,33.4,33.95,33.07,33.39,22.7413003610845,3692800,0.0,1.0
2003-07-15,33.45,34.05,33.0,33.44,22.7753544197265,9281500,0.0,1.0
2003-07-14,35.4,35.43,34.5,34.58,23.5517869567626,4114700,0.0,1.0
2003-07-11,34.72,35.18,34.66,35.18,23.9604356604658,2088700,0.0,1.0
2003-07-10,34.83,35.15,34.51,34.69,23.6267058857749,2102900,0.0,1.0
2003-07-09,35.0,35.55,34.63,35.23,23.9944897191078,3452000,0.0,1.0
2003-07-08,35.12,35.2,34.38,34.99,23.8310302376265,3123500,0.0,1.0
2003-07-07,34.88,35.2,34.71,35.01,23.8446518610832,3692500,0.0,1.0
2003-07-03,34.3,34.66,34.23,34.58,23.5517869567626,2253500,0.0,1.0
2003-07-02,34.42,34.93,34.25,34.8,23.7016248147871,3997100,0.0,1.0
2003-07-01,34.1,34.75,33.9,34.65,23.5994626388613,5643300,0.0,1.0
2003-06-30,34.55,34.78,34.03,34.32,23.3747058518245,4958800,0.0,1.0
2003-06-27,34.3,34.8,34.2,34.22,23.3065977345407,2376000,0.0,1.0
2003-06-26,34.22,34.88,34.12,34.4,23.4291923456516,2801200,0.0,1.0
2003-06-25,34.54,35.15,34.24,34.41,23.43600315738,2362500,0.0,1.0
2003-06-24,34.36,35.1,34.32,34.5,23.4973004629355,4073000,0.0,1.0
2003-06-23,34.84,35.2,34.35,34.46,23.470057216022,4890800,0.0,1.0
2003-06-20,35.5,35.83,35.2,35.53,24.1988140709594,5822300,0.0,1.0
2003-06-19,35.45,35.72,35.1,35.5,24.1783816357742,4700200,0.0,1.0
2003-06-18,36.0,36.01,35.26,35.83,24.403138422811,8157400,0.0,1.0
2003-06-17,35.9,37.36,35.53,36.15,24.6210843981194,5796100,0.0,1.0
2003-06-16,35.65,36.44,35.4,36.41,24.7981655030574,4441200,0.0,1.0
2003-06-13,35.75,35.94,35.03,35.34,24.06940864812,5022400,0.0,1.0
