,ICE_Open,ICE_High,ICE_Low,ICE_Close,ICE_Adj Close,ICE_Volume,ICE_Dividend Amount,ICE_Split Coefficient
2009-05-26,99.82,102.69,98.17,102.08,17.7227992289696,2220400,0.0,1.0
2009-05-22,102.25,102.25,98.66,99.5,17.2748679788643,1767100,0.0,1.0
2009-05-21,98.37,100.9,96.1,98.66,17.1290298974347,2243800,0.0,1.0
2009-05-20,104.51,106.01,97.75,98.31,17.0682640301724,3302200,0.0,1.0
2009-05-19,102.49,108.69,100.31,104.08,18.0700327561829,3462700,0.0,1.0
2009-05-18,97.8,103.99,97.14,103.61,17.9884328772878,2318200,0.0,1.0
2009-05-15,99.45,100.0,96.58,96.92,16.8269367287591,2269700,0.0,1.0
2009-05-14,98.35,103.32,98.21,100.76,17.4936251010088,4545600,0.0,1.0
2009-05-13,94.57,101.5,93.22,96.59,16.7696431967689,5356800,0.0,1.0
2009-05-12,93.37,97.97,91.68,96.5,16.7540176880443,2843800,0.0,1.0
2009-05-11,95.0,96.27,92.0,92.28,16.0213549456241,1636200,0.0,1.0
2009-05-08,96.73,98.39,95.5,97.28,16.8894387636575,2096200,0.0,1.0
2009-05-07,98.0,98.5,94.4,95.16,16.5213712248114,2445700,0.0,1.0
2009-05-06,101.05,101.64,94.76,97.78,16.9762471454609,3644900,0.0,1.0
2009-05-05,89.32,104.6,89.32,102.0,17.708909887881,5549700,0.0,1.0
2009-05-04,87.49,90.55,87.02,90.43,15.7001639329518,2925900,0.0,1.0
2009-05-01,87.18,88.92,84.56,85.15,14.7834674211085,1380100,0.0,1.0
2009-04-30,88.37,90.23,86.91,87.6,15.2088284919449,1508000,0.0,1.0
2009-04-29,84.9,87.75,84.14,87.11,15.1237562777776,1680500,0.0,1.0
2009-04-28,85.51,88.0,83.8,83.8,14.5490847902395,1973200,0.0,1.0
2009-04-27,84.3,89.27,83.2,87.7,15.2261901683056,2301700,0.0,1.0
2009-04-24,84.05,85.32,82.3,84.39,14.6515186807675,1839300,0.0,1.0
2009-04-23,84.52,84.99,81.26,84.67,14.7001313745773,2903700,0.0,1.0
2009-04-22,87.05,89.78,81.85,82.71,14.3598425179082,2717200,0.0,1.0
2009-04-21,83.99,89.0,83.16,88.74,15.4067516024565,2019200,0.0,1.0
2009-04-20,84.95,88.0,82.58,84.17,14.613322992774,2580100,0.0,1.0
2009-04-17,84.76,87.74,83.01,86.59,15.0334755607021,1988500,0.0,1.0
2009-04-16,87.71,87.72,82.6,85.17,14.7869397563807,2308400,0.0,1.0
2009-04-15,86.04,87.31,84.3,86.8,15.0699350810595,2081700,0.0,1.0
2009-04-14,90.0,90.28,85.64,85.82,14.899790652725,2179000,0.0,1.0
2009-04-13,88.74,91.43,86.88,91.17,15.8286403380207,1743700,0.0,1.0
2009-04-09,87.51,89.12,86.01,89.12,15.472725972627,2456600,0.0,1.0
2009-04-08,85.37,87.67,83.09,87.23,15.1445902894104,2495600,0.0,1.0
2009-04-07,81.59,88.59,81.3,84.47,14.665408021856,3654000,0.0,1.0
2009-04-06,82.95,83.56,81.52,82.42,14.3094936564623,2359600,0.0,1.0
2009-04-03,80.29,85.27,79.76,85.27,14.8043014327413,3804800,0.0,1.0
2009-04-02,75.12,79.97,75.12,78.2,13.5768309140421,2871000,0.0,1.0
2009-04-01,73.0,75.22,72.06,73.65,12.7868746396317,2138000,0.0,1.0
2009-03-31,74.33,75.41,72.78,74.47,12.9292403857892,2006000,0.0,1.0
2009-03-30,75.41,76.11,72.88,73.07,12.6861769167399,2211500,0.0,1.0
2009-03-27,79.26,80.73,78.2,78.61,13.6480137871209,1367900,0.0,1.0
2009-03-26,77.38,81.45,76.04,80.9,14.0455961757802,2359600,0.0,1.0
2009-03-25,75.83,79.19,72.37,76.34,13.2539037337337,2452300,0.0,1.0
2009-03-24,76.81,79.57,76.01,76.62,13.3025164275436,2225800,0.0,1.0
2009-03-23,74.52,79.55,74.06,79.55,13.8112135449111,2343000,0.0,1.0
2009-03-20,74.54,75.36,71.63,71.65,12.4396411124184,1817600,0.0,1.0
2009-03-19,79.16,79.5,73.65,73.95,12.8389596687137,3125300,0.0,1.0
2009-03-18,71.02,78.38,70.23,77.76,13.5004395380552,3960100,0.0,1.0
2009-03-17,68.75,72.21,67.22,72.2,12.5351303324021,2091200,0.0,1.0
2009-03-16,69.61,71.51,68.28,68.7,11.9274716597787,2704200,0.0,1.0
2009-03-13,66.74,68.9,65.01,68.43,11.8805951336049,2569100,0.0,1.0
2009-03-12,62.38,67.23,61.2,66.74,11.5871828031096,2215200,0.0,1.0
2009-03-11,61.31,64.02,59.06,62.69,10.8840349105026,2128700,0.0,1.0
2009-03-10,63.13,63.13,59.54,60.52,10.5072865334761,3091100,0.0,1.0
2009-03-09,60.32,63.88,60.05,61.08,10.6045119210958,2267300,0.0,1.0
2009-03-06,58.87,60.45,56.3,60.39,10.4847163542072,2380900,0.0,1.0
2009-03-05,58.52,60.22,56.54,58.01,10.0715084568233,2435700,0.0,1.0
2009-03-04,56.26,58.58,55.3,57.37,9.96039372811505,1914800,0.0,1.0
2009-03-03,53.96,56.4,53.27,54.61,9.48121146056062,1739400,0.0,1.0
2009-03-02,55.99,57.16,52.74,52.81,9.1687012860686,1857700,0.0,1.0
2009-02-27,57.77,60.0,56.52,56.77,9.85622366995104,1673000,0.0,1.0
2009-02-26,60.2,61.77,58.0,59.0,10.2433890527939,2004300,0.0,1.0
2009-02-25,56.28,61.19,55.26,58.81,10.2104018677087,2333700,0.0,1.0
2009-02-24,54.41,57.0,52.59,56.66,9.83712582595431,1918100,0.0,1.0
2009-02-23,59.31,59.31,53.78,53.78,9.33710954676708,1693800,0.0,1.0
2009-02-20,55.22,58.83,54.25,58.04,10.0767169597315,2462200,0.0,1.0
2009-02-19,59.16,59.88,56.17,56.48,9.8058748085051,2130300,0.0,1.0
2009-02-18,59.4,60.08,56.43,58.14,10.0940786360922,1574400,0.0,1.0
2009-02-17,60.36,60.52,58.04,58.33,10.1270658211775,2157100,0.0,1.0
2009-02-13,61.16,64.59,61.05,63.12,10.9586901188534,1929500,0.0,1.0
2009-02-12,60.93,62.38,59.0,61.98,10.7607670083418,2166200,0.0,1.0
2009-02-11,62.6,63.7,60.54,62.86,10.9135497603157,2609000,0.0,1.0
2009-02-10,59.61,67.01,59.54,61.44,10.6670139559942,4090500,0.0,1.0
2009-02-09,62.91,64.47,61.03,62.26,10.8093797021517,2939200,0.0,1.0
2009-02-06,61.86,65.78,61.13,63.47,11.0194559861158,2392900,0.0,1.0
2009-02-05,58.15,62.65,57.92,61.42,10.6635416207221,1813100,0.0,1.0
2009-02-04,59.49,61.08,58.31,59.18,10.2746400702431,1627100,0.0,1.0
2009-02-03,55.57,59.98,55.54,58.91,10.2277635440693,2602500,0.0,1.0
2009-02-02,55.57,55.83,53.34,54.95,9.54024116018689,2227400,0.0,1.0
2009-01-30,59.05,59.83,56.11,56.93,9.88400235212811,2368300,0.0,1.0
2009-01-29,60.06,60.65,57.17,57.96,10.062827618643,2587600,0.0,1.0
2009-01-28,60.7,62.45,59.06,61.82,10.7329883261648,2815700,0.0,1.0
2009-01-27,56.5,58.85,55.25,58.16,10.0975509713643,2100700,0.0,1.0
2009-01-26,57.3,58.97,54.22,55.78,9.68434307398043,1814200,0.0,1.0
2009-01-23,52.0,56.99,50.1,56.63,9.83191732304611,2814700,0.0,1.0
2009-01-22,53.7,55.46,51.3,53.13,9.22425865042274,2279300,0.0,1.0
2009-01-21,52.01,55.68,51.06,55.44,9.62531337435416,3418800,0.0,1.0
2009-01-20,57.63,57.63,50.92,50.92,8.84056560285198,3763600,0.0,1.0
2009-01-16,59.25,60.97,56.69,57.66,10.010742589561,3174100,0.0,1.0
2009-01-15,59.14,60.31,54.8,57.41,9.96733839865931,3728000,0.0,1.0
2009-01-14,59.82,60.98,56.8,58.99,10.2416528851579,3095600,0.0,1.0
2009-01-13,60.5,62.97,59.13,61.83,10.7347244938008,1710700,0.0,1.0
2009-01-12,63.51,63.89,60.52,61.25,10.634026770909,1968500,0.0,1.0
2009-01-09,64.75,65.02,62.91,63.88,11.0906388591945,2151400,0.0,1.0
2009-01-08,63.23,65.74,62.52,64.8,11.2503662817127,2477800,0.0,1.0
2009-01-07,61.22,65.9,59.54,64.08,11.1253622119158,4396900,0.0,1.0
2009-01-06,70.95,71.02,61.05,62.59,10.8666732341419,9781500,0.0,1.0
2009-01-05,80.42,81.0,72.66,73.0,12.6740237432874,3787300,0.0,1.0
2009-01-02,82.21,85.0,79.59,84.57,14.6827696982167,1347500,0.0,1.0
2008-12-31,79.77,83.6,79.57,82.44,14.3129659917344,1196400,0.0,1.0
2008-12-30,76.89,80.14,75.32,80.1,13.9067027648948,1311800,0.0,1.0
2008-12-29,76.95,78.78,75.0,76.37,13.2591122366419,1247200,0.0,1.0
2008-12-26,76.93,77.64,74.2,76.62,13.3025164275436,1657100,0.0,1.0
2008-12-24,77.25,77.95,75.18,76.38,13.260848404278,736900,0.0,1.0
2008-12-23,79.39,81.91,77.89,77.89,13.5230097173241,1541000,0.0,1.0
2008-12-22,81.42,81.42,76.31,79.0,13.7157243249275,2019800,0.0,1.0
2008-12-19,82.45,84.0,78.45,80.2,13.9240644412555,2039900,0.0,1.0
2008-12-18,82.0,85.0,81.18,81.56,14.1601832397606,2212100,0.0,1.0
2008-12-17,78.15,82.8,77.75,81.88,14.2157406041147,1785900,0.0,1.0
2008-12-16,72.01,80.71,71.75,80.17,13.9188559383473,2346300,0.0,1.0
2008-12-15,77.07,77.56,69.86,71.16,12.3545688982511,1627300,0.0,1.0
2008-12-12,69.82,77.5,69.0,76.79,13.3320312773567,1471400,0.0,1.0
2008-12-11,76.0,81.15,73.41,73.67,12.7903469749039,1510700,0.0,1.0
2008-12-10,78.72,78.95,73.25,77.47,13.4500906766092,1643600,0.0,1.0
2008-12-09,78.73,83.09,75.05,76.99,13.366754630078,2292000,0.0,1.0
2008-12-08,75.28,82.01,75.28,81.35,14.1237237194032,2417400,0.0,1.0
2008-12-05,65.77,71.87,64.28,71.62,12.4344326095102,1794600,0.0,1.0
2008-12-04,63.91,71.97,63.48,66.49,11.5437786122079,2466900,0.0,1.0
2008-12-03,58.67,66.81,58.04,66.81,11.5993359765621,1783400,0.0,1.0
2008-12-02,61.8,63.96,56.01,62.82,10.9066050897714,2760600,0.0,1.0
2008-12-01,70.98,70.98,59.27,60.67,10.5333290480171,2465400,0.0,1.0
2008-11-28,73.34,75.38,71.21,73.6,12.7781938014514,632800,0.0,1.0
2008-11-26,65.26,75.0,65.26,74.42,12.9205595476089,1492400,0.0,1.0
2008-11-25,68.06,70.42,65.2,68.7,11.9274716597787,2123600,0.0,1.0
2008-11-24,62.07,66.5,58.12,66.17,11.4882212478538,2934700,0.0,1.0
2008-11-21,52.36,58.75,49.76,58.5,10.1565806709906,3015500,0.0,1.0
2008-11-20,56.81,57.97,49.69,50.69,8.80063374722245,4521000,0.0,1.0
2008-11-19,63.54,64.45,58.19,58.29,10.1201211506332,1998100,0.0,1.0
2008-11-18,65.72,66.8,61.29,64.73,11.2382131082602,1770300,0.0,1.0
2008-11-17,70.14,70.87,65.1,65.15,11.311132148975,1592500,0.0,1.0
2008-11-14,73.25,76.51,70.2,70.86,12.3024838691691,2132100,0.0,1.0
2008-11-13,68.7,75.45,65.51,74.73,12.974380744327,2674500,0.0,1.0
2008-11-12,72.35,73.34,67.36,67.51,11.7208677110868,1557100,0.0,1.0
2008-11-11,72.25,75.88,69.1,73.38,12.7399981134579,1830700,0.0,1.0
2008-11-10,81.39,82.65,72.08,73.02,12.6774960785595,1650400,0.0,1.0
2008-11-07,76.87,80.22,74.5,80.21,13.9258006088915,1776500,0.0,1.0
2008-11-06,80.93,82.46,75.43,75.59,13.1236911610287,2465100,0.0,1.0
2008-11-05,90.24,90.86,81.9,81.9,14.2192129393868,2097000,0.0,1.0
2008-11-04,88.5,92.98,85.09,92.54,16.0664953041619,2868200,0.0,1.0
2008-11-03,84.56,86.37,81.2,84.14,14.6081144898658,1283900,0.0,1.0
2008-10-31,83.0,88.8,82.01,85.56,14.8546502941873,3448700,0.0,1.0
2008-10-30,69.52,87.0,69.5,87.0,15.1046584337809,6536200,0.0,1.0
2008-10-29,63.36,68.49,61.01,61.79,10.7277798232566,1882900,0.0,1.0
2008-10-28,58.0,64.3,53.28,64.3,11.1635578999093,2079000,0.0,1.0
2008-10-27,57.51,61.55,54.28,54.28,9.42391792857042,1864900,0.0,1.0
2008-10-24,55.0,62.39,53.02,59.55,10.3388782727776,2540700,0.0,1.0
2008-10-23,69.26,71.24,61.75,64.45,11.1896004144503,2141300,0.0,1.0
2008-10-22,75.01,75.36,66.61,68.63,11.9153184863262,1629700,0.0,1.0
2008-10-21,79.27,83.86,76.95,77.27,13.4153673238879,1984400,0.0,1.0
2008-10-20,87.41,87.5,78.59,80.69,14.0091366554227,2111500,0.0,1.0
2008-10-17,76.34,86.49,75.93,84.1,14.6011698193215,2889100,0.0,1.0
2008-10-16,75.0,78.18,70.2,77.84,13.5143288791437,1833500,0.0,1.0
2008-10-15,82.14,87.5,71.12,71.16,12.3545688982511,1771900,0.0,1.0
2008-10-14,88.99,88.99,81.49,84.4,14.6532548484035,2761900,0.0,1.0
2008-10-13,80.25,86.12,75.52,86.12,14.951875681807,1865000,0.0,1.0
2008-10-10,64.06,79.34,61.6,74.0,12.8476405068941,3719700,0.0,1.0
2008-10-09,87.53,87.53,67.0,68.75,11.936152497959,2958100,0.0,1.0
2008-10-08,80.0,88.02,74.48,82.67,14.352897847364,1958700,0.0,1.0
2008-10-07,83.5,89.5,80.1,84.54,14.6775611953085,2520200,0.0,1.0
2008-10-06,75.9,84.78,72.02,81.59,14.1653917426688,1831600,0.0,1.0
2008-10-03,81.59,85.67,75.0,78.21,13.5785670816782,1743300,0.0,1.0
2008-10-02,82.42,84.8,79.78,79.78,13.8511454005407,1083300,0.0,1.0
2008-10-01,79.97,85.0,77.49,84.93,14.7452717331151,1545900,0.0,1.0
2008-09-30,67.77,81.5,66.75,80.68,14.0074004877867,1751200,0.0,1.0
2008-09-29,77.99,77.99,61.0,64.88,11.2642556228012,1472600,0.0,1.0
2008-09-26,73.76,78.96,72.25,78.85,13.6896818103865,822300,0.0,1.0
2008-09-25,75.69,80.47,75.64,79.9,13.8719794121735,778700,0.0,1.0
2008-09-24,79.0,79.02,75.0,75.1,13.0386189468614,737700,0.0,1.0
2008-09-23,77.66,80.5,73.82,77.5,13.4552991795175,1171600,0.0,1.0
2008-09-22,87.75,88.0,75.77,75.77,13.1549421784779,1311100,0.0,1.0
2008-09-19,85.91,86.61,77.09,86.61,15.0369478959743,3458400,0.0,1.0
2008-09-18,68.0,75.88,61.37,75.26,13.0663976290385,4313800,0.0,1.0
2008-09-17,73.69,73.69,66.62,66.67,11.5750296296571,3922600,0.0,1.0
2008-09-16,73.15,76.0,68.08,75.97,13.1896655311992,4717900,0.0,1.0
2008-09-15,84.93,87.77,77.39,77.65,13.4813416940585,3221600,0.0,1.0
2008-09-12,90.0,90.9,84.58,90.9,15.7817638118469,2935500,0.0,1.0
2008-09-11,88.01,92.72,85.7,92.42,16.0456612925291,2454300,0.0,1.0
2008-09-10,89.22,92.25,87.11,90.63,15.7348872856731,2527400,0.0,1.0
2008-09-09,98.89,99.34,88.36,88.36,15.340777232286,3553700,0.0,1.0
2008-09-08,100.47,102.48,94.5,99.57,17.2870211523168,2973800,0.0,1.0
2008-09-05,90.29,97.83,89.92,97.77,16.9745109778248,2702000,0.0,1.0
2008-09-04,92.0,94.95,90.29,90.5,15.7123171064042,2923200,0.0,1.0
2008-09-03,92.34,93.65,89.23,92.79,16.1098994950635,3267900,0.0,1.0
2008-09-02,89.27,93.65,89.27,91.97,15.9675337489061,3893900,0.0,1.0
2008-08-29,88.94,89.83,88.01,88.03,15.2834837002958,894600,0.0,1.0
2008-08-28,88.92,90.59,88.04,90.59,15.7279426151289,1302300,0.0,1.0
2008-08-27,84.85,88.14,84.0,88.0,15.2782751973876,1169500,0.0,1.0
2008-08-26,84.99,85.39,83.22,84.74,14.7122845480298,908100,0.0,1.0
2008-08-25,87.92,88.76,84.76,84.95,14.7487440683872,1275300,0.0,1.0
2008-08-22,85.35,88.37,85.0,88.1,15.2956368737482,1812400,0.0,1.0
2008-08-21,84.61,85.82,83.0,84.15,14.6098506575019,1467500,0.0,1.0
2008-08-20,82.69,85.75,82.51,85.57,14.8563864618233,1945000,0.0,1.0
2008-08-19,82.83,83.95,81.38,83.0,14.4101913793542,2016700,0.0,1.0
2008-08-18,86.9,86.99,82.26,82.54,14.3303276680951,2495700,0.0,1.0
2008-08-15,87.84,88.95,85.58,86.95,15.0959775956005,2332500,0.0,1.0
2008-08-14,81.87,88.27,81.87,87.21,15.1411179541383,1833500,0.0,1.0
2008-08-13,82.31,84.45,80.76,82.74,14.3650510208164,2356000,0.0,1.0
2008-08-12,84.5,86.7,82.45,83.19,14.4431785644394,1674400,0.0,1.0
2008-08-11,87.25,87.55,84.56,86.78,15.0664627457874,1427700,0.0,1.0
2008-08-08,83.65,87.91,82.46,87.7,15.2261901683056,1947800,0.0,1.0
2008-08-07,83.5,87.82,83.5,84.5,14.6706165247642,2660900,0.0,1.0
2008-08-06,89.11,89.3,84.0,84.6,14.6879782011249,2512000,0.0,1.0
2008-08-05,87.11,89.43,85.15,89.12,15.472725972627,2922500,0.0,1.0
2008-08-04,98.49,98.49,83.8,85.44,14.8338162825545,3545500,0.0,1.0
2008-08-01,101.07,101.07,91.6,96.2,16.7019326589623,2364700,0.0,1.0
2008-07-31,101.93,103.52,99.0,99.8,17.3269530079463,1579200,0.0,1.0
2008-07-30,104.5,104.99,100.23,104.19,18.0891306001797,2051900,0.0,1.0
2008-07-29,99.68,104.3,97.75,104.3,18.1082284441764,1480300,0.0,1.0
2008-07-28,103.48,104.87,98.31,99.0,17.188059597061,2926100,0.0,1.0
2008-07-25,91.92,104.0,90.89,102.9,17.865164975127,3808300,0.0,1.0
2008-07-24,94.6,97.39,90.74,91.02,15.8025978234797,2390300,0.0,1.0
2008-07-23,96.4,97.2,92.01,95.0,16.4935925426343,3029100,0.0,1.0
2008-07-22,89.0,97.55,87.16,97.21,16.877285590205,2458300,0.0,1.0
2008-07-21,88.99,91.7,87.58,89.5,15.5387003427976,1433500,0.0,1.0
2008-07-18,89.29,90.41,86.73,89.45,15.5300195046172,1738000,0.0,1.0
2008-07-17,95.7,95.7,87.5,90.41,15.6966915976796,2775900,0.0,1.0
2008-07-16,86.41,93.74,85.2,93.74,16.2748354204899,2775500,0.0,1.0
2008-07-15,84.97,90.15,82.23,86.4,15.0004883756169,3408300,0.0,1.0
2008-07-14,90.15,91.19,85.11,85.11,14.7765227505643,2695000,0.0,1.0
2008-07-11,82.5,90.61,80.2,88.4,15.3477219028302,4063200,0.0,1.0
2008-07-10,95.5,95.5,80.91,85.3,14.8095099356495,8486100,0.0,1.0
2008-07-09,106.25,106.6,95.12,95.39,16.5613030804409,2926100,0.0,1.0
2008-07-08,103.8,106.67,100.45,106.25,18.4467811332094,2553900,0.0,1.0
2008-07-07,105.52,109.29,101.57,103.71,18.0057945536484,1650700,0.0,1.0
2008-07-03,108.44,109.58,103.2,106.0,18.4033769423077,1230700,0.0,1.0
2008-07-02,116.0,116.39,108.0,108.1,18.7679721458818,1906300,0.0,1.0
2008-07-01,113.05,116.38,111.21,115.25,20.0093320056695,1998000,0.0,1.0
2008-06-30,119.01,119.61,113.99,114.0,19.7923110511612,1791400,0.0,1.0
2008-06-27,121.21,124.0,116.72,118.8,20.6256715164732,1851500,0.0,1.0
2008-06-26,126.52,126.95,122.01,122.01,21.1829813276506,1327400,0.0,1.0
2008-06-25,128.36,130.98,127.51,129.22,22.4347581932548,1770000,0.0,1.0
2008-06-24,127.55,129.18,121.68,128.38,22.2889201118252,1538900,0.0,1.0
2008-06-23,130.07,131.64,127.02,128.62,22.3305881350908,1134900,0.0,1.0
2008-06-20,132.25,133.99,129.12,129.68,22.5146219045138,1798400,0.0,1.0
2008-06-19,125.73,132.7,125.08,132.65,23.0302636924257,2432600,0.0,1.0
2008-06-18,122.95,126.09,121.6,124.33,21.5857722192181,1382400,0.0,1.0
2008-06-17,124.21,126.66,121.55,123.11,21.373959767618,1748600,0.0,1.0
2008-06-16,121.93,124.9,120.83,122.8,21.3201385708999,1456600,0.0,1.0
2008-06-13,117.52,123.16,116.53,123.0,21.3548619236212,1794800,0.0,1.0
2008-06-12,118.26,121.6,114.29,116.17,20.1690594281876,2885500,0.0,1.0
2008-06-11,126.04,126.04,116.28,117.12,20.333995353614,3798300,0.0,1.0
2008-06-10,124.29,128.99,124.29,125.32,21.7576528151887,1361500,0.0,1.0
2008-06-09,129.5,129.77,122.93,127.05,22.0580098162283,1864100,0.0,1.0
2008-06-06,134.36,135.26,128.11,128.11,22.2420435856514,1658100,0.0,1.0
2008-06-05,130.41,136.63,129.4,136.63,23.7212584115802,1931700,0.0,1.0
2008-06-04,130.46,133.28,128.53,129.07,22.4087156787138,1775400,0.0,1.0
2008-06-03,134.08,135.5,128.72,132.13,22.9399829753502,2239700,0.0,1.0
2008-06-02,135.22,137.66,133.04,134.15,23.2906888378357,1910800,0.0,1.0
2008-05-30,141.1,142.5,136.98,138.2,23.9938367304427,1298000,0.0,1.0
2008-05-29,138.34,142.46,137.35,141.4,24.5494103739841,1249800,0.0,1.0
2008-05-28,140.58,143.45,137.0,139.2,24.1674534940494,1313300,0.0,1.0
2008-05-27,142.34,142.56,135.58,140.1,24.3237085812954,1466300,0.0,1.0
2008-05-23,143.67,143.75,138.95,142.71,24.7768483343088,1179300,0.0,1.0
2008-05-22,142.54,144.8,141.78,143.21,24.8636567161122,999300,0.0,1.0
2008-05-21,151.01,152.33,143.01,143.31,24.8810183924728,1470000,0.0,1.0
2008-05-20,152.19,153.28,149.28,150.6,26.1466845991655,1234600,0.0,1.0
2008-05-19,155.0,160.18,152.0,152.78,26.5251691438281,1215200,0.0,1.0
2008-05-16,159.58,160.39,153.26,154.51,26.8255261448676,1626200,0.0,1.0
2008-05-15,160.81,163.35,158.0,159.0,27.6050654134616,1137800,0.0,1.0
2008-05-14,161.25,162.23,160.07,161.29,28.0026478021209,794900,0.0,1.0
2008-05-13,159.97,161.88,157.57,160.7,27.900213911593,913200,0.0,1.0
2008-05-12,156.98,158.96,155.27,158.57,27.5304102051107,942500,0.0,1.0
2008-05-09,159.37,159.9,155.59,156.56,27.1814405102613,1035300,0.0,1.0
2008-05-08,160.92,163.39,157.67,159.72,27.7300694832584,1092600,0.0,1.0
2008-05-07,165.15,167.28,159.35,159.74,27.7335418185306,1181700,0.0,1.0
2008-05-06,162.29,165.34,160.19,165.15,28.6728085096427,1284700,0.0,1.0
2008-05-05,161.08,164.0,159.01,162.56,28.2231410919014,1152000,0.0,1.0
2008-05-02,164.26,166.13,157.25,161.12,27.9731329523078,2490000,0.0,1.0
2008-05-01,155.5,160.0,153.28,160.0,27.7786821770683,1718700,0.0,1.0
2008-04-30,152.02,156.99,151.0,155.15,26.9366408735759,1241500,0.0,1.0
2008-04-29,155.04,155.35,151.0,151.75,26.3463438773132,1203400,0.0,1.0
2008-04-28,160.92,160.92,153.7,154.53,26.8289984801398,1584700,0.0,1.0
2008-04-25,158.88,161.75,156.13,160.54,27.8724352294159,1519800,0.0,1.0
2008-04-24,151.99,159.19,151.47,158.02,27.4349209851271,1393700,0.0,1.0
2008-04-23,151.01,153.99,149.48,151.47,26.2977311835033,1077200,0.0,1.0
2008-04-22,156.6,159.06,148.49,150.29,26.0928634024475,2602800,0.0,1.0
2008-04-21,157.18,160.92,156.05,159.55,27.7005546334453,1348100,0.0,1.0
2008-04-18,158.49,160.75,156.24,156.67,27.2005383542581,1668500,0.0,1.0
2008-04-17,151.38,158.5,151.18,157.2,27.2925552389696,2915700,0.0,1.0
2008-04-16,149.9,152.17,148.52,152.17,26.419262918028,1228300,0.0,1.0
2008-04-15,149.18,150.21,146.1,148.22,25.7334767017816,939200,0.0,1.0
2008-04-14,147.88,149.37,146.2,147.25,25.5650684410832,647400,0.0,1.0
2008-04-11,147.69,151.98,146.56,147.88,25.6744470021554,1470600,0.0,1.0
2008-04-10,145.86,150.5,144.66,150.16,26.0702932231786,1376800,0.0,1.0
2008-04-09,148.15,149.64,144.63,146.38,25.4140218567453,1318000,0.0,1.0
2008-04-08,148.98,152.34,146.67,148.05,25.7039618519685,1391500,0.0,1.0
2008-04-07,149.2,152.41,148.31,149.9,26.0251528646409,1185600,0.0,1.0
2008-04-04,149.77,150.74,147.0,147.45,25.5997917938045,1369400,0.0,1.0
2008-04-03,147.21,150.99,143.62,149.25,25.9123019682965,1469700,0.0,1.0
2008-04-02,140.0,150.8,138.5,147.81,25.6622938287029,3595100,0.0,1.0
2008-04-01,132.61,139.11,132.0,139.11,24.1518279853248,1598500,0.0,1.0
2008-03-31,128.45,131.55,125.02,130.5,22.6569876506713,1750900,0.0,1.0
2008-03-28,131.18,133.87,129.0,129.75,22.5267750779663,1098400,0.0,1.0
2008-03-27,135.98,137.62,131.03,131.18,22.7750470499239,1385500,0.0,1.0
2008-03-26,131.01,136.36,128.45,133.84,23.2368676411176,1720600,0.0,1.0
2008-03-25,128.88,133.32,125.94,131.97,22.9122042931731,1323900,0.0,1.0
2008-03-24,124.25,130.93,124.08,127.37,22.1135671805824,1544400,0.0,1.0
2008-03-20,122.93,125.2,118.56,124.85,21.6760529362936,2672200,0.0,1.0
2008-03-19,132.99,132.99,122.1,122.52,21.27152587709,2191300,0.0,1.0
2008-03-18,126.92,132.75,126.84,132.75,23.0476253687863,2477100,0.0,1.0
2008-03-17,125.19,128.7,110.25,122.41,21.2524280330933,5190500,0.0,1.0
2008-03-14,139.58,140.0,128.84,131.33,22.8010895644649,2671500,0.0,1.0
2008-03-13,131.13,139.88,126.5,138.28,24.0077260715313,3473500,0.0,1.0
2008-03-12,135.72,137.49,133.44,133.59,23.193463450216,1832700,0.0,1.0
2008-03-11,126.15,137.74,124.37,137.29,23.8358454755607,3059000,0.0,1.0
2008-03-10,133.86,133.86,122.18,122.93,21.3427087501688,3566100,0.0,1.0
2008-03-07,130.52,136.33,128.05,131.89,22.8983149520846,3380500,0.0,1.0
2008-03-06,132.77,137.15,131.04,132.44,22.9938041720683,3201500,0.0,1.0
2008-03-05,136.99,144.26,136.01,136.86,23.7611902672098,4800000,0.0,1.0
2008-03-04,133.6,136.7,131.57,135.37,23.5025012894358,2210300,0.0,1.0
2008-03-03,130.31,137.05,130.3,132.93,23.0788763862355,2086100,0.0,1.0
2008-02-29,132.35,134.8,129.87,130.3,22.62226429795,1396600,0.0,1.0
2008-02-28,133.42,135.0,130.54,133.95,23.2559654851144,1361300,0.0,1.0
2008-02-27,134.91,137.32,133.1,134.66,23.3792333872751,1301300,0.0,1.0
2008-02-26,138.44,139.96,134.76,135.51,23.5268076363408,1770500,0.0,1.0
2008-02-25,134.5,139.56,133.2,139.56,24.2299555289478,1942200,0.0,1.0
2008-02-22,133.85,134.5,128.51,134.5,23.351454705098,1302600,0.0,1.0
2008-02-21,134.37,135.87,131.21,133.56,23.1882549473078,1658200,0.0,1.0
2008-02-20,126.44,134.67,124.05,134.31,23.3184675200128,2106400,0.0,1.0
2008-02-19,134.04,135.43,127.28,127.58,22.1500267009398,1440400,0.0,1.0
2008-02-15,132.62,133.01,129.02,132.36,22.9799148309797,1304300,0.0,1.0
2008-02-14,137.98,138.14,133.02,133.39,23.1587400974946,1382200,0.0,1.0
2008-02-13,135.78,138.21,133.78,137.68,23.9035560133673,1915000,0.0,1.0
2008-02-12,131.56,138.49,130.77,133.56,23.1882549473078,3294800,0.0,1.0
