,OGS_Open,OGS_High,OGS_Low,OGS_Close,OGS_Adj Close,OGS_Volume,OGS_Dividend Amount,OGS_Split Coefficient
2021-09-28,63.95,64.08,62.52,63.3,56.961544007986,518580,0.0,1.0
2021-09-27,64.0,65.105,63.51,63.81,57.4204758791404,249233,0.0,1.0
2021-09-24,64.65,65.41,63.71,63.84,57.4474718715613,237473,0.0,1.0
2021-09-23,64.72,65.37,64.47,64.66,58.1853623310644,245017,0.0,1.0
2021-09-22,64.54,65.23,64.0,64.54,58.077378361381,447965,0.0,1.0
2021-09-21,64.35,65.26,63.967,64.17,57.7444277881906,253004,0.0,1.0
2021-09-20,63.97,64.76,63.1,63.98,57.5734531695252,241945,0.0,1.0
2021-09-17,64.84,65.38,64.24,64.25,57.8164171013128,1182728,0.0,1.0
2021-09-16,65.46,65.67,64.52,64.76,58.2753489724672,258925,0.0,1.0
2021-09-15,66.75,67.07,65.28,65.37,58.8242674850244,239792,0.0,1.0
2021-09-14,68.44,68.44,66.26,66.82,60.1290737853654,205054,0.0,1.0
2021-09-13,68.94,69.51,67.27,68.1,61.2809027953215,234284,0.0,1.0
2021-09-10,71.0,71.05,68.46,68.5,61.6408493609328,313090,0.0,1.0
2021-09-09,71.67,71.67,70.575,70.7,63.6205554717948,217218,0.0,1.0
2021-09-08,69.91,71.99,69.54,71.73,64.5474178782439,206500,0.0,1.0
2021-09-07,71.83,71.92,70.22,70.27,63.2336129137627,228560,0.0,1.0
2021-09-03,73.12,73.12,71.96,72.03,64.8173778024524,218805,0.0,1.0
2021-09-02,72.94,73.48,72.55,73.43,66.0771907820919,224434,0.0,1.0
2021-09-01,72.22,73.41,71.81,72.8,65.5102749412541,178202,0.0,1.0
2021-08-31,71.41,71.89,71.18,71.82,64.6284058555064,154570,0.0,1.0
2021-08-30,71.73,71.94,71.24,71.71,64.5294205499633,139937,0.0,1.0
2021-08-27,70.83,72.085,70.83,71.75,64.5654152065245,266641,0.0,1.0
2021-08-26,72.01,72.01,70.81,70.82,63.7285394414782,149491,0.0,1.0
2021-08-25,72.67,72.93,72.16,72.2,64.9703550928372,189752,0.0,1.0
2021-08-24,72.25,72.7,71.06,72.64,65.3662963150096,266413,0.0,1.0
2021-08-23,72.59,72.9899,72.0,72.28,65.0423444059594,118597,0.0,1.0
2021-08-20,71.96,72.72,71.93,72.57,65.3033056660276,166509,0.0,1.0
2021-08-19,71.73,72.57,71.51,72.07,64.8533724590135,166267,0.0,1.0
2021-08-18,72.98,72.98,72.06,72.15,64.9253617721358,137443,0.0,1.0
2021-08-17,72.53,73.22,72.31,73.14,65.8162295220237,109035,0.0,1.0
2021-08-16,73.03,73.98,72.745,72.94,65.636256239218,168054,0.0,1.0
2021-08-13,72.72,73.67,72.67,73.21,65.8792201710057,68873,0.0,1.0
2021-08-12,73.74,73.74,72.83,72.88,65.5822642543763,85247,0.58,1.0
2021-08-11,74.03,74.3922,73.85,74.19,66.2339801937406,111822,0.0,1.0
2021-08-10,74.44,74.44,73.55,73.9,65.9750793411164,98033,0.0,1.0
2021-08-09,74.36,74.56,73.64,74.12,66.1714868844865,125685,0.0,1.0
2021-08-06,74.61,75.31,74.18,74.25,66.2875458873869,233781,0.0,1.0
2021-08-05,73.64,74.6,73.48,74.52,66.5285915087956,168107,0.0,1.0
2021-08-04,73.47,73.95,72.42,73.82,65.9036584162546,197446,0.0,1.0
2021-08-03,74.31,75.32,73.495,74.88,66.8499856706739,186533,0.0,1.0
2021-08-02,74.08,75.01,73.93,74.31,66.3411115810333,179014,0.0,1.0
2021-07-30,74.84,75.44,73.58,73.78,65.8679479538237,170728,0.0,1.0
2021-07-29,75.48,75.6,74.46,74.58,66.582157202442,154803,0.0,1.0
2021-07-28,75.9,75.93,74.27,75.12,67.0642484452594,191253,0.0,1.0
2021-07-27,73.66,75.76,73.355,75.71,67.5909777661153,204259,0.0,1.0
2021-07-26,74.12,74.15,73.58,73.86,65.9393688786855,136054,0.0,1.0
2021-07-23,72.52,73.96,72.47,73.93,66.0018621879396,130100,0.0,1.0
2021-07-22,73.11,73.25,72.01,72.4,64.6359369999571,209995,0.0,1.0
2021-07-21,74.11,74.57,73.135,73.37,65.5019157139068,203541,0.0,1.0
2021-07-20,72.8,74.35,72.61,73.64,65.7429613353155,361301,0.0,1.0
2021-07-19,74.02,74.61,72.24,73.03,65.198376783244,355547,0.0,1.0
2021-07-16,74.51,75.54,74.29,74.63,66.6267952804806,268018,0.0,1.0
2021-07-15,73.14,74.29,73.05,74.2,66.2429078093483,157772,0.0,1.0
2021-07-14,73.52,73.83,72.78,73.54,65.6536851792382,165005,0.0,1.0
2021-07-13,73.3,73.955,73.07,73.26,65.4037119422218,180744,0.0,1.0
2021-07-12,72.46,73.95,72.3,73.67,65.7697441821387,235011,0.0,1.0
2021-07-09,73.51,73.875,72.73,72.94,65.1180282427745,413973,0.0,1.0
2021-07-08,73.32,73.86,72.81,73.04,65.2073043988517,169653,0.0,1.0
2021-07-07,73.44,74.13,73.34,74.0,66.0643554971937,384841,0.0,1.0
2021-07-06,74.34,74.34,72.51,73.69,65.7875994133541,289260,0.0,1.0
2021-07-02,74.69,74.97,74.03,74.5,66.5107362775802,114314,0.0,1.0
2021-07-01,74.44,75.262,74.08,74.68,66.6714333585193,184913,0.0,1.0
2021-06-30,74.72,75.015,74.06,74.12,66.1714868844865,230405,0.0,1.0
2021-06-29,75.9,76.18,74.75,74.99,66.9481894423589,229688,0.0,1.0
2021-06-28,75.5,75.99,75.0,75.95,67.8052405407009,262427,0.0,1.0
2021-06-25,73.54,75.67,73.23,75.49,67.3945702227453,932820,0.0,1.0
2021-06-24,73.9,73.92,73.195,73.86,65.9393688786855,215566,0.0,1.0
2021-06-23,74.63,74.63,73.39,73.59,65.6983232572768,272281,0.0,1.0
2021-06-22,75.44,75.44,74.64,74.74,66.7249990521656,228347,0.0,1.0
2021-06-21,74.9,75.93,74.56,75.72,67.5999053817231,164793,0.0,1.0
2021-06-18,77.79,77.79,74.6,74.64,66.6357228960884,408937,0.0,1.0
2021-06-17,77.84,78.96,77.43,78.09,69.7157502807548,224099,0.0,1.0
2021-06-16,77.67,77.97,76.94,77.85,69.5014875061693,325723,0.0,1.0
2021-06-15,77.35,77.92,77.01,77.58,69.2604418847607,188545,0.0,1.0
2021-06-14,77.5,77.68,77.0,77.22,68.9390477228824,172656,0.0,1.0
2021-06-11,77.81,77.92,77.15,77.52,69.2068761911143,182735,0.0,1.0
2021-06-10,76.87,77.66,76.31,77.62,69.2961523471916,240364,0.0,1.0
2021-06-09,75.83,76.75,75.43,76.66,68.4391012488496,191730,0.0,1.0
2021-06-08,75.79,75.85,75.08,75.59,67.4838463788226,204938,0.0,1.0
2021-06-07,75.28,75.79,74.98,75.63,67.5195568412535,224247,0.0,1.0
2021-06-04,75.75,75.75,75.09,75.21,67.1445969857289,185410,0.0,1.0
2021-06-03,74.63,75.62,74.37,75.47,67.3767149915299,228251,0.0,1.0
2021-06-02,74.73,75.39,74.28,74.84,66.8142752082429,267861,0.0,1.0
2021-06-01,74.19,74.51,73.9,74.5,66.5107362775802,237948,0.0,1.0
2021-05-28,75.14,75.23,74.29,74.32,66.350039196641,213124,0.0,1.0
2021-05-27,75.24,75.51,74.55,74.75,66.7339266677734,388592,0.0,1.0
2021-05-26,74.29,75.17,74.0,74.94,66.9035513643202,398332,0.0,1.0
2021-05-25,74.2,74.65,73.43,74.28,66.3143287342101,359815,0.0,1.0
2021-05-24,74.19,74.77,73.96,74.3,66.3321839654256,220534,0.0,1.0
2021-05-21,73.99,74.58,73.3,74.01,66.0732831128014,862160,0.0,1.0
2021-05-20,73.01,73.78,72.67,73.61,65.7161784884923,275084,0.0,1.0
2021-05-19,73.4,73.655,72.5,73.03,65.198376783244,164629,0.0,1.0
2021-05-18,73.85,74.55,73.27,73.85,65.9304412630778,303457,0.0,1.0
2021-05-17,75.37,75.635,74.13,74.2,66.2429078093483,248512,0.0,1.0
2021-05-14,76.41,76.83,75.58,75.8,67.6713263065849,218765,0.58,1.0
2021-05-13,75.48,77.05,75.21,76.9,68.1320370905522,332635,0.0,1.0
2021-05-12,78.67,78.67,75.43,75.67,67.0422788900141,372658,0.0,1.0
2021-05-11,79.02,79.02,77.39,78.27,69.3458328098507,291295,0.0,1.0
2021-05-10,78.72,79.64,78.67,79.15,70.1254972134878,192003,0.0,1.0
2021-05-07,78.03,78.945,77.76,78.39,69.452150683074,182569,0.0,1.0
2021-05-06,78.02,78.8,77.29,78.1,69.1952158227845,290539,0.0,1.0
2021-05-05,79.65,79.91,77.07,77.77,68.9028416714206,329000,0.0,1.0
2021-05-04,80.3,80.62,78.63,79.78,70.6836660479097,411168,0.0,1.0
2021-05-03,80.99,81.55,80.09,80.58,71.3924518693979,294881,0.0,1.0
2021-04-30,79.69,80.56,79.58,80.47,71.2949938189433,271963,0.0,1.0
2021-04-29,79.45,80.67,79.345,80.09,70.9583205537364,203375,0.0,1.0
2021-04-28,78.78,79.42,78.28,78.95,69.9483007581157,256120,0.0,1.0
2021-04-27,79.9,80.06,78.63,78.77,69.7888239482809,205391,0.0,1.0
2021-04-26,81.48,81.48,79.94,80.05,70.922881262662,126105,0.0,1.0
2021-04-23,81.27,81.9,80.9134,81.26,71.9949198176629,205739,0.0,1.0
2021-04-22,81.07,81.21,80.2,81.16,71.9063215899768,203921,0.0,1.0
2021-04-21,80.91,81.54,80.23,80.84,71.6228072613816,227340,0.0,1.0
2021-04-20,80.37,81.63,80.28,81.37,72.0923778681175,228063,0.0,1.0
2021-04-19,81.02,81.02,80.07,80.55,71.3658724010921,246489,0.0,1.0
2021-04-16,80.34,81.06,79.78,80.62,71.4278911604723,177287,0.0,1.0
2021-04-15,78.49,79.89,77.96,79.85,70.7456848072899,163359,0.0,1.0
2021-04-14,77.99,78.85,77.6556,78.21,69.2926738732391,143294,0.0,1.0
2021-04-13,77.9,78.71,77.55,77.81,68.938280962495,165255,0.0,1.0
2021-04-12,78.33,78.74,77.96,78.38,69.4432908603054,152505,0.0,1.0
2021-04-09,77.77,78.325,77.49,77.99,69.0977577723299,165041,0.0,1.0
2021-04-08,77.2,78.16,76.91,77.85,68.9737202535695,156863,0.0,1.0
2021-04-07,77.55,78.04,76.94,77.39,68.5661684062137,172710,0.0,1.0
2021-04-06,77.15,77.6,76.79,77.32,68.5041496468335,199766,0.0,1.0
2021-04-05,77.15,78.06,76.74,77.32,68.5041496468335,180567,0.0,1.0
2021-04-01,76.86,77.045,75.69,76.81,68.0522986856348,299681,0.0,1.0
2021-03-31,75.85,77.26,75.28,76.91,68.1408969133208,376715,0.0,1.0
2021-03-30,76.24,76.24,75.07,76.06,67.3878119779896,174107,0.0,1.0
2021-03-29,74.65,76.78,74.65,76.27,67.5738682561303,322763,0.0,1.0
2021-03-26,75.68,76.01,74.47,74.99,66.4398109417492,293538,0.0,1.0
2021-03-25,74.66,75.63,73.73,75.22,66.643586865427,257110,0.0,1.0
2021-03-24,73.47,75.77,73.285,74.47,65.9791001577819,457511,0.0,1.0
2021-03-23,72.59,74.2232,72.57,73.31,64.951360716624,274951,0.0,1.0
2021-03-22,73.52,74.7,71.86,73.11,64.7741642612519,475581,0.0,1.0
2021-03-19,74.63,75.54,73.39,74.74,66.2183153725341,661472,0.0,1.0
2021-03-18,74.41,75.0,73.73,74.71,66.1917359042283,254314,0.0,1.0
2021-03-17,77.45,77.62,74.37,74.77,66.2448948408399,259727,0.0,1.0
2021-03-16,76.58,77.7,76.58,77.53,68.6902059249742,207685,0.0,1.0
2021-03-15,75.35,77.17,75.1684,77.03,68.2472147865441,240282,0.0,1.0
2021-03-12,74.02,75.37,73.86,75.13,66.5638484605096,244820,0.0,1.0
2021-03-11,73.93,74.49,73.37,73.75,65.3411929184425,267879,0.0,1.0
2021-03-10,73.3,75.0,72.93,74.44,65.952520689476,221833,0.0,1.0
2021-03-09,74.1,74.93,73.36,73.39,65.0222392987728,366224,0.0,1.0
2021-03-08,74.26,75.34,73.04,75.02,66.466390410055,280269,0.0,1.0
2021-03-05,69.35,73.715,69.35,73.6,65.2082955769134,523512,0.0,1.0
2021-03-04,69.02,71.18,68.35,68.79,60.9467208252157,490714,0.0,1.0
2021-03-03,68.73,69.58,67.65,68.77,60.9290011796785,315892,0.0,1.0
2021-03-02,69.55,69.55,67.69,68.78,60.9378610024471,305801,0.0,1.0
2021-03-01,68.23,70.305,67.29,69.55,61.6200673556295,467125,0.0,1.0
2021-02-26,69.36,71.25,66.77,66.97,59.3342330813301,490082,0.0,1.0
2021-02-25,69.96,71.605,68.84,69.01,61.141636926125,406881,0.0,1.0
2021-02-24,70.71,70.71,68.0,69.85,61.8858620386876,446535,0.0,1.0
2021-02-23,70.47,72.28,70.0,70.01,62.0276192029852,370741,0.0,1.0
2021-02-22,73.48,73.48,69.7,70.02,62.0364790257538,474507,0.0,1.0
2021-02-19,73.41,74.55,73.3026,74.06,65.6158474242692,202127,0.0,1.0
2021-02-18,72.65,74.22,72.405,73.58,65.1905759313762,221925,0.58,1.0
2021-02-17,72.05,73.55,72.05,72.97,64.1445027739014,203452,0.0,1.0
2021-02-16,72.61,72.86,72.05,72.23,63.4940034995052,155183,0.0,1.0
2021-02-12,73.53,73.53,72.08,72.69,63.898367913319,139289,0.0,1.0
2021-02-11,73.55,74.15,73.215,73.35,64.4785429418345,229195,0.0,1.0
2021-02-10,73.28,73.78,72.3,73.73,64.8125831097677,235949,0.0,1.0
2021-02-09,72.74,72.84,71.24,72.54,63.7665099522928,164384,0.0,1.0
2021-02-08,72.97,72.97,71.84,72.55,63.7753004830279,199813,0.0,1.0
2021-02-05,73.07,73.09,71.945,72.9,64.0829690587558,220586,0.0,1.0
2021-02-04,72.05,72.57,71.23,72.41,63.6522330527367,285752,0.0,1.0
2021-02-03,72.85,73.24,71.65,71.91,63.2127065159825,352001,0.0,1.0
2021-02-02,74.16,74.78,73.275,73.46,64.5752387799204,248608,0.0,1.0
2021-02-01,73.39,74.1,71.855,73.83,64.9004884171185,232921,0.0,1.0
2021-01-29,72.77,73.96,72.45,73.13,64.2851512656627,331427,0.0,1.0
2021-01-28,74.85,78.01,72.83,73.05,64.214827019782,434097,0.0,1.0
2021-01-27,71.47,74.69,71.24,74.6,65.5773592837199,531077,0.0,1.0
2021-01-26,72.87,73.09,72.1,72.31,63.5643277453859,266711,0.0,1.0
2021-01-25,70.25,72.64,70.195,72.48,63.7137667678823,277845,0.0,1.0
2021-01-22,70.08,70.81,69.48,70.79,62.2281670736532,190553,0.0,1.0
2021-01-21,70.6,71.11,70.205,70.62,62.0787280511568,177674,0.0,1.0
2021-01-20,71.56,71.65,70.48,71.0,62.41276821909,357588,0.0,1.0
2021-01-19,72.26,72.75,71.21,71.35,62.7204367948179,292879,0.0,1.0
2021-01-15,70.96,72.16,70.53,71.99,63.2830307618632,279294,0.0,1.0
2021-01-14,72.09,72.12,70.75,71.46,62.8171326329038,173420,0.0,1.0
2021-01-13,71.52,72.0,70.93,71.49,62.8435042251091,269074,0.0,1.0
2021-01-12,71.84,72.17,70.9,71.56,62.9050379402546,213196,0.0,1.0
2021-01-11,72.15,72.93,71.64,71.92,63.2214970467176,153306,0.0,1.0
2021-01-08,74.94,75.15,71.96,72.61,63.8280436674384,446884,0.0,1.0
2021-01-07,77.04,77.3,73.93,74.41,65.4103391997533,399660,0.0,1.0
2021-01-06,75.64,77.93,75.62,77.49,68.1178226661589,298157,0.0,1.0
2021-01-05,75.88,76.2,73.78,74.88,65.8234941443022,231173,0.0,1.0
2021-01-04,77.0,77.0,75.155,75.46,66.333344926937,278448,0.0,1.0
2020-12-31,76.02,77.105,75.48,76.77,67.4849044532329,142544,0.0,1.0
2020-12-30,75.79,76.91,75.76,75.9,66.7201282792807,146066,0.0,1.0
2020-12-29,77.0,77.07,75.46,75.8,66.6322229719299,167937,0.0,1.0
2020-12-28,77.26,77.57,76.24,76.65,67.3794180844119,176110,0.0,1.0
2020-12-24,76.44,76.67,75.47,76.55,67.2915127770611,64143,0.0,1.0
2020-12-23,75.76,77.22,75.71,76.0,66.8080335866315,136456,0.0,1.0
2020-12-22,75.48,76.29,75.22,75.92,66.7377093407509,190547,0.0,1.0
2020-12-21,77.06,77.63,74.74,75.68,66.5267366031089,302761,0.0,1.0
2020-12-18,81.51,82.175,78.0,78.25,68.7859030020252,871001,0.0,1.0
2020-12-17,80.66,81.815,79.61,81.4,71.5549201835764,236170,0.0,1.0
2020-12-16,82.2,82.2,79.6875,80.08,70.3945701265454,278443,0.0,1.0
2020-12-15,80.5,82.02,79.91,81.98,72.0647709662112,147945,0.0,1.0
2020-12-14,81.0,81.89,79.89,80.01,70.3330364113999,202252,0.0,1.0
2020-12-11,79.24,80.46,79.24,80.03,70.35061747287,206068,0.0,1.0
2020-12-10,79.19,79.86,78.38,79.77,70.1220636737579,168424,0.0,1.0
2020-12-09,79.02,79.76,78.622,79.42,69.8143950980299,176474,0.0,1.0
2020-12-08,78.79,79.36,78.2561,78.9,69.3572874998056,216229,0.0,1.0
2020-12-07,79.3,80.31,79.09,79.38,69.7792329750896,166466,0.0,1.0
2020-12-04,78.6,79.98,78.6,79.66,70.0253678356719,215119,0.0,1.0
2020-12-03,79.03,79.395,77.89,78.1,68.654045040999,268788,0.0,1.0
2020-12-02,78.88,79.59,77.865,79.12,69.5506791759775,245105,0.0,1.0
2020-12-01,80.1,80.37,78.585,78.98,69.4276117456863,305321,0.0,1.0
2020-11-30,79.01,79.5,78.3,79.18,69.603422360388,499766,0.0,1.0
2020-11-27,82.17,82.17,79.64,79.79,70.139644735228,141625,0.0,1.0
2020-11-25,81.82,82.4,80.9099,82.13,72.1966289272375,489338,0.0,1.0
2020-11-24,79.11,82.395,78.58,81.87,71.9680751281253,401168,0.0,1.0
2020-11-23,76.9,78.35,76.76,78.12,68.6716261024691,269405,0.0,1.0
2020-11-20,75.51,76.95,75.47,76.74,67.4585328610277,362073,0.0,1.0
2020-11-19,75.74,76.34,74.43,76.29,67.062958977949,284302,0.0,1.0
2020-11-18,78.58,78.58,75.76,75.78,66.6146419104597,331990,0.0,1.0
2020-11-17,76.93,78.155,76.37,78.09,68.6452545102639,288383,0.0,1.0
2020-11-16,77.89,78.55,76.78,77.68,68.2848427501255,269068,0.0,1.0
2020-11-13,74.85,76.83,74.6101,76.44,67.1948169389752,290081,0.54,1.0
2020-11-12,76.83,76.84,73.88,74.77,65.2657373672015,326062,0.0,1.0
2020-11-11,77.73,77.73,75.97,77.52,67.6661757483678,296069,0.0,1.0
2020-11-10,74.37,77.64,74.37,77.57,67.7098200825708,313298,0.0,1.0
2020-11-09,74.34,76.62,73.39,73.5,64.1571712784447,351631,0.0,1.0
2020-11-06,72.07,72.55,70.94,71.01,61.9836834351342,174566,0.0,1.0
2020-11-05,72.74,73.46,70.73,71.74,62.6208907144983,278273,0.0,1.0
2020-11-04,73.0,75.14,72.23,72.52,63.3017423280655,323158,0.0,1.0
2020-11-03,72.91,75.95,72.56,73.67,64.305562014735,390171,0.0,1.0
2020-11-02,70.12,72.025,69.66,71.49,62.4026690434832,307181,0.0,1.0
2020-10-30,68.51,69.93,68.49,69.04,60.264096667535,269039,0.0,1.0
2020-10-29,69.02,69.21,66.94,68.82,60.0720615970417,312493,0.0,1.0
2020-10-28,71.41,71.9185,69.21,69.38,60.5608781401156,411258,0.0,1.0
2020-10-27,73.68,74.04,72.42,72.48,63.2668268607031,195459,0.0,1.0
2020-10-26,73.37,73.83,72.63,73.79,64.4103084168223,124223,0.0,1.0
2020-10-23,74.53,74.85,73.62,73.93,64.5325125525907,129208,0.0,1.0
2020-10-22,73.02,74.07,72.6623,73.95,64.5499702862719,191730,0.0,1.0
2020-10-21,72.03,73.88,72.03,72.95,63.6770836022115,209412,0.0,1.0
2020-10-20,72.8,72.9,71.5,72.3,63.1097072575722,198471,0.0,1.0
2020-10-19,73.13,73.33,72.35,72.42,63.2144536596594,265550,0.0,1.0
2020-10-16,73.18,74.26,72.75,73.11,63.8167454716612,230255,0.0,1.0
2020-10-15,72.66,74.02,72.52,73.39,64.0611537431981,223774,0.0,1.0
2020-10-14,73.52,74.4,72.64,73.38,64.0524248763575,199557,0.0,1.0
2020-10-13,73.25,74.08,72.81,73.7,64.3317486152568,204356,0.0,1.0
2020-10-12,73.46,74.3669,73.3904,73.8,64.4190372836629,249710,0.0,1.0
2020-10-09,74.37,74.54,73.01,73.72,64.349206348938,203471,0.0,1.0
2020-10-08,72.36,73.98,72.36,73.91,64.5150548189095,210207,0.0,1.0
2020-10-07,72.09,72.25,71.1,72.15,62.9787742549631,261223,0.0,1.0
2020-10-06,70.91,73.05,70.53,71.81,62.6819927823825,364027,0.0,1.0
2020-10-05,69.93,70.4,69.61,70.29,61.3552050226106,215472,0.0,1.0
2020-10-02,68.05,70.15,67.92,69.69,60.8314730121743,245211,0.0,1.0
2020-10-01,68.85,69.17,68.21,68.88,60.1244347980853,285460,0.0,1.0
2020-09-30,68.69,69.3,68.26,69.01,60.2379100670132,331646,0.0,1.0
2020-09-29,68.79,68.9,67.7,68.44,59.7403646570987,168383,0.0,1.0
2020-09-28,68.62,69.33,68.38,68.49,59.7840089913018,195474,0.0,1.0
2020-09-25,67.94,68.57,67.03,68.54,59.8276533255048,245495,0.0,1.0
2020-09-24,66.6,67.4,65.91,67.14,58.6056119678201,198041,0.0,1.0
2020-09-23,67.96,68.11,66.455,66.55,58.0906088242244,378907,0.0,1.0
2020-09-22,67.08,68.59,66.76,68.22,59.5483295866054,373367,0.0,1.0
2020-09-21,66.62,67.085,65.51,66.8,58.3088304952396,331376,0.0,1.0
2020-09-18,69.28,69.28,67.17,67.51,58.9285800409225,700937,0.0,1.0
2020-09-17,69.4,69.43,68.22,68.95,60.1855368659696,254352,0.0,1.0
2020-09-16,69.5,70.78,69.1,69.83,60.9536771479428,334151,0.0,1.0
2020-09-15,70.5,70.7863,69.0326,69.32,60.5085049390719,185806,0.0,1.0
2020-09-14,69.67,70.4329,69.58,69.96,61.0671524168707,266548,0.0,1.0
2020-09-11,69.6,69.86,68.65,69.36,60.5434204064344,178892,0.0,1.0
2020-09-10,70.99,71.01,69.62,69.64,60.7878286779713,328528,0.0,1.0
2020-09-09,71.25,72.15,70.26,71.25,62.1931762393087,220881,0.0,1.0
2020-09-08,73.28,73.28,70.46,70.78,61.7829194978003,267278,0.0,1.0
2020-09-04,74.85,74.99,72.75,73.17,63.8691186727048,216896,0.0,1.0
2020-09-03,74.55,75.55,73.575,74.1,64.680903288881,236815,0.0,1.0
2020-09-02,72.33,74.67,72.33,74.4,64.9427692940992,275141,0.0,1.0
2020-09-01,73.7,73.7,72.06,72.51,63.2930134612249,191670,0.0,1.0
2020-08-31,74.24,75.05,74.12,74.12,64.6983610225622,237806,0.0,1.0
2020-08-28,74.42,74.42,73.12,74.39,64.9340404272586,127375,0.0,1.0
2020-08-27,74.18,75.01,73.645,73.93,64.5325125525907,205834,0.0,1.0
2020-08-26,74.12,74.24,73.15,73.64,64.2793754142132,303350,0.0,1.0
2020-08-25,75.41,75.41,74.02,74.69,65.1959064324767,161660,0.0,1.0
2020-08-24,75.33,75.33,74.17,75.28,65.7109095760724,209406,0.0,1.0
2020-08-21,74.47,75.68,74.26,75.14,65.5887054403039,386103,0.0,1.0
2020-08-20,75.07,76.49,74.8,75.0,65.4665013045354,315500,0.0,1.0
2020-08-19,74.97,75.38,74.01,74.34,64.8903960930555,166525,0.0,1.0
2020-08-18,75.0,75.37,74.615,74.73,65.2308218998391,257910,0.0,1.0
2020-08-17,75.23,75.95,74.84,75.18,65.6236209076663,145745,0.0,1.0
2020-08-14,75.1,75.83,74.23,75.46,65.8680291792032,193616,0.0,1.0
2020-08-13,76.23,76.47,75.19,75.67,66.051335382856,130512,0.54,1.0
2020-08-12,77.46,77.99,77.0,77.45,67.1260454717517,299299,0.0,1.0
2020-08-11,78.53,78.89,76.42,76.76,66.5280213093823,187894,0.0,1.0
2020-08-10,77.51,77.86,76.7,76.97,66.7100286631469,209896,0.0,1.0
2020-08-07,74.46,77.5,74.46,76.97,66.7100286631469,152288,0.0,1.0
2020-08-06,74.04,75.0,73.77,74.92,64.9332902097306,222169,0.0,1.0
2020-08-05,75.17,75.33,73.61,74.16,64.2745969294397,175099,0.0,1.0
2020-08-04,74.14,75.13,73.9033,74.56,64.621277603277,202659,0.0,1.0
2020-08-03,75.7,75.7,73.625,74.55,64.6126105864311,259292,0.0,1.0
2020-07-31,75.9,76.4,73.93,75.7,65.6093175237134,279480,0.0,1.0
2020-07-30,76.72,77.045,76.15,76.54,66.3373469387718,196107,0.0,1.0
2020-07-29,77.35,77.93,76.79,77.64,67.2907187918244,278847,0.0,1.0
2020-07-28,74.95,78.63,74.95,77.38,67.0653763538301,275150,0.0,1.0
2020-07-27,76.79,77.11,75.91,76.39,66.2073416860828,190818,0.0,1.0
2020-07-24,79.0,79.98,77.0,77.25,66.952705134833,180544,0.0,1.0
2020-07-23,78.18,79.61,77.93,79.04,68.504101150255,264855,0.0,1.0
2020-07-22,75.17,77.95,75.06,77.7,67.3427208929,316772,0.0,1.0
2020-07-21,74.55,75.97,74.06,75.88,65.7653238269402,274336,0.0,1.0
2020-07-20,74.56,74.91,73.77,73.89,64.0405874745995,162172,0.0,1.0
2020-07-17,74.85,75.75,74.8,75.05,65.0459614287277,208276,0.0,1.0
2020-07-16,75.65,76.41,74.18,74.78,64.8119519738875,175081,0.0,1.0
2020-07-15,76.48,78.05,75.42,75.44,65.3839750857191,202374,0.0,1.0
2020-07-14,75.68,76.35,74.52,75.3,65.262636849876,239520,0.0,1.0
2020-07-13,75.58,77.31,74.91,75.69,65.6006505068674,223465,0.0,1.0
2020-07-10,74.27,75.74,73.92,75.14,65.1239645803411,188788,0.0,1.0
2020-07-09,74.73,75.28,72.67,74.07,64.1965937778263,220663,0.0,1.0
2020-07-08,74.98,75.79,73.8,75.42,65.3666410520272,245066,0.0,1.0
2020-07-07,75.49,76.3,74.4,75.37,65.3233059677976,353904,0.0,1.0
2020-07-06,78.13,78.97,76.25,76.39,66.2073416860828,167030,0.0,1.0
2020-07-02,78.05,78.13,76.97,77.35,67.0393753032923,201811,0.0,1.0
2020-07-01,76.84,77.6,76.52,77.0,66.7360297136847,263920,0.0,1.0
2020-06-30,74.94,77.27,74.94,77.05,66.7793647979143,337019,0.0,1.0
2020-06-29,74.56,75.16,73.49,74.85,64.8726210918091,235028,0.0,1.0
2020-06-26,73.6,74.41,72.63,73.51,63.711240834454,569423,0.0,1.0
2020-06-25,74.31,74.5,72.48,74.05,64.1792597441344,276714,0.0,1.0
2020-06-24,74.48,75.43,73.41,74.96,64.9679582771143,245486,0.0,1.0
2020-06-23,77.0,77.0,74.7,75.42,65.3666410520272,182980,0.0,1.0
2020-06-22,74.01,76.63,73.0,75.74,65.6439855910971,264028,0.0,1.0
2020-06-19,76.36,77.38,74.41,74.51,64.5779425190473,584705,0.0,1.0
2020-06-18,75.28,76.89,75.28,76.35,66.172673618699,169402,0.0,1.0
2020-06-17,78.41,78.41,75.88,76.22,66.0600023997019,193460,0.0,1.0
2020-06-16,80.13,80.74,77.89,78.45,67.992747156345,207780,0.0,1.0
2020-06-15,74.83,78.05,74.31,77.62,67.2733847581325,211767,0.0,1.0
2020-06-12,79.08,79.08,74.42,76.93,66.6753605957632,285228,0.0,1.0
2020-06-11,80.55,80.55,76.17,76.71,66.4846862251526,326697,0.0,1.0
2020-06-10,83.5,84.05,82.25,82.48,71.485554945256,268487,0.0,1.0
2020-06-09,83.4,84.81,81.53,83.95,72.7596064216082,392286,0.0,1.0
2020-06-08,83.67,85.07,82.82,84.5,73.2362923481345,343305,0.0,1.0
2020-06-05,83.73,86.07,82.75,82.99,71.9275728043986,290355,0.0,1.0
