,GWW_Open,GWW_High,GWW_Low,GWW_Close,GWW_Adj Close,GWW_Volume,GWW_Dividend Amount,GWW_Split Coefficient
2024-07-11,910.19,919.41,902.98,904.09,902.162342870812,291704,0.0,1.0
2024-07-10,905.02,908.05,888.745,903.28,901.354069913778,336842,0.0,1.0
2024-07-09,915.3,917.49,907.27,908.57,906.632790830707,249264,0.0,1.0
2024-07-08,916.07,923.05,913.46,917.35,915.394070537822,186024,0.0,1.0
2024-07-05,913.37,918.565,908.075,912.55,910.604304866506,169006,0.0,1.0
2024-07-03,914.44,921.33,909.56,915.51,913.557993697151,128957,0.0,1.0
2024-07-02,893.93,920.35,890.46,917.97,916.012748603701,297528,0.0,1.0
2024-07-01,908.64,908.78,893.89,896.19,894.279186870105,219132,0.0,1.0
2024-06-28,903.42,916.81,896.665,902.24,900.31628735166,422671,0.0,1.0
2024-06-27,908.99,914.49,900.58,903.74,901.813089123946,163576,0.0,1.0
2024-06-26,903.33,909.255,895.1635,908.79,906.852321757309,272080,0.0,1.0
2024-06-25,911.56,912.075,898.99,910.08,908.139571281475,199546,0.0,1.0
2024-06-24,917.72,919.68,910.08,915.5,913.548015018669,283444,0.0,1.0
2024-06-21,914.61,916.15,902.25,915.06,913.108953165465,389166,0.0,1.0
2024-06-20,921.81,927.705,913.6312,915.29,913.338462770549,186444,0.0,1.0
2024-06-18,916.09,928.15,913.45,924.49,922.518846973905,216521,0.0,1.0
2024-06-17,903.85,925.63,903.85,917.45,915.493857322641,364531,0.0,1.0
2024-06-14,897.74,910.765,891.17,906.79,904.856586060928,399574,0.0,1.0
2024-06-13,911.16,921.12,906.18,921.07,919.106138933092,199193,0.0,1.0
2024-06-12,912.48,919.55,904.42,914.9,912.949294309755,298359,0.0,1.0
2024-06-11,895.91,900.45,889.37,900.29,898.370445047687,170983,0.0,1.0
2024-06-10,889.21,902.31,889.21,897.36,895.446692252488,158772,0.0,1.0
2024-06-07,882.24,900.19,876.28,892.25,890.347587548233,220094,0.0,1.0
2024-06-06,885.98,887.11,874.9801,879.03,877.155774595151,209309,0.0,1.0
2024-06-05,890.03,895.72,884.135,890.27,888.371809208816,199504,0.0,1.0
2024-06-04,887.33,894.445,881.825,887.12,885.228525487015,240286,0.0,1.0
2024-06-03,922.69,922.69,878.59,888.56,886.665455188409,413759,0.0,1.0
2024-05-31,907.09,922.35,897.96,921.46,919.495307393887,504114,0.0,1.0
2024-05-30,912.11,913.09,903.21,907.47,905.535136197697,291200,0.0,1.0
2024-05-29,911.84,919.865,904.155,910.57,908.628526527089,377056,0.0,1.0
2024-05-28,963.19,964.995,936.99,939.12,937.117653592936,303072,0.0,1.0
2024-05-24,956.95,967.6,952.35,966.4,964.339488491581,158522,0.0,1.0
2024-05-23,968.96,968.96,952.53,954.7,952.664434667748,222141,0.0,1.0
2024-05-22,957.87,971.68,954.74,963.91,961.854797549586,213973,0.0,1.0
2024-05-21,956.8,957.79,947.155,956.77,954.730021113503,175269,0.0,1.0
2024-05-20,945.22,954.74,945.22,953.4,951.3672064651,141600,0.0,1.0
2024-05-17,949.1,955.9899,937.165,945.66,943.643709320104,197063,0.0,1.0
2024-05-16,954.52,956.58,945.801,947.81,945.789125193714,262699,0.0,1.0
2024-05-15,953.67,960.0,951.95,958.15,956.107078744007,288900,0.0,1.0
2024-05-14,952.46,952.989,941.8,950.55,948.523283097757,277352,0.0,1.0
2024-05-13,961.05,961.05,945.97,949.26,947.23603357359,142049,0.0,1.0
2024-05-10,957.41,961.11,951.9,958.68,956.635948703548,176634,2.05,1.0
2024-05-09,951.71,958.8,949.56,956.21,952.135210214961,172931,0.0,1.0
2024-05-08,947.22,953.7,942.9,948.92,944.876275794209,235355,0.0,1.0
2024-05-07,944.91,954.56,942.85,945.89,941.85918782509,286826,0.0,1.0
2024-05-06,939.17,941.79,931.99,940.04,936.034116993623,185145,0.0,1.0
2024-05-03,929.74,936.46,926.52,931.94,927.968634303899,129810,0.0,1.0
2024-05-02,924.14,929.6,918.27,923.9,919.962895930394,201419,0.0,1.0
2024-05-01,922.08,931.79,918.9601,920.3,916.378236957184,245585,0.0,1.0
2024-04-30,931.76,939.43,917.745,921.35,917.423762491037,548774,0.0,1.0
2024-04-29,940.08,942.975,920.06,934.5,930.517725129293,304635,0.0,1.0
2024-04-26,935.14,950.35,923.13,929.26,925.300054846064,357385,0.0,1.0
2024-04-25,935.58,955.49,920.845,947.84,943.800878102246,419024,0.0,1.0
2024-04-24,953.81,965.24,946.05,958.32,954.236218668704,295928,0.0,1.0
2024-04-23,945.94,961.98,942.071,955.79,951.71700000142,201487,0.0,1.0
2024-04-22,948.48,956.15,940.41,942.07,938.055466359072,289854,0.0,1.0
2024-04-19,940.52,946.0,932.79,942.65,938.6329947492,261958,0.0,1.0
2024-04-18,955.99,955.99,935.89,937.54,933.544770484448,188165,0.0,1.0
2024-04-17,962.48,962.48,943.14,949.92,945.872014397879,164413,0.0,1.0
2024-04-16,958.54,960.73,950.52,956.69,952.613164744722,198585,0.0,1.0
2024-04-15,980.05,980.05,950.0,955.42,951.348576718062,236258,0.0,1.0
2024-04-12,961.18,970.1,958.88,964.97,960.857880383107,249489,0.0,1.0
2024-04-11,974.24,989.12,962.06,966.27,962.152340567878,371887,0.0,1.0
2024-04-10,1002.21,1014.5499,995.48,1000.85,996.584981482774,235436,0.0,1.0
2024-04-09,1015.91,1015.91,986.47,1007.71,1003.41574830395,190010,0.0,1.0
2024-04-08,1015.58,1021.605,1012.46,1014.72,1010.39587591567,148557,0.0,1.0
2024-04-05,999.75,1018.54,995.03,1014.83,1010.50540716208,138663,0.0,1.0
2024-04-04,1012.49,1016.355,990.64,993.17,988.937709006591,157277,0.0,1.0
2024-04-03,998.03,1012.41,998.03,1006.7,1002.41005231424,163827,0.0,1.0
2024-04-02,1010.09,1010.36,996.36,1000.5,996.23647297149,187347,0.0,1.0
2024-04-01,1015.76,1017.62,1007.543,1009.64,1005.33752380903,122834,0.0,1.0
2024-03-28,1019.33,1026.475,1015.37,1017.3,1012.96488151314,165154,0.0,1.0
2024-03-27,1010.74,1021.22,1007.14,1020.17,1015.82265130567,172262,0.0,1.0
2024-03-26,1006.8,1014.33,1004.49,1005.37,1001.08571997136,212323,0.0,1.0
2024-03-25,1020.72,1021.87,1006.26,1007.74,1003.44562046206,284989,0.0,1.0
2024-03-22,1030.0,1030.0,1020.78,1027.1,1022.7231198291,130925,0.0,1.0
2024-03-21,1019.07,1034.18,1012.2818,1029.55,1025.16267940809,200948,0.0,1.0
2024-03-20,1004.5,1016.66,1001.57,1016.16,1011.82973950496,177443,0.0,1.0
2024-03-19,995.2,1004.69,994.245,1001.66,997.391529751747,166435,0.0,1.0
2024-03-18,1001.61,1013.62,991.575,994.49,990.252083963435,187148,0.0,1.0
2024-03-15,984.22,995.08,984.045,994.37,990.132595330995,277974,0.0,1.0
2024-03-14,1016.89,1016.89,981.125,991.69,987.46401587316,284571,0.0,1.0
2024-03-13,974.13,976.63,961.8,974.74,970.58624654096,302026,0.0,1.0
2024-03-12,966.12,977.43,965.28,972.43,968.286090366483,130904,0.0,1.0
2024-03-11,966.08,966.08,954.67,963.99,959.882056551511,158811,0.0,1.0
2024-03-08,989.04,995.68,970.32,970.32,966.18508191274,206612,0.0,1.0
2024-03-07,987.83,995.41,981.4,989.04,984.825308573436,189635,0.0,1.0
2024-03-06,988.85,991.715,977.625,982.6,978.412751965803,238751,0.0,1.0
2024-03-05,982.72,999.0,981.45,985.76,981.559285953399,222771,0.0,1.0
2024-03-04,979.77,998.405,979.77,987.6,983.391444984151,244288,0.0,1.0
2024-03-01,973.12,983.14,972.91,980.9,976.719996339565,192990,0.0,1.0
2024-02-29,976.49,979.475,962.95,973.46,969.311701128263,395573,0.0,1.0
2024-02-28,970.65,976.84,966.59,974.7,970.546416996813,142506,0.0,1.0
2024-02-27,961.83,972.71,960.995,969.54,965.408405801878,138146,0.0,1.0
2024-02-26,962.58,970.265,962.25,963.63,959.52359065419,179669,0.0,1.0
2024-02-23,957.72,967.3299,950.89,958.93,954.843619216942,158552,0.0,1.0
2024-02-22,951.45,967.3134,951.27,958.18,954.09681526419,207548,0.0,1.0
2024-02-21,935.13,941.37,927.45,941.04,937.029855597292,157356,0.0,1.0
2024-02-20,927.09,940.54,926.61,935.15,931.164955221678,220748,0.0,1.0
2024-02-16,945.12,948.24,934.785,935.8,931.812185314063,176544,0.0,1.0
2024-02-15,948.47,950.435,938.72,943.69,939.668562897017,179825,0.0,1.0
2024-02-14,943.07,948.99,938.0,944.4,940.375537305622,163563,0.0,1.0
2024-02-13,931.99,943.6599,928.405,935.41,931.423847258632,190492,0.0,1.0
2024-02-12,957.33,957.87,946.99,947.21,943.173562781934,138314,0.0,1.0
2024-02-09,949.14,962.21,946.13,959.01,954.923278305236,237233,1.86,1.0
2024-02-08,947.75,952.55,941.78,949.93,944.050984795542,207509,0.0,1.0
2024-02-07,946.7,952.725,943.0,945.0,939.151496038432,275358,0.0,1.0
2024-02-06,947.6,947.6,934.22,940.34,934.52033628019,276001,0.0,1.0
2024-02-05,960.0,964.47,941.42,945.64,939.78753514686,359885,0.0,1.0
2024-02-02,933.0,978.95,909.15,972.54,966.52105392298,597000,0.0,1.0
2024-02-01,901.37,925.15,896.545,922.64,916.929879687724,349011,0.0,1.0
2024-01-31,910.24,922.5,893.06,895.64,890.096979800911,600260,0.0,1.0
2024-01-30,893.07,919.44,889.55,914.78,909.11852438734,485174,0.0,1.0
2024-01-29,881.46,897.72,879.465,896.16,890.613761576509,334088,0.0,1.0
2024-01-26,881.47,883.41,874.395,883.24,877.773722075116,189441,0.0,1.0
2024-01-25,870.99,882.95,870.99,881.45,875.994800193731,245503,0.0,1.0
2024-01-24,877.73,881.925,868.535,871.24,865.847988792088,156114,0.0,1.0
2024-01-23,878.0,878.36,866.03,875.64,870.220757662532,302641,0.0,1.0
2024-01-22,868.57,877.445,865.5,876.66,871.234444991589,266893,0.0,1.0
2024-01-19,875.8,879.56,862.38,864.0,858.652796377995,312677,0.0,1.0
2024-01-18,860.69,877.33,855.011,872.2,866.802047454731,323905,0.0,1.0
2024-01-17,838.14,843.47,836.84,839.08,833.887023593574,164963,0.0,1.0
2024-01-16,840.21,841.325,833.5,840.55,835.347925920745,240825,0.0,1.0
2024-01-12,842.23,844.52,833.28,842.12,836.908209358608,168839,0.0,1.0
2024-01-11,830.83,838.9,826.55,837.07,831.889463268667,204025,0.0,1.0
2024-01-10,825.23,832.89,823.17,830.83,825.688081961492,198950,0.0,1.0
2024-01-09,813.63,824.66,806.08,823.99,818.890413990167,247922,0.0,1.0
2024-01-08,821.5,822.24,810.58,822.23,817.141306441989,171426,0.0,1.0
2024-01-05,812.88,823.25,811.87,818.71,813.643091345635,229682,0.0,1.0
2024-01-04,808.41,819.1,808.41,815.98,810.929987023746,242769,0.0,1.0
2024-01-03,813.24,819.0,800.97,808.95,803.943494942105,283058,0.0,1.0
2024-01-02,821.49,825.8,809.12,813.24,808.206944590788,240884,0.0,1.0
2023-12-29,827.06,832.65,824.44,828.69,823.561326192686,153690,0.0,1.0
2023-12-28,827.21,830.9,825.75,827.1,821.981166532685,129093,0.0,1.0
2023-12-27,827.98,832.72,825.38,831.3,826.155173181744,151485,0.0,1.0
2023-12-26,829.56,831.995,826.22,828.43,823.302935304887,102249,0.0,1.0
2023-12-22,825.32,832.84,821.96,827.85,822.726524862874,164466,0.0,1.0
2023-12-21,823.39,825.66,819.115,824.04,818.940104545513,138421,0.0,1.0
2023-12-20,818.43,832.9,814.23,816.01,810.959801356953,430808,0.0,1.0
2023-12-19,836.38,841.0,830.11,830.19,825.052042853064,209022,0.0,1.0
2023-12-18,828.01,835.62,824.48,833.16,828.003661840614,195142,0.0,1.0
2023-12-15,820.7,826.17,817.63,823.54,818.443198992053,503834,0.0,1.0
2023-12-14,821.29,830.845,813.42,828.81,823.680583525516,285835,0.0,1.0
2023-12-13,821.17,824.98,811.87,818.81,813.742472456326,220713,0.0,1.0
2023-12-12,817.2,824.635,816.85,821.07,815.988485557963,210968,0.0,1.0
2023-12-11,804.3,817.96,804.3,817.44,812.380951239847,227260,0.0,1.0
2023-12-08,808.43,810.21,802.15,804.05,799.073820518202,235811,0.0,1.0
2023-12-07,809.86,812.21,802.62,807.4,802.403087726381,240510,0.0,1.0
2023-12-06,801.1,812.87,801.1,802.53,797.563227635685,212312,0.0,1.0
2023-12-05,800.0,802.395,794.0,798.57,793.627735652286,165545,0.0,1.0
2023-12-04,796.02,806.64,796.02,801.4,796.440221084867,178284,0.0,1.0
2023-12-01,785.85,804.585,785.05,803.58,798.60672929795,281450,0.0,1.0
2023-11-30,777.46,786.53,775.0,786.19,781.324354148629,364994,0.0,1.0
2023-11-29,780.07,780.305,772.1275,775.69,770.88933752598,308503,0.0,1.0
2023-11-28,807.72,814.53,773.535,775.14,770.342741417175,464480,0.0,1.0
2023-11-27,808.93,815.52,807.83,810.36,805.344768602861,240816,0.0,1.0
2023-11-24,811.86,813.86,806.55,812.3,807.272762150284,87985,0.0,1.0
2023-11-22,810.24,812.34,806.7,808.98,803.973309275313,160196,0.0,1.0
2023-11-21,810.0,813.1,806.508,806.77,801.776986729022,192776,0.0,1.0
2023-11-20,800.0,809.62,796.15,808.77,803.76460894286,198268,0.0,1.0
2023-11-17,797.93,802.68,793.98,802.2,797.235269970402,207215,0.0,1.0
2023-11-16,795.81,801.07,793.64,795.05,790.129520555931,232538,0.0,1.0
2023-11-15,804.0,806.13,793.31,794.8,789.881067779202,284466,0.0,1.0
2023-11-14,792.48,806.29,792.48,801.45,796.489911640213,295469,0.0,1.0
2023-11-13,789.75,795.21,787.77,789.66,784.772878689638,291245,0.0,1.0
2023-11-10,782.68,794.14,781.93,792.25,787.346849456558,232835,1.86,1.0
2023-11-09,783.58,793.83,781.02,781.73,775.07228548397,315224,0.0,1.0
2023-11-08,776.26,784.91,773.27,781.02,774.368332299758,334612,0.0,1.0
2023-11-07,766.48,776.98,764.13,772.93,766.34723193318,278465,0.0,1.0
2023-11-06,766.45,767.66,758.11,767.14,760.606543290104,269819,0.0,1.0
2023-11-03,761.13,773.17,757.78,767.73,761.19151847135,363791,0.0,1.0
2023-11-02,747.0,760.55,747.0,756.29,749.848948855323,335882,0.0,1.0
2023-11-01,731.85,747.52,727.99,742.1,735.779800004674,372370,0.0,1.0
2023-10-31,725.76,738.36,721.99,729.83,723.614299201471,412936,0.0,1.0
2023-10-30,711.8,730.5899,710.24,726.06,719.876406941644,444762,0.0,1.0
2023-10-27,702.25,711.93,699.975,706.76,700.740778131389,409250,0.0,1.0
2023-10-26,705.96,710.92,687.55,699.67,693.711161122855,456957,0.0,1.0
2023-10-25,684.71,686.16,674.41,677.41,671.640741572789,325146,0.0,1.0
2023-10-24,691.84,693.99,684.44,686.71,680.861536802601,275582,0.0,1.0
2023-10-23,692.42,697.46,686.25,686.32,680.474858292963,227744,0.0,1.0
2023-10-20,704.63,704.63,691.13,691.49,685.600827254052,224232,0.0,1.0
2023-10-19,713.55,718.51,700.92,702.83,696.844248534275,267037,0.0,1.0
2023-10-18,736.27,736.27,711.82,711.86,705.797343257415,234738,0.0,1.0
2023-10-17,730.96,739.01,728.43,738.16,731.87335557398,158048,0.0,1.0
2023-10-16,737.15,741.61,723.84,731.78,725.547691749657,219046,0.0,1.0
2023-10-13,738.09,740.18,727.95,731.46,725.230417075083,274284,0.0,1.0
2023-10-12,726.89,745.17,726.02,735.38,729.117031838617,437778,0.0,1.0
2023-10-11,709.09,716.54,706.44,714.29,708.206647817462,230573,0.0,1.0
2023-10-10,725.91,726.12,710.5,710.88,704.825689566531,354734,0.0,1.0
2023-10-09,716.32,727.28,714.92,725.91,719.727684437937,256623,0.0,1.0
2023-10-06,700.73,722.52,700.41,716.32,710.219359034292,315973,0.0,1.0
2023-10-05,699.97,705.03,693.02,702.55,696.566633194022,205215,0.0,1.0
2023-10-04,688.64,699.88,684.68,698.83,692.878315102098,257478,0.0,1.0
2023-10-03,695.0,701.65,683.8,687.03,681.178811477175,365684,0.0,1.0
2023-10-02,693.15,701.21,692.21,694.62,688.704170164731,280325,0.0,1.0
2023-09-29,701.38,703.68,689.65,691.84,685.947846429368,225786,0.0,1.0
2023-09-28,702.15,707.19,697.37,698.85,692.898144769258,252160,0.0,1.0
2023-09-27,690.88,700.97,687.43,700.11,694.147413800394,243519,0.0,1.0
2023-09-26,689.68,693.965,684.88,685.53,679.691586440108,237111,0.0,1.0
2023-09-25,680.42,692.115,680.42,689.89,684.014453881181,176354,0.0,1.0
2023-09-22,681.57,689.525,680.135,681.48,675.676078840029,160703,0.0,1.0
2023-09-21,683.23,690.58,678.63,682.46,676.647732530912,271311,0.0,1.0
2023-09-20,693.17,700.055,683.83,684.99,679.156185426764,154767,0.0,1.0
2023-09-19,692.38,694.245,687.32,691.06,685.174489410093,156191,0.0,1.0
2023-09-18,694.0,697.9425,692.32,693.81,687.901068644715,247911,0.0,1.0
2023-09-15,696.96,698.34,690.83,693.12,687.216945127665,304237,0.0,1.0
2023-09-14,692.1,697.7499,688.58,696.26,690.330202871924,209374,0.0,1.0
2023-09-13,685.01,690.35,683.44,684.95,679.116526092443,181916,0.0,1.0
2023-09-12,689.38,695.21,685.157,686.53,680.683069798153,162624,0.0,1.0
2023-09-11,692.1,694.87,688.05,691.99,686.096568933075,180642,0.0,1.0
2023-09-08,690.43,694.91,689.605,689.93,684.054113215503,223991,0.0,1.0
2023-09-07,692.31,694.77,687.8,691.79,685.898272261466,261933,0.0,1.0
2023-09-06,693.48,697.6,688.07,693.54,687.633368138043,224181,0.0,1.0
2023-09-05,707.72,707.895,689.07,693.01,687.10788195828,220127,0.0,1.0
2023-09-01,718.15,719.17,701.645,710.78,704.726541230727,263707,0.0,1.0
2023-08-31,726.8,730.44,713.79,714.14,708.057925313756,353220,0.0,1.0
2023-08-30,719.0,726.48,717.61,725.31,719.132794423111,135070,0.0,1.0
2023-08-29,707.78,719.905,702.02,717.8,711.686754404198,170180,0.0,1.0
2023-08-28,715.21,720.41,708.04,710.22,704.171310550222,246098,0.0,1.0
2023-08-25,711.41,720.64,710.27,714.56,708.474348324134,177108,0.0,1.0
2023-08-24,706.42,716.44,706.42,708.43,702.396555339323,258655,0.0,1.0
2023-08-23,702.11,710.205,699.55,707.13,701.107626973865,187981,0.0,1.0
2023-08-22,705.25,707.16,697.32,698.87,692.917974436419,154087,0.0,1.0
2023-08-21,703.55,708.02,695.45,703.06,697.072289706625,140960,0.0,1.0
2023-08-18,698.17,704.81,696.475,703.55,697.558116552067,186065,0.0,1.0
2023-08-17,711.35,716.83,702.28,703.35,697.359819880458,222292,0.0,1.0
2023-08-16,715.04,723.01,708.235,709.31,703.269060694402,184872,0.0,1.0
2023-08-15,713.27,715.98,712.225,712.88,706.80865628262,158986,0.0,1.0
2023-08-14,712.0,717.27,711.78,715.68,709.584809685144,133379,0.0,1.0
2023-08-11,710.59,715.315,708.14,713.34,707.26473862732,130305,1.86,1.0
2023-08-10,715.93,722.085,710.45,712.28,704.377136506526,152341,0.0,1.0
2023-08-09,714.93,719.875,711.77,714.71,706.780175257735,143884,0.0,1.0
2023-08-08,714.89,716.15,707.25,713.48,705.563822309592,270570,0.0,1.0
2023-08-07,713.69,720.95,712.66,717.25,709.291993540891,241524,0.0,1.0
2023-08-04,725.23,725.93,706.595,708.27,700.411628114614,324346,0.0,1.0
2023-08-03,714.59,723.815,713.0,722.88,714.859527766943,297339,0.0,1.0
2023-08-02,724.54,730.72,720.49,721.75,713.742065302389,341444,0.0,1.0
2023-08-01,734.76,737.5225,717.23,725.32,717.27245556651,614352,0.0,1.0
2023-07-31,733.14,739.36,728.29,738.49,730.296332255159,274827,0.0,1.0
2023-07-28,731.42,734.31,724.05,731.37,723.255329823634,258201,0.0,1.0
2023-07-27,735.63,751.76,719.2,724.67,716.629667423182,610927,0.0,1.0
2023-07-26,759.53,768.86,759.18,762.12,753.6641535272,272997,0.0,1.0
2023-07-25,767.1,770.79,764.5,766.61,758.104336240338,278385,0.0,1.0
2023-07-24,770.54,777.86,767.14,769.26,760.724934055442,395091,0.0,1.0
2023-07-21,769.58,772.91,765.4994,769.0,760.467818798111,320491,0.0,1.0
2023-07-20,769.9,769.9,757.64,767.15,758.638344851718,373629,0.0,1.0
2023-07-19,757.74,770.205,757.74,766.05,757.550549532241,302736,0.0,1.0
2023-07-18,759.04,763.49,750.511,760.21,751.775345290653,298954,0.0,1.0
2023-07-17,762.97,767.57,758.51,764.0,755.52329461867,294239,0.0,1.0
2023-07-14,762.0,763.455,750.4766,763.35,754.880506475342,374177,0.0,1.0
2023-07-13,769.3,773.22,761.27,761.57,753.120255867461,430720,0.0,1.0
2023-07-12,789.75,793.635,773.315,777.3,768.675728935984,348245,0.0,1.0
2023-07-11,799.87,811.6,789.795,795.7,786.871577916329,360074,0.0,1.0
2023-07-10,777.61,797.28,776.56,796.74,787.900038945653,188095,0.0,1.0
2023-07-07,776.48,788.59,775.085,776.18,767.568155519789,242871,0.0,1.0
2023-07-06,778.31,780.63,769.99,778.89,770.248087625047,251933,0.0,1.0
2023-07-05,772.68,783.635,768.1,782.69,774.005926001422,245811,0.0,1.0
2023-07-03,786.75,787.54,778.36,782.56,773.877368372757,135490,0.0,1.0
2023-06-30,787.4,795.83,785.92,788.59,779.840464533163,271581,0.0,1.0
2023-06-29,771.59,782.83,770.16,782.3,773.620253115426,201708,0.0,1.0
2023-06-28,768.22,778.16,763.22,772.99,764.413549093306,278146,0.0,1.0
2023-06-27,749.78,771.34,748.19,770.5,761.951176051944,287976,0.0,1.0
2023-06-26,736.95,751.22,736.95,748.09,739.789818679687,183356,0.0,1.0
2023-06-23,732.77,741.149,729.95,737.9,729.712878401985,293241,0.0,1.0
2023-06-22,742.36,743.5,735.26,735.93,727.764735875285,238578,0.0,1.0
2023-06-21,729.65,743.54,728.605,742.1,733.866278712716,292222,0.0,1.0
2023-06-20,730.0,736.5195,725.53,730.68,722.572985486871,274119,0.0,1.0
2023-06-16,744.29,748.76,731.295,732.43,724.303568949676,419451,0.0,1.0
2023-06-15,726.99,745.73,723.8,743.89,735.636418368956,254349,0.0,1.0
2023-06-14,735.88,740.31,723.74,727.07,719.003039029315,240017,0.0,1.0
2023-06-13,721.32,738.88,721.32,736.98,728.803085952968,307675,0.0,1.0
2023-06-12,708.79,723.33,705.21,722.33,714.315630107204,296549,0.0,1.0
2023-06-09,707.04,708.4,695.99,706.48,698.641488458374,230594,0.0,1.0
2023-06-08,696.89,707.39,694.22,704.98,697.158131204542,265976,0.0,1.0
2023-06-07,686.48,697.88,683.84,697.84,690.097350676299,271529,0.0,1.0
2023-06-06,668.28,686.57,661.01,685.81,678.200825500563,556646,0.0,1.0
2023-06-05,677.44,679.28,673.2,675.66,668.163441416296,242391,0.0,1.0
2023-06-02,657.64,678.65,654.65,677.77,670.250030620021,384661,0.0,1.0
2023-06-01,650.55,655.8,641.95,655.31,648.039228005969,264796,0.0,1.0
2023-05-31,652.3,653.27,647.07,649.02,641.819016588232,569032,0.0,1.0
