,CABO_Open,CABO_High,CABO_Low,CABO_Close,CABO_Adj Close,CABO_Volume,CABO_Dividend Amount,CABO_Split Coefficient
2023-05-31,619.94,620.28,611.78,611.83,592.154877049344,55784,0.0,1.0
2023-05-30,626.34,626.8293,615.87,620.06,600.120218137744,56973,0.0,1.0
2023-05-26,614.3,626.84,613.82,620.75,600.788029237501,65800,2.85,1.0
2023-05-25,638.1,638.1,614.36,617.0,594.429464463659,55210,0.0,1.0
2023-05-24,645.18,645.18,629.54,639.13,615.74992483413,52038,0.0,1.0
2023-05-23,662.33,662.33,642.1,650.27,626.48241143725,61288,0.0,1.0
2023-05-22,665.99,670.21,660.55,662.82,638.5733186966,67900,0.0,1.0
2023-05-19,680.0,684.29,663.61,665.0,640.673571909778,45153,0.0,1.0
2023-05-18,663.0,682.87,658.0,677.26,652.485087686641,49770,0.0,1.0
2023-05-17,675.0,679.11,666.67,666.81,642.417360128059,50991,0.0,1.0
2023-05-16,673.01,684.08,669.0,669.27,644.787370634673,41583,0.0,1.0
2023-05-15,671.76,680.46,663.88,675.81,651.088130274206,45842,0.0,1.0
2023-05-12,671.05,673.13,662.39,673.1,648.477265041311,39322,0.0,1.0
2023-05-11,669.92,675.0083,664.265,670.2,645.683350216441,47442,0.0,1.0
2023-05-10,689.98,689.98,661.6,672.91,648.294215449337,83044,0.0,1.0
2023-05-09,683.05,683.05,667.465,682.29,657.331084779433,54611,0.0,1.0
2023-05-08,700.08,700.3,675.41,687.12,661.984398091198,50436,0.0,1.0
2023-05-05,699.69,706.67,651.065,697.19,671.686026465832,80572,0.0,1.0
2023-05-04,726.59,726.59,693.98,693.98,668.593451780373,36031,0.0,1.0
2023-05-03,724.31,740.525,717.15,723.13,696.677112864839,40727,0.0,1.0
2023-05-02,748.64,748.64,712.2,723.34,696.879430834916,52121,0.0,1.0
2023-05-01,760.0,768.75,745.14,749.38,721.966859124436,51084,0.0,1.0
2023-04-28,718.31,760.69,718.31,758.41,730.666531837737,59459,0.0,1.0
2023-04-27,675.455,726.8,675.455,721.83,695.424668288174,69996,0.0,1.0
2023-04-26,668.81,671.55,658.62,666.91,642.513702018572,50231,0.0,1.0
2023-04-25,683.16,683.64,663.65,669.42,644.931883470442,55410,0.0,1.0
2023-04-24,686.1,694.01,681.92,690.07,664.826483861325,34845,0.0,1.0
2023-04-21,695.96,699.5506,684.25,689.25,664.03648035912,29595,0.0,1.0
2023-04-20,685.76,694.03,675.0107,692.03,666.714784915374,33079,0.0,1.0
2023-04-19,685.81,704.98,679.5,694.7,669.287113392065,39450,0.0,1.0
2023-04-18,700.26,700.26,673.3,687.61,662.456473354711,38268,0.0,1.0
2023-04-17,690.1,699.725,684.76,696.65,671.165780257063,37068,0.0,1.0
2023-04-14,701.89,701.89,684.3,688.02,662.851475105813,33913,0.0,1.0
2023-04-13,685.6,704.5999,682.72,698.46,672.909568475344,49284,0.0,1.0
2023-04-12,720.81,720.81,678.8,679.51,654.652780223178,41027,0.0,1.0
2023-04-11,700.1,719.52,700.1,715.78,689.595983912152,41086,0.0,1.0
2023-04-10,686.1,707.8,686.1,699.0,673.429814684113,47167,0.0,1.0
2023-04-06,699.3,703.665,693.34,695.22,669.788091222731,51891,0.0,1.0
2023-04-05,681.03,696.05,680.465,696.05,670.587728913987,53577,0.0,1.0
2023-04-04,685.96,692.61,674.095,682.97,657.986209634919,43371,0.0,1.0
2023-04-03,702.0,702.0,678.79,680.35,655.462052103485,53504,0.0,1.0
2023-03-31,672.425,703.14,670.125,702.0,676.320071399495,65992,0.0,1.0
2023-03-30,669.01,678.67,664.37,672.68,648.072629101157,54710,0.0,1.0
2023-03-29,661.38,673.07,661.255,666.0,641.636990814906,52889,0.0,1.0
2023-03-28,683.9,693.7099,651.56,657.38,633.332319852707,65297,0.0,1.0
2023-03-27,680.38,696.3,674.54,688.92,663.718552120428,83011,0.0,1.0
2023-03-24,650.0,673.43,642.3901,671.05,646.5022562858,61537,0.0,1.0
2023-03-23,627.91,653.21,627.91,651.48,627.648148312455,73401,0.0,1.0
2023-03-22,655.28,656.0,627.55,627.91,604.9403647186,51557,0.0,1.0
2023-03-21,643.61,663.88,643.61,657.14,633.101099315476,42296,0.0,1.0
2023-03-20,655.38,667.0,636.49,640.22,616.800051440719,56935,0.0,1.0
2023-03-17,647.49,659.814,644.41,653.89,629.969987873812,71216,0.0,1.0
2023-03-16,641.44,669.03,641.44,651.05,627.23387818325,73979,0.0,1.0
2023-03-15,609.85,655.16,609.85,645.3,621.694219478767,94144,0.0,1.0
2023-03-14,634.35,636.32,622.03,625.56,602.67633029155,64541,0.0,1.0
2023-03-13,638.14,641.83,622.63,622.63,599.853512899527,57248,0.0,1.0
2023-03-10,652.25,652.25,634.55,643.01,619.487990186025,66447,0.0,1.0
2023-03-09,672.1,672.1,647.83,655.64,631.655970957785,56180,0.0,1.0
2023-03-08,687.85,687.85,673.15,673.69,649.045682195336,36050,0.0,1.0
2023-03-07,691.23,696.7,679.16,684.45,659.412069614508,50776,0.0,1.0
2023-03-06,697.46,709.3,689.58,692.07,666.753321671579,94209,0.0,1.0
2023-03-03,691.2,694.255,679.01,692.23,666.9074686964,70220,0.0,1.0
2023-03-02,681.37,687.9,677.24,682.52,657.552671127612,64703,0.0,1.0
2023-03-01,694.99,697.6,679.3001,685.35,660.279146629123,54839,0.0,1.0
2023-02-28,694.11,714.7,690.6,690.61,665.346730070093,72253,0.0,1.0
2023-02-27,700.01,703.5,679.315,692.26,666.936371263554,72426,0.0,1.0
2023-02-24,708.71,708.71,684.675,690.54,665.279290746734,88257,0.0,1.0
2023-02-23,729.1,740.22,718.6,726.0,699.442125122555,51255,0.0,1.0
2023-02-22,722.12,751.61,715.19,732.75,705.945202732166,75107,0.0,1.0
2023-02-21,731.29,741.51,695.87,726.12,699.55773539117,106726,0.0,1.0
2023-02-17,760.61,761.37,745.145,753.38,725.820534744946,73310,2.85,1.0
2023-02-16,768.4,790.37,760.6,767.85,736.973272157818,61842,0.0,1.0
2023-02-15,785.1,795.37,775.625,778.66,747.348581231238,78393,0.0,1.0
2023-02-14,785.52,794.78,773.42,787.48,755.813912038599,35877,0.0,1.0
2023-02-13,793.63,801.88,785.96,789.84,758.079011891816,54682,0.0,1.0
2023-02-10,779.81,792.3598,777.81,791.65,759.816228304664,27644,0.0,1.0
2023-02-09,823.4,825.975,780.85,786.08,754.470208735843,40763,0.0,1.0
2023-02-08,810.77,821.87,806.29,814.27,781.526634524902,40368,0.0,1.0
2023-02-07,815.54,826.43,805.03,820.27,787.285362965284,33759,0.0,1.0
2023-02-06,818.06,826.52,804.16,815.33,782.544009882703,55960,0.0,1.0
2023-02-03,836.93,837.34,811.39,827.57,794.291815901081,61441,0.0,1.0
2023-02-02,829.96,861.89,827.369,849.79,815.618306891961,54833,0.0,1.0
2023-02-01,785.86,821.16,777.38,819.8,786.834262570787,64576,0.0,1.0
2023-01-31,775.1,791.62,775.1,789.88,758.117403414752,80183,0.0,1.0
2023-01-30,789.82,806.44,765.02,777.73,746.455978322979,68585,0.0,1.0
2023-01-27,809.38,814.755,798.32,798.75,766.630723625782,56403,0.0,1.0
2023-01-26,809.01,814.99,798.58,808.35,775.844689130393,45204,0.0,1.0
2023-01-25,792.46,809.34,782.49,807.82,775.336001451492,47825,0.0,1.0
2023-01-24,792.72,808.495,790.04,797.24,765.181443634953,55009,0.0,1.0
2023-01-23,792.07,806.135,790.75,800.32,768.137590901016,57148,0.0,1.0
2023-01-20,747.75,783.95,747.75,783.82,752.301087689966,55368,0.0,1.0
2023-01-19,764.99,764.99,751.865,752.28,722.029371855028,69053,0.0,1.0
2023-01-18,764.0,780.72,756.09,765.17,734.401040121114,45667,0.0,1.0
2023-01-17,759.34,769.72,749.43,765.24,734.468225286252,50946,0.0,1.0
2023-01-13,749.97,768.66,749.97,759.35,728.815073533944,45208,0.0,1.0
2023-01-12,764.15,778.76,754.87,757.09,726.645952488067,74383,0.0,1.0
2023-01-11,750.1,768.6,743.94,763.57,732.865379203679,63865,0.0,1.0
2023-01-10,720.945,750.31,719.45,743.22,713.333691910052,55085,0.0,1.0
2023-01-09,716.02,729.95,715.1,724.48,695.347263414594,64450,0.0,1.0
2023-01-06,716.47,721.42,702.4,715.6,686.824345322829,55028,0.0,1.0
2023-01-05,714.97,714.97,695.78,705.96,677.571988295283,62309,0.0,1.0
2023-01-04,703.5,727.93,700.0,718.76,689.857275634763,90332,0.0,1.0
2023-01-03,716.5,727.93,692.06,696.09,668.098880010856,65134,0.0,1.0
2022-12-30,693.0,711.89,688.16,711.86,683.234737928325,66276,0.0,1.0
2022-12-29,678.9,707.9,678.9,705.15,676.794559955831,52997,0.0,1.0
2022-12-28,683.1,697.3,674.18,674.19,647.079521203463,58291,0.0,1.0
2022-12-27,695.4,701.23,683.64,684.78,657.243676900736,68238,0.0,1.0
2022-12-23,697.4,711.52,692.92,697.51,669.461779075079,57780,0.0,1.0
2022-12-22,690.11,708.8,684.285,707.97,679.501162322811,68449,0.0,1.0
2022-12-21,704.95,720.76,702.35,702.37,674.126349111788,58611,0.0,1.0
2022-12-20,688.73,715.64,683.9225,701.19,672.99379918518,79279,0.0,1.0
2022-12-19,709.46,718.41,683.6,692.34,664.499674735617,126690,0.0,1.0
2022-12-16,711.9,718.6748,689.7001,699.45,671.323767937469,156061,0.0,1.0
2022-12-15,726.39,735.99,711.76,715.51,686.737964396223,85347,0.0,1.0
2022-12-14,756.8,757.22,726.69,730.1,700.741272387084,109329,0.0,1.0
2022-12-13,769.06,777.71,746.67,769.51,738.566520359657,73323,0.0,1.0
2022-12-12,739.3,748.3,737.155,745.0,715.042114680698,80704,0.0,1.0
2022-12-09,722.52,753.0,722.52,743.3,713.410474955924,86285,0.0,1.0
2022-12-08,706.0,730.14,688.5972,729.99,700.635695699011,76434,0.0,1.0
2022-12-07,710.56,714.49,696.17,705.42,677.053702735649,91749,0.0,1.0
2022-12-06,729.05,736.66,705.0,714.51,685.778176322827,88200,0.0,1.0
2022-12-05,724.69,738.435,720.92,729.0,699.685505506348,82719,0.0,1.0
2022-12-02,720.7,741.58,719.98,735.66,706.077694075171,53461,0.0,1.0
2022-12-01,729.01,746.17,720.5,728.12,698.840892001759,93321,0.0,1.0
2022-11-30,710.4,729.77,700.195,724.29,695.164903680648,540063,0.0,1.0
2022-11-29,700.87,722.16,698.04,719.97,691.018619203574,84453,0.0,1.0
2022-11-28,707.7,728.66,705.305,713.16,684.482462423741,103275,2.85,1.0
2022-11-25,716.74,720.91,698.88,714.38,682.924235005477,50144,0.0,1.0
2022-11-23,711.92,732.075,706.96,709.74,678.488544686004,88114,0.0,1.0
2022-11-22,671.55,711.55,669.5235,710.83,679.530549523984,94749,0.0,1.0
2022-11-21,666.67,690.87,650.05,667.0,637.630483424303,114527,0.0,1.0
2022-11-18,683.57,693.63,663.05,683.35,653.260555993999,97945,0.0,1.0
2022-11-17,690.32,701.4428,668.15,672.67,643.05082051728,186942,0.0,1.0
2022-11-16,724.9,724.9,704.27,705.88,674.798509204718,79712,0.0,1.0
2022-11-15,729.98,744.18,715.84,720.05,688.344572098455,114072,0.0,1.0
2022-11-14,724.97,734.8725,694.4652,709.57,678.326030169989,129551,0.0,1.0
2022-11-11,663.0,739.545,663.0,724.23,692.340517256946,215814,0.0,1.0
2022-11-10,644.71,666.26,640.0,652.55,623.816749563012,263911,0.0,1.0
2022-11-09,654.8,654.8,620.57,620.99,593.646407648662,121488,0.0,1.0
2022-11-08,666.77,683.89,642.0,651.82,623.118893111888,165374,0.0,1.0
2022-11-07,688.82,708.82,647.1,666.55,637.200297940733,203084,0.0,1.0
2022-11-04,797.1,797.1,677.84,683.28,653.19363825211,300505,0.0,1.0
2022-11-03,793.8,809.495,770.31,802.35,767.020717204632,133542,0.0,1.0
2022-11-02,849.05,851.665,807.76,813.54,777.717996229396,67676,0.0,1.0
2022-11-01,868.27,874.9,831.33,845.07,807.859659111508,72477,0.0,1.0
2022-10-31,869.83,869.83,837.59,859.43,821.587355876085,87309,0.0,1.0
2022-10-28,817.78,878.15,817.78,876.0,837.42774134886,148809,0.0,1.0
2022-10-27,798.65,839.625,798.65,821.09,784.935552675953,123001,0.0,1.0
2022-10-26,800.85,825.03,795.47,795.83,760.787807531579,62471,0.0,1.0
2022-10-25,769.86,801.2,766.1,800.99,765.72060107651,115040,0.0,1.0
2022-10-24,774.1,790.86,762.48,766.17,732.433804325634,82600,0.0,1.0
2022-10-21,774.36,780.03,757.5369,772.08,738.083573676515,63882,0.0,1.0
2022-10-20,783.38,784.45,751.35,768.81,734.957559162576,60386,0.0,1.0
2022-10-19,780.72,798.325,771.85,779.9,745.559241413214,68385,0.0,1.0
2022-10-18,820.89,831.11,788.64,793.38,758.445686565477,85598,0.0,1.0
2022-10-17,800.33,820.08,795.46,811.6,775.863418811341,72852,0.0,1.0
2022-10-14,801.84,814.225,776.47,784.76,750.205244635766,90269,0.0,1.0
2022-10-13,730.44,793.82,730.44,790.97,756.141804309027,162320,0.0,1.0
2022-10-12,764.85,767.86,736.095,740.05,707.463926923771,91708,0.0,1.0
2022-10-11,798.9,798.9,758.445,765.61,731.898462390526,115586,0.0,1.0
2022-10-10,820.28,825.51,798.76,799.32,764.124134948596,106444,0.0,1.0
2022-10-07,841.2,841.2,815.5375,816.63,780.671936549908,82549,0.0,1.0
2022-10-06,860.54,863.35,839.8,844.45,807.266959111923,85701,0.0,1.0
2022-10-05,876.06,876.06,857.21,865.04,826.950334904586,60316,0.0,1.0
2022-10-04,885.42,905.175,866.1,887.0,847.943386502784,55757,0.0,1.0
2022-10-03,860.55,877.67,847.03,877.67,839.024207476773,78064,0.0,1.0
2022-09-30,900.18,904.89,850.44,853.05,815.488281686809,79302,0.0,1.0
2022-09-29,892.1,904.54,879.23,897.41,857.895010689361,85102,0.0,1.0
2022-09-28,913.81,919.225,897.965,904.55,864.720620361999,81965,0.0,1.0
2022-09-27,928.33,928.33,891.315,902.67,862.923401008419,60836,0.0,1.0
2022-09-26,937.25,937.25,911.8,918.77,878.314481642799,49589,0.0,1.0
2022-09-23,949.99,964.9898,934.28,937.17,895.90428808209,71634,0.0,1.0
2022-09-22,978.42,984.79,952.59,962.53,920.147630000591,55142,0.0,1.0
2022-09-21,1015.1,1019.1959,987.125,989.98,946.388944498338,33212,0.0,1.0
2022-09-20,1023.0,1032.0,1006.35,1006.98,962.640396099857,46742,0.0,1.0
2022-09-19,1025.82,1037.37,1014.08,1034.19,988.6522783397,59451,0.0,1.0
2022-09-16,1053.25,1064.8,1020.82,1029.4,984.073192859037,81909,0.0,1.0
2022-09-15,1075.05,1075.05,1050.18,1063.4,1016.57609606207,62047,0.0,1.0
2022-09-14,1066.55,1081.085,1045.055,1075.1,1027.76091863488,57572,0.0,1.0
2022-09-13,1050.3,1061.12,1045.4,1055.01,1008.55552671285,56050,0.0,1.0
2022-09-12,1084.58,1096.45,1079.02,1081.5,1033.87911217899,59974,0.0,1.0
2022-09-09,1076.04,1107.33,1076.04,1098.21,1049.85333313554,26654,0.0,1.0
2022-09-08,1098.79,1098.79,1075.63,1075.63,1028.26758153776,35345,0.0,1.0
2022-09-07,1087.39,1100.04,1083.8901,1094.24,1046.05814120271,47437,0.0,1.0
2022-09-06,1135.5,1142.57,1080.0,1093.18,1045.04481539697,55644,0.0,1.0
2022-09-02,1179.5,1196.14,1119.02,1127.55,1077.90142666428,32012,0.0,1.0
2022-09-01,1132.58,1163.9,1130.45,1159.32,1108.27252180429,42658,0.0,1.0
2022-08-31,1150.03,1156.08,1129.7,1135.0,1085.02338633671,62074,0.0,1.0
2022-08-30,1157.01,1169.0,1142.07,1146.42,1095.94053794196,47258,0.0,1.0
2022-08-29,1186.0,1186.0,1149.37,1157.44,1106.47530245071,55265,2.85,1.0
2022-08-26,1236.52,1236.52,1188.62,1192.46,1137.15324544758,51209,0.0,1.0
2022-08-25,1223.0,1242.87,1215.02,1241.21,1183.64220165204,44586,0.0,1.0
2022-08-24,1243.36,1247.36,1203.17,1213.72,1157.4271984508,103552,0.0,1.0
2022-08-23,1279.7,1280.19,1245.88,1250.0,1192.02451806306,42684,0.0,1.0
2022-08-22,1318.71,1328.445,1282.61,1287.59,1227.87107937025,36807,0.0,1.0
2022-08-19,1332.71,1342.27,1315.2,1332.13,1270.34529699788,28136,0.0,1.0
2022-08-18,1354.665,1365.0,1336.64,1336.97,1274.96081593182,42283,0.0,1.0
2022-08-17,1389.99,1389.99,1353.93,1355.38,1292.51695303385,31178,0.0,1.0
2022-08-16,1396.38,1408.87,1392.32,1394.89,1330.19446400079,20733,0.0,1.0
2022-08-15,1378.0,1405.04,1375.33,1395.01,1330.30889835452,28141,0.0,1.0
2022-08-12,1353.79,1374.46,1349.5,1369.44,1305.92484481302,18026,0.0,1.0
2022-08-11,1365.23,1390.0,1338.45,1343.21,1280.91140232599,30979,0.0,1.0
2022-08-10,1339.29,1364.905,1339.29,1349.72,1287.11946601606,28783,0.0,1.0
2022-08-09,1344.0,1345.96,1304.96,1318.69,1257.52864937966,54392,0.0,1.0
2022-08-08,1364.3,1403.75,1335.35,1335.35,1273.41595215641,48233,0.0,1.0
2022-08-05,1396.5,1415.42,1363.455,1371.65,1308.03234416096,67081,0.0,1.0
2022-08-04,1423.26,1464.2,1423.26,1441.8,1374.92876011466,41681,0.0,1.0
2022-08-03,1408.29,1448.14,1390.755,1432.29,1365.85983758123,37651,0.0,1.0
2022-08-02,1404.23,1430.01,1384.7125,1395.28,1330.56637565042,73702,0.0,1.0
2022-08-01,1373.0,1404.25,1372.87,1404.23,1339.10127119976,40288,0.0,1.0
2022-07-29,1375.55,1390.145,1366.1,1376.68,1312.82905082165,64125,0.0,1.0
2022-07-28,1421.88,1432.67,1378.43,1385.56,1321.29719299797,72331,0.0,1.0
2022-07-27,1437.56,1449.2,1429.89,1439.5,1372.73543500142,34375,0.0,1.0
2022-07-26,1430.89,1452.47,1426.43,1440.92,1374.08957485394,25865,0.0,1.0
2022-07-25,1425.79,1444.06,1420.76,1425.51,1359.39429659526,26529,0.0,1.0
2022-07-22,1450.32,1455.08,1428.75,1435.31,1368.73976881688,39297,0.0,1.0
2022-07-21,1405.0,1453.68,1396.855,1452.32,1384.96083845868,69304,0.0,1.0
2022-07-20,1399.39,1408.79,1381.35,1406.84,1341.59021839347,27150,0.0,1.0
2022-07-19,1358.14,1393.38,1358.14,1392.18,1327.61015484563,29188,0.0,1.0
2022-07-18,1380.0,1380.0,1346.8925,1351.68,1288.98856046038,44790,0.0,1.0
2022-07-15,1367.24,1383.66,1355.12,1377.03,1313.1628176867,36489,0.0,1.0
2022-07-14,1345.0,1351.155,1327.715,1345.74,1283.32405995055,38930,0.0,1.0
2022-07-13,1338.9,1360.58,1331.8622,1345.84,1283.41942191199,41952,0.0,1.0
2022-07-12,1292.13,1349.28,1291.01,1342.14,1279.89102933853,54607,0.0,1.0
2022-07-11,1329.22,1332.0,1295.875,1304.6,1244.09214901206,49130,0.0,1.0
2022-07-08,1316.19,1345.0,1314.835,1337.77,1275.72371162338,88059,0.0,1.0
2022-07-07,1320.87,1333.23,1311.68,1322.02,1260.70420269578,42494,0.0,1.0
2022-07-06,1318.96,1345.24,1313.9,1317.18,1256.08868376184,38057,0.0,1.0
2022-07-05,1293.2,1326.49,1276.99,1326.49,1264.96688237238,45123,0.0,1.0
2022-07-01,1291.87,1314.0,1277.02,1292.12,1232.19097622372,55383,0.0,1.0
2022-06-30,1250.92,1289.38,1244.72,1289.32,1229.52084130325,56886,0.0,1.0
2022-06-29,1248.16,1261.4699,1237.81,1256.76,1198.47098665675,43272,0.0,1.0
2022-06-28,1279.58,1292.19,1245.56,1249.44,1191.49049107897,47652,0.0,1.0
2022-06-27,1272.48,1279.27,1252.99,1272.7,1213.67168331109,54827,0.0,1.0
2022-06-24,1231.01,1272.39,1230.05,1266.56,1207.81645887836,79030,0.0,1.0
2022-06-23,1221.01,1233.93,1214.0,1231.86,1174.72585825693,36053,0.0,1.0
2022-06-22,1185.18,1235.24,1185.18,1208.63,1152.57327461325,62264,0.0,1.0
2022-06-21,1221.71,1230.34,1199.92,1200.02,1144.36260973283,58977,0.0,1.0
2022-06-17,1174.9,1231.01,1174.9,1214.25,1157.93261684646,77800,0.0,1.0
2022-06-16,1220.18,1223.475,1159.545,1167.34,1113.19832073259,69293,0.0,1.0
2022-06-15,1226.5,1257.63,1214.795,1241.05,1183.48962251373,62169,0.0,1.0
2022-06-14,1223.01,1242.97,1192.99,1223.85,1167.08736514518,59585,0.0,1.0
2022-06-13,1269.73,1269.73,1221.69,1230.33,1173.26682024682,59578,0.0,1.0
2022-06-10,1304.89,1309.6,1282.23,1282.53,1223.04576412114,41860,0.0,1.0
2022-06-09,1317.72,1336.04,1305.605,1312.97,1252.07394518501,45240,0.0,1.0
2022-06-08,1296.93,1323.43,1293.23,1322.0,1260.68513030349,56008,0.0,1.0
2022-06-07,1285.53,1300.01,1274.865,1299.82,1239.53384725498,29978,0.0,1.0
2022-06-06,1297.61,1306.99,1282.99,1294.85,1234.79435777116,39804,0.0,1.0
2022-06-03,1282.47,1296.4,1272.0,1288.59,1228.82469898471,29115,0.0,1.0
2022-06-02,1269.0,1300.88,1269.0,1288.35,1228.59583027724,37948,0.0,1.0
2022-06-01,1308.94,1308.94,1272.2,1272.2,1213.19487350386,52239,0.0,1.0
2022-05-31,1288.15,1315.395,1267.74,1303.1,1242.66171959038,60285,0.0,1.0
2022-05-27,1294.7,1297.27,1271.63,1285.04,1225.43934935341,41313,2.75,1.0
2022-05-26,1242.03,1287.5,1240.54,1280.06,1218.083611096,43725,0.0,1.0
2022-05-25,1243.23,1263.075,1241.53,1248.77,1188.30857227658,57412,0.0,1.0
2022-05-24,1221.14,1235.86,1196.725,1230.27,1170.70428278602,44296,0.0,1.0
2022-05-23,1206.91,1223.01,1192.94,1219.28,1160.24638324542,40305,0.0,1.0
2022-05-20,1188.66,1206.73,1164.71,1192.09,1134.37283561039,49643,0.0,1.0
2022-05-19,1158.11,1197.835,1156.97,1182.4,1125.1519942502,55547,0.0,1.0
2022-05-18,1147.73,1179.99,1138.315,1158.12,1102.04755377287,55619,0.0,1.0
2022-05-17,1135.15,1166.82,1130.5,1165.02,1108.61347796124,40696,0.0,1.0
2022-05-16,1124.29,1151.97,1119.97,1126.82,1072.26299912129,43564,0.0,1.0
2022-05-13,1128.91,1149.38,1121.57,1128.59,1073.94730141309,55656,0.0,1.0
2022-05-12,1062.07,1125.43,1049.81,1123.1,1068.72310955886,63734,0.0,1.0
2022-05-11,1091.81,1125.57,1067.0,1067.56,1015.87217775858,77150,0.0,1.0
2022-05-10,1138.2,1138.2,1078.295,1102.03,1048.67325120395,95389,0.0,1.0
2022-05-09,1133.86,1145.16,1107.2225,1113.64,1059.72113233829,95328,0.0,1.0
2022-05-06,1104.77,1157.405,1087.0,1127.19,1072.6150849111,213658,0.0,1.0
2022-05-05,1129.65,1129.65,1084.53,1090.83,1038.01551918805,85045,0.0,1.0
2022-05-04,1131.59,1147.735,1093.71,1139.46,1084.29101096781,87014,0.0,1.0
2022-05-03,1152.99,1152.99,1102.5,1125.22,1070.74046597616,81497,0.0,1.0
2022-05-02,1170.94,1191.73,1142.4,1153.0,1097.17544770846,68359,0.0,1.0
2022-04-29,1254.63,1254.63,1161.66,1166.2,1109.73634615577,84860,0.0,1.0
2022-04-28,1281.0,1281.0,1226.6,1252.39,1191.75330351743,89552,0.0,1.0
2022-04-27,1291.5,1318.815,1277.19,1281.0,1218.97809931877,56866,0.0,1.0
2022-04-26,1314.59,1316.01,1286.265,1293.06,1230.45419290017,37309,0.0,1.0
2022-04-25,1330.04,1363.77,1310.1101,1356.12,1290.46103048256,39707,0.0,1.0
2022-04-22,1367.59,1367.59,1334.2,1342.95,1277.92867953172,28072,0.0,1.0
2022-04-21,1414.08,1414.08,1345.37,1356.39,1290.7179579508,33946,0.0,1.0
2022-04-20,1411.14,1433.27,1395.44,1399.39,1331.63603622614,41086,0.0,1.0
2022-04-19,1392.6,1426.3,1385.5,1415.07,1346.5568610484,60477,0.0,1.0
2022-04-18,1423.61,1423.61,1364.045,1381.23,1314.35528502893,32656,0.0,1.0
2022-04-14,1439.0,1444.0,1427.75,1428.0,1358.86083202748,31803,0.0,1.0
2022-04-13,1450.235,1456.3,1439.85,1439.85,1370.13709313359,30251,0.0,1.0
2022-04-12,1446.9,1466.705,1438.97,1440.62,1370.86981220968,26221,0.0,1.0
2022-04-11,1470.75,1496.375,1436.735,1444.59,1374.64759757603,37881,0.0,1.0
2022-04-08,1482.55,1490.355,1470.0,1472.4,1401.1111268048,29106,0.0,1.0
2022-04-07,1497.89,1497.89,1462.08,1480.04,1408.38122257279,23498,0.0,1.0
2022-04-06,1499.75,1504.4275,1480.12,1497.89,1425.36698297313,26038,0.0,1.0
2022-04-05,1485.71,1502.17,1485.44,1500.0,1427.37482355827,27626,0.0,1.0
2022-04-04,1500.78,1509.68,1495.2,1496.75,1424.28217810723,28159,0.0,1.0
2022-04-01,1457.18,1505.05,1451.133,1500.77,1428.10754263437,62002,0.0,1.0
2022-03-31,1556.41,1556.41,1464.24,1464.24,1393.34620776464,48275,0.0,1.0
2022-03-30,1550.11,1564.17,1542.45,1545.65,1470.81459735523,27613,0.0,1.0
2022-03-29,1549.99,1576.49,1544.3,1555.73,1480.40655616954,27854,0.0,1.0
2022-03-28,1506.61,1527.07,1489.05,1525.5,1451.64019555876,20936,0.0,1.0
2022-03-25,1479.65,1509.3,1479.65,1506.91,1433.9502635788,26697,0.0,1.0
2022-03-24,1458.35,1482.67,1448.175,1472.04,1400.76855684715,24460,0.0,1.0
2022-03-23,1518.31,1528.5,1451.65,1458.84,1388.20765839983,38319,0.0,1.0
2022-03-22,1504.05,1539.05,1504.05,1531.37,1457.22598903496,24146,0.0,1.0
2022-03-21,1525.2,1540.2094,1497.4,1507.06,1434.09300106115,34369,0.0,1.0
2022-03-18,1481.99,1530.08,1481.99,1528.95,1454.92315765295,49720,0.0,1.0
2022-03-17,1456.86,1497.31,1452.38,1491.5,1419.28636622478,20934,0.0,1.0
2022-03-16,1473.06,1476.05,1434.555,1459.98,1389.29246326574,30536,0.0,1.0
2022-03-15,1491.92,1496.42,1460.47,1473.64,1402.29108999228,38551,0.0,1.0
2022-03-14,1445.12,1481.66,1445.12,1479.25,1407.62947183238,41847,0.0,1.0
2022-03-11,1494.0,1501.08,1456.33,1459.2,1388.55022835749,39852,0.0,1.0
2022-03-10,1458.45,1480.25,1447.525,1477.51,1405.97371703706,29907,0.0,1.0
2022-03-09,1444.13,1466.25,1439.355,1462.97,1392.1376970807,42289,0.0,1.0
2022-03-08,1443.14,1449.15,1417.75,1423.58,1354.65483421406,39253,0.0,1.0
2022-03-07,1461.42,1476.4439,1432.14,1434.08,1364.64645797897,41910,0.0,1.0
2022-03-04,1432.62,1461.065,1432.62,1454.85,1384.41084136917,35002,0.0,1.0
2022-03-03,1452.94,1453.19,1421.376,1439.66,1369.9562923226,33240,0.0,1.0
2022-03-02,1427.32,1458.61,1427.32,1437.7,1368.09118921982,32835,0.0,1.0
2022-03-01,1426.24,1448.5,1425.0,1427.5,1358.38504041962,42929,0.0,1.0
2022-02-28,1451.0,1484.88,1417.98,1432.85,1363.47601062365,77549,0.0,1.0
2022-02-25,1412.64,1457.785,1387.235,1440.36,1370.6224005736,53819,0.0,1.0
2022-02-24,1377.0,1427.74,1375.625,1421.6,1352.77069944696,46141,0.0,1.0
2022-02-23,1475.0,1475.0,1391.665,1396.44,1328.82886573981,31370,0.0,1.0
2022-02-22,1484.385,1493.64,1457.47,1463.41,1392.55639369561,40457,0.0,1.0
2022-02-18,1458.85,1479.47,1441.78,1474.87,1403.46153734759,50244,0.0,1.0
