,MDSO_Open,MDSO_High,MDSO_Low,MDSO_Close,MDSO_Adj Close,MDSO_Volume,MDSO_Dividend Amount,MDSO_Split Coefficient
2018-05-21,75.52,78.01,75.485,75.97,75.97,730949,0.0,1.0
2018-05-18,76.68,77.86,76.56,77.54,77.54,481893,0.0,1.0
2018-05-17,75.9,76.78,75.68,76.43,76.43,646595,0.0,1.0
2018-05-16,75.93,76.18,75.03,75.65,75.65,660446,0.0,1.0
2018-05-15,76.21,76.33,74.56,75.65,75.65,680343,0.0,1.0
2018-05-14,77.52,78.58,75.655,76.43,76.43,581778,0.0,1.0
2018-05-11,77.97,78.42,77.15,77.68,77.68,544397,0.0,1.0
2018-05-10,79.0,79.72,78.06,78.16,78.16,986777,0.0,1.0
2018-05-09,76.96,79.4,76.96,78.87,78.87,561150,0.0,1.0
2018-05-08,76.33,77.0,75.27,76.93,76.93,644150,0.0,1.0
2018-05-07,75.63,77.15,75.51,76.18,76.18,1018451,0.0,1.0
2018-05-04,72.98,75.92,72.98,75.11,75.11,1339590,0.0,1.0
2018-05-03,73.29,73.98,72.13,73.42,73.42,555415,0.0,1.0
2018-05-02,72.0,73.96,71.83,73.64,73.64,599894,0.0,1.0
2018-05-01,71.52,72.17,70.845,72.04,72.04,606933,0.0,1.0
2018-04-30,70.92,72.06,69.88,71.36,71.36,607384,0.0,1.0
2018-04-27,71.92,72.52,70.655,71.2,71.2,423124,0.0,1.0
2018-04-26,70.07,71.655,70.07,71.6,71.6,674387,0.0,1.0
2018-04-25,70.93,70.99,69.44,69.57,69.57,537506,0.0,1.0
2018-04-24,72.72,72.9522,70.18,70.92,70.92,519975,0.0,1.0
2018-04-23,73.05,73.7999,70.02,72.51,72.51,545933,0.0,1.0
2018-04-20,73.17,74.065,71.287,73.14,73.14,1816831,0.0,1.0
2018-04-19,72.0,74.76,70.23,73.46,73.46,1957375,0.0,1.0
2018-04-18,69.65,70.3299,68.73,69.75,69.75,873438,0.0,1.0
2018-04-17,67.45,69.67,65.585,69.25,69.25,686111,0.0,1.0
2018-04-16,67.04,68.16,67.0,67.46,67.46,515813,0.0,1.0
2018-04-13,66.97,66.97,65.92,66.44,66.44,484258,0.0,1.0
2018-04-12,67.05,67.395,66.32,66.75,66.75,580091,0.0,1.0
2018-04-11,65.26,66.99,65.26,66.4,66.4,722105,0.0,1.0
2018-04-10,65.8,66.36,65.12,65.83,65.83,759375,0.0,1.0
2018-04-09,64.34,65.66,63.96,64.9,64.9,1298113,0.0,1.0
2018-04-06,63.56,64.735,62.69,63.74,63.74,488616,0.0,1.0
2018-04-05,64.42,65.13,63.38,64.09,64.09,459923,0.0,1.0
2018-04-04,61.65,64.025,61.13,63.78,63.78,309886,0.0,1.0
2018-04-03,62.33,63.01,60.7,62.71,62.71,471237,0.0,1.0
2018-04-02,62.57,63.715,61.1101,61.93,61.93,610605,0.0,1.0
2018-03-29,62.99,63.54,61.95,62.81,62.81,532910,0.0,1.0
2018-03-28,63.8,64.18,62.45,62.51,62.51,448179,0.0,1.0
2018-03-27,65.79,65.8,63.43,63.81,63.81,476114,0.0,1.0
2018-03-26,64.8,65.83,63.29,65.65,65.65,516127,0.0,1.0
2018-03-23,65.06,65.48,63.69,63.76,63.76,410488,0.0,1.0
2018-03-22,66.34,67.3,64.96,65.02,65.02,461282,0.0,1.0
2018-03-21,65.42,67.38,65.29,67.07,67.07,595404,0.0,1.0
2018-03-20,65.28,65.89,64.51,65.3,65.3,713785,0.0,1.0
2018-03-19,66.3,66.612,64.68,65.45,65.45,394677,0.0,1.0
2018-03-16,67.5,67.65,66.76,66.87,66.87,862459,0.0,1.0
2018-03-15,68.02,68.02,66.85,67.2,67.2,387927,0.0,1.0
2018-03-14,69.1,69.1,67.64,67.84,67.84,339206,0.0,1.0
2018-03-13,70.73,70.74,68.21,68.57,68.57,370217,0.0,1.0
2018-03-12,69.99,70.84,69.95,70.34,70.34,511095,0.0,1.0
2018-03-09,68.6,70.29,67.29,70.06,70.06,492226,0.0,1.0
2018-03-08,68.06,68.5,66.56,67.93,67.93,288419,0.0,1.0
2018-03-07,68.42,68.42,67.295,68.03,68.03,457332,0.0,1.0
2018-03-06,68.85,70.0,67.4,68.87,68.87,431817,0.0,1.0
2018-03-05,66.29,69.07,66.115,68.71,68.71,485410,0.0,1.0
2018-03-02,63.7,66.74,63.21,66.5,66.5,654217,0.0,1.0
2018-03-01,65.65,66.11,63.715,64.08,64.08,578301,0.0,1.0
2018-02-28,66.98,67.89,65.59,65.66,65.66,408276,0.0,1.0
2018-02-27,67.95,68.42,67.06,67.08,67.08,236954,0.0,1.0
2018-02-26,67.66,68.15,66.76,67.95,67.95,164763,0.0,1.0
2018-02-23,66.7,67.38,65.67,67.33,67.33,279070,0.0,1.0
2018-02-22,67.8,68.51,66.19,66.46,66.46,370952,0.0,1.0
2018-02-21,67.81,68.93,67.22,67.5,67.5,602412,0.0,1.0
2018-02-20,67.47,67.875,66.671,67.59,67.59,570649,0.0,1.0
2018-02-16,66.57,69.05,66.57,67.98,67.98,707074,0.0,1.0
2018-02-15,63.86,66.82,63.17,66.77,66.77,745986,0.0,1.0
2018-02-14,61.81,64.12,61.69,63.57,63.57,585415,0.0,1.0
2018-02-13,61.93,62.67,61.18,62.48,62.48,794188,0.0,1.0
2018-02-12,66.645,66.95,62.13,62.48,62.48,944905,0.0,1.0
2018-02-09,63.75,65.37,62.86,64.97,64.97,1509901,0.0,1.0
2018-02-08,65.75,66.61,59.6,62.61,62.61,3023352,0.0,1.0
2018-02-07,65.33,66.865,65.04,66.38,66.38,744853,0.0,1.0
2018-02-06,64.61,66.79,64.13,65.44,65.44,628160,0.0,1.0
2018-02-05,67.37,68.2,65.44,65.55,65.55,538753,0.0,1.0
2018-02-02,67.4,69.17,65.94,68.23,68.23,447274,0.0,1.0
2018-02-01,67.79,68.26,67.12,67.82,67.82,300037,0.0,1.0
2018-01-31,69.71,69.71,68.09,68.11,68.11,466357,0.0,1.0
2018-01-30,69.56,70.69,69.13,69.16,69.16,401232,0.0,1.0
2018-01-29,71.26,71.72,70.34,70.43,70.43,400539,0.0,1.0
2018-01-26,70.24,71.82,69.62,71.74,71.74,426937,0.0,1.0
2018-01-25,70.0,70.92,69.49,69.86,69.86,474357,0.0,1.0
2018-01-24,69.51,70.455,69.14,69.61,69.61,589316,0.0,1.0
2018-01-23,66.76,69.95,66.31,69.42,69.42,835616,0.0,1.0
2018-01-22,66.47,67.19,66.1,67.02,67.02,758390,0.0,1.0
2018-01-19,66.46,67.19,66.21,66.86,66.86,580340,0.0,1.0
2018-01-18,66.11,66.66,65.78,66.56,66.56,267300,0.0,1.0
2018-01-17,67.5,67.5,65.12,66.11,66.11,470143,0.0,1.0
2018-01-16,67.23,68.08,67.06,67.2,67.2,617040,0.0,1.0
2018-01-12,66.21,67.02,65.33,66.9,66.9,422860,0.0,1.0
2018-01-11,64.8,65.94,64.57,65.84,65.84,519069,0.0,1.0
2018-01-10,64.84,65.43,64.0,64.74,64.74,440482,0.0,1.0
2018-01-09,64.95,65.54,64.4,65.17,65.17,393555,0.0,1.0
2018-01-08,64.87,64.95,63.665,64.6,64.6,429838,0.0,1.0
2018-01-05,64.95,65.47,64.71,64.87,64.87,380835,0.0,1.0
2018-01-04,66.38,66.38,64.19,64.79,64.79,343106,0.0,1.0
2018-01-03,64.61,66.28,64.6,65.91,65.91,371237,0.0,1.0
2018-01-02,63.07,65.81,62.65,64.6,64.6,510775,0.0,1.0
2017-12-29,65.04,65.74,63.33,63.37,63.37,528352,0.0,1.0
2017-12-28,65.25,65.41,64.71,65.03,65.03,241059,0.0,1.0
2017-12-27,65.87,66.11,64.93,65.12,65.12,192403,0.0,1.0
2017-12-26,65.67,66.17,65.08,65.68,65.68,149661,0.0,1.0
2017-12-22,65.84,66.16,65.17,65.94,65.94,240204,0.0,1.0
2017-12-21,66.05,66.41,65.61,65.69,65.69,193158,0.0,1.0
2017-12-20,65.69,66.23,65.56,66.055,66.055,377642,0.0,1.0
2017-12-19,65.95,66.64,65.39,65.7,65.7,341689,0.0,1.0
2017-12-18,67.2,67.63,65.41,65.77,65.77,288793,0.0,1.0
2017-12-15,64.25,67.32,64.11,66.64,66.64,1058215,0.0,1.0
2017-12-14,66.51,66.94,64.17,64.36,64.36,1004770,0.0,1.0
2017-12-13,66.37,67.245,65.92,66.82,66.82,460435,0.0,1.0
2017-12-12,66.63,66.94,66.23,66.38,66.38,284939,0.0,1.0
2017-12-11,66.17,66.59,65.3,66.46,66.46,327821,0.0,1.0
2017-12-08,66.43,66.79,66.075,66.23,66.23,330929,0.0,1.0
2017-12-07,64.76,66.92,64.0,65.47,65.47,280303,0.0,1.0
2017-12-06,64.78,65.29,63.77,64.58,64.58,552052,0.0,1.0
2017-12-05,64.57,66.12,64.57,64.99,64.99,296073,0.0,1.0
2017-12-04,68.15,68.72,64.4501,64.79,64.79,420332,0.0,1.0
2017-12-01,67.95,68.55,65.01,67.35,67.35,592072,0.0,1.0
2017-11-30,65.4,67.23,64.98,66.64,66.64,829816,0.0,1.0
2017-11-29,67.95,68.06,64.595,64.98,64.98,1249839,0.0,1.0
2017-11-28,69.09,69.5,67.65,67.84,67.84,688346,0.0,1.0
2017-11-27,70.05,70.09,68.96,68.97,68.97,393337,0.0,1.0
2017-11-24,70.33,70.95,69.95,70.15,70.15,97403,0.0,1.0
2017-11-22,69.9,71.03,69.56,70.25,70.25,270928,0.0,1.0
2017-11-21,69.4,70.58,69.28,69.89,69.89,307492,0.0,1.0
2017-11-20,68.96,69.11,68.38,69.07,69.07,286605,0.0,1.0
2017-11-17,69.46,70.64,68.62,68.64,68.64,363638,0.0,1.0
2017-11-16,67.37,70.13,67.37,69.49,69.49,1004750,0.0,1.0
2017-11-15,66.18,67.49,65.5,67.24,67.24,357431,0.0,1.0
2017-11-14,66.44,66.94,65.34,66.58,66.58,459971,0.0,1.0
2017-11-13,66.26,67.05,65.71,66.95,66.95,579714,0.0,1.0
2017-11-10,64.84,66.09,64.42,65.69,65.69,515569,0.0,1.0
2017-11-09,66.27,66.71,64.51,64.96,64.96,441396,0.0,1.0
2017-11-08,64.99,67.42,63.93,66.93,66.93,1377239,0.0,1.0
2017-11-07,70.7,70.92,64.1,65.9,65.9,2086866,0.0,1.0
2017-11-06,71.69,72.0,70.77,70.88,70.88,585124,0.0,1.0
2017-11-03,71.7,72.33,71.31,71.78,71.78,583558,0.0,1.0
2017-11-02,70.17,72.06,70.02,71.72,71.72,436510,0.0,1.0
2017-11-01,75.57,75.57,70.01,70.38,70.38,698264,0.0,1.0
2017-10-31,74.79,75.64,73.64,75.23,75.23,479044,0.0,1.0
2017-10-30,72.55,75.19,71.34,75.01,75.01,766694,0.0,1.0
2017-10-27,75.41,75.94,70.65,72.26,72.26,1130100,0.0,1.0
2017-10-26,77.04,78.5,72.15,75.33,75.33,2747270,0.0,1.0
2017-10-25,81.6,81.82,80.08,81.25,81.25,795234,0.0,1.0
2017-10-24,81.19,81.88,81.01,81.87,81.87,288849,0.0,1.0
2017-10-23,81.16,81.73,80.51,80.9,80.9,200107,0.0,1.0
2017-10-20,80.45,81.47,80.45,81.08,81.08,255114,0.0,1.0
2017-10-19,80.22,80.36,78.77,79.64,79.64,231551,0.0,1.0
2017-10-18,80.51,81.27,80.26,80.72,80.72,218289,0.0,1.0
2017-10-17,79.21,80.67,78.92,80.3,80.3,207891,0.0,1.0
2017-10-16,80.32,80.9,78.97,79.34,79.34,187734,0.0,1.0
2017-10-13,79.44,80.16,78.75,80.01,80.01,240239,0.0,1.0
2017-10-12,79.27,80.69,79.18,79.45,79.45,274044,0.0,1.0
2017-10-11,78.81,79.47,78.55,79.45,79.45,304556,0.0,1.0
2017-10-10,81.02,81.02,78.53,78.85,78.85,401387,0.0,1.0
2017-10-09,81.02,81.78,80.37,80.62,80.62,265570,0.0,1.0
2017-10-06,79.51,81.2,79.4,81.02,81.02,266309,0.0,1.0
2017-10-05,79.95,79.95,79.23,79.88,79.88,253160,0.0,1.0
2017-10-04,79.9,80.15,78.67,79.68,79.68,217391,0.0,1.0
2017-10-03,79.29,80.22,78.2,79.94,79.94,339306,0.0,1.0
2017-10-02,78.0,79.77,78.0,79.46,79.46,364336,0.0,1.0
2017-09-29,78.65,79.11,74.93,78.06,78.06,508459,0.0,1.0
2017-09-28,79.18,79.46,77.81,78.57,78.57,449483,0.0,1.0
2017-09-27,76.4,79.83,76.4,79.57,79.57,649850,0.0,1.0
2017-09-26,75.27,75.81,74.87,75.78,75.78,271765,0.0,1.0
2017-09-25,76.15,76.15,74.1,74.93,74.93,426316,0.0,1.0
2017-09-22,76.55,76.72,75.77,76.5,76.5,304773,0.0,1.0
2017-09-21,76.65,77.07,75.94,76.55,76.55,658333,0.0,1.0
2017-09-20,75.43,76.84,74.86,76.79,76.79,577336,0.0,1.0
2017-09-19,75.56,75.99,74.82,75.57,75.57,651288,0.0,1.0
2017-09-18,75.72,76.13,75.21,75.85,75.85,426912,0.0,1.0
2017-09-15,76.1,76.6,73.83,75.86,75.86,1439751,0.0,1.0
2017-09-14,74.44,76.06,74.02,76.0,76.0,448685,0.0,1.0
2017-09-13,74.64,74.64,73.51,74.46,74.46,415038,0.0,1.0
2017-09-12,75.39,75.76,74.32,74.79,74.79,302803,0.0,1.0
2017-09-11,74.62,75.81,74.29,75.34,75.34,446785,0.0,1.0
2017-09-08,73.2,74.96,73.07,74.01,74.01,395296,0.0,1.0
2017-09-07,73.34,74.01,72.93,73.38,73.38,408906,0.0,1.0
2017-09-06,74.74,74.77,72.46,73.32,73.32,499221,0.0,1.0
2017-09-05,74.67,75.92,73.55,74.54,74.54,516006,0.0,1.0
2017-09-01,75.01,75.14,74.1,74.96,74.96,440907,0.0,1.0
2017-08-31,73.47,74.99,73.46,74.96,74.96,236834,0.0,1.0
2017-08-30,72.84,73.47,72.35,73.18,73.18,250717,0.0,1.0
2017-08-29,71.8,72.99,71.385,72.96,72.96,251026,0.0,1.0
2017-08-28,72.21,72.73,71.86,72.53,72.53,281469,0.0,1.0
2017-08-25,72.97,73.63,71.1,72.03,72.03,308744,0.0,1.0
2017-08-24,73.3,73.35,72.35,72.86,72.86,209751,0.0,1.0
2017-08-23,72.56,73.91,72.42,72.83,72.83,224648,0.0,1.0
2017-08-22,71.85,73.4,71.33,73.24,73.24,281946,0.0,1.0
2017-08-21,72.21,72.49,70.38,71.45,71.45,607966,0.0,1.0
2017-08-18,71.88,72.79,71.22,72.34,72.34,443913,0.0,1.0
2017-08-17,73.77,74.47,72.49,72.53,72.53,298924,0.0,1.0
2017-08-16,73.82,74.66,72.98,74.03,74.03,226524,0.0,1.0
2017-08-15,75.32,75.36,73.4,73.64,73.64,480819,0.0,1.0
2017-08-14,73.35,75.33,73.35,74.65,74.65,438256,0.0,1.0
2017-08-11,73.27,73.47,72.01,72.84,72.84,478361,0.0,1.0
2017-08-10,77.5,77.61,72.43,72.71,72.71,750235,0.0,1.0
2017-08-09,77.52,78.47,76.87,77.79,77.79,363468,0.0,1.0
2017-08-08,78.73,78.88,77.73,77.96,77.96,342850,0.0,1.0
2017-08-07,77.78,79.36,77.55,79.04,79.04,294895,0.0,1.0
2017-08-04,77.5,77.8,77.04,77.71,77.71,222346,0.0,1.0
2017-08-03,76.93,77.7,76.56,77.31,77.31,505306,0.0,1.0
2017-08-02,77.72,77.92,76.24,76.86,76.86,467134,0.0,1.0
2017-08-01,77.34,77.95,76.57,77.64,77.64,309079,0.0,1.0
2017-07-31,77.75,78.41,76.24,76.81,76.81,365757,0.0,1.0
2017-07-28,75.76,78.09,75.56,77.64,77.64,389561,0.0,1.0
2017-07-27,76.85,77.3,74.7,76.02,76.02,728456,0.0,1.0
2017-07-26,78.3,78.89,76.1,76.8,76.8,448930,0.0,1.0
2017-07-25,76.95,78.15,76.82,78.11,78.11,639030,0.0,1.0
2017-07-24,74.63,76.8,74.38,76.78,76.78,446745,0.0,1.0
2017-07-21,76.35,77.18,74.56,74.78,74.78,521176,0.0,1.0
2017-07-20,76.8,76.8,74.62,75.78,75.78,1218179,0.0,1.0
2017-07-19,79.75,80.06,76.42,76.51,76.51,1286012,0.0,1.0
2017-07-18,82.0,85.92,79.99,80.19,80.19,1972200,0.0,1.0
2017-07-17,81.81,82.25,80.72,81.0,81.0,750516,0.0,1.0
2017-07-14,80.65,82.63,80.61,81.77,81.77,458297,0.0,1.0
2017-07-13,81.38,82.29,79.84,80.67,80.67,487190,0.0,1.0
2017-07-12,82.0,82.83,80.87,81.34,81.34,595719,0.0,1.0
2017-07-11,80.2,81.4,79.91,81.24,81.24,437038,0.0,1.0
2017-07-10,79.79,80.83,79.43,80.29,80.29,414648,0.0,1.0
2017-07-07,78.72,79.8,77.63,79.63,79.63,473169,0.0,1.0
2017-07-06,77.69,78.3,77.355,77.85,77.85,472956,0.0,1.0
2017-07-05,77.27,78.53,77.22,78.19,78.19,346575,0.0,1.0
2017-07-03,78.21,78.8,76.5,77.47,77.47,217966,0.0,1.0
2017-06-30,78.23,78.78,77.6,78.2,78.2,356537,0.0,1.0
2017-06-29,78.49,78.87,77.32,78.23,78.23,828612,0.0,1.0
2017-06-28,76.48,78.82,75.45,78.5,78.5,693476,0.0,1.0
2017-06-27,78.1,78.66,75.35,75.87,75.87,484534,0.0,1.0
2017-06-26,80.1,80.84,77.22,77.73,77.73,859149,0.0,1.0
2017-06-23,80.3,81.65,79.42,79.9,79.9,6581903,0.0,1.0
2017-06-22,76.19,81.12,76.19,80.25,80.25,1240580,0.0,1.0
2017-06-21,76.26,77.31,75.66,76.0,76.0,636257,0.0,1.0
2017-06-20,78.11,79.03,75.72,75.76,75.76,390724,0.0,1.0
2017-06-19,76.97,78.66,76.29,78.42,78.42,668872,0.0,1.0
2017-06-16,74.53,76.19,74.0,75.81,75.81,520307,0.0,1.0
2017-06-15,73.12,74.92,72.26,74.86,74.86,395405,0.0,1.0
2017-06-14,74.29,74.65,73.05,73.93,73.93,369278,0.0,1.0
2017-06-13,74.8,75.8,72.88,72.98,72.98,661734,0.0,1.0
2017-06-12,74.39,75.0,70.38,74.71,74.71,1050729,0.0,1.0
2017-06-09,79.08,80.7,74.01,75.37,75.37,956164,0.0,1.0
2017-06-08,78.19,79.09,77.34,78.86,78.86,398350,0.0,1.0
2017-06-07,78.15,78.49,76.81,77.9,77.9,586913,0.0,1.0
2017-06-06,74.83,79.91,73.32,78.11,78.11,1318506,0.0,1.0
2017-06-05,74.03,74.13,73.06,73.27,73.27,335040,0.0,1.0
2017-06-02,73.25,74.32,72.6,73.9,73.9,350300,0.0,1.0
2017-06-01,71.32,73.21,70.44,73.19,73.19,285037,0.0,1.0
2017-05-31,71.36,71.85,70.08,71.18,71.18,343189,0.0,1.0
2017-05-30,72.28,72.81,70.57,71.09,71.09,361644,0.0,1.0
2017-05-26,72.18,72.81,71.68,72.7,72.7,341252,0.0,1.0
2017-05-25,73.57,73.75,72.09,72.16,72.16,244130,0.0,1.0
2017-05-24,71.88,73.39,71.4,73.16,73.16,456315,0.0,1.0
2017-05-23,73.01,73.01,71.17,71.87,71.87,369921,0.0,1.0
2017-05-22,71.22,73.15,70.89,72.76,72.76,455206,0.0,1.0
2017-05-19,69.49,72.13,69.49,70.68,70.68,534728,0.0,1.0
2017-05-18,68.19,69.84,68.03,69.49,69.49,420011,0.0,1.0
2017-05-17,69.1,70.34,68.12,68.2,68.2,610310,0.0,1.0
2017-05-16,69.31,71.52,69.01,70.35,70.35,440994,0.0,1.0
2017-05-15,69.6,69.85,68.89,69.32,69.32,258123,0.0,1.0
2017-05-12,70.0,70.25,68.99,69.25,69.25,292956,0.0,1.0
2017-05-11,68.98,71.67,68.64,70.34,70.34,663505,0.0,1.0
2017-05-10,68.49,69.86,68.4,68.99,68.99,471543,0.0,1.0
2017-05-09,68.63,69.25,68.4,68.62,68.62,420758,0.0,1.0
2017-05-08,68.15,69.22,66.84,68.43,68.43,401562,0.0,1.0
2017-05-05,68.03,68.3,67.22,68.14,68.14,305301,0.0,1.0
2017-05-04,67.33,68.03,66.97,67.83,67.83,400690,0.0,1.0
2017-05-03,66.44,67.16,65.84,67.15,67.15,300774,0.0,1.0
2017-05-02,67.13,67.13,65.27,66.69,66.69,341392,0.0,1.0
2017-05-01,67.49,67.49,66.0,66.96,66.96,408508,0.0,1.0
2017-04-28,65.31,65.83,63.82,65.43,65.43,490647,0.0,1.0
2017-04-27,67.76,67.76,65.11,65.19,65.19,713261,0.0,1.0
2017-04-26,66.0,69.68,65.18,67.14,67.14,1470845,0.0,1.0
2017-04-25,63.9,64.97,63.21,63.34,63.34,503112,0.0,1.0
2017-04-24,64.0,64.1,63.16,63.65,63.65,470014,0.0,1.0
2017-04-21,62.43,63.17,62.07,63.0,63.0,469904,0.0,1.0
2017-04-20,60.89,62.53,60.63,62.45,62.45,390523,0.0,1.0
2017-04-19,60.53,61.65,60.26,60.66,60.66,250046,0.0,1.0
2017-04-18,60.25,61.0,59.81,60.48,60.48,379388,0.0,1.0
2017-04-17,60.28,61.49,59.22,60.38,60.38,356018,0.0,1.0
2017-04-13,61.09,61.79,60.2,60.3,60.3,276602,0.0,1.0
2017-04-12,62.13,62.45,60.63,61.09,61.09,508796,0.0,1.0
2017-04-11,62.38,63.35,62.03,62.31,62.31,449478,0.0,1.0
2017-04-10,64.01,64.52,62.35,62.48,62.48,1199244,0.0,1.0
2017-04-07,59.9,64.35,59.57,63.69,63.69,2314768,0.0,1.0
2017-04-06,58.22,59.85,57.94,59.8,59.8,488120,0.0,1.0
2017-04-05,57.58,58.94,57.58,58.1,58.1,858592,0.0,1.0
2017-04-04,57.22,57.91,56.65,57.33,57.33,221930,0.0,1.0
2017-04-03,57.7,57.96,56.98,57.37,57.37,346634,0.0,1.0
2017-03-31,56.96,57.7,56.82,57.69,57.69,406402,0.0,1.0
2017-03-30,57.15,57.47,56.57,57.0,57.0,198457,0.0,1.0
2017-03-29,56.45,57.35,56.14,57.1,57.1,228858,0.0,1.0
2017-03-28,56.06,56.6,55.69,56.59,56.59,228201,0.0,1.0
2017-03-27,55.06,56.52,54.91,56.28,56.28,2614,0.0,1.0
2017-03-24,55.21,56.38,55.21,55.97,55.97,4174,0.0,1.0
2017-03-23,55.66,56.53,54.96,55.21,55.21,240112,0.0,1.0
2017-03-22,56.0,57.11,55.64,55.83,55.83,234168,0.0,1.0
2017-03-21,57.75,58.04,55.53,55.99,55.99,310332,0.0,1.0
2017-03-20,57.91,58.08,57.27,57.43,57.43,187786,0.0,1.0
2017-03-17,57.69,58.2,56.59,57.9,57.9,614957,0.0,1.0
2017-03-16,58.18,58.49,57.28,57.98,57.98,193305,0.0,1.0
2017-03-15,56.96,58.14,56.51,58.0,58.0,305876,0.0,1.0
2017-03-14,57.22,57.22,56.08,56.8,56.8,256226,0.0,1.0
2017-03-13,56.43,57.35,55.85,57.31,57.31,319002,0.0,1.0
2017-03-10,56.93,57.0,55.69,56.6,56.6,294273,0.0,1.0
2017-03-09,56.4,56.54,55.69,56.51,56.51,495110,0.0,1.0
2017-03-08,55.77,56.66,55.53,56.63,56.63,488662,0.0,1.0
2017-03-07,55.39,55.94,54.7,55.57,55.57,301014,0.0,1.0
2017-03-06,55.93,55.94,54.9,55.54,55.54,262090,0.0,1.0
2017-03-03,56.5,56.8,55.6,56.32,56.32,364032,0.0,1.0
2017-03-02,57.34,57.48,56.6,56.77,56.77,387396,0.0,1.0
2017-03-01,56.01,57.45,55.75,57.11,57.11,537294,0.0,1.0
2017-02-28,56.53,57.22,55.7,55.92,55.92,702364,0.0,1.0
2017-02-27,55.2,56.69,54.36,56.59,56.59,479503,0.0,1.0
2017-02-24,55.57,56.53,55.33,55.6,55.6,428963,0.0,1.0
2017-02-23,56.1,56.68,55.59,56.36,56.36,317872,0.0,1.0
2017-02-22,55.51,56.45,55.41,56.26,56.26,317854,0.0,1.0
2017-02-21,56.36,56.73,55.22,56.07,56.07,211126,0.0,1.0
2017-02-17,55.64,56.43,55.32,56.1,56.1,379784,0.0,1.0
2017-02-16,56.62,56.83,55.26,55.5,55.5,491830,0.0,1.0
2017-02-15,56.79,57.23,56.35,56.62,56.62,370198,0.0,1.0
2017-02-14,56.14,58.06,55.24,57.23,57.23,412764,0.0,1.0
2017-02-13,58.57,58.77,56.87,56.98,56.98,809143,0.0,1.0
2017-02-10,57.49,58.77,56.94,58.43,58.43,1303133,0.0,1.0
2017-02-09,54.69,56.42,50.0,55.8,55.8,30406,0.0,1.0
2017-02-08,48.56,49.03,47.77,48.0,48.0,813715,0.0,1.0
2017-02-07,48.84,49.38,48.65,48.79,48.79,223562,0.0,1.0
2017-02-06,48.98,48.99,48.15,48.72,48.72,414119,0.0,1.0
2017-02-03,48.52,49.11,48.31,49.0,49.0,960987,0.0,1.0
2017-02-02,49.1,49.1,47.99,48.34,48.34,390172,0.0,1.0
2017-02-01,49.83,50.1,49.06,49.44,49.44,490146,0.0,1.0
2017-01-31,48.6,49.5899,48.26,49.54,49.54,569491,0.0,1.0
2017-01-30,49.43,49.455,48.545,48.77,48.77,415173,0.0,1.0
2017-01-27,50.08,50.59,49.25,49.75,49.75,244869,0.0,1.0
2017-01-26,50.32,50.825,49.9,49.96,49.96,257384,0.0,1.0
2017-01-25,50.45,51.12,50.07,50.53,50.53,303057,0.0,1.0
2017-01-24,49.43,50.23,49.19,49.92,49.92,411003,0.0,1.0
2017-01-23,49.92,50.3354,48.97,49.44,49.44,510021,0.0,1.0
2017-01-20,50.46,51.175,49.78,50.03,50.03,603249,0.0,1.0
2017-01-19,51.38,51.45,50.45,50.49,50.49,232110,0.0,1.0
2017-01-18,51.98,52.45,50.92,51.36,51.36,302348,0.0,1.0
2017-01-17,52.48,52.51,51.37,51.9,51.9,306196,0.0,1.0
2017-01-13,52.31,53.23,52.31,52.71,52.71,227998,0.0,1.0
2017-01-12,51.98,52.42,51.11,52.17,52.17,258001,0.0,1.0
2017-01-11,52.95,53.37,51.91,52.27,52.27,326333,0.0,1.0
2017-01-10,52.95,53.5,52.68,52.97,52.97,284954,0.0,1.0
2017-01-09,52.83,53.18,52.14,52.7,52.7,341766,0.0,1.0
2017-01-06,52.0,53.14,51.545,52.76,52.76,269272,0.0,1.0
2017-01-05,51.77,52.405,51.24,51.84,51.84,343065,0.0,1.0
2017-01-04,50.98,51.9999,50.46,51.8,51.8,266096,0.0,1.0
2017-01-03,49.67,50.89,49.59,50.87,50.87,353264,0.0,1.0
2016-12-30,50.12,50.56,49.45,49.67,49.67,213827,0.0,1.0
2016-12-29,49.63,50.32,49.62,50.15,50.15,161121,0.0,1.0
2016-12-28,50.36,50.53,49.32,49.44,49.44,163612,0.0,1.0
2016-12-27,50.16,51.4,49.8657,50.37,50.37,163745,0.0,1.0
2016-12-23,49.29,50.29,49.26,50.25,50.25,117346,0.0,1.0
2016-12-22,50.5,50.7,49.36,49.38,49.38,227320,0.0,1.0
2016-12-21,51.73,51.9475,50.44,50.5,50.5,218099,0.0,1.0
2016-12-20,52.71,52.98,51.38,51.89,51.89,416975,0.0,1.0
2016-12-19,52.13,52.48,51.79,52.34,52.34,312072,0.0,1.0
2016-12-16,51.61,52.23,51.355,51.83,51.83,652861,0.0,1.0
2016-12-15,50.81,51.79,50.3,51.51,51.51,341518,0.0,1.0
2016-12-14,50.23,51.53,50.16,50.54,50.54,451321,0.0,1.0
2016-12-13,51.69,51.85,49.76,50.5,50.5,864921,0.0,1.0
2016-12-12,52.14,52.14,51.0,51.28,51.28,427142,0.0,1.0
2016-12-09,52.94,53.39,52.24,52.43,52.43,379207,0.0,1.0
2016-12-08,52.97,53.65,51.86,52.59,52.59,505146,0.0,1.0
2016-12-07,52.55,53.62,50.88,53.04,53.04,697567,0.0,1.0
